study_id,citation_key,title,year,modality,integration_mechanisms,validation_maturity_max,validation_types,application_domains,substantive_tradeoff_member,eligible_report_count,companion_eligible_report_count,eligible_report_ids,cited_in_main,prose_use_count,table_use_count,total_use_count,primary_narrative_home,all_main_locations,pending_human_row_count,canonical_integration_mechanisms,canonical_validation_types,canonical_enabling_technologies,canonical_application_domains,qa_status
STC-SINGLETON-SCR-00361,OISAC_SCR00361,Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing,2025,photonic_THz,shared_waveform; shared_hardware; shared_optical_carrier; shared_resource_allocation; joint_design_or_optimization,5,analytical; simulation; laboratory_experiment; prototype_testbed; mixed,6G_access; aerospace,yes,1,0,RPT-SCR-00361-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:445 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:445:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_resource_allocation|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,photonic_integration|photonic_THz_generation|FMCW,6G_access|aerospace,PASS
STC-SINGLETON-SCR-00362,OISAC_SCR00362,Frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication,2025,photonic_THz,shared_waveform; shared_hardware; shared_optical_carrier; shared_resource_allocation; joint_design_or_optimization,5,analytical; simulation; laboratory_experiment; prototype_testbed; mixed,6G_access; vehicular; aerospace; smart_infrastructure,yes,1,0,RPT-SCR-00362-01,yes,5,0,5,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:285 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:285:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:28:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:195:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:128:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:327:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_resource_allocation|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,beamforming|photonic_integration|photonic_THz_generation|FMCW,6G_access|vehicular|aerospace|smart_infrastructure,PASS
STC-SINGLETON-SCR-00366,OISAC_SCR00366,Integrated ultra-large dynamic vibration sensing with fronthaul analog radio-over-fiber transmission,2025,hybrid_optical,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,5,simulation; laboratory_experiment; prototype_testbed; mixed,6G_access; environment_monitoring; optical_access_network; smart_infrastructure,yes,1,0,RPT-SCR-00366-01,yes,5,0,5,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:253 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",02_FOUNDATIONS_AND_COMPARISON_FRAMEWORK.tex:102:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:212:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:219:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:381:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:253:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,simulation|laboratory_experiment|prototype_testbed|mixed,OFDM|OPA|FMCW,6G_access|environment_monitoring|optical_access_network|smart_infrastructure,PASS
STC-SINGLETON-SCR-00367,OISAC_SCR00367,Common bias-digital subcarrier multiplexing scheme for integrated sensing and communication in short-reach optical transmission systems,2025,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,5,analytical; laboratory_experiment; prototype_testbed,industrial; environment_monitoring; optical_access_network; smart_infrastructure,yes,1,0,RPT-SCR-00367-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:260 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:260:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|laboratory_experiment|prototype_testbed,OFDM|FMCW,industrial|environment_monitoring|optical_access_network|smart_infrastructure,PASS
STC-SINGLETON-SCR-00369,OISAC_SCR00369,Simultaneous polarization demultiplexing and vibration sensing via single pilot tone in DSCM-ISAC systems,2025,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,5,analytical; laboratory_experiment; prototype_testbed,6G_access; industrial; security; environment_monitoring,yes,1,0,RPT-SCR-00369-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:264 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:264:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|laboratory_experiment|prototype_testbed,MIMO|coherent_optics,6G_access|industrial|security|environment_monitoring,PASS
STC-SINGLETON-SCR-00376,OISAC_SCR00376,An integrated sensing and communication solar skin for health monitoring and human–machine interaction,2026,VLC_LiFi,shared_hardware; shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,5,dataset_based; laboratory_experiment; prototype_testbed; mixed,industrial; healthcare,no,1,0,RPT-SCR-00376-01,yes,3,2,5,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:178 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Integration Beyond the Waveform | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:163:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:178:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:199:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:267:table; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:289:table,0,shared_hardware|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,dataset_based|laboratory_experiment|prototype_testbed|mixed,ML_AI,industrial|healthcare,PASS
STC-SINGLETON-SCR-00379,OISAC_SCR00379,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,2025,other_optical,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_application_scenario,5,laboratory_experiment; prototype_testbed,security; environment_monitoring; smart_infrastructure,no,1,0,RPT-SCR-00379-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:232 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Other Optical Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:232:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_application_scenario,laboratory_experiment|prototype_testbed,other,security|environment_monitoring|smart_infrastructure,PASS
STC-SINGLETON-SCR-00387,OISAC_SCR00387,Demonstration of Ranging-Based Phase Encryption for Enhanced Free-Space Optical Security,2026,FSO,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization; shared_application_scenario,5,analytical; simulation; laboratory_experiment; prototype_testbed,security; aerospace,yes,1,0,RPT-SCR-00387-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:470 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:470:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:538:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,analytical|simulation|laboratory_experiment|prototype_testbed,coherent_optics,security|aerospace,PASS
STC-SINGLETON-SCR-00396,OISAC_SCR00396,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer,2025,photonic_THz,shared_hardware; shared_link_or_channel; shared_resource_allocation; shared_application_scenario,5,analytical; simulation; laboratory_experiment; prototype_testbed,aerospace,yes,1,0,RPT-SCR-00396-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:79:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278:prose,0,shared_hardware|shared_link_or_channel|shared_resource_allocation|shared_application_scenario,analytical|simulation|laboratory_experiment|prototype_testbed,beamforming|photonic_integration|photonic_THz_generation,aerospace,PASS
STC-SINGLETON-SCR-00406,OISAC_SCR00406,Microcomb-synchronized optoelectronics,2025,photonic_THz,shared_hardware; shared_application_scenario,5,analytical; laboratory_experiment; prototype_testbed,other,no,1,0,RPT-SCR-00406-01,yes,1,0,1,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:161 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Integration Beyond the Waveform | prose",07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:161:prose,0,shared_hardware|shared_application_scenario,analytical|laboratory_experiment|prototype_testbed,photonic_integration|photonic_THz_generation,other,PASS
STC-SINGLETON-SCR-00407,OISAC_SCR00407,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,2025,VLC_LiFi,shared_optical_carrier; shared_link_or_channel; shared_application_scenario,2,analytical; numerical_analysis; simulation,6G_access; vehicular,no,1,0,RPT-SCR-00407-01,yes,3,0,3,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:155 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > VLC/LiFi Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:155:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:163:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:167:prose,0,shared_optical_carrier|shared_link_or_channel|shared_application_scenario,analytical|numerical_analysis|simulation,other,6G_access|vehicular,PASS
STC-SINGLETON-SCR-00418,OISAC_SCR00418,W-band photonics-aided OFDM system integrating sensing and communication with phase noise suppression scheme,2025,photonic_THz,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,5,analytical; simulation; laboratory_experiment; prototype_testbed; mixed,6G_access; vehicular; industrial; smart_infrastructure,yes,1,0,RPT-SCR-00418-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:455 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:455:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,OFDM|coherent_optics|photonic_THz_generation,6G_access|vehicular|industrial|smart_infrastructure,PASS
STC-SINGLETON-SCR-00432,OISAC_SCR00432,Ultrasonic phase extraction method for co-cable identification in coherent optical transmission systems,2024,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization,5,analytical; simulation; laboratory_experiment; prototype_testbed; mixed,industrial; security; optical_access_network; smart_infrastructure,no,1,0,RPT-SCR-00432-01,yes,2,0,2,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:111 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Fiber O-ISAC | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:111:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:124:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,coherent_optics,industrial|security|optical_access_network|smart_infrastructure,PASS
STC-SINGLETON-SCR-00436,OISAC_SCR00436,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,2025,hybrid_optical,shared_waveform; shared_hardware; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,5,simulation; laboratory_experiment; prototype_testbed; mixed,6G_access; optical_access_network; smart_infrastructure,yes,1,0,RPT-SCR-00436-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:503 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:503:prose,0,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,simulation|laboratory_experiment|prototype_testbed|mixed,OFDM,6G_access|optical_access_network|smart_infrastructure,PASS
STC-SINGLETON-SCR-00451,OISAC_SCR00451,Wearable Sensors Based on Miniaturized High-Performance Hybrid Nanogenerator for Medical Health Monitoring,2024,VLC_LiFi,shared_hardware; joint_design_or_optimization; shared_application_scenario,5,laboratory_experiment; prototype_testbed,healthcare,no,1,0,RPT-SCR-00451-01,yes,1,0,1,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:199 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Applications as Operating Requirements | prose",07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:199:prose,0,shared_hardware|joint_design_or_optimization|shared_application_scenario,laboratory_experiment|prototype_testbed,other,healthcare,PASS
STC-SINGLETON-SCR-00456,OISAC_SCR00456,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,2025,FSO,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization; shared_application_scenario,2,analytical; simulation,6G_access; environment_monitoring; aerospace,no,1,0,RPT-SCR-00456-01,yes,1,1,2,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:293 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Applications as Operating Requirements | table",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:189:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:293:table,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,analytical|simulation,ML_AI,6G_access|environment_monitoring|aerospace,PASS
STC-SINGLETON-SCR-00460,OISAC_SCR00460,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,2023,VLC_LiFi,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,5,analytical; simulation; laboratory_experiment; prototype_testbed; mixed,6G_access; vehicular; smart_infrastructure,yes,1,0,RPT-SCR-00460-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:363 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:363:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,FMCW,6G_access|vehicular|smart_infrastructure,PASS
STC-SINGLETON-SCR-00473,OISAC_SCR00473,High-performance Vibration Sensing Based on Subband Phase-Shift Transform in Integrated Sensing and Communication System,2025,fiber,shared_hardware; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,5,analytical; laboratory_experiment; prototype_testbed; mixed,industrial; security; smart_infrastructure,yes,1,0,RPT-SCR-00473-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:343 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:343:prose,0,shared_hardware|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|laboratory_experiment|prototype_testbed|mixed,coherent_optics|fiber_DAS,industrial|security|smart_infrastructure,PASS
STC-SINGLETON-SCR-00488,OISAC_SCR00488,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,2024,VLC_LiFi,shared_waveform; shared_link_or_channel; joint_design_or_optimization; shared_application_scenario,2,analytical; simulation,indoor_positioning,yes,1,0,RPT-SCR-00488-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:509 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:509:prose,0,shared_waveform|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,analytical|simulation,OFDM,indoor_positioning,PASS
STC-SINGLETON-SCR-00492,OISAC_SCR00492,Millimeter-wave over fiber integrated sensing and communication system using self-coherent OFDM,2024,photonic_THz,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,5,analytical; simulation; laboratory_experiment; prototype_testbed,6G_access; optical_access_network,yes,1,0,RPT-SCR-00492-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:337 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:337:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,analytical|simulation|laboratory_experiment|prototype_testbed,OFDM|coherent_optics|photonic_THz_generation,6G_access|optical_access_network,PASS
STC-SINGLETON-SCR-00496,OISAC_SCR00496,First Demonstration of FTTR-based RFID Network for Integrated Sensing and Communication,2025,fiber,shared_hardware; shared_link_or_channel; shared_resource_allocation; shared_application_scenario,6,simulation; laboratory_experiment; prototype_testbed; field_experiment,optical_access_network,no,1,0,RPT-SCR-00496-01,yes,5,0,5,"06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:31 | VALIDATION EVIDENCE, RECONSTRUCTABILITY, AND BENCHMARK READINESS > Validation Settings and Methods | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:114:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:118:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:137:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:31:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:85:prose,0,shared_hardware|shared_link_or_channel|shared_resource_allocation|shared_application_scenario,simulation|laboratory_experiment|prototype_testbed|field_experiment,beamforming,optical_access_network,PASS
STC-SINGLETON-SCR-00502,OISAC_SCR00502,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,2024,photonic_THz,shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,5,analytical; laboratory_experiment; prototype_testbed,6G_access; indoor_positioning; optical_access_network,no,1,0,RPT-SCR-00502-01,yes,1,0,1,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:161 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Integration Beyond the Waveform | prose",07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:161:prose,0,shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,analytical|laboratory_experiment|prototype_testbed,photonic_THz_generation|FMCW,6G_access|indoor_positioning|optical_access_network,PASS
STC-SINGLETON-SCR-00506,OISAC_SCR00506,Catch Me If You Can: Laser Tethering with Highly Mobile Targets,2024,FSO,shared_hardware; shared_link_or_channel; joint_design_or_optimization; shared_application_scenario,5,laboratory_experiment; prototype_testbed; mixed,vehicular; aerospace,yes,1,0,RPT-SCR-00506-01,yes,3,0,3,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:352 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:183:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:194:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:352:prose,0,shared_hardware|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,laboratory_experiment|prototype_testbed|mixed,beamforming|ML_AI,vehicular|aerospace,PASS
STC-SINGLETON-SCR-00527,OISAC_SCR00527,Joint Visible Light Sensing and Communication Using m-CAP Modulation,2023,VLC_LiFi,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,2,analytical; simulation; mixed,6G_access; smart_infrastructure,yes,1,0,RPT-SCR-00527-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:462 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:462:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,analytical|simulation|mixed,other,6G_access|smart_infrastructure,PASS
STC-SINGLETON-SCR-00557,OISAC_SCR00557,Visible Light Communication-Enabled Simultaneous Position and Orientation Detection for Harnessing Multipath Interference and Random Fading,2024,VLC_LiFi,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization; shared_application_scenario,2,analytical; simulation; mixed,vehicular; industrial,no,1,0,RPT-SCR-00557-01,yes,2,0,2,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:155 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > VLC/LiFi Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:155:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:163:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,analytical|simulation|mixed,OFDM,vehicular|industrial,PASS
STC-SINGLETON-SCR-00576,OISAC_SCR00576,Remote Phase-Shift LiDAR With Communication,2023,FSO,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,4,analytical; simulation; laboratory_experiment; mixed,vehicular; industrial; aerospace,yes,1,0,RPT-SCR-00576-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:439 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:439:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,analytical|simulation|laboratory_experiment|mixed,other,vehicular|industrial|aerospace,PASS
STC-SINGLETON-SCR-00589,OISAC_SCR00589,Deep Integration Between Polarimetric Forward-Transmission Fiber-Optic Communication and Distributed Sensing Systems,2024,fiber,shared_waveform; shared_hardware; shared_link_or_channel,5,analytical; laboratory_experiment; prototype_testbed; mixed,security; environment_monitoring; healthcare; smart_infrastructure,yes,1,0,RPT-SCR-00589-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:394 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:394:prose,0,shared_waveform|shared_hardware|shared_link_or_channel,analytical|laboratory_experiment|prototype_testbed|mixed,fiber_DAS,security|environment_monitoring|smart_infrastructure,PASS
STC-SINGLETON-SCR-00594,OISAC_SCR00594,Wide-Steering Integrated Sensing and Communication OPA-Based Lidar Design with Joint Waveform and Thinned Antenna,2025,FSO,shared_waveform; shared_hardware; joint_design_or_optimization,2,analytical; simulation; mixed,6G_access; vehicular,no,1,0,RPT-SCR-00594-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:187 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Free Space Optical Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:187:prose,0,shared_waveform|shared_hardware|joint_design_or_optimization,analytical|simulation|mixed,photonic_integration|OPA|FMCW,6G_access|vehicular,PASS
