Paper_ID,step_0_visual_inspection,step_1_concept_analysis,step_2_benchmark_verification,step_3_strategic_critique
O_ISAC_115,"The paper discusses integrated sensing and communication in 6G systems, focusing on channel modeling for THz imaging. A 3-D metallic test chart is designed to evaluate the sensing modeling quality. The paper introduces geometrical optics (GO), physical optics (PO), and integral equation (IE) methods for simulating the EM fields and combines them with the EM inverse scattering method for developing the image of the 3-D test chart.","The system mechanism is based on deterministic channel modeling approaches, including GO, PO, and IE methods, to simulate the EM fields of a 3-D test chart. The ISAC coupling mode is achieved through the use of these methods to model the sensing channel.","The paper verifies the physical consistency of the reported metrics by comparing the simulated images obtained using the GO, PO, and IE methods with the measured image obtained through an experimental setup in a chamber. The results show that the IE method agrees well with the measurement, while the GO and PO methods can only show the characteristics of 2-D optical imaging.",The paper identifies the solved problem as the development of a deterministic channel modeling approach for THz imaging in 6G systems. The remaining open challenge is the need for more accurate and efficient channel modeling methodologies that can capture the physical phenomena of real-world 3-D electromagnetic sensing targets.
O_ISAC_116,"The paper presents a solar-blind UV communication system with non-line-of-sight (NLOS) capability, achieving full-room coverage with a data rate of 2 Mbps. The system uses a UV LED array and a photomultiplier tube (PMT) as the receiver. The paper also demonstrates the potential for integrated sensing and communication (ISAC) using the system.",The system uses a UV LED array with a combined output power of 0.45 W and a PMT with a 44° field of view. The system achieves NLOS communication by detecting scattered/reflected UV photons from the room ceiling. The paper also explores the potential for ISAC by exploiting the increased scattering of UV photons due to the presence of aerosol/particles in the channel.,"The paper presents a comparison between the proposed NLOS system and a traditional line-of-sight (LOS) system. The results show that the NLOS system achieves a wider coverage area and is more robust to misalignment between the transmitter and receiver. The paper also presents a BER and SNR analysis for the NLOS system, demonstrating its feasibility for high-fidelity data transmission.","The paper demonstrates the potential of the proposed system for ISAC applications, such as smoke detection in enclosed environments. The system's ability to detect changes in the received signal power due to scattering by aerosol/particles makes it a promising solution for secure and adaptable communication in challenging environments."
O_ISAC_117,"The paper includes several figures, including Fig. 1, which depicts the OFDM-LFM integrated system, Fig. 2, which illustrates the matched filtering process, Fig. 3, which shows the BER performance of different turbulence intensities, Fig. 4 and Fig. 5, which depict the simulation results of the fuzzy function for both LFM signal and ACO-OFDM-LFM signal, and Fig. 6, which shows the FPGA-based hardware test platform.","The system combines asymmetric limiting optical orthogonal frequency division multiplexing (ACO-OFDM) and linear frequency modulation (LFM) technologies to seamlessly integrate optical communication and lidar ranging. The ACO-OFDM-LFM signal is generated by mapping binary data to the starting and ending frequencies of the LFM signal, and then applying 4QAM modulation and IFFT processing.","The paper reports a BER performance improvement of 4.2 dB under Gamma-Gamma weak and medium turbulence channel conditions compared to a single LFM signal. The system also exhibits a distinctive 'peg' shape in the ambiguity function, indicating superior distance and speed resolution capabilities. The laboratory prototype demonstrates a data transmission rate of 10 Mbps and a ranging accuracy of less than 0.14 cm.","The system addresses the challenges associated with traditional communication-sensing integrated systems in the Internet of Vehicle (IoV) environment, particularly in terms of spectrum demand and hardware implementation costs. However, the system's performance under strong turbulence conditions is degraded, and the likelihood of strong turbulence occurring in a real Telematics communication environment is not explicitly addressed."
O_ISAC_118,The paper proposes a MIMO-radar based cyclist detection method for long-range scenarios using Integrated Sensing And Communication (ISAC). The method employs Capon and amplitude and phase estimation (APES) beamforming techniques to estimate the angle of arrival (AoA) of the target. The paper includes several figures and tables to illustrate the simulation results and performance of the proposed method.,"The paper introduces the concept of ISAC and its application in long-range cyclist detection. It highlights the challenges of low Signal-to-Noise Ratio (SNR) conditions and proposes the use of MIMO radar and beamforming techniques to address these challenges. The paper also discusses the system model, including the transmitter and receiver antenna arrays, and the target state matrix.","The paper presents simulation results to evaluate the performance of the proposed method. The results show that the Capon beamformer provides accurate angle estimation but suffers from limited resolution, while the APES beamformer offers superior resolution at the cost of estimation accuracy. The paper also presents Monte-Carlo simulation results to evaluate the detection performance of the proposed method.","The paper identifies the limitations of the proposed method, including the reduced angular resolution of the Capon beamformer and the bias in the estimated angles of the APES beamformer. The paper suggests future work to develop methods that enhance angular resolution while reducing estimation bias."
O_ISAC_119,The paper presents a W-band fiber-wireless link with integrated sensing and communication functions enabled by electromagnetic polarization multiplexing. The system uses asymmetrical single-sideband modulation along with optical heterodyne up-conversion to generate ultra-wideband sensing and communication waveforms in W-band. The electromagnetic polarization multiplexing allows the radar and communication signals to operate in a co-time and co-frequency (CTCF) mode without time-frequency competition.,"The system mechanism is based on electromagnetic polarization multiplexing, which enables the radar and communication signals to operate in a CTCF mode without time-frequency competition. The ISAC coupling mode is achieved through the use of two orthogonal electromagnetic polarizations, allowing the sensing and communication signals to transmit simultaneously without interference.","The reported metrics, such as the spatial resolution of up to 15 mm and data rate as high as 92 Gbit/s, are physically consistent with the system's design and capabilities. The use of electromagnetic polarization multiplexing and asymmetrical single-sideband modulation enables the generation of ultra-wideband sensing and communication waveforms, which can support high-resolution sensing and high-data-rate communication.","The paper solves the problem of integrating sensing and communication in a W-band fiber-wireless link without time-frequency competition. However, the remaining open challenges include further improving the system's performance, such as increasing the spatial resolution and data rate, and reducing the complexity and cost of the system. Additionally, the system's scalability and robustness in practical scenarios need to be further investigated."
O_ISAC_120,"The paper presents a reconfigurable phase-time array (PTA) transmitter for joint communication and sensing. The system uses a combination of phase shift and true time delay (TTD) to create a prism-like spectral-to-spatial mapping property, allowing for simultaneous multi-RX localization and physically secured wireless communication.","The PTA transmitter uses a combination of phase shift and TTD to create a prism-like spectral-to-spatial mapping property. This allows for simultaneous multi-RX localization and physically secured wireless communication. The system mechanism is based on the beam squinting phenomenon in phased arrays, which is enhanced by the PTA technique to create a spatial dispersion that can be used for localization and security.","The paper reports a maximum time delay of 112 ps, which is sufficient for an eight-element antenna array at 28 GHz with ±60° beam steering. The measured IF time delay is 112 ps with a minimum time delay step of ~4 ps. The RF time delay variation is between 1.1% and 4.6% over 25-33 GHz (27% FBW). The measured CW results show a P_sat, OP1 dB, and drain efficiency (PA) of 17.66 dBm, 15/15.57/16.2 dBm, and 35%/36%/37%, respectively, in the three states.","The paper solves the problem of simultaneous multi-RX localization and physically secured wireless communication using a reconfigurable phase-time array (PTA) transmitter. However, the paper also mentions that the security can be improved by using larger time delay and phase shift values, and that the system can be extended to low-bandwidth modulated signals using larger (Δt, ΔΦ) settings. The open challenges include improving the security of the system, extending the system to low-bandwidth modulated signals, and demonstrating the system with a larger array size."
O_ISAC_121,"The paper includes several figures, including Fig. 1, which illustrates the architecture and principle of the S-DNN for all-optical DOA estimation, and Fig. 2, which shows the experimental system and results of the S-DNN.",The S-DNN is an all-optical computing paradigm for DOA estimation that uses a multi-layer metasurface and detector array to perform light-speed computation on EM waves without digital conversion. The system mechanism involves identifying the phase distribution of far-field EM waves to determine the angles of target sources.,"The paper reports an angular resolution of 1°, which exceeds the diffraction limit by four times. The experimental results show that the S-DNN can achieve super-resolution DOA estimation with an accuracy of 96%.","The S-DNN solves the problem of achieving super-resolution DOA estimation beyond the diffraction limit. However, the paper does not discuss the potential challenges of scaling up the system for practical applications or the limitations of the broadband robust training method."
O_ISAC_122,"The paper includes several figures, including Fig. 1, which illustrates the principle of the super-resolution diffractive neural network (S-DNN) for all-optical DOA estimation. Fig. 2 shows the experimental system used to characterize the S-DNN. Fig. 3 presents a comparison of the angular response between the S-DNN and a lens system. Fig. 4 displays the experimental results of the confusion and energy distribution matrices for the test samples. Fig. 5 demonstrates the broadband DOA estimation performance of the S-DNN. Fig. 6 illustrates the application of DOA estimation with passive S-DNNs for RIS-based communications.","The S-DNN is a passive, all-optical system that uses diffractive neural networks to estimate the direction of arrival (DOA) of electromagnetic waves. The system consists of multiple layers of sub-wavelength diffractive elements that modulate the amplitude and phase of the incident light field, generating a super-oscillatory angular response within a local angular range. The S-DNN can be designed to operate in either 1D or 2D estimation modes to estimate the elevation and azimuth angles of the targets individually or simultaneously.","The paper reports that the S-DNN achieves an angular resolution of 1°, which is four times higher than the diffraction-limited resolution. The system also demonstrates broadband super-resolution DOA estimation over a wide field of view, with an estimation delay that is in principle two to four orders of magnitude lower than commercial devices.","The S-DNN solves the problem of achieving super-resolution DOA estimation beyond the diffraction limit, eliminating the need for traditional RF circuits or digital processing systems. However, the system still requires further development to achieve reconfigurability and to integrate with other systems, such as RIS-based communications."
O_ISAC_123,"The paper includes several figures, including Fig. 1, which shows the experimental setup with two Turtlebot2 robots and a 15.6-inch LCD screen. Fig. 2 illustrates the block diagram of the proposed ROS-compatible OISAC scheme. Fig. 3 depicts the leader-follower setup and camera model. Fig. 4 shows the pose estimation. Fig. 5 presents the results of the first experiment, including the trajectory and formation errors. Fig. 6 displays the braking distance in the second experiment. Fig. 7 shows the results of the third experiment, including the trajectory, formation errors, and velocity.","The proposed system integrates camera sensing and screen-camera communication (SCC) for cooperative mobile robotics. The SCC link is used to transmit the leader's velocity information to the follower, which then uses this information to estimate the relative pose and control its movement. The system addresses new challenges such as image blur and long image display delays, and is designed for real-time control of mobile robots.","The paper reports several metrics, including the packet loss rate under different distances and view angles, as well as the display delays under different queue sizes. The results show that the proposed screen-camera link design has a packet loss rate of less than 3% within 1.2-meter distance and 50-degree view angle. The display delay substantially increases as the subscribing queue size increases.","The proposed system solves the problem of integrating sensing and communication for cooperative mobile robotics, and addresses the challenges of image blur and long image display delays. However, the system still faces open challenges such as the trade-offs between screen size and OISAC performance, as well as between sensing performance and communication performance."
O_ISAC_124,"The paper includes several figures and tables that provide detailed information about the proposed antenna design, including its configuration, operation principle, and simulation results. Figure 1 shows the application of the LWAoD with multibeam and wide spatial coverage for vehicular ISAC systems. Figure 2 presents the stack-up of the proposed array employing LWAoD elements and 2-dimensional spatial beam scanning for vehicle ISAC applications.","The unit cell optimization method is used to determine the optimal number of unit cells, ensuring that the LWAoD structure remains optically transparent while achieving minimal cumulative loss. The proposed antenna also features a shared aperture concept that supports both phase scanning (PS) and frequency scanning (FS) modes.",The simulation results show that the proposed antenna achieves a wide scanning angle of -48° to +45° across 22-38 GHz. The measured reflection coefficient achieves a wide operational bandwidth ranging from 20 to 40 GHz. The proposed antenna exhibits a radiation efficiency ranging from approximately 28% to 45% across the 22-38 GHz band.,The proposed antenna demonstrates novelty compared to referred designs by achieving a wide impedance bandwidth (55.33%) and widest 2-D spatial beam coverage (≅ 93°×108°) while maintaining a compact profile (0.018λ) and supporting display panel integration for vehicle ISAC systems.
O_ISAC_125,"The paper includes several figures, including Fig. 1, which shows the frequency-diverse microwave imaging using a low-profile broadband 1-bit randomly encoded folded reflectarray co-aperture transceiver. Fig. 2 illustrates the metasurface configuration, and Fig. 3 shows the phase of the metaunit and the polarization conversion responses. Fig. 4 displays the configuration and transmission response of the designed polarizer grid. Fig. 5 plots the electric-field distributions on the imaging plane at different frequencies. Fig. 6 shows the S-parameters of the imaging system and the singular value distributions, sensing capacities, and number of modes for different operational bandwidths. Fig. 7 shows the fabricated metasurface and its singular value distribution. Fig. 8 illustrates the setup of near-field measurement and microwave imaging in an anechoic chamber. Fig. 9 and Fig. 10 provide simulated and experimental results of microwave imaging using the proposed folded reflectarray transce","The system mechanism is based on a low-profile broadband 1-bit randomly encoded folded reflectarray co-aperture transceiver for frequency-diverse microwave imaging. The ISAC coupling mode is achieved through the combination of a polarization conversion metasurface and a polarizer grid, which enables the co-aperture integration of transmitter and receiver with different radiation patterns.","The paper reports a wide operational bandwidth of 13 GHz to 31 GHz, corresponding to 82% relative bandwidth. The metasurface exhibits a high polarization conversion ratio above 90%. The system's sensing capacity is quantified using the singular values, and the number of modes increases with the bandwidth. The experimental results demonstrate the high performance of the folded reflectarray transceiver.","The paper solves the problem of achieving a low-profile, wideband, and high-sensing-capacity microwave imaging system. The remaining open challenges include further improving the system's bandwidth, reducing the complexity of the metasurface design, and exploring the application of the system in various fields such as medical imaging, nondestructive testing, and security screening."
O_ISAC_126,"The paper proposes a 6G general large-scale fading channel model (6GLSFCM) for multiple frequency bands and scenarios. The model considers basic loss, atmospheric attenuation loss, scintillation loss, and building penetration loss. The paper also provides simulation results and validation with channel measurement data for multiple frequency bands and scenarios.","The 6GLSFCM is a general channel model that integrates the electromagnetic propagation characteristics across multiple frequency bands and scenarios. The model considers the large-scale fading characteristics of the electromagnetic propagation for multiple frequency bands and scenarios of 6G. The ISAC coupling mode is not explicitly mentioned in the paper, but it is one of the scenarios considered in the model.",The paper provides simulation results and validation with channel measurement data for multiple frequency bands and scenarios. The results show that the proposed 6GLSFCM can accurately capture the large-scale propagation characteristics of the specific frequency bands and scenarios.,The paper solves the problem of lacking a comprehensive large-scale fading channel model for multiple frequency bands and scenarios in 6G. The remaining open challenges include the need for more measurement data to validate the model and the need for further research on the application of the model in different scenarios.
O_ISAC_127,"The paper includes several figures and tables that illustrate the system model, experimental setup, and performance results of the proposed RIS-assisted underwater optical wireless communication (UOWC) system. Figure 1 shows the system model, which includes an ISAC-enabled base station, an RIS, and environmental sensors. Figure 2 illustrates the unified system architecture, which integrates an LSTM network for environmental prediction, a DRL agent for real-time RIS control, and an NSGA-II optimizer for multi-objective refinement. Figure 3 presents the proposed closed-loop system for RIS-assisted underwater optical communication. Figure 4 shows the bit error rate (BER) performance under varying salinity conditions. Figure 5 illustrates the secrecy rate versus SNR for the proposed LSTM-DRL framework. Figure 6 presents the Pareto front obtained using NSGA-II, which shows the trade-off between secrecy rate and energy efficiency. Figure 7 depicts the latency breakdown of the LSTM-DRL-NSGA-I","The proposed system integrates a Reconfigurable Intelligent Surface (RIS) with an ISAC-enabled base station to enable secure and efficient data transmission in dynamic aquatic environments. The RIS is composed of passive elements that can be programmed to introduce phase shifts, allowing for beamforming and null steering. The system uses a Long Short-Term Memory (LSTM) network to predict environmental parameters such as salinity and turbulence, which are then used to inform the Deep Reinforcement Learning (DRL) agent. The DRL agent selects candidate RIS phase-shift configurations that maximize secrecy rate and energy efficiency while minimizing bit error rate (BER). The NSGA-II optimizer refines these configurations to achieve Pareto-optimal solutions that balance secrecy rate and energy efficiency.","The paper reports a secrecy rate of 8.2 bps/Hz, which is a 46.4% improvement over the static RIS baseline. The system also achieves a bit error rate (BER) of 2.3 × 10^(-5) under high-salinity conditions, representing a 41.4% reduction compared to the static RIS baseline. The reconfiguration latency is 37.5 μs per element, which is well within the 100 ms coherence time of the underwater optical channel. The system's performance is validated through experimental evaluations using oceanographic data from varying salinity and turbulence conditions.","The proposed system addresses the challenges of underwater optical wireless communication (UOWC) by integrating a Reconfigurable Intelligent Surface (RIS) with an ISAC-enabled base station. The system uses a Long Short-Term Memory (LSTM) network to predict environmental parameters, a Deep Reinforcement Learning (DRL) agent to select RIS phase-shift configurations, and an NSGA-II optimizer to refine these configurations. The system achieves significant improvements in secrecy rate, bit error rate, and reconfiguration latency. However, open challenges remain, such as scaling the system to larger RIS arrays, maintaining real-time operation, and addressing the impact of biofouling on RIS surface reflectivity."
O_ISAC_128,"The paper includes several figures, including Fig. 1, which illustrates the principles of dual comb and match filter DAS. Fig. 2 shows the dual comb enabled ISAC experimental setup over a fiber access network, including spectrums at different locations. Fig. 3 presents the recovered traces from different paths, differential phase variation, and reconstructed vibrations of each path. Fig. 4 displays the demodulated SNR with sensing on/off in different launch powers and the performance of commonly used short-reach modulation with sensing on.","The system uses a dual-comb-enabled integrated sensing and communication method, where two optical combs are generated from a single narrow linewidth seed laser. One comb is dedicated to communication, and the other has a slightly offset frequency spacing for sensing. The combs are modulated with FMCW, allowing for the separation of Rayleigh backscattering by different frequency bands. This configuration enables low-bandwidth coherent receivers to accurately reconstruct the sensing information.","The paper reports a sensing spatial resolution of up to 0.5 meters for various modulation schemes and across various fiber lengths. The communication performance is also evaluated, showing no significant penalty with the sensing function activated. The results are physically consistent, considering the dual-comb configuration and FMCW modulation.","The paper solves the problem of integrating sensing and communication in a fiber access network without adding complexity to the user-end equipment. The proposed dual-comb-enabled ISAC scheme allows for real-time, independent sensing of all channels within the network. However, open challenges remain, such as further improving the sensing resolution, reducing the system's complexity, and demonstrating its scalability in larger networks."
O_ISAC_129,"The paper proposes a system called VehicleTalk, which uses optical wireless communication and sensing for vehicle-to-vehicle (V2V) communication. The system utilizes the head/tail LED lights of vehicles to construct communication/sensing channels. The paper includes several figures, including Figure 1, which illustrates the overview of the VehicleTalk framework, and Figure 2, which shows three types of status awareness in VehicleTalk.","The system uses a combination of optical wireless communication and sensing to enable V2V communication and perception functions. The communication component uses Raptor Codes to combat packet loss, while the perception component uses a fast risk detection algorithm to detect status changes of adjacent vehicles.",The paper presents experimental results to verify the effectiveness of the proposed system. The results show that the system can achieve a goodput of 5 kbps and a sensing task with a median RE and RER below 1.6% and 10% at a distance of 5 m.,The paper proposes a novel approach to V2V communication and sensing using optical wireless communication and sensing. The system has the potential to improve traffic safety and efficiency by enabling vehicles to communicate and sense each other's status in real-time.
O_ISAC_130,"The paper includes several figures, including Fig. 1, which illustrates the research methodology of the proposed method, and Fig. 2, which shows microscope photographs of E. marina and I. galbana samples. Fig. 3 presents the absorbances of E. marina and I. galbana samples. Fig. 4 shows the preparation steps for microalgal solution with different densities and photographs of E. marina and I. galbana in various densities. Fig. 5 displays photographs of QDs in solvent and in solidified status, normalized emission spectra of blue, green, yellow, orange, and red light, and quantum yields of green, yellow, orange, and red light at 460-nm excitation. Fig. 6 illustrates the frequency responses of the blue LED chip and QD CCLs in different colors. Fig. 7 depicts the arrangement of the VLSC measuring system and measurement photographs of microalgae at varying densities by using the yellow QD CCL. Fig. 8 shows BER versus microalgae density by using E. marina and the orange QD CCL, and BER versus ","The proposed system is a quantum dot (QD)-based visible light sensing and communication (VLSC) system. The system uses emissions spanning the blue, green, yellow, orange, and red spectra to evaluate the density of microalgae across different species and varying densities. The bit error rate (BER) of the VLSC system serves as an intermediate to calculate microalgae density under various data rates and light colors by fitting the linear area of BERs.","The paper reports the BER and optical power of the VLSC system under various microalgae densities and light colors. The results show that the BER increases with the increase in microalgae density, and the optical power decreases with the increase in microalgae density. The paper also reports the accuracy of the proposed method, which is validated by comparing the calculated densities using the proposed method with those obtained from the conventional counting method.","The proposed method solves the problem of measuring microalgae density using a VLSC system. The method is contactless, eco-friendly, and offers convenience in automatic measurement without the need for sampling or risking contamination of the original microalgal solution. However, the method still has some limitations, such as the need for a training process to establish the mapping relationship between BER and microalgae density, and the potential impact of system errors on the measured BER results."
O_ISAC_131,The paper discusses a joint Lambertian model calibration and positioning (JCAP) scheme for integrated optical wireless communication and sensing. The system model involves LEDs and a user device (UD) with a photodiode. The goal is to estimate the UD location and orientation direction. The paper proposes a majorization minimization (MM)-based optimization method to address the non-convexity of the JCAP problem.,"The system mechanism involves the use of LEDs as beacons to transmit visible light signals, which are then sensed by the UD's photodiode. The ISAC coupling mode is based on the joint optimization of the Lambertian emission model (LEM) parameters and the UD location and orientation direction.",The paper reports the convergence of the proposed MM-based JCAP algorithm and its performance in terms of UD localization error. The results show that the proposed algorithm outperforms the state-of-the-art VLP baseline methods.,"The paper solves the problem of joint LEM calibration and positioning for integrated optical wireless communication and sensing. However, the paper does not discuss the potential challenges and limitations of the proposed algorithm in practical scenarios, such as the impact of noise and interference on the system performance."
O_ISAC_132,"The paper discusses terahertz band communication and sensing, with a focus on photon-assisted technology. It presents various experimental setups and results, including large capacity transmission, long distance transmission, real-time communication, and integrated sensing and communication. The paper includes several figures and tables, such as Figure 1, which shows the experimental setup of the integrated optical wireless transmission system, and Table I, which summarizes representative achievements in large capacity terahertz transmission.","The system mechanism is based on photon-assisted technology, which uses optical signals to generate terahertz signals. The ISAC coupling mode is achieved through frequency division multiplexing (FDM) or time division multiplexing (TDM), where the sensing and communication signals are multiplexed and transmitted simultaneously.","The paper reports several experimental results, including a 6.4 Tbit/s terahertz signal transmission over 20 km fiber and 54 m wireless distance, and a 400 m wireless transmission of a 335 GHz terahertz signal with a net bit rate of 25.6 Gbit/s. These results demonstrate the physical consistency of the reported metrics, such as rate and resolution, and show the potential of photon-assisted technology for high-speed and long-distance terahertz communication.","The paper solves several problems, such as achieving high-speed and long-distance terahertz communication, and demonstrating the potential of photon-assisted technology for integrated sensing and communication. However, there are still open challenges, such as improving the efficiency of photoelectric conversion, increasing the flexibility of terahertz antennas, and developing new materials and devices for terahertz communication."
O_ISAC_133,"The paper includes several figures, including Fig. 1, which depicts a UAV-based IPSAC scenario, and Fig. 2, which illustrates the transmitter of the CEO-OFDM system. Other figures, such as Fig. 3, show the signal flowchart of the proposed passive sensing algorithm, and Fig. 4, which presents the analysis of BER and TDOA error performance under different β/Pmax values.","The system mechanism is based on CEO-OFDM, which uses a cyclic prefix (CP) to mitigate clipping distortion caused by peak power limitations. The ISAC coupling mode is achieved through the use of the CP for correlation analysis in estimating the TDOA of the signal, allowing for precise distance and velocity measurements.",The paper reports that the proposed CEO-OFDM system outperforms DCO-OFDM and ACO-OFDM systems in terms of BER performance and TDOA error. The results show that the TDOA estimation error in the CEO-OFDM system is 4 times less than that of the DCO-OFDM system and 2 times less than that of the ACO-OFDM system.,"The paper solves the problem of efficient target detection and TDOA estimation in OWC systems with peak power constraints. However, the system's performance in multi-path environments and the impact of noise on the sensing accuracy are not fully addressed and remain as open challenges."
O_ISAC_134,"The paper presents a system model for radar-LiDAR fusion-aided RF beam prediction in vehicular communications. The system consists of a base station (BS) equipped with a mmWave antenna array, radar, and LiDAR. The radar is used to estimate the mobility parameters of target vehicles, while LiDAR is used to extract environmental features. The paper also presents a multimodal fusion framework that combines the radar and LiDAR data to predict the optimal RF beam index.",The system mechanism involves using radar to estimate the mobility parameters of target vehicles and LiDAR to extract environmental features. The ISAC coupling mode is based on a multimodal fusion framework that combines the radar and LiDAR data to predict the optimal RF beam index. The fusion is performed in two steps: feature-level fusion and decision-level fusion.,The paper presents numerical results that demonstrate the effectiveness of the proposed multimodal fusion framework in improving the beam prediction accuracy. The results show that the proposed framework outperforms other deep neural network architectures in terms of beam prediction accuracy and stability.,"The paper solves the problem of improving beam prediction accuracy in vehicular communications using a multimodal fusion framework. However, the paper also identifies some open challenges, such as the need for further optimization of the fusion framework and the development of more efficient algorithms for processing the radar and LiDAR data."
O_ISAC_135,"The paper contains several figures, including Figure 1, which shows the Calbuco volcano's geographic location, and Figures 2-4, which display VIIRS and ATMS imagery of the volcanic eruption. Figure 5 illustrates the MSDW mask and BTD mask values. Figure 6 presents the estimated TML, plume height, and MFR from ATMS data. Figures 7-10 show retrieval products from MODIS, VIIRS, and CALIOP lidar data.","The paper discusses the use of satellite data, including ATMS and VIIRS, to detect and estimate near-source volcanic plume parameters, such as tephra mass loading and plume height. The ISAC coupling mode is based on the synergistic utilization of high-quality lidar, in combination with realistic particle models, to improve ash mass concentration retrievals.","The paper presents a comparison of the estimated tephra mass loading from ATMS data with empirical formulas and ground-based measurements, showing a relatively good agreement. The estimated plume height from ATMS data is also compared with the height derived from MODIS and CALIOP lidar data, showing a consistent result.","The paper solves the problem of detecting and estimating near-source volcanic plume parameters using satellite data. However, the remaining open challenges include the need for more accurate and robust retrieval algorithms, as well as the development of more advanced particle models to improve ash mass concentration retrievals."
O_ISAC_136,"The paper includes several figures, including Figure 1, which illustrates the Rydberg atomic receiving mechanism, and Figure 2, which shows the transceiver diagram of the broadband RYDAR-based ISAC framework. Figure 3 illustrates the detected results at the proposed ISAC receiver, and Figure 4 presents proof-of-concept demonstrations for radar and communication functionalities. Figure 5 displays typical applications for RYDAR-based ISAC.","The system mechanism is based on the Rydberg Atomic Receiver (RYDAR), which exploits the Rydberg-state atoms to exhibit superior sensitivity to electromagnetic fields. The ISAC coupling mode is achieved through a monostatic sensing scenario, where a RYDAR-empowered base station provides constant data coverage for heterogeneous mobile users while performing radar detection with the communication signals.",The paper reports a root mean square error (RMSE) of 1.04 cm for target distance estimation and a bit error rate (BER) less than 3.97% for communication validation. These metrics are physically consistent with the proposed RYDAR-based ISAC framework and demonstrate its potential for high-resolution sensing and high-rate communication.,"The paper addresses the limitation of classical electronic receivers in terms of sensitivity and operating bandwidth. However, it also highlights the challenges associated with the RYDAR architecture, such as the instantaneous bandwidth limitation, scanning latency, and environmental sensitivity. Open challenges include the development of more sophisticated signal processing algorithms, array-based configurations, and photonic integration for miniaturization."
O_ISAC_137,"The paper includes several figures, such as Fig. 1, which shows a block diagram of a time tagger with one measurement channel in continuous recording (CR) mode, and Fig. 3, which displays the result of software-based selection of reflected signals in a real experiment. Additionally, Fig. 5 illustrates the structure of a transmitted reference pulse-position modulation (TR-PPM) signal.","The system mechanism involves continuous event recording in Satellite Laser Ranging (SLR) systems, which enables the measurement of the total propagation time of laser light pulses. The ISAC coupling mode is achieved through the use of pulse position modulation (PPM) for encoding information in the time difference between reference and information pulses, allowing for simultaneous laser ranging, lidar functionality, and data transmission.","The paper reports a potential bitrate of approximately 66 Mbit/s for a 128-position TR-PPM signal with a position width of 200 ps and a dead time of 40 ns. This seems physically consistent, given the parameters provided.","The solved problem is the implementation of continuous event recording in SLR systems, which simplifies the ranging experiment and expands its capabilities. Remaining challenges include reducing the dead time of time-to-digital converters (TDCs) to improve the efficiency of continuous ranging and to achieve higher data transmission rates."
O_ISAC_138,"The paper discusses a novel multi-modal perception-aided beam prediction framework for unmanned aerial vehicle-to-vehicle (UAV-to-UAV, U2U) communication in millimeter-wave (mmWave) bands. The framework leverages heterogeneous onboard sensing data, including global positioning system (GPS), red-green-blue (RGB) cameras, LiDAR, and radar altimeters, to enhance beam prediction accuracy.","The proposed framework, called MPFusionNet, integrates a dynamic time warping (DTW)-based alignment mechanism and embeds geometry-aware priors within a perceiver input-output (PerceiverIO)-based fusion architecture to achieve robust spatiotemporal representation.","Experiments on a simulated U2U dataset show that MPFusionNet attains a top-3 beam prediction accuracy of 97.59%, substantially surpassing conventional models.",The paper highlights the effectiveness of multi-modal learning in improving robustness and generalization of predictive beamforming for future autonomous aerial communication systems.
O_ISAC_139,"The paper presents an end-to-end localization framework utilizing COTS IoT devices and advanced RSSI processing techniques. The system architecture consists of two layers: Edge and Cloud. The Edge layer contains RSSI-transmitting beacons and trackable objects, while the Cloud layer is responsible for data processing and localization. The paper also discusses the use of machine learning algorithms for LoS/NLoS classification and distance estimation.","The system mechanism is based on the Integrated Sensing and Communication (ISAC) paradigm, which leverages signal-based modalities focusing on received signal strength indication (RSSI). The ISAC coupling mode is achieved through the use of RSSI measurements, which are inherently embedded in wireless communication packets, to enable cost-effective and vendor-agnostic localization without the need for additional hardware.","The paper reports a significant improvement in RSSI stability, with a reduction in standard deviation of up to 82% and a drastic reduction in outliers and fluctuations of more than 90% for distances up to 2m. The paper also reports an accurate LoS/NLoS classification with up to 99% accuracy and an improvement in overall localization accuracy of more than 83%.","The paper solves the problem of indoor localization using RSSI measurements, achieving high accuracy and robustness. However, the paper also highlights the remaining open challenges, such as the need for further improvement in RSSI stability and the development of more advanced machine learning algorithms for LoS/NLoS classification and distance estimation."
