claim_id,claim_short,paper_id,year,title,modality,evidence_type,where_in_paper,supporting_excerpt,why_it_supports,metric_terms,terminology_terms,cross_domain_note,confidence,source_path,source_locator
C2,Metric usage,O_ISAC_001,20XX,,VLC,Text,Body,"...research progresses, new waveform designs, including CE-OFDM and other low-complexity schemes, are being considered to optimize the trade-off between sensing accuracy and communication performance. In addition to localization, the information embedded in reflected or transmitted optical signals can be used to infe...",Uses metric related to 'sensing accuracy'.,sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_001\O_ISAC_001.md,char_offset_6047
C2,Metric usage,O_ISAC_002,20XX,,Photo-THz,Text,Body,"... phase shift keying (PSK) [8], i.e. LFM-PSK waveform. Through theoretical analysis, we derive key sensing metrics for the LFM-PSK waveform, including range resolution, peak sidelobe ratio (PSLR), and Cramér-Rao lower bound (CRLB). Our theoretical findings are supported by a proof-of-concept experiment, where we ach...",Uses metric related to 'range resolution'.,range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_002\O_ISAC_002.md,char_offset_4525
C2,Metric usage,O_ISAC_006,20XX,,Fiber,Text,Body,"... works by differentiating the extracted phase signals and amplifying the amplitude of interference events through cross-correlation, thereby reducing localization errors. The PDEA notably enhances the system's broadband response and improves its ability to localize low-frequency disturbances. Additionally, phase-bas...",Uses metric related to 'localization error'.,localization error,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_006\O_ISAC_006.md,char_offset_9812
C2,Metric usage,O_ISAC_009,20XX,,VLC,Text,Body,... | | | QAM | Quadrature amplitude modulation | | | RF | Radio frequency | | | RMSE | Root mean squared error | | | RSS | Received signal strength | | | SCS | Subcarri...,Uses metric related to 'RMSE'.,RMSE,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_009\O_ISAC_009.md,char_offset_23753
C2,Metric usage,O_ISAC_009,20XX,,VLC,Text,Body,"...eived signal powers of all LED-User pairs in each 1 × 1 m<sup>2</sup> area. ![](_page_13_Figure_6.jpeg) Fig. 18. Positioning functionality: Average localization error of VLPC-DCO-OFDM in multipath scenario, where we have P<sup>t</sup> = −20dBm. The subfigures are average RMSE on ranging for all LED-User pairs in ea...",Uses metric related to 'localization error'.,localization error,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_009\O_ISAC_009.md,char_offset_84491
C2,Metric usage,O_ISAC_009,20XX,,VLC,Text,Body,"... non-equal-spaced and non-equi-probable QAM constellations. Interested readers may refer to [77] and [78] for more details. Based on Property 1, the sensing accuracy improves, as the bandwidth increases. However, we note that the total power of CIRs may be reduced, as the bandwidth increases. Specifically, for the...",Uses metric related to 'sensing accuracy'.,sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_009\O_ISAC_009.md,char_offset_67291
C2,Metric usage,O_ISAC_011,20XX,,VLC,Text,Body,"...um delay sampling point number. So, the estimate distance can be calculated by $\hat{d} = c\hat{\tau}/2$ , with c represents the speed of light. The range resolution and the maximum ranging distance are respectively given by $\Delta d = cTs/2$ and $d_{max} = cmTs/2$ , with Ts represents for the sampling interva...",Uses metric related to 'range resolution'.,range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_011\O_ISAC_011.md,char_offset_9472
C2,Metric usage,O_ISAC_011,20XX,,VLC,Text,Body,...DM signal's the ability to against the noise which can help to adapt different channel. ![](_page_3_Figure_1.jpeg) Fig. 5. The distance measurement RMSE vs. symbol number. Fig. 5 shows the influence of the number of symbols that used to make cross-correlation calculation to the distance measurement r...,Uses metric related to 'RMSE'.,RMSE,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_011\O_ISAC_011.md,char_offset_14282
C2,Metric usage,O_ISAC_011,20XX,,VLC,Text,Body,"...rrelation calculation to well defend the influence of noise and make the system can adapt worse channel. # V. REFERENCES - [1] H. Burchardt, N. Serafimovski, D. Tsonev, S. Videv and H. Haas, ""VLC: Beyond point-to-point communication,"" IEEE Communications Magazine, vol. 52, no. 7, pp. 98-105, July 201...",Uses metric related to 'fim'.,fim,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_011\O_ISAC_011.md,char_offset_16929
C2,Metric usage,O_ISAC_013,20XX,,Fiber,Text,Body,"...vent. The dynamic range of the Pearson-CC 1*R* determines the measurable amplitude level and number of vibration events, which can be expressed as $$\Delta R = \alpha \sum_{q} \varepsilon_{q} \tag{14}$$ where α is the calibration coefficient of the amplitude of the vibration event and the differential Pea...",Uses metric related to '\Delta R'.,\Delta R,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_013\O_ISAC_013.md,char_offset_33215
C2,Metric usage,O_ISAC_013,20XX,,Fiber,Text,Body,"...ld for the differential Pearson-CC, the vibration event leading to the Pearson-CC variation higher than noise can be identified. TH is defined as the RMSE of the Pearson-CC, it is commonly used to characterize the noise level and can be calculated by $$TH = \sqrt{\frac{\Delta x}{L} \sum (R_j - \hat{R}_...",Uses metric related to 'RMSE'.,RMSE,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_013\O_ISAC_013.md,char_offset_27637
C2,Metric usage,O_ISAC_016,20XX,,Fiber,Text,Body,"...ed sensing and communication system for 6G,"" Chinese Optics Letters, vol. 22, no. 4, pp. 043901, Apr. 2024. - [2] Y. Wang et al., ""Integrated 1.58 cm range Resolution Radar and 60 Gbit/s 50m Wireless Communication Based-on Photonics technology in Terahertz Band,"" Optical Fiber Communications Conference and Exhibiti...",Uses metric related to 'range Resolution'.,range Resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_016\O_ISAC_016.md,char_offset_14828
C2,Metric usage,O_ISAC_016,20XX,,Fiber,Text,Body,"...M[This work] | 10.3 | 251.03 (RT) | 2.5 | 100.41 | systems. In most reported works, the capacity-resolution quotient (CRQ) was constrained to below 50 Gbps/cm. In [5], an ultra-high CRQ was achieved at the expense of a reduced communication rate, and the co...",Uses metric related to 'capacity-resolution'.,capacity-resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_016\O_ISAC_016.md,char_offset_4054
C2,Metric usage,O_ISAC_018,20XX,,Fiber,Text,Body,"...d) SNR and SS in relation to CSPR from 10 dBm to 16 dBm. the ASE noise introduced by the EDFA and modulation-induced noise. It demonstrates that the sensing accuracy and sensitivity are mainly independent of the launch power. Furthermore, experiments were conducted without CDM modulation to assess the impact of C...",Uses metric related to 'sensing accuracy'.,sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_018\O_ISAC_018.md,char_offset_22737
C2,Metric usage,O_ISAC_021,20XX,,FSO,Text,Body,"...he ratio between the transmitted power and the noise power at the receiver, while the attenuation of the channel is normalized: a) BER versus SNR; b) RMSE for target distance versus SNR. a pulse sequence sensing and pulse position modulation (PSS-PPM) scheme is proposed in [10], which modulates the pos...",Uses metric related to 'RMSE'.,RMSE,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_021\O_ISAC_021.md,char_offset_19486
C2,Metric usage,O_ISAC_021,20XX,,FSO,Text,Body,"... [14], based on which the Newton method can be adopted to obtain the optimal DC bias for flat channels. On the other hand, once the Cramèr-Rao Bound (CRB) is selected as the performance metric, the optimal power allocation for sensing is to allocate all the power to the highest subcarrier. Since the op...",Uses metric related to 'CRB'.,CRB,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_021\O_ISAC_021.md,char_offset_24923
C2,Metric usage,O_ISAC_022,20XX,,VLC,Text,Body,"...t{\mathbf{C}}, \tag{27}$$ with $\hat{C}$ given by (26) where the $r_i$ are replaced by their estimates $\hat{r}_i$ . The root-mean square (RMS) localization error $\Delta_{\text{RMS}}$ is finally given by: <span id=""page-6-4""></span> $$\Delta_{\text{RMS}} = \sqrt{(\hat{x}_e - x_e)^2 + (\hat{y}_e - y_e)^2}.$$ ...",Uses metric related to 'localization error'.,localization error,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_022\O_ISAC_022.md,char_offset_37682
C2,Metric usage,O_ISAC_023,20XX,,FSO,Text,Body,"... DCO-OFDM has been well studied in optical wireless communication, we focus on its sensing performance instead and define its root-mean-square error (RMSE) as <span id=""page-11-3""></span> $$\varepsilon_D = \sqrt{\mathbb{E}\left(\left(D - \hat{D}\right)^2\right)} \tag{58}$$ where the target distance $...",Uses metric related to 'RMSE'.,RMSE,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_023\O_ISAC_023.md,char_offset_66774
C2,Metric usage,O_ISAC_023,20XX,,FSO,Text,Body,"...udied for both communication and sensing based on OFDM. For instance, the maximum-likelihood method can be utilized to approach the Cramèr–Rao bound (CRB) asymptotically for point targets in a prior, at the expense of a deteriorated ambiguity function [\[24\]](#page-14-18). Toward this end, an element-...",Uses metric related to 'CRB'.,CRB,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_023\O_ISAC_023.md,char_offset_8326
C2,Metric usage,O_ISAC_025,20XX,,VLC,Text,Body,...and network orchestrator. ![](_page_2_Figure_2.jpeg) Fig. 2: (a) Network utilization vs object position for different ISAC optimization policies b) Sensing accuracy (measured through echo signal margin) vs object positions. (c) Echo signals strength vs network utilization #### 3. ISAC based transport network opt...,Uses metric related to 'Sensing accuracy'.,Sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_025\O_ISAC_025.md,char_offset_8315
C2,Metric usage,O_ISAC_025,20XX,,VLC,Text,Body,"...rements compared to the ""single"" echo (~15%) and it is 30% more efficient than the static ""all-active"" approach. As shown in Fig.2c) illustrating the sensing accuracy of all schemes, the ""optimal"" scheme receives echoes of similar SNR with the ""all-active"" approach, while requiring 50% less network resources. ####...",Uses metric related to 'sensing accuracy'.,sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_025\O_ISAC_025.md,char_offset_12747
C2,Metric usage,O_ISAC_026,20XX,,Fiber,Text,Body,"...he target distance. A simple fast Fourier transform (FFT) can be used to extract the frequency difference, thus obtaining the distance of the target. Range resolution is another key metric for radar sensing, which represents the smallest distance between objects that can be distinguished in a single measurement. Th...",Uses metric related to 'Range resolution'.,Range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_026\O_ISAC_026.md,char_offset_7708
C2,Metric usage,O_ISAC_027,20XX,,Fiber,Text,Body,...ce for external refractive index change ranging from 1.307 to 1.314 with a base refractive index of 1.306. change in the seawater refractive index $\Delta RI$ . The sensitivity of the sensor can be expressed as $$\kappa_{\rm RI} = \frac{\Delta \lambda_{\rm dip}}{\Delta RI} = \frac{\Delta n_c}{\Delta n_{\...,Uses metric related to '\Delta R'.,\Delta R,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_027\O_ISAC_027.md,char_offset_17385
C2,Metric usage,O_ISAC_029,20XX,,Photo-THz,Text,Body,"...h– Zehnder modulator (TFLN-MZM); moreover, we evaluate the impact of different fiber lengths on system performance. Our system attains an exceptional range resolution of 6 mm and a peak data rate of 116 Gbit/s at a center frequency of 134 GHz, with a calibrated mean ranging error of less than 3 mm. *Index Terms*— ...",Uses metric related to 'range resolution'.,range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_029\O_ISAC_029.md,char_offset_1951
C2,Metric usage,O_ISAC_034,20XX,,VLC,Text,Body,"...25 at 13:40:54 UTC from IEEE Xplore. Restrictions apply. <span id=""page-4-19""></span>![](_page_4_Figure_2.jpeg) <span id=""page-4-18""></span>Fig. 5. RMSE for sensing with respect to the number of users in the presence of atmospheric losses and turbulence. TABLE II OPTIMAL MODULATION ORDER K<sup>0</sup...",Uses metric related to 'RMSE'.,RMSE,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_034\O_ISAC_034.md,char_offset_23414
C2,Metric usage,O_ISAC_034,20XX,,VLC,Text,Body,...ymbol | Value | | |-------------------|--------------|---------|--| | Unambiguous range | $D_u$ | 300 m | | | Rytov variance | $\sigma_R^2$ | 0.04 | | | Guard interval | $T_g$ | 2 μs | | | Symbol duration | T | 10 ns | | | Slot duration | $T_s$ ...,Uses metric related to '\sigma_R'.,\sigma_R,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_034\O_ISAC_034.md,char_offset_21508
C2,Metric usage,O_ISAC_034,20XX,,VLC,Text,Body,"... an MLE of the target distance D as $$\hat{D} = \frac{c}{2} \arg\max_{\tau_0} \int_0^{T_s} s_R(t) s_T(t - \tau_0) dt.$$ (13) The Cramér-Rao Bound (CRB) is the lower bound of MSE for an unbiased estimator, which depicts the sensing performance of MLE with enough sampling points. If s<sup>R</sup> (t)...",Uses metric related to 'CRB'.,CRB,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_034\O_ISAC_034.md,char_offset_17594
C2,Metric usage,O_ISAC_035,20XX,,FSO,Text,Body,"...ng susceptible to the nonlinear distortions given by the optical systems [2]. Moreover, the multi-carrier-based FSO-ISAC schemes can not achieve high sensing accuracy [7]. Thus, in order to support both the high-quality communications and the improved ranging accuracy, it is crucial to investigate the optimal ISAC ...",Uses metric related to 'sensing accuracy'.,sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_035\O_ISAC_035.md,char_offset_4438
C2,Metric usage,O_ISAC_036,20XX,,VLC,Text,Body,"...s-time sweeping-evolution with frequency modulation power between −135 / and −35 /. The beating frequency of the Tx-Rx radar-signal copies exhibits a range resolution down to only 0.03 at an object-distance range of 384 , that meet the respective 3GPP KPIs for automotive scenarios, detection and anthropomorphic mot...",Uses metric related to 'range resolution'.,range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_036\O_ISAC_036.md,char_offset_10276
C2,Metric usage,O_ISAC_039,20XX,,VLC,Text,Body,"...ma_{w}^{2}}\left\|\mathbf{u}^{(t)} - \mathbf{F}_{p}^{(t)}\mathbf{h}^{(t)}\right\|_{2}^{2}\right\}. \quad (23)$$ Then, the Fisher information matrix (FIM) [34] for channel estimation in (7) can be obtained by the conditional PDF in (23) as $$\begin{aligned} [\mathbf{J}_{\mathbf{h}}]_{a,b} &\triangleq ...",Uses metric related to 'FIM'.,FIM,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_039\O_ISAC_039.md,char_offset_59334
C2,Metric usage,O_ISAC_040,20XX,,VLC,Text,Body,"... system using ADTs, computer simulations are performed in terms of both communication bit error rate (BER) and 3D positioning root mean square error (RMSE). In the configured simulation setup, the four UAVs are located at positions (2m, 2m, 3m), (3m, 2m, 2m), (2m, 3m, 2m) and (3m, 3m, 3m) and the target...",Uses metric related to 'RMSE'.,RMSE,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_040\O_ISAC_040.md,char_offset_5998
C2,Metric usage,O_ISAC_040,20XX,,VLC,Text,Body,"... in [3], in which the target is equipped with a corner cube reflector (CCR) to substantially enhance the reflection performance and hence improve the sensing accuracy. Moreover, RO-ISAC has been utilized to perform 3D positioning in indoor environments in [4] and bidirectional transmission using time division duple...",Uses metric related to 'sensing accuracy'.,sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_040\O_ISAC_040.md,char_offset_1860
C2,Metric usage,O_ISAC_043,20XX,,Fiber,Text,Body,"...M}$ , where $T_{LFM}$ is the duration time of one LFM chirp. The relationship between the frequency and the relative distance can be described as $\Delta R = cT_{LFM}\Delta f/2B_r$ , where $\Delta f$ is the frequency of the de-chirped signals as shown in Fig.1(b). In the case of a fixed intermediate fr...",Uses metric related to '\Delta R'.,\Delta R,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_043\O_ISAC_043.md,char_offset_4843
C2,Metric usage,O_ISAC_043,20XX,,Fiber,Text,Body,"...gnals. The BS and RRUs receive the echo reflected by the targets, and transmit the de-chirped signals back to the CO for centralized processing. The range resolution can be expressed as $\delta_r = c/2B_r$ , where c is the velocity of light, and $B_r$ is the bandwidth of LFM. The data rate is directly related t...",Uses metric related to 'range resolution'.,range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_043\O_ISAC_043.md,char_offset_4200
C2,Metric usage,O_ISAC_044,20XX,,Photo-THz,Text,Body,"... between the target distance and the frequency after de-chirping can be obtained, which can be expressed as: $$\Delta f = \frac{B_r}{T_{LEM}} \frac{2\Delta R}{c} \tag{10}$$ where $\Delta f$ denotes the frequency after de-chirping and $\Delta R$ denotes the distance of the target. Therefore, the maximu...",Uses metric related to '\Delta R'.,\Delta R,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_044\O_ISAC_044.md,char_offset_24525
C2,Metric usage,O_ISAC_044,20XX,,Photo-THz,Text,Body,"...9/JLT.2024.3354070 designed integrated waveforms for time-frequency-division multiplexing (TFDM), allowing for flexible tradeoffs between data rate, range resolution, and detection distance according to the requirements of application scenarios. As a proof-of-concept, a photonic-based ISAC system for the fiber-wir...",Uses metric related to 'range resolution'.,range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_044\O_ISAC_044.md,char_offset_3786
C2,Metric usage,O_ISAC_044,20XX,,Photo-THz,Text,Body,"...rier beating (OCB), opto-electronic oscillators (OEO), photonic frequency multiplying (PFM), DLH, among others. The OCB method involves | Waveform | Range resolution(cm) | Data rate (Gbps) | MMW/THz<br>Gen. Method | Band | Ref | |----------|----------------------|-------------------|-----------------------...",Uses metric related to 'Range resolution'.,Range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_044\O_ISAC_044.md,char_offset_12954
C2,Metric usage,O_ISAC_047,20XX,,VLC,Text,Body,"...cope. (a) ISAC transmitter, (b) communication/radar receiver, and (c) diagram of the experimental scenario. And the theoretical ranging resolution $\Delta R$ is given by $$\Delta R = \frac{c}{2A_r M \Delta f}.$$ (13) ## III. OTFS-BASED PHOTONICS-ASSISTED W-BAND FIBER-WIRELESS ISAC SYSTEM The experime...",Uses metric related to '\Delta R'.,\Delta R,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_047\O_ISAC_047.md,char_offset_16499
C2,Metric usage,O_ISAC_047,20XX,,VLC,Text,Body,"...-assisted W-band fiber-wireless ISAC system. Compared with the traditional 2D-DFT scheme, the proposed ZP-2D-DFT scheme can significantly improve the sensing accuracy and theoretical resolution of ISAC systems. In addition, a proof-of-concept experiment of the OTFS-based photonics-assisted W-band fiber-wireless ISA...",Uses metric related to 'sensing accuracy'.,sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_047\O_ISAC_047.md,char_offset_825
C2,Metric usage,O_ISAC_048,20XX,,FSO,Text,Body,"...C to achieve a higher peak-to-sidelobe ratio [13]. Besides, the maximum-likelihood (ML) method can also be utilized to approach the Cramer-Rao Bound (CRB) ` asymptotically for point targets in a prior [14]. Moreover, power minimization presents another objective for OFDMbased ISAC, with constraints on ...",Uses metric related to 'CRB'.,CRB,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_048\O_ISAC_048.md,char_offset_4337
C2,Metric usage,O_ISAC_050,20XX,,VLC,Text,Body,"...[23], [24], [25], [26], [27], [28], [29], [30] usually assume an ideal line-of-sight (LOS) model, which will lead to model mismatch and hence a large localization error. It is non-trivial to harness the diffuse scattering effect for VLC-based SPAO. - <span id=""page-0-5""></span>Random Fading Disturbance: VLC signals u...",Uses metric related to 'localization error'.,localization error,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_050\O_ISAC_050.md,char_offset_5147
C2,Metric usage,O_ISAC_051,20XX,,FSO,Text,Body,"...hnique is generally applied to improve the distance resolution [12]. If the signal is sampled at the sampling rate $f_s$ , the distance resolution $\Delta R$ based on the heterodyne technique is $\Delta R = \frac{c}{2f_c} \frac{\Delta f}{f_s}$ , $\Delta f$ is the frequency difference between the modul...",Uses metric related to '\Delta R'.,\Delta R,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_051\O_ISAC_051.md,char_offset_49155
C2,Metric usage,O_ISAC_051,20XX,,FSO,Text,Body,"...and the distance resolution is 0.15 m. However, when the PLRC scheme is not used, the unambiguous range is only 15 m for phase-shift ranging, and the range resolution is up to 15 m for RMCW ranging. It is known from the phase-shift ranging that distance resolution can be enhanced by increasing the modulation freque...",Uses metric related to 'range resolution'.,range resolution,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_051\O_ISAC_051.md,char_offset_48572
C2,Metric usage,O_ISAC_051,20XX,,FSO,Text,Body,"...(2\sigma_e^2\right)$ and $SNR_{LO} = A_{LO}^2/\left(2\sigma_L^2\right)$ , respectively. According to the LS algorithm, the distance precision is $$\sigma_R = \frac{\lambda}{4\pi\sqrt{M}} \sqrt{\frac{1}{SNR_e} + \frac{1}{SNR_{LO}}},\tag{16}$$ where M is the number of samples used in the LS algorithm. In ...",Uses metric related to '\sigma_R'.,\sigma_R,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_051\O_ISAC_051.md,char_offset_24698
C2,Metric usage,O_ISAC_052,20XX,,VLC,Text,Body,"...s given by $\hat{D} = c\hat{\tau}/2$ . As the explicit expression for the variance of distance estimation is hard to acquire, the Cramèr-Rao Bound (CRB) is derived as the lower bound for the sensing precision. Since CRB is inversely proportional to the Fisher information, the performance metric for s...",Uses metric related to 'CRB'.,CRB,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_052\O_ISAC_052.md,char_offset_14040
C2,Metric usage,O_ISAC_054,20XX,,VLC,Text,Body,"... 1 \end{bmatrix}^{-1} \begin{bmatrix} \widehat{\boldsymbol{p}}_{C,1} \\ 1 \end{bmatrix}. \tag{21}$$ We use the MSE of the coordinates to measure the sensing accuracy, giving $$MSE_P = \mathbb{E}\left\{\|\widehat{\boldsymbol{p}}_D - \boldsymbol{p}_D\|^2\right\}. \tag{22}$$ It is worth noting that 1) there must be...",Uses metric related to 'sensing accuracy'.,sensing accuracy,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_054\O_ISAC_054.md,char_offset_39835
C2,Metric usage,O_ISAC_055,20XX,,FSO,Text,Body,"... the modulation index of the CPM signal should be $h=h_m/2=4$ , which unfortunately <span id=""page-4-15""></span>![](_page_4_Figure_2.jpeg) Fig. 4. RMSE for sensing concerning different modulation indices and chirp rates. <span id=""page-4-16""></span>![](_page_4_Figure_4.jpeg) Fig. 5. Maximum achieva...",Uses metric related to 'RMSE'.,RMSE,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_055\O_ISAC_055.md,char_offset_23179
C2,Metric usage,O_ISAC_055,20XX,,FSO,Text,Body,"...ERFORMANCE METRICS AND OPTIMIZATION In this section, the achievable data rate, the bit error rate (BER) for communication, and the Cramér-Rao Bound (CRB) for sensing are derived theoretically. Moreover, an optimization problem for system parameter setup is established, which maximizes the achievable d...",Uses metric related to 'CRB'.,CRB,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_055\O_ISAC_055.md,char_offset_11889
C2,Metric usage,O_ISAC_056,20XX,,VLC,Text,Body,"... Sens. Rx antennas in a uniform linear array (ULA) and the target moving straight, both $\psi_s$ and $\psi_c$ remain constant. Assuming $r_s \gg \Delta r_s$ , we have $r_{s,j,i} \approx r_{s,i}$ for all i,j, justifying the straight-line assumption since phase shifts are immeasurable in IM/DD [14]. A ...",Uses metric related to '\Delta r'.,\Delta r,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_056\O_ISAC_056.md,char_offset_9678
C2,Metric usage,O_ISAC_056,20XX,,VLC,Text,Body,"...ate relationships and non-conjugate priors. As the number of sensing antennas increases, these estimators converge to the Bayesian Cramér-Rao bound (BCRB). We also establish that the achievable rate-Cramér-Rao bound (R-CRB) serves as an OB for the optimal C-D region, valid for both unbiased estimators ...",Uses metric related to 'CRB'.,CRB,,,0.8,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_056\O_ISAC_056.md,char_offset_1009
