"claim_id","claim_short","paper_id","year","title","venue","doi","modality","evidence_type","where_in_paper","supporting_excerpt","why_it_supports","metric_terms","terminology_terms","cross_domain_note","confidence","source_path","source_locator"
"C2","Metric definition/usage","O_ISAC_071","2025","Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design","IEEE Photonics Technology Letters","10.1109/LPT.2025.3570997","RO-ISAC","Experimental","Full-Duplex RO-ISAC System: Wavelength Division Du","5. (a) Uplink BER vs. uplink Vpp, and (b) ranging RMSE vs. uplink Vpp. The distance is set to 96 cm. We further investigate","Defines/uses metric 'RMSE' with specific formula or value.","RMSE","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_071\O_ISAC_071.md","Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design > <span id=""page-0-11""></span><span id=""page-0-10""></span><span id=""page-0-9""></span>II. PRINCIPLE > III. EXPERIMENTAL RESULTS (L71)"
"C2","Metric definition/usage","O_ISAC_071","2025","Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design","IEEE Photonics Technology Letters","10.1109/LPT.2025.3570997","RO-ISAC","Experimental","Full-Duplex RO-ISAC System: Wavelength Division Du","large transmission capacity and high sensing accuracy [\[3\].](#page-3-2) Since optical ISAC systems usually rely on the reflected light from the target to perform passive","Defines/uses metric 'sensing accuracy' with specific formula or value.","sensing accuracy","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_071\O_ISAC_071.md","Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design > I. INTRODUCTION (L25)"
"C2","Metric definition/usage","O_ISAC_071","2025","Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design","IEEE Photonics Technology Letters","10.1109/LPT.2025.3570997","RO-ISAC","Experimental","Full-Duplex RO-ISAC System: Wavelength Division Du","[\[11\],](#page-3-10) [\[12\].](#page-3-11) Nevertheless, an adaptive waveform that enables flexible communication and sensing performance trade-off has not yet been designed. Aiming at address the full-duplex","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_071\O_ISAC_071.md","Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design > I. INTRODUCTION (L27)"
"C5","Framework/benchmark need","O_ISAC_073","2023","Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks","Journal of Lightwave Technology","10.1109/JLT.2024.3455094","Fiber","Experimental","Clock and Carrier Synchronization Using Optical Fr","methodology is vital for applications requiring ultra-precise synchronization. Future work will focus on further refining the system's performance and optimizing the RF circuits to","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_073\O_ISAC_073.md","Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks > IV. EXPERIMENT > V. CONCLUSION (L150)"
"C1","Terminology aliasing","O_ISAC_074","2025","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence","OECC/PSC","NR","Fiber","Experimental","Endogenous ISAC Enabled Interference Fading Free S","and achieve distributed sensing simultaneously, dual polarization (DP) chirp TSs (or sensing probes) are inserted prior to the telecom payload, as illustrated in Fig.","Explicit terminology aliasing detected with pattern '(or '.","","(or ","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_074\O_ISAC_074.md","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence > I. INTRODUCTION > II. OPERATING PRINCIPLES (L23)"
"C2","Metric definition/usage","O_ISAC_074","2025","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence","OECC/PSC","NR","Fiber","Experimental","Endogenous ISAC Enabled Interference Fading Free S","when SCPR=-32dB. (b) The SOP estimation performance when SCPR=-22dB. (c) RMSE of SOP estimation versus SCPR. (d) BER of comm. and PSD SNR of","Defines/uses metric 'RMSE' with specific formula or value.","RMSE","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_074\O_ISAC_074.md","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence > I. INTRODUCTION > II. OPERATING PRINCIPLES > III. EXPERIMENTAL RESULTS (L50)"
"C2","Metric definition/usage","O_ISAC_074","2025","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence","OECC/PSC","NR","Fiber","Experimental","Endogenous ISAC Enabled Interference Fading Free S","demodulated with a resolution of 1 m, and the inset of (h) indicates that the SNR of demodulated vibration in PSD is about 20.3","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_074\O_ISAC_074.md","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence > I. INTRODUCTION > II. OPERATING PRINCIPLES > III. EXPERIMENTAL RESULTS (L46)"
"C4","Cross-domain gap","O_ISAC_074","2025","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence","OECC/PSC","NR","Fiber","Experimental","Endogenous ISAC Enabled Interference Fading Free S","seven-core fiber cable [4]. However, in these methods, sensing and communication operate independently, sharing only the fiber resource. To enable cooperative function of sensing","Strategic section discusses 'independently' indicating cross-domain transfer issue.","","","Discusses 'independently' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_074\O_ISAC_074.md","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence > I. INTRODUCTION (L17)"
"C1","Terminology aliasing","O_ISAC_075","2025","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence","IEEE Letters","10.1109/LWC.2025.3593253","RO-ISAC","Experimental","Flexible Waveform Design for RO-ISAC Based on OFDM","so on [12], [13], [14]. Among them, MLS, which is also known as m-sequence, has been widely applied in various sensing systems due to","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence > <span id=""page-0-0""></span>I. Introduction (L29)"
"C1","Terminology variant usage","O_ISAC_075","2025","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence","IEEE Letters","10.1109/LWC.2025.3593253","RO-ISAC","Experimental","Flexible Waveform Design for RO-ISAC Based on OFDM","Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence Jia Du, Chen Chen®, Senior Member, IEEE, Zhihong Zeng®, Dengke Wang, Jia Ye®, Member, IEEE,","Uses distinctive O-ISAC terminology variant 'RO-ISAC'.","","RO-ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence (L1)"
"C2","Metric definition/usage","O_ISAC_075","2025","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence","IEEE Letters","10.1109/LWC.2025.3593253","RO-ISAC","Experimental","Flexible Waveform Design for RO-ISAC Based on OFDM","5(a) and (b) show the ranging root mean square error (RMSE) versus distance for different power allocation ratio $\beta$ values with PPC degrees of","Defines/uses metric 'RMSE' with specific formula or value.","RMSE","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence > <span id=""page-0-0""></span>I. Introduction > II. PRINCIPLE > III. RESULTS AND DISCUSSION (L81)"
"C2","Metric definition/usage","O_ISAC_075","2025","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence","IEEE Letters","10.1109/LWC.2025.3593253","RO-ISAC","Experimental","Flexible Waveform Design for RO-ISAC Based on OFDM","than the OFDM-PAM signal under low signal-to-noise ratio (SNR) scenarios. Fig. 4(b) shows the cross-correlation performance of OFDM-MLS with different $\beta$ values for n","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence > <span id=""page-0-0""></span>I. Introduction > II. PRINCIPLE > III. RESULTS AND DISCUSSION (L79)"
"C2","Metric definition/usage","O_ISAC_075","2025","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence","IEEE Letters","10.1109/LWC.2025.3593253","RO-ISAC","Experimental","Flexible Waveform Design for RO-ISAC Based on OFDM","#### B. Flexible OFDM-MLS Waveform Design In order to achieve flexible performance trade-off between communication and sensing, an integrated OFDM-MLS waveform is designed for","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence > <span id=""page-0-0""></span>I. Introduction > II. PRINCIPLE > B. Flexible OFDM-MLS Waveform Design (L55)"
"C1","Terminology variant usage","O_ISAC_077","2023","THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication","Journal of Lightwave Technology","10.1109/JLT.2023.3265625","Photo-THz","Experimental","THz-over-fiber system with orthogonal chirp divisi","for high-performance ISAC development [2]. As we know, compared to the electronic schemes [3], the photonic THz ISAC systems provide some technological benefits like","Uses distinctive O-ISAC terminology variant 'Photo-THz ISAC'.","","Photo-THz ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_077\O_ISAC_077.md","THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication > I. INTRODUCTION (L19)"
"C4","Cross-domain gap","O_ISAC_077","2023","THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication","Journal of Lightwave Technology","10.1109/JLT.2023.3265625","Photo-THz","Experimental","V. CONCLUSION > REFERENCES","K. R. Chowdhury, ""Beyond 5G: THz-based medium access protocol for mobile heterogeneous networks,"" IEEE Commun. Mag., vol. 56, pp. 110–115, June 2018. - [3]","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_077\O_ISAC_077.md","V. CONCLUSION > REFERENCES (L123)"
"C2","Metric definition/usage","O_ISAC_078","2025","O-Band DML Enabled 4×100G Short-Reach Photonic Interconnections With Weighted Decision Aided Recurrent Neural Network","Journal of Lightwave Technology","10.1109/JLT.2025.3565115","Fiber","Experimental","O-Band DML Enabled 4×100G Short-Reach Photonic Int","20, the BER performance starts to be saturated. Considering the trade-off between BER performance and CC, the optimal parameters for the WD-RNN network size","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_078\O_ISAC_078.md","O-Band DML Enabled 4×100G Short-Reach Photonic Interconnections With Weighted Decision Aided Recurrent Neural Network > II. PRINCIPLE OF WD-RNN EQUALIZER > A. Parameters Optimization of WD-RNN Equalizer (L89)"
"C1","Terminology aliasing","O_ISAC_080","2025","Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","Journal of Lightwave Technology","10.1109/JLT.2025.123456","Fiber","Experimental","I. INTRODUCTION > II. PRINCIPLE > A. Brief Introdu","of chirp signal is intrinsically governed by the rotation angle $\alpha$ (or equivalently, the transform order p). Critically, for a chirp signal generated via","Explicit terminology aliasing detected with pattern '(or '.","","(or ","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_080\O_ISAC_080.md","I. INTRODUCTION > II. PRINCIPLE > A. Brief Introduction of FrFT (L52)"
"C2","Metric definition/usage","O_ISAC_080","2025","Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","Journal of Lightwave Technology","10.1109/JLT.2025.123456","Fiber","Experimental","B. Principle of In-band Spectrum Polarization sens","the US path, an ITLA at ![](_page_4_Figure_12.jpeg) Fig. 4 (a) The RMSE of estimated SOP versus SCPR. (b), (c), (d) and (e) correspond to","Defines/uses metric 'RMSE' with specific formula or value.","RMSE","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_080\O_ISAC_080.md","B. Principle of In-band Spectrum Polarization sensing To enable polarization-based sensing without > III. EXPERIMENT SETUP (L112)"
"C2","Metric definition/usage","O_ISAC_080","2025","Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","Journal of Lightwave Technology","10.1109/JLT.2025.123456","Fiber","Experimental","B. Principle of In-band Spectrum Polarization sens","undergo non-orthogonal access ![](_page_6_Figure_4.jpeg) ![](_page_6_Figure_5.jpeg) Fig. 6 When OSNR=26dB: (a) Time distributions of the retrieved Stokes parameters and SOP rotation for 6kHz vibration using","Defines/uses metric 'OSNR' with specific formula or value.","OSNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_080\O_ISAC_080.md","B. Principle of In-band Spectrum Polarization sensing To enable polarization-based sensing without > III. EXPERIMENT SETUP > IV. EXPERIMENTAL RESULTS AND DISCUSSIONS (L136)"
"C1","Terminology variant usage","O_ISAC_082","2025","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3638469","Photo-THz","Experimental","Signal-Signal Beating Interference: From Destructi","a mixer for echo down-conversion. Examples include a W-band photonic ISAC system [19] that uses an OFDM waveform and a two-stage carrier recovery algorithm,","Uses distinctive O-ISAC terminology variant 'photonic ISAC'.","","photonic ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM > <span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-4""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. Introduction (L25)"
"C2","Metric definition/usage","O_ISAC_082","2025","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3638469","Photo-THz","Experimental","IV. CONCLUSION","the nonlinear matched filter provides up to a 25% improvement in 3-dB range resolution and an 8-dB increase in PSLR. Using a virtual carrier","Defines/uses metric 'range resolution' with specific formula or value.","range resolution","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md","IV. CONCLUSION (L266)"
"C2","Metric definition/usage","O_ISAC_082","2025","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3638469","Photo-THz","Experimental","A. Communication Model > B. Sensing Model","naturally has better resolution and PSLR. Nevertheless, the composite filter can provide higher SNR in certain CSPR settings. # III. EXPERIMENTAL SETUP AND RESULTS","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md","A. Communication Model > B. Sensing Model (L172)"
"C3","Cross-modality contrast","O_ISAC_082","2025","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3638469","Photo-THz","Experimental","Signal-Signal Beating Interference: From Destructi","(ISAC) is a key building block for future 6G networks. In the traditional fiber or radio-over-fiber communication system, signal-signal beat interference (SSBI) is a","Photo-THz paper explicitly contrasts with FIBER, evidencing siloed research.","","","Photo-THz vs FIBER","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM (L5)"
"C4","Cross-domain gap","O_ISAC_082","2025","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3638469","Photo-THz","Experimental","Signal-Signal Beating Interference: From Destructi","both the time and frequency domains with the original signal. This method creates a heterogeneous sensing channel in the digital domain, allowing SSBI to","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM > <span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-4""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. Introduction (L35)"
"C5","Framework/benchmark need","O_ISAC_082","2025","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3638469","Photo-THz","Experimental","REFERENCES","""Integrated sensing and communication channel modeling and measurements: Requirements and methodologies toward 6G standardization,"" *IEEE Veh. Technol. Mag.*, vol. 19, no. 2, pp. 22–30,","Discusses 'standardization' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md","REFERENCES (L273)"
"C5","Framework/benchmark need","O_ISAC_084","2024","LumiPane: Intelligent Interaction through Gesture Sensing and Ambient Light Communication","IEEE","NR","VLC","Experimental","LumiPane: Intelligent Interaction through Gesture ","in various everyday scenarios, such as different lighting conditions. Future work will focus on enhancing the communication performance in outdoor environments, particularly under conditions","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_084\O_ISAC_084.md","LumiPane: Intelligent Interaction through Gesture Sensing and Ambient Light Communication > IV. CONCLUSIONS & DISCUSSION (L151)"
"C2","Metric definition/usage","O_ISAC_086","2023","Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving","IEEE Journal of Selected Topics in Quantum Electronics","10.1109/JSTQE.2023.3276903","Photo-THz","Experimental","Photonics-assisted Millimeter-Wave Multiband Integ","eliminated by the electrical filter [27], [37]. Accordingly, the radar range resolution for the $i\_th$ sub-band can be expressed as $$\Delta R_i = \frac{c}{2B_i},\tag{7}$$","Defines/uses metric 'range resolution' with specific formula or value.","range resolution","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_086\O_ISAC_086.md","Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving > I. INTRODUCTION > II. PRINCIPLE OF OPERATION > B. Photonic MMW Multiband ISAC System (L92)"
"C2","Metric definition/usage","O_ISAC_086","2023","Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving","IEEE Journal of Selected Topics in Quantum Electronics","10.1109/JSTQE.2023.3276903","Photo-THz","Experimental","Photonics-assisted Millimeter-Wave Multiband Integ","radar range resolution for the $i\_th$ sub-band can be expressed as $$\Delta R_i = \frac{c}{2B_i},\tag{7}$$ where c is the vacuum speed of light, $B_i$","Defines/uses metric 'Δr' with specific formula or value.","Δr","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_086\O_ISAC_086.md","Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving > I. INTRODUCTION > II. PRINCIPLE OF OPERATION > B. Photonic MMW Multiband ISAC System (L94)"
"C4","Cross-domain gap","O_ISAC_089","2023","Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends","IEEE Communications Magazine","10.1109/MCOM.002.2300024","FSO","Simulation","Future Trends andOpen Issues > HeterogeneousNetwor","different quality of service for various tasks. Moreover, when one part of the heterogeneous network is heavily loaded or unstable, others can provide backups.","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in FSO","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_089\O_ISAC_089.md","Future Trends andOpen Issues > HeterogeneousNetwork Convergence (L141)"
"C5","Framework/benchmark need","O_ISAC_089","2023","Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends","IEEE Communications Magazine","10.1109/MCOM.002.2300024","FSO","Simulation","Abstract","scheduling algorithm, and integrated sensing and communication are discussed to direct future research. # Introduction The terrestrial base stations play an important role in","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_089\O_ISAC_089.md","Abstract (L9)"
"C2","Metric definition/usage","O_ISAC_090","2025","Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval","Journal of Lightwave Technology","10.1109/JLT.2025.3593142","Fiber","Experimental","II. CARRIER LASER PN RETRIEVAL > IV. EXPERIMENTAL ","to a 79% improvement in localization precision. We also calculated the localization error, defined as the absolute value of the mean difference between the","Defines/uses metric 'localization error' with specific formula or value.","localization error","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_090\O_ISAC_090.md","II. CARRIER LASER PN RETRIEVAL > IV. EXPERIMENTAL RESULTS > *A. Standalone Sensing* (L174)"
"C2","Metric definition/usage","O_ISAC_091","2024","Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array","IEEE Journal","10.1109/JSTQE.2024.3394923","FSO","Simulation","Optimal Beamforming for Optical Wireless Integrate","\right|^2 + v_s(t), \quad (15)$$ where the sensing noise $v_s\left(t\right)$ arises from the shot noise and thermal noise in the sensing receiver, while the","Defines/uses metric 'shot noise' with specific formula or value.","shot noise","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_091\O_ISAC_091.md","Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array > I. INTRODUCTION > II. SYSTEM MODEL FOR OPA-BASED OW-ISAC > D. Sensing Sub-system (L117)"
"C2","Metric definition/usage","O_ISAC_092","2024","PAM Waveform Design for Joint Communication and Sensing Based on Visible Light","IEEE Journal","10.1109/JIOT.2024.3373447","VLC","Experimental","A. Communication Link > <span id=""page-1-5""></span","\Pr{\mathcal{H}_1 | \mathcal{H}_0}. \tag{4}$$ ![](_page_2_Figure_2.jpeg) Fig. 2. Pmd versus SNR based on LR and $G(y_s)$ detection rules. Adopting Neyman–Pearson (NP) criterion [38], we design","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_092\O_ISAC_092.md","A. Communication Link > <span id=""page-1-5""></span>R Sensino Link (L78)"
"C2","Metric definition/usage","O_ISAC_092","2024","PAM Waveform Design for Joint Communication and Sensing Based on Visible Light","IEEE Journal","10.1109/JIOT.2024.3373447","VLC","Experimental","A. Communication Link > <span id=""page-2-3""></span","performance. Under the peak power constraint of the transmitter, there exists a fundamental tradeoff between larger amplitude difference and higher mean power of transmitted","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_092\O_ISAC_092.md","A. Communication Link > <span id=""page-2-3""></span>C. Integrated Waveform Design (L113)"
"C4","Cross-domain gap","O_ISAC_093","2025","Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models","IEEE","10.1109/MIOT.2025.3575888","VLC","Simulation","Multi-Modal Integrated Sensing and Communication i","on extensive annotated datasets and swiftly adapt to new tasks. Their crossdomain learning and efficient reasoning outperform This work was supported by the National","Strategic section discusses 'cross-domain' indicating cross-domain transfer issue.","","","Discusses 'cross-domain' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_093\O_ISAC_093.md","Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models > **ABSTRACT** > I. INTRODUCTION (L21)"
"C5","Framework/benchmark need","O_ISAC_093","2025","Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models","IEEE","10.1109/MIOT.2025.3575888","VLC","Simulation","Multi-Modal Integrated Sensing and Communication i","the efficacy of M-ISAC are shown. Finally, we discuss emerging challenges and future research directions for LLM-driven M-ISAC systems. #### I. INTRODUCTION The rapid","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_093\O_ISAC_093.md","Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models > **ABSTRACT** (L7)"
