paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_132,6D,ml,AI,lexical,NONE,"There is no mention of machine learning (ml) concepts in the given snippet, which appears to be an author affiliation section of a research paper.","Xiaohu You is with the Southeast University, Nanjing 211111, China (e-mail: xhyu@seu.edu.cn).",19,19,Broadband Photon-Assisted Terahertz Communication and Sensing,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_132,6D,ml,ML,lexical,NONE,"Similar to the first snippet, this section also does not mention machine learning (ml) concepts, focusing instead on author affiliations.","Yuancheng Cai, Bingchang Hua, and Mingzheng Lei are with the Purple Mountain Laboratories, Nanjing 211111, China (e-mail: caiyuancheng@pmlabs.com.cn; huabingchang@pmlabs.com.cn; mingzhenglei@bupt.edu.cn).",21,21,Broadband Photon-Assisted Terahertz Communication and Sensing,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_133,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,# Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,5,5,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_133,6D,ml,AI,lexical,NONE,The text discusses optical wireless communication and sensing technologies but does not mention machine learning (ml).,"Benben Li, Jiale Wang, Dianbin Lian, Yan Gao, Jie Lian, Chengkai Tang, and Baowang Lian",7,7,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_133,6D,ml,AI,lexical,NONE,"Similar to the previous snippet, this text focuses on optical wireless communication and sensing without referencing machine learning (ml).","Abstract-In the era of 6G, the merging of wireless communication with sensing technologies has become a key area of research, particularly in addressing limitations in spectrum resources. Optical wireless communication (OWC) is an advanced technology that provides high data rates and broad bandwidth, creating new opportunities for integrated sensing and communication (ISAC). However, current studies have not adequately investigated how to efficiently use communication signals in OWC systems for sensing in scenarios with a transmitted peak power constraint and signal clipping distortions. This work introduces a novel approach using the cyclic prefix (CP) of the signal frame in a clipping-enhanced optical orthogonal frequency division multiplexing (CEO-OFDM) system for integrated passive sensing and communication (IPSAC) using the OFDM signal itself without transmitting extra sensing signals. Employing CEO-OFDM technology mitigates the clipping distortion due to the peak transmitted power restrictions, ensuring optimal communication performance. Additionally, it leverages the inherent cyclic prefix of the OFDM signal for sensing purposes, eliminating the need for extra sensing signals like pilots, thus achieving efficient target detection and time difference of arrival estimation (TDOA). The study also uses the Cramér-Rao lower bound (CRLB) to measure the sensing capabilities of the system. Simulation results demonstrate that the proposed technique surpasses conventional DCbiased optical OFDM (DCO-OFDM) and asymmetrically clipped optical OFDM (ACO-OFDM) systems in sensing performance and bit error rate (BER). From the results, in the multi-frame TDOA estimation process, the TDOA estimation error in the CEO-OFDM system is 4 times less than that of the DCO-OFDM system and 2 times less than that of the ACO-OFDM system. This suggests that the CEO-OFDM system demonstrates notably reduced estimation errors and enhanced precision compared to the other systems.",9,9,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_133,6D,ml,AI,lexical,NONE,"This snippet provides information about the authors and their affiliations, as well as funding sources, but does not mention machine learning (ml).","Benben Li, Dianbin Lian, Yan Gao, Chengkai Tang and Baowang Lian are with the School of Electronics and Information, Northwestern Polytechnical University, Xi'an, 710072, China (e-mail: libenben@mail.nwpu.edu.cn; link@mail.nwpu.edu.cn; yangao\_5@mail.nwpu.edu.cn; cktang@nwpu.edu.cn; bwlian@nwpu.edu.cn).",19,19,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems > I. Introduction,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_133,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"Jiale Wang and Jie Lian are with the School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, 710072, China (e-mail: wang.jl@mail.nwpu.edu.cn; jielian@nwpu.edu.cn).",21,21,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems > I. Introduction,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_133,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"Orthogonal frequency division multiplexing (OFDM) is a method of multi-carrier modulation that splits the data stream into several subcarriers for simultaneous transmission, enhancing spectral efficiency and resistance to multipath interference [10], [11]. The utilization of OFDM in OWC has gained significant attention in recent times [12]. OWC commonly employs intensity modulation and direct detection (IM/DD) [13], which necessitates the transmitted signal to be a positive real signal. This requirement makes traditional complex OFDM signals unsuitable for direct implementation in OWC systems. Consequently, various OFDM modulation techniques have been introduced for OWC applications, such as DC-biased optical OFDM (DCO-OFDM) [14], asymmetrically clipped optical OFDM (ACO-OFDM) [15], and unipolar OFDM (U-OFDM) [16]. However, these methods encounter clipping distortion due to the peak power constraints of light sources, resulting in performance degradation. To tackle this challenge, clipping-enhanced optical OFDM (CEO-OFDM) transmits the clipped signal portion in an additional time slot to mitigate distortion caused by the limited peak power of the light source [17]. These OFDM strategies employ hermitian symmetry to produce real signals from complex data sequences, fulfilling the unipolar criteria for optical OFDM. By leveraging the benefits of OFDM, OWC systems can achieve high data rates with improved reliability, which paves the way for more sophisticated applications, such as integrated communication and sensing.",25,25,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems > I. Introduction,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_134,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,## Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,9,9,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_134,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"<sup>1</sup>College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou 310027, China <sup>2</sup>College of Computing and Data Science, Nanyang Technological University, Singapore 639798 <sup>3</sup>University of Illinois Urbana-Champaign Institute, Zhejiang University, Haining 314400, China",15,15,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_134,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,CORRESPONDING AUTHOR: P. LOSKOT (e-mail: pavelloskot@intl.zju.edu.cn).,17,17,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_134,6D,ml,neural networks,fuzzy:93.33333333333333,INDIRECT,"The text mentions 'DeepSense 6G real-wor', 'multimodal transformer (MMT)', and 'beam-pruning', which are related to machine learning concepts, but does not explicitly mention 'machine learning'.","ABSTRACT The large-scale antenna arrays have become a critical component of the cellular networks infrastructure, since the roll-out of 5G networks. They allow supporting the increased number of mobile users by creating multiple radio-frequency (RF) beams. The hidden problem is the large communication overhead associated with the beamforming in cells with many highly mobile users. In order to reduce the beamforming overhead, the radar-sensing at the base stations has been recently proposed. In this paper, the tracking of mobile users is further enhanced by considering the fusion of radar and LiDAR. It is shown that the fusion improves the accuracy of beam predictions. The radar-LiDAR fusion is designed as a two-step process. In the first step, the relevant features are extracted from sensing data. In the second step, a novel multimodal transformer (MMT) has been devised to perform the data fusion from different sources. In addition, the trade-off between the number of beams and the beam selection is exploiting by adopting beam-pruning. The proposed scheme is evaluated numerically using the DeepSense 6G real-world dataset. The numerical results confirm that the MMT fusion outperforms other deep neural network architectures in terms of both the beam prediction accuracy and the beam stability. These results translate directly into improved beamforming and communication efficiency.",21,21,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_134,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in this snippet.,"<span id=""page-0-1""></span><span id=""page-0-0""></span>THE INTEGRATED sensing and communications (ISAC) is an important design feature of the upcoming 6G communication networks [1], [2]. The main motivation of ISAC is to enhance the real-time adaptation of transmissions by exploiting the environment sensing in order to improve the performance and efficiency of communications. The recent works in ISAC mainly focused on dual-function waveform designs, and on developing the underlying signal processing techniques [3], [4]. However, sharing the allocated frequency band between communications and the radar sensing can be rather challenging. For these configurations, the accuracy of channel state information (CSI) estimation and the achievable resolution of the radio-frequency (RF)",27,27,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications > I. INTRODUCTION,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_134,6D,ml,AI,lexical,NONE,"Although neural network models are mentioned, the primary focus is on sensing technologies and their applications, not on machine learning (ml) concepts directly.","Different sensing technologies are complementary, as they provide different resolution under different environment conditions including extreme weather and low-light visibility. For instance, LiDAR has been used extensively in autonomous driving applications. The main disadvantage of LiDAR is a high computational complexity and the sparsity of the acquired data for training the neural network models, which negatively affects the target tracking. Hence, combining multiple sensing technologies at the base station (BS) to aid the RF beamforming is expected to be a costeffective solution for greatly reducing the pilot symbol overhead, especially when large antenna arrays are deployed in the cells with many highly mobile users.",37,37,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications > I. INTRODUCTION,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_135,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"Abstract—A-train satellite data, acquired during the Calbuco volcano (Chile) sub-Plinian eruption in April 2015, are discussed to explore the complementarity of spaceborne observations in the microwave (MW), thermal infrared (TIR), and visible wavelengths for both near-source plume and distal ash clouds. The analysis shows that TIR-based detection techniques are not suitable near the volcanic vent where rising convective columns are associated with large optical depths. Detection and parametric estimates of near-source tephra mass loading and plume height from MW radiometric data, available 69 min after the eruption onset, are proposed. Results indicate a maximum plume altitude of about 21 km above the sea level and an ash mass of  $3.65 \times 10^{10}$  kg, in agreement with mass values obtained from empirical formulas, but less than proximal-distal mass deposit of  $1.86 \times 10^{11}$  kg. This discrepancy may be explained by extrapolating Advanced Technology Microwave Sounder-based estimates to 6 h, thus obtaining a total mass of about  $1.90 \times 10^{11}$  kg. Distal volcanic cloud retrievals are derived from TIR imagery and results show a good agreement between Moderate-Resolution Imaging Spectroradiometer (MODIS) and Visible Infrared Imaging Radiometer Suite (VIIRS) retrievals of total mass taking into account the overpass time shift. If only the overlapping pixels between MODIS and VIIRS are considered, the respective estimates are  $1.90 \times 10^9$  kg and  $1.80 \times 10^9$  kg. TIR radiometric estimates of distal ash cloud height and mass loadings are also compared with Cloud-Aerosol",9,9,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_135,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"- F. S. Marzano and L. Mereu are with the Dipartimento di Ingegneria dell'Informazione, Sapienza Università di Roma, 00184 Rome, Italy, and also with the CETEMPS Center of Excellence, Università dell'Aquila, 67100 L'Aquila, Italy (e-mail: marzano@diet.uniroma1.it; mereu@diet.uniroma1.it).",13,13,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_135,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"- S. Corradini, L. Merucci, and D. Stelitano are with the National Institute of Geophysics and Volcanology, 00143 Rome, Italy (e-mail: stefano.corradini@ingv.it; luca.merucci@ingv.it; dario.stelitano@ingv.it).",14,14,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_135,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"- A. Kylling is with the Norwegian Institute for Air Research (NILU), 2027 Kjeller, Norway (e-mail: arve.kylling@nilu.no).",15,15,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_135,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"- M. Montopoli is with the National Research Council (CNR), ISAC, 00133 Rome, Italy (e-mail: m.montopoli@isac.cnr.it).",16,16,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_135,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"- D. Cimini is with the National Research Council (CNR), IMAA, 85050 Potenza, Italy, and also with the CETEMPS Center of Excellence, Università dell'Aquila, 67100 L'Aquila, Italy (e-mail: domenico.cimini@imaa.cnr.it).",17,17,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_136,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"The RYDberg Atomic Receiver (RYDAR) has been demonstrated to surmount the limitation on both the sensitivity and operating bandwidth of the classical electronic counterpart, which can theoretically detect indiscernible electric signals below –174 dBm/Hz with optical measurement through Rydberg-state atoms. Such miracle has established a new quantum-based paradigm for communications and sensing, which motivates a revolution of the transceiver design philosophies to fully unleash the potential of RYDAR towards next-generation networks. Against this background, this article provides an extensive investigation of Rydberg atomic communications and sensing from theory to hardware implementations. Specifically, we highlight the great opportunities from the hybridization between the RYDAR and the cutting-edge integrated sensing and communication (ISAC), followed by essential preliminaries of the quantum-based receiver. Then we propose a theoretical framework for broadband ISAC based on RYDAR, demonstrated by the proof-of-concept experiments. Afterwards, the enabling technologies for the ISAC framework are explored ranging from channel characterization, waveform design to array-based receiver configurations, where the open problems are also summarized. Finally, the future applications of RYDAR-based ISAC are envisioned, indicating its significant potential for both civilian and military purposes.",11,11,Abstract,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_136,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"The forthcoming sixth-generation (6G) network has been envisioned to realize ubiquitous Internet coverage and pervasive sensing, which motivates the space-air-ground(-sea) integrated network (SAGIN) [1]. By establishing broadband interconnections among heterogeneous terminals with diverse sensing capabilities, SAGIN can empower a plethora of civilian/military applications like Internet of everything, critical communications, maritime reconnaissance, etc. [2]. Nevertheless, such cross-domain heterogeneous network necessitates beyond-line-of-sight communication and radar detection over hundreds of kilometers across the entire electromagnetic spectrum, posing stringent requirements on the sensitivity and detectable bandwidth. This seems to be contradicted with the insurmountable limitation from thermal noise level of –174 dBm/Hz in classical fully-electric receiver.",15,15,Introduction,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_136,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"unique challenges in its practical implementation. Specifically, despite of its detectable bandwidth over hundreds of GHz, the RYDAR suffers from limited instantaneous bandwidth below 10 MHz, mainly attributed to the dephasing mechanism [8]. Detectable bandwidth refers to the total tunable spectral range via different Rydberg transitions, while instantaneous bandwidth is the maximum resolvable signal bandwidth without retuning atomic states. Moreover, classical EIT-AT methods tend to scan a broad range of detuning frequencies for each symbol period, inducing non-negligible latency of ms-level that further constrains the sampling rate. These have caused additional difficulties in realizing either high-resolution sensing or high-rate communication towards 6G. Against this background, this article provides an extensive investigation of the RYDAR based ISAC technology. Specifically, preliminaries of RYDAR are introduced from both microscopic and macroscopic perspectives. Afterwards, we propose a novel RYDAR-based ISAC framework that can realize broadband communication and sensing simultaneously, where proofof-concept demonstrations are presented. Based on the proposed framework, several theoretical breakthroughs for RYDAR are explored, consisting of mathematical channel modeling, waveform design and array-based configurations, focusing on mitigating the bandwidth limitation for 6G applications. Finally, a plethora of potential applications of RYDAR are summarized, unveiling its encouraging prospects for both civilian and military purposes.",25,25,Introduction,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_136,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"As illustrated in Fig. 2, the proposed RYDAR-based ISAC framework is exemplified by the monostatic sensing scenario. Herein a RYDAR-empowered base station is established to provide constant data coverage for heterogeneous mobile users like drones and autonomous surface vehicles, whilst concurrently performing radar detection with the communication signals. Specifically, at the transmitter, a unified ISAC waveform is specially designed for simultaneous downlink communication and sensing, aiming at realizing desirable dual-functional performance trade-off. Majority of the examples can be generally classified into communication-centric design and sensing-centric design approaches",47,47,Introduction > Preliminaries of Rydberg Atomic Receivers > PROPOSED RYDAR-BASED ISAC FRAMEWORK > TRANSCEIVER PRINCIPLE,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_136,6D,ml,AI,lexical,NONE,"The text does not mention machine learning (ml) concepts, instead focusing on ISAC receiver architecture and its limitations.","[9], which highlight the incorporation of sensing function into existing communication waveforms and vice versa, represented by orthogonal frequency division multiplexing (OFDM) and chirp-based signals. Detailed discussions will be presented later.",59,59,Introduction > Preliminaries of Rydberg Atomic Receivers > PROPOSED RYDAR-BASED ISAC FRAMEWORK > TRANSCEIVER PRINCIPLE,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_136,6D,ml,AI,lexical,NONE,"The text discusses the limitations of the RYDAR architecture and EIT-AT scheme, but does not mention machine learning (ml) concepts.","- 2. Classical EIT-AT scheme attains amplitude detection by directly measuring the AT splitting interval in the spectrum profile of the PD outputs, i.e., the Rabi frequency. This usually necessitates wide-range sweeping of the detuning frequencies, causing ms-level latency within each symbol period that severely degrades the instantaneous bandwidth for communication and sensing.",66,66,Introduction > Preliminaries of Rydberg Atomic Receivers > PROPOSED RYDAR-BASED ISAC FRAMEWORK > TRANSCEIVER PRINCIPLE,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_137,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Hardware time selection does not allow the implementation of space debris search algorithms, conducting a ranging experiment with the spatial separation of the transmitter and receiver, combining the ranging and calibration modes of the station. Moreover, in hardware time selection, there is no noise data, which excludes the possibility of obtaining lidar information about the state of the atmosphere. There is an attempt to combine the functions of SLR and atmospheric lidar [5], but this implementation is associated with installing an additional telescope and electronics.",33,33,CONTINUOUS EVENT RECORDING TECHNOLOGY FOR INTEGRATED SENSING AND COMMUNICATIONS IN SPACE > ABSTRACT > 1. INTRODUCTION,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_137,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"the software level during the post-processing of the accumulated measurement information. The availability of continuous measurement information expands the capabilities of the ranging experiment, in particular, in the search for space debris [6], the organization of a multi-station experiment with the spatial separation of the transmitter and receiver, the combination of ranging and calibration modes. There is also a potential possibility of parallel ranging and lidar exploration of the atmosphere.",47,47,2. CONTINUOUS EVENT RECORDING IN SLR,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_137,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"However, continuous recording (CR) mode has certain limitations. First, these limitations, associated with the need to accumulate and process large amounts of measurement information, can be easily mitigated using state-of-the-art computing technologies. More stringent limitations are related to the influence of the dead time τ of time-to-digital converter (TDC) in the time tagger. The impact is incredibly high if there is only one measuring channel in the time tagger, as shown in Fig. 1). In some situations, non-zero dead time of TDC causes loss of ranging signals (Fig. 2).",49,49,2. CONTINUOUS EVENT RECORDING IN SLR,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_137,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"At the same time, it becomes possible to implement various algorithms for searching for space debris, to organize a multi-station experiment in case of spatial separation of the transmitter and receiver, and to combine the modes of ranging and calibration. The availability of noise information makes it possible to analyze the intensity distribution of noise signals and judge the atmosphere's state at different altitudes (lidar function).",65,65,2. CONTINUOUS EVENT RECORDING IN SLR,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_137,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the given snippet.,"The information in the burst can be encoded using pulse position modulation (PPM). Employment of transmitted reference pulse-position modulation (TR-PPM) [10, 11], which contains reference pulses transmitted periodically, maximizes compatibility with SLR function. The structure of TR-PPM signal having 4 positions is shown in Fig. 5. Information is transmitted in fixed-length frames having duration determined by minimum laser repetition rate and dead time of measuring TDC. The information is encoded in the time difference between the reference pulse and the information pulse, i.e., in the time position of the information pulse.",79,79,3. INTEGRATION OF LASER RANGING AND OPTICAL COMMUNICATION,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_137,6D,ml,AI,lexical,NONE,"The snippet contains references to various papers and websites related to satellite laser ranging systems, but does not mention machine learning (ml) concepts.","- [2] Digos, ""Range Gate Generator RG2."" [Online]. Available: https://digos.eu/range-gate-generator-for-laserranging-systems/",106,106,4. CONCLUSIONS > 5. REFERENCES,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_138,6D,ml,AI,lexical,INDIRECT,"The concept 'ml' is related to machine learning, which is indirectly mentioned in the context through the proposal of a 'multi-modal perception-assisted fusion network (MPFusionNet)' and the use of a 'Transformer framework for predictive beamforming', indicating the application of machine learning techniques.","*Abstract*—With the rapid growth of the low-altitude economy, emerging applications such as urban air mobility and smart logistics demand reliable and low-latency beamforming for unmanned aerial vehicle-to-vehicle (UAV-to-UAV, U2U) communications in millimeter-wave (mmWave) bands under highly dynamic and non-line-of-sight (NLOS) conditions. Traditional beam alignment methods relying on exhaustive search or channel feedback incur heavy training overhead and degraded accuracy in rapidly varying environments. To address these challenges, we propose multi-modal perception-assisted fusion network (MPFusionNet), a multi-modal perception-enhanced Transformer framework for predictive beamforming. Our approach leverages heterogeneous onboard sensing data including global positioning system (GPS), red-green-blue (RGB) cameras, LiDAR, and radar altimeters, incorporates a dynamic time warping (DTW)-based alignment mechanism, and embeds geometry-aware priors within a perceiver input-output (PerceiverIO)-based fusion architecture to achieve robust spatiotemporal representation. Experiments on a simulated U2U dataset show that MPFusionNet attains a top-3 beam prediction accuracy of 97.59%, substantially surpassing conventional models. These results demonstrate the effectiveness of multi-modal learning in improving robustness and generalization of predictive beamforming for future autonomous aerial communication systems.",9,9,MPFusionNet: Transformer-Based Multi-Modal Perception Fusion for Predictive Beamforming in Low-Altitude UAV Communication Networks,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_138,6D,ml,AI,lexical,NONE,There is no mention or implication of machine learning concepts in this context.,"Yanxi Xie is with the School of Information and Communication Engineering, Bejing University of Posts and Telecommunications, Beijing 100876, China, (e-mail: 13671300662@163.com).",17,17,I. INTRODUCTION,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_138,6D,ml,AI,lexical,NONE,"This context provides information about the authors' affiliations and contact details, with no reference to machine learning concepts.","Yi Gong, Yuyang Zhao, and Jiaqin Wang are with School of Information and Communication Engineering, Beijing Information Science and Technology University, Beijing 100192, China, (e-mail: {gongyi, yuyang.zhao}@bistu.edu.cn, wangjiaqin@buaa.edu.cn). *(Corresponding author: Yi Gong.)*",19,19,I. INTRODUCTION,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_138,6D,ml,AI,lexical,NONE,"Similar to the previous context, this snippet focuses on authors' affiliations and contact information, lacking any direct or indirect reference to machine learning.","Meiping Zhou is with the Aviation Industry Development Research Center of China, Beijing 100029, China, (e-mail: zhoump001@avic.com).",21,21,I. INTRODUCTION,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_138,6D,ml,AI,lexical,NONE,There is no mention of 'ml' in the given context.,"Song Wang is with the School of Modern Post (School of Automation), Beijing University of Posts and Telecommunications, Beijing 100876, China, (e-mail: wongsang@bupt.edu.cn).",23,23,I. INTRODUCTION,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_138,6D,ml,AI,lexical,NONE,There is no mention of 'ml' in the given context.,"Yi Wang is with the School of Electronics and Information, and also with the Henan Province Collaborative Innovation Center of Aeronautics and Astronautics Electronic Information Technology, Zhengzhou University of Aeronautics, Zhengzhou 450046, China, (email: yiwang@zua.edu.cn).",25,25,I. INTRODUCTION,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_139,6D,ml,AI,lexical,INDIRECT,"The concept 'ml' is not explicitly mentioned, but the context implies the use of machine learning techniques for advanced RSSI processing and localization, which is a common application of machine learning.",Prof. Christos Masouros Dept of Electronic & Electrical Eng University College London United Kingdom (Great Britain) chris.masouros@ieee.org,23,23,for Indoor Environments,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
