claim_id,claim_key,section,paper_id,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,claim_supported
e10046e74c72,4B|hybrid,4B,O_ISAC_127,hybrid,fiber optic wireless,fuzzy:85.0,NONE,The concept of 'hybrid' is not mentioned in this snippet.,"The integration of Reconfigurable Intelligent Surfaces (RIS) into Underwater Optical Wireless Communication (UOWC) systems has emerged as a promising approach for enhancing physical-layer performance, including signal reliability, security, and energy efficiency. Despite the growing body of research on RIS in terrestrial environments, the unique and dynamic challenges posed by underwater optical channels necessitate the development of context-specific methodologies.",53,53,"Adaptive RIS Optimization for Secure Underwater Optical Communications > I. INTRODUCTION > <span id=""page-1-0""></span>**II. RELATED WORKS**",nan,nan,True
e10046e74c72,4B|hybrid,4B,O_ISAC_127,hybrid,fiber optic wireless,fuzzy:85.0,DIRECT,"The concept 'hybrid' is implied in the integration of Reconfigurable Intelligent Surfaces (RIS) with Integrated Sensing and Communication (ISAC) technology, suggesting a combination or hybrid approach to enable secure and efficient data transmission.","<span id=""page-2-3""></span><span id=""page-2-2""></span>This section describes the system model for RIS-assisted Underwater Optical Wireless Communication (UOWC), where Reconfigurable Intelligent Surfaces (RIS) are integrated with Integrated Sensing and Communication (ISAC) technology to enable secure and efficient data transmission in dynamic aquatic environments. The proposed model accounts for critical physical-layer impairments, including",83,83,"<span id=""page-2-1""></span><span id=""page-2-0""></span>**III. SYSTEM MODEL AND OPTIMIZATION FRAMEWORK**",nan,nan,True
824b67b2dbfe,4B|json:oisac_medium_class,4B,O_ISAC_127,json:oisac_medium_class,nan,json,DIRECT,Structured classification field,nan,,,nan,study_level.classification.oisac_medium_class,wireless_fso,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_128,fiber,fiber,lexical,DIRECT,"The snippet directly mentions 'fiber access network' and 'fiber' in the context of a technical topic, indicating a direct reference to the concept of fiber.",# Dual comb enabled simultaneously multi-path sensing and communication over fiber access network,5,5,Dual comb enabled simultaneously multi-path sensing and communication over fiber access network,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_128,fiber,fiber,lexical,DIRECT,"The concept of fiber is directly mentioned in the context as 'fiber access technologies', 'optical fibers', and 'submarine fibers', indicating a clear and direct relationship with the concept.","In the era of 5G and fifth-generation fixed networks (F5G), fiber access technologies are pivotal to the rapid growth of internet traffic speeds[1]. Future access networks based on both passive optical networks (PON) and radio access network (RAN) front-haul require massive data transmission[2], flexible network scheduling[3], and advanced intelligent functions[4]. Recently, integrated sensing and communication (ISAC) technology over optical fibers has garnered significant interest from network operators due to its potential to leverage existing telecommunication fibers for simultaneous sensing and communication.",16,16,**Introduction**,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_128,fiber,fiber,lexical,DIRECT,"Similar to the first snippet, the concept of fiber is directly mentioned in the context as 'fiber access technologies', 'optical fibers', and 'submarine fibers', indicating a clear and direct relationship with the concept.","Coherent techniques[5] like Multiple Input Multiple Output (MIMO) used in phase-sensitive optical time-domain reflectometry (ø-OTDR) or distributed acoustic sensing (DAS) enable ultra-long range sensing for smart optical network monitoring. This technology has been applied to ISAC over submarine fibers through detection of phase changes[6] or polarization state rotations[7]. Additionally, a combination of Intensity Modulated Direct Detection (IM-DD) with Frequency Modulated Continuous Wave (FMCW) carriers supports integrated sensing and communication on single links, but multiple links require numerous ultra-narrow linewidth lasers[8]. Optical E-O combs offer a cost-effective alternative by generating multiple coherent lasers from one seed laser, useful for multi-path ISAC[9]. Moreover, fiber access networks often face multi-path interference in ø-OTDR traces, complicating event localization. Although Reflective Semiconductor Optical Amplifiers (RSOAs) can reduce this interference using Time-Domain Multiplexing (TDM) in Optical Network Units (ONUs), it necessitates user-end equipment modifications[10].",18,18,**Introduction**,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_128,fiber,fiber,lexical,DIRECT,"This snippet directly discusses 'ISAC over submarine fibers', 'fiber access networks', and 'multi-path ISAC', making direct references to the concept of fiber.","In this paper we introduce, for the first time, a dual-comb-enabled ISAC for fiber access networks, achieving high fidelity in communication and effective DAS of all link paths without adding complexity to user-end equipment. This ISAC transmitter can switch the sensing function on or",20,20,**Introduction**,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_128,fiber,fiber,lexical,DIRECT,"The snippet directly mentions 'fiber' in the context of discussing its lengths and its role in a sensing system, specifically in relation to Distributed Acoustic Sensing (DAS) and communication performance.",**Fig. 1:** Principles of (a) dual comb and (b) match filter DAS off while maintaining communication quality and even improving communication performance in high launch power (LP) situations. We achieve a sensing spatial resolution of up to 0.5 meters for various modulation schemes and across various fiber lengths.,24,24,**Introduction**,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_128,vlc,light,lexical,NONE,The text does not mention VLC (Visible Light Communication) or any related concept.,"Using a single narrow linewidth seed laser, we generate two optical combs: one dedicated to communication and another with a slightly offset frequency spacing for sensing. As depicted in Fig. 1(a), a comb with f<sup>0</sup> spacing is produced to carry different data channels of the access network, with each line representing a distinct path. Additionally, we modulate the comb with FMCW, typically within the MHz bandwidth range, which can be achieved using either a modulator or a piezoelectric element. This configuration allows for the separation of Rayleigh backscattering by different frequency band, enabling low-bandwidth coherent receivers to accurately reconstruct the sensing information. All sensing components are integrated on the central office side, streamlining the user experience. We then apply the corresponding matched filters to recover the DAS traces for each path, following the principle illustrated in Fig. 1(b).",28,28,**Introduction** > **Operation theory**,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_128,vlc,light,lexical,NONE,The text does not mention VLC (Visible Light Communication) or any related concept.,"We demonstrate ISAC over PON and RAN using five optical comb lines and four fiber spools to simulate a variety of optical access application scenarios, as depicted in Fig. 2(a). A narrow linewidth source (NKT E15) seeds the generation of the dual combs. The light passes through a polarization-maintaining coupler, which directs one path to the ISAC transmitter and the other to the sensing receiver. When the sensing switch is activated, the transmitter side first modulates the light with a FMCW of 200 MHz bandwidth starting from 70 MHz using an IQ modulator (Fujitsu 7962EP) and an Arbitrary Waveform Generator (AWG) (Keysight M8190A), followed by a Polarization-Maintaining Erbium-Doped Fiber Amplifier (PM-EDFA) and a narrow band-pass filter. The light then enters a dual-drive Mach-Zehnder modulator (DD-MZM) (Fujitsu 7937EZ) driven by a 25 GHz microwave signal generator (MSG1) (Agilent E8267C), creating optical combs. These combs are modulated with data sequences from another AWG (Keysight M8196A), using both intensity and IQ modulation across different lines. The combined signals pass through a high-power booster (Amonics BA-33) and a waveshaper (Finisar 4000A) before being transmitted over the fiber links. Three links (353m, 20 km, 50 km) carry the intensity-modulated signal, while one link (10 km) carries both the IQ-modulated signal and an unmodulated FMCW comb line, with signal processing realized by a K-K receiver. The four data streams are captured by a four-channel oscilloscope (Keysight DSAZ594A), followed by offline communication digital signal processing (DSP).",40,40,**Introduction** > **Operation theory** > **Experimental setup**,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_128,vlc,light,lexical,NONE,The text does not mention VLC (Visible Light Communication) or any related concept.,"At the sensing receiver, Rayleigh backscattering signals from four fiber links (I~IV) are simultaneously received in time domain but are frequencyseparated owing to the properties of the dual comb. A 25.28 GHz microwave, generated by MSG2 (Keysight E8257D) and amplified by an amplifier (SHF 816), drives the MZM (Ixblue MX40) to produce the second comb. The dual comb spectrum is illustrated in Fig. 2(b). As shown in Fig. 2(d), the dual comb facilitates the frequency distribution of backscattered light from different paths, with zero frequency as the center, effectively utilizing the double sideband configuration of DAS.",42,42,**Introduction** > **Operation theory** > **Experimental setup**,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_128,vlc,light,lexical,NONE,The text does not mention VLC (Visible Light Communication) or any related concept.,"- [8] H. He, L. Jiang, Y. Pan, *et al.*, ""Integrated sensing and communication in an optical fibre"", *Light: Science & Applications*, vol. 12, no. 1, p. 25, 2023. DOI: 10.1038/ s41377-022-01067-1.",81,81,**Results and discussions** > **Conclusions** > **References**,nan,nan,True
824b67b2dbfe,4B|json:oisac_medium_class,4B,O_ISAC_128,json:oisac_medium_class,nan,json,DIRECT,Structured classification field,nan,,,nan,study_level.classification.oisac_medium_class,cabled_fibre,True
494017eeb1d2,4B|fso,4B,O_ISAC_129,fso,optical wireless,lexical,NONE,The snippet does not mention the concept of fso.,# VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,5,5,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_129,fso,optical wireless,lexical,NONE,The snippet does not mention the concept of fso.,"Index Terms—Platooning, V2V network, ISAC, Optical Wireless Communication",17,17,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_129,fso,optical wireless,lexical,INDIRECT,"The snippet mentions Optical Wireless Communication (OWC), which is related to the concept of fso (free space optics), but does not directly mention fso.","Fortunately, Optical Wireless Communication (OWC) has recently emerged as a promising solution for implementing V2V communication [3]. Given the increasing need for low latency and high reliability in V2V communication, the demand for optical wireless solutions is intuitive due to its advantages of the unlicensed optical spectrum, high bandwidth, and antielectromagnetic interference [4], [5]. Extensive experimental results have consistently demonstrated that OWC can enhance traffic efficiency and achieve superior performance over RF in high-density scenarios [6], [7]. In platooning applications, another critical component is the perception function, typically provided by sensing devices such as LiDARs or cameras [8], [9]. However, tackling V2V communication or sensing functions separately falls significantly short of satisfying the 6G requirements for availability and synchronization in platooning applications. Fortunately, Integrated Sensing and Communication (ISAC), as a new enabling technology, can synergize communication and sensing functions within a single system by reusing communication signals, thus avoiding the need for dedicated sensing device and improving coordination between communication and sensing functions [10].",29,29,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing > I. INTRODUCTION,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_129,fso,optical wireless,lexical,INDIRECT,"The snippet mentions the Lambertian radiation pattern and optical wireless link, which are related to the concept of fso, but does not directly mention fso.","*1) Lambertian Model:* In a LoS optical wireless link, we typically assume that the radiation intensity of LEDs follows the Lambertian radiation pattern [12]. The received optical power can be described as [13]:",62,62,*A. System Overview* > *C. Status Change Sensing*,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_129,fso,optical wireless,lexical,INDIRECT,"The provided snippet does not directly mention 'fso' but references various papers related to vehicular communication technologies, including optical wireless communication, which could be indirectly related to free space optics (fso).","- [4] H. Elgala, R. Mesleh and H. Haas, ""Indoor optical wireless communication: potential and state-of-the-art,"" in IEEE Communications Magazine, vol. 49, no. 9, pp. 56-62, September 2011",188,188,*A. Prototype and Experiment Setup* > IV. CONCLUSION > REFERENCES,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_129,vlc,light,lexical,NONE,The context does not mention vlc.,# VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,5,5,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_129,vlc,light,lexical,NONE,The context does not mention vlc.,"Abstract—Platooning has been proven to dramatically increase traffic flow and reduce fuel consumption, and vehicle-to-vehicle (V2V) communication and sensing are requisite for platooning stability. However, most of the existing works only address V2V communication or sensing functions respectively, which is far away from meeting the 6G requirements in availability and synchronization for platooning applications. Inspired by the recent advanced integrated sensing and communication (ISAC), in this paper, we propose VehicleTalk, a lightweight V2V communication and sensing framework. Essentially, VehicleTalk reuses the head/tail LED lights of the vehicles to construct communication/sensing channels for achieving concurrent message exchange and status awareness between adjacent vehicles. In particular, VehicleTalk innovates in both message transmission and vehicle sensing to improve communication robustness and lower system latency for platooning. It leverages Raptor Codes to combat serious packet loss in the V2V network. We also engineer a fast risk detection algorithm by simply monitoring the strength change of the received optical signals from the head/tail lights to improve safety in extreme cases such as emergency brake and cutting-in. Finally, we build a prototype of VehicleTalk with low-cost Commercial Off-The-Shelf (COTS) devices to quickly verify its effectiveness, and the extensive experimental results demonstrate the promising performance of VehicleTalk.",15,15,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_129,vlc,light,lexical,NONE,The context does not mention vlc.,"Inspired by the recent advanced ISAC, in this paper, we propose VehicleTalk, a lightweight V2V communication and sensing framework for concurrent messages exchange and status awareness between adjacent vehicles. In particular, we innovate in both message transmission and vehicle sensing in realistic scenarios to improve V2V network performance.",31,31,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing > I. INTRODUCTION,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_129,vlc,light,lexical,NONE,The context does not mention vlc.,"We establish a lightweight V2V communication and sensing framework, named VehicleTalk, which utilizes the head/tail LED lights of the vehicles to construct com-",35,35,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing > I. INTRODUCTION,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_129,vlc,light,lexical,NONE,"The provided snippet does not mention 'vlc' (which typically stands for VideoLAN Client, a media player) at all. It discusses a VehicleTalk framework for vehicle-to-vehicle communication, which is unrelated to the concept of vlc.","We establish a proof-of-concept platooning system enhanced by the proposed VehicleTalk. Figure 1 illustrates the overview of the VehicleTalk framework. Specifically, VehicleTalk employs full-duplex communication, where the leader vehicle communicates with the follower vehicle using IR LEDs, while the follower vehicle communicates with the leader vehicle using white light LEDs. At the transmitter side, the original data undergoes encoding/modulation and then transmitted by the LED driver as high-frequency optical signals. At the receiver side, photodiodes (PDs) installed in the head/tail lights capture the modulated optical signals transmitted via the Line-of-Sight (LoS) link. Finally, the received signals are used for communication and sensing functions, simultaneously.",52,52,*A. System Overview*,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_129,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,The snippet does not mention photonic THz or any related concept.,"We refer to these three scenarios as *Emergency Braking Status* (Figure 2a), *Turning Status* (Figure 2b) and *Cuttingin Status* (Figure 2c). In the *Emergency Braking Status*, the optical signals within the symmetric channels undergo rapid amplification as the distance decreases. In the *Turning Status*, the distances from the vehicle's left and right taillights to the following vehicle are no longer equal, leading to a disparity in signal strength within the symmetric channel. Similarly, one side of the link will be blocked when a vehicle maneuvers into the space between two other vehicles, resulting in a noticeable disparity in signal strength on both sides. To be precise, we",90,90,*A. System Overview* > *C. Status Change Sensing*,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_129,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,The snippet discusses optical signal strength and voltage conversion but does not mention photonic THz or any related concept.,"input the safety distance (dSaf e) and voltages (VLef t, VRight) converted from the received optical signal strength into the SENSE function. The voltage can be used to calculate the distances on the left and right sides between adjacent vehicles (dLef t, dRight) and illustrate the status. By monitoring the strength changes of the optical signal, we can perceive the three crucial statuses in the platooning according to different judgment conditions, as illustrated in Algorithm 1.",113,113,*A. System Overview* > Algorithm 1 Risk Detection Algorithm,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_129,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,The snippet describes the use of IR LEDs and optical signal transmission but does not mention photonic THz or any related concept.,"- *2) Signal Reception:* When the optical signal is received, µA-level currents of different strengths are generated on the PD (BPW20RF) based on the strength of the optical signal and are converted into output voltage signals with an amplitude of 0-3.3 V by the amplifier circuit. Subsequently, the ADC module of the MCU captures and converts these voltage signals into digital signals, which the MCU can employ for communication and sensing.",124,124,*A. Prototype and Experiment Setup*,nan,nan,True
e10046e74c72,4B|hybrid,4B,O_ISAC_129,hybrid,fiber optic wireless,fuzzy:85.0,INDIRECT,"The concept 'hybrid' is not explicitly mentioned in the snippet, but the discussion of integrating sensing and communication functions through ISAC implies a hybrid approach, thus it's an indirect reference.","Fortunately, Optical Wireless Communication (OWC) has recently emerged as a promising solution for implementing V2V communication [3]. Given the increasing need for low latency and high reliability in V2V communication, the demand for optical wireless solutions is intuitive due to its advantages of the unlicensed optical spectrum, high bandwidth, and antielectromagnetic interference [4], [5]. Extensive experimental results have consistently demonstrated that OWC can enhance traffic efficiency and achieve superior performance over RF in high-density scenarios [6], [7]. In platooning applications, another critical component is the perception function, typically provided by sensing devices such as LiDARs or cameras [8], [9]. However, tackling V2V communication or sensing functions separately falls significantly short of satisfying the 6G requirements for availability and synchronization in platooning applications. Fortunately, Integrated Sensing and Communication (ISAC), as a new enabling technology, can synergize communication and sensing functions within a single system by reusing communication signals, thus avoiding the need for dedicated sensing device and improving coordination between communication and sensing functions [10].",29,29,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing > I. INTRODUCTION,nan,nan,True
824b67b2dbfe,4B|json:oisac_medium_class,4B,O_ISAC_129,json:oisac_medium_class,nan,json,DIRECT,Structured classification field,nan,,,nan,study_level.classification.oisac_medium_class,wireless_vlc,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_130,fiber,fiber,lexical,INDIRECT,"The concept of fiber is mentioned in the context of fiber-optic refractometer and optical fiber sensor, which are related to the concept but not directly about fiber itself.","- <span id=""page-9-6""></span>[\[7\]](#page-0-6) A. B. Socorro-Leranoz, K. I. Aginaga-Etxamendi, S. D ´ ´ıaz, A. Urrutia, I. D. Villar, and I. R. Matias, ""Monitoring of water freeze–thaw cycle by means of an etched single- mode–multimode–single-mode fiber-optic refractometer,"" *IEEE Sensors J.*, vol. 23, no. 12, pp. 12889–12898, Jun. 2023.",286,286,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization* > REFERENCES",nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_130,fiber,fiber,lexical,INDIRECT,"Similar to the first snippet, the concept of fiber is mentioned in the context of fiber-optic refractometer and optical fiber sensor, indicating an indirect relationship.","- <span id=""page-9-7""></span>[\[8\]](#page-0-7) M. S. P. E. Silva, H. P. Alves, H. J. B. De Oliveira, L. H. V. Leao, ˜ J. F. D. Nascimento, and J. F. Martins-Filho, ""Temperature, refractive index, and corrosion simultaneous monitoring using Raman anti-Stokes reflectometric optical fiber sensor,"" *IEEE Trans. Instrum. Meas.*, vol. 72, pp. 1–8, 2023.",287,287,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization* > REFERENCES",nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_130,fso,wireless optical,lexical,NONE,The text does not mention the concept 'fso' directly or indirectly.,"- <span id=""page-10-29""></span>[\[38\]](#page-6-4) Z. Chen et al., ""Experimental demonstration of over 14 AL underwater wireless optical communication,"" *IEEE Photon. Technol. Lett.*, vol. 33, no. 4, pp. 173–176, Feb. 1, 2021.",321,321,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization* > REFERENCES",nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_130,fso,optical wireless,lexical,INDIRECT,"The text mentions 'underwater optical wireless communications', which is related to 'fso' (free space optics) as it involves optical communication, but does not directly mention 'fso'.","He is currently an Engineer with Shenzhen Institute of Artificial Intelligence and Robotics for Society (AIRS), Shenzhen. His research interests include underwater optical wireless communications and all-optical communication devices.",350,350,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization* > REFERENCES",nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_130,fso,optical wireless,lexical,INDIRECT,"The text mentions 'optical wireless communications', which is related to 'fso' (free space optics) as it involves optical communication, but does not directly mention 'fso'.","Shenzhen Institute of Artificial Intelligence and Robotics for Society (AIRS), School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China. His current research interests include LiDAR technologies for robotics, optical wireless communications, and silicon photonics.",366,366,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization* > REFERENCES",nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_130,vlc,visible light,lexical,INDIRECT,"The concept 'vlc' is related to 'VLSC' (visible light sensing and communication) in the context, which implies an indirect connection.","Abstract—Assessing microalgae density is essential for microalgae cultivation and marine environmental surveillance. This study introduces a quantum dot (QD)-based visible light sensing and communication (VLSC) system that employs emissions spanning the blue, green, yellow, orange, and red spectra to evaluate the density of microalgae across different species and varying densities. The bit error rate (BER) of the VLSC system serves as an intermediate to calculate microalgae density under various data rates and light colors by fitting the linear area of BERs. Orange light demonstrates superior linearity, high optical power, rapid response, and high accuracy in assessing microalgae species of Euchlorocystis marina and Isochrysis galbana. The highest accuracy attained for *I. galbana* samples is 0.98, averaging at 0.79, when utilizing orange light. These values surpass those obtained through direct measurement of optical power. The proposed method offers high feasibility and adjustable color options for assessing microalgae density, showing potential for integration into smart illumination-sensor-communication systems aimed at microalgae cultivation and marine environmental monitoring.",9,9,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_130,vlc,light,lexical,NONE,There is no mention or relation to 'vlc' or similar concepts in the given context.,"<span id=""page-0-2""></span><span id=""page-0-1""></span>[2]. While they are commonly found in open water environments, microalgae are also cultivated on an industrial scale using closed systems, such as photobioreactors [3]. In these settings, manual interventions such as cleaning, sterilizing, sampling, inoculating, and harvesting should be minimized during the monitoring process until the microalgae reach maturity. As a result, continuously characterizing the reproductive rate of microalgae poses a significant technical challenge in cultivation and water quality monitoring. Among the various indices of microalgae growth, density is the most direct indicator of biomass and growth rate [4]. With the progression of ""marine ranching"" concepts in China, there is a growing demand for intelligent detection devices with integrated sensor-communication capabilities [5]. A flexible monitoring method for microalgae density is highly desired in both microalgae cultivation and marine environmental assessment [6]. Among all observable physical quantities, optical signals offer high adjustability in emission wavelength, modulation frequency, and light intensity, making them effective media for detecting and transmitting microalgae density without interference from radio frequency signals [7], [8], [9].",29,29,"Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System > <span id=""page-0-0""></span>I. INTRODUCTION",nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_130,vlc,visible light,fuzzy:92.3076923076923,NONE,"Similar to the previous context, there's no direct or indirect mention of 'vlc' or related concepts.","<span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span>It is known that light significantly influences the growth of microalgae. To investigate the impact of light stress on lipid production in Nannochloropsis oculata, Nannochloropsis salina, and Nannochloropsis oceanica, Ra et al. [10] experimented with various colored LEDs for microalgae cultivation and determined the optimal color and light exposure duration. Additionally, Pang et al. [11] designed multilevel heuristic LED regimes that integrated light, nitrogen, and carbon sources to enhance bioproduct accumulation under mixotrophic conditions in Haematococcus pluvialis cultivation. Furthermore, Prates et al. [12] evaluate the impact of different LED wavelengths and photoperiods on protein productivity in Spirulina sp., finding that red and green LEDs in both integral and partial photoperiods achieved the highest protein productivity. Therefore, it is anticipated that a visiblelight-based illumination, sensing, and communication system can be developed to promote growth, monitor density, and transmit data for various microalgae species.",31,31,"Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System > <span id=""page-0-0""></span>I. INTRODUCTION",nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_130,vlc,light,lexical,NONE,The context discusses various methods for measuring microalgae density but does not mention 'vlc' or any related concepts.,"<span id=""page-1-2""></span><span id=""page-1-1""></span>also measured by using optical sensors, which analyze light absorbance, reflection, or dispersion to quantify suspended particles in water based on the Beer–Lambert law. Common brands for turbidity sensors include Gravity Analog and ReYeBu [\[14\].](#page-10-5) For microalgae density measurement, Nguyen et al. [\[15\]](#page-10-6) developed a cost-effective Raspberry Pi camera to periodically capture images of algal microorganisms under white LEDs. Furthermore, Morgado et al. [\[16\]](#page-10-7) developed a noninvasive monitoring technique to observe microalgae biofilms, utilizing reflectance indices to assess biomass, astaxanthin, and chlorophyll under various light and nutrient regimes. Among these detection technologies, manual cell counting, dry cell weight measurement, and optical density measurement are conventionally employed to evaluate the growth status of microalgae [\[17\].](#page-10-8) Other techniques, including photometers [\[18\],](#page-10-9) focused beam reflectance probes [\[19\],](#page-10-10) spectroscopy [\[20\],](#page-10-11) and image processing [\[21\],](#page-10-12) can also be utilized for evaluating microalgae growth. For these methods, challenges such as sample contamination, the range of measured density, and the complexity and accuracy of measurements have not been fully addressed. Moreover, the effects of different light wavelengths on the optical properties of specific microalgae species are unclear.",37,37,"Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System > <span id=""page-0-0""></span>I. INTRODUCTION",nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_130,vlc,visible light,fuzzy:92.3076923076923,NONE,"The provided snippet does not mention 'vlc' at all, therefore it is not related to the concept.","<span id=""page-1-8""></span><span id=""page-1-4""></span>Using a visible-light sensing and communication system for microalgae density measurement allows for simultaneous density monitoring and communication. The bit error rate (BER) in communication can reflect changes in microalgae density by detecting fluctuations in small optical signals caused by density variation. Since light color affects both microalgae absorption and photodetector (PD) sensitivity, which impacts the accuracy of measured optical parameters, a color-tunable light source is essential for reliable monitoring with this system [\[22\].](#page-10-13)",39,39,"Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System > <span id=""page-0-0""></span>I. INTRODUCTION",nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_130,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,"The text does not mention photonic THz explicitly, and the context is about turbidity sensors, microalgae density measurement, and optical detection technologies.","<span id=""page-1-2""></span><span id=""page-1-1""></span>also measured by using optical sensors, which analyze light absorbance, reflection, or dispersion to quantify suspended particles in water based on the Beer–Lambert law. Common brands for turbidity sensors include Gravity Analog and ReYeBu [\[14\].](#page-10-5) For microalgae density measurement, Nguyen et al. [\[15\]](#page-10-6) developed a cost-effective Raspberry Pi camera to periodically capture images of algal microorganisms under white LEDs. Furthermore, Morgado et al. [\[16\]](#page-10-7) developed a noninvasive monitoring technique to observe microalgae biofilms, utilizing reflectance indices to assess biomass, astaxanthin, and chlorophyll under various light and nutrient regimes. Among these detection technologies, manual cell counting, dry cell weight measurement, and optical density measurement are conventionally employed to evaluate the growth status of microalgae [\[17\].](#page-10-8) Other techniques, including photometers [\[18\],](#page-10-9) focused beam reflectance probes [\[19\],](#page-10-10) spectroscopy [\[20\],](#page-10-11) and image processing [\[21\],](#page-10-12) can also be utilized for evaluating microalgae growth. For these methods, challenges such as sample contamination, the range of measured density, and the complexity and accuracy of measurements have not been fully addressed. Moreover, the effects of different light wavelengths on the optical properties of specific microalgae species are unclear.",37,37,"Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System > <span id=""page-0-0""></span>I. INTRODUCTION",nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_130,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,"The text discusses the synthesis and manufacturing process of quantum dots (QDs) for color conversion in a measuring system, but does not mention photonic THz.","Photographs of CdSe-based QDs in both solvent and solidified status are presented in Fig. [5\(a\),](#page-4-2) showcasing green-, yellow-, orange-, and red-emissive QDs that have been synthesized. Apart from the differences in color between green QD solvents and films [as shown in the left figure of Fig. [5\(a\)\]](#page-4-2), yellow, orange, and red QDs exhibit similar appearances in both solvent and film states. To quantitatively assess the optical performance of QD CCLs, the normalized emission spectra",137,137,"III. MICROALGAE PREPARATION AND CHARACTERIZATION > C. Statistical Measurement for Microalgae Samples > <span id=""page-4-4""></span>IV. QD PREPARATION AND CHARACTERIZATION",nan,nan,True
