paper_id,section,concept,category,severity,reason,quote,line_start,heading_path
O_ISAC_113,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"<span id=""page-1-2""></span>Experimental demonstration of the proposed ISAC is depicted in Fig. [2.](#page-1-1) A 20-GHz bandwidth I/Q modulator modulates the light emitted by an external cavity laser (ECL). I and Q branches of the modulator are driven by an arbitrary waveform generator (AWG) to generate a 16-Gbaud dual-polarization QAM-16 (DP-QAM16) communication signal with using a polarization division multiplexing emulator (PDME). To emulate the SMART system, a sensor joint is placed between two 50-km fiber spans. The employed DS18B20 is an electronic temperature sensor produced by Dallas Semiconductor. It features a measurement range of −55◦C to +125◦C, with an accuracy of ±0.5◦C within the −10◦C to +85◦C range and a maximum deviation of ±2.0◦C over the entire operating range. For the FPGA implementation, the synthesized RTL circuit on Quartus II platform circuit is used to capture the sequential logic signal from the DS18B20, whose bit width is 12. The higher 8 bits are used to describe the integer temperature and the lower 4 bits are for the decimals resulting in a temperature resolution of 0.0625◦C. Then, to realize the FM conversion of the digital temperature values, the linear relationship between the 12-bit sequential logic signal and FM frequency should be constructed. We built a look-up table (LUT) in on-board ROM. Then, the read-out results of LUT are converted into analogue frequencies by an external DAC with bandwidth at 100MHz, by accessing the corresponding address. Above modules share the same clock",55,"Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network > <span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION > II. EXPERIMENTAL DEMONSTRATION"
O_ISAC_113,4B,vlc,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"<span id=""page-1-2""></span>Experimental demonstration of the proposed ISAC is depicted in Fig. [2.](#page-1-1) A 20-GHz bandwidth I/Q modulator modulates the light emitted by an external cavity laser (ECL). I and Q branches of the modulator are driven by an arbitrary waveform generator (AWG) to generate a 16-Gbaud dual-polarization QAM-16 (DP-QAM16) communication signal with using a polarization division multiplexing emulator (PDME). To emulate the SMART system, a sensor joint is placed between two 50-km fiber spans. The employed DS18B20 is an electronic temperature sensor produced by Dallas Semiconductor. It features a measurement range of −55◦C to +125◦C, with an accuracy of ±0.5◦C within the −10◦C to +85◦C range and a maximum deviation of ±2.0◦C over the entire operating range. For the FPGA implementation, the synthesized RTL circuit on Quartus II platform circuit is used to capture the sequential logic signal from the DS18B20, whose bit width is 12. The higher 8 bits are used to describe the integer temperature and the lower 4 bits are for the decimals resulting in a temperature resolution of 0.0625◦C. Then, to realize the FM conversion of the digital temperature values, the linear relationship between the 12-bit sequential logic signal and FM frequency should be constructed. We built a look-up table (LUT) in on-board ROM. Then, the read-out results of LUT are converted into analogue frequencies by an external DAC with bandwidth at 100MHz, by accessing the corresponding address. Above modules share the same clock",55,"Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network > <span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION > II. EXPERIMENTAL DEMONSTRATION"
O_ISAC_136,4B,vlc,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"a reflective object. The atomic receiver monitors the returning echo. By analyzing the echo's timing delay relative to the transmitted modulation, the system infers the round-trip time of flight and target distance. Laboratory demonstrations (Fig. 4a), although limited to short ranges by experimental constraints, confirm the core radar functionality of the RYDAR. Critically, the same atomic ensemble serves as both communication receiver and microwave radar receiver without hardware reconfiguration — only signal processing differs. Validations for targets at 1.6-1.9 m demonstrate centimeter-level accuracy (1.04 cm root mean square error) with  $\approx 15$  cm resolution, achieved by analyzing the heterodyne beat note between LO and reflected signal. For communication validation, we developed a hybrid demodulator with network-adaptive filtering [13]. This system achieved high-performance image transmission using 4-FSK modulation (80 ksyms/s), attaining bit error rate (BER) less than 3.97%. Remarkably, performance was maintained under significant coexistent wideband radar interference (interference-to-signal ratio (ISR) from -20 dB to -28 dB), as",125,Introduction > Preliminaries of Rydberg Atomic Receivers > PROPOSED RYDAR-BASED ISAC FRAMEWORK > **EXPERIMENTAL DEMONSTRATIONS**
O_ISAC_172,4B,hybrid,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"sensing distances. Moreover, as illustrated in Fig. 7(d), in the absence of communication signals, the FWHM of the received spectral signal is approximately 0.05 MHz, corresponding to a distance resolution of about 3.3 cm. These results indicate that the presence of high-speed communication signals inevitably introduces the additional noise on the sensing system, thereby degrading the SNR, sensing accuracy, and distance resolution. This observation further highlights the inherent trade-off between communication and sensing performance in ISAC systems, which must be carefully considered in system design. In summary, the proposed OFDR-ISAC system is demonstrated to support both high-speed optical fiber communication and high-resolution, long-distance fault localization within the same frequency band, offering a unified platform that lays the foundation for intelligent and converged optical networks.",159,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system > ARTICLE INFO > 1. Introduction > *4.2. Sensing results*
O_ISAC_185,4B,fso,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"In this work, we described a novel solution to visible light integrated sensing and communication by jointly manipulating the spatio-temporal properties of the emitting light field. We employed active spatial modulation on the illumination, in addition to temporal modulation on its intensity, which encodes transmission signals with discrete multi-tone modulation, and achieves high-resolution localization in 3D via computational reconstruction. To improve sensing efficiency, an angular projection imaging scheme supported by compressive sensing [17] was proposed that leads to a 64-fold reduction in measurement time. Following an integrated waveform design, we achieved precise location perception and data transmission with negligible communication performance degradation by processing on the same optical signals, hence greatly augmenting the information throughput. Demonstrating on a free-space optical link covering a wide field of 0.6 m × 0.6 m over 2 m length, we exhibited simultaneous data transmission at ~3 Gbps and 3D localization with <1 mm accuracy in horizontal, 4 cm accuracy in vertical at the 39 Hz frame rate. The retrieved localization information was leveraged to achieve beamforming, which adaptively focused and steered the illumination towards the target. We experimentally verified that adaptive beamforming largely enhanced the data rate by 122% at 2 m and 184% at 3 m distance, reaching >6 Gbps to enable high-speed wireless VR. Structured illumination with beamforming also improved the localization precision by 2- and 4-fold in lateral and vertical to be millimeter-level in 3D, offering the possibility of more precise and narrower beamforming.",37,Adaptive visible light integrated sensing and communication for cable-free virtual reality > 1. INTRODUCTION
O_ISAC_185,4B,vlc,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"It is foreseen that sensing functionalities should serve as a basic service in 6G, enabling future networks to see the physical world and facilitate applications such as the Internet of Vehicles (IoV) and virtual reality (VR). In addition, communication and sensing systems can be mutually beneficial; for example, employing localization to assist beam-steered communication allows the integrated system to fulfill the broad coverage and high-speed requirements. Driven by this demand, efforts have been made towards high-resolution localization in electromagnetic wave wireless communication using radio [9], millimeter [10,11], and terahertz waves [12], achieving localization accuracy from several meters to tens of centimeters. Light communication, which works on much shorter wavelengths, is promising to achieve higher localization resolution. Nevertheless, integrated localization in light communication systems has not yet been well established, hampered by the low sensitivity of available photodetectors, which struggle to discern the low-budget reflective photons from the receiver",19,Adaptive visible light integrated sensing and communication for cable-free virtual reality > 1. INTRODUCTION
O_ISAC_200,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"As the bedrock of the Internet, optical fibers are ubiquitously deployed and historically dedicated to ensuring robust data transmission. Leveraging their extensive installation, recent endeavors have focused on utilizing these telecommunication fibers also for environmental sensing, exploiting their inherent sensitivity to various environmental disturbances. In this paper, we consider integrated sensing and communication (ISAC) systems that combine data transmission and sensing functionalities, by monitoring the state of polarization to detect environmental changes. In particular, we investigate various machine learning techniques to enhance the performance and capabilities of such polarization-based ISAC systems. Gradient-based techniques such as adaptive zero-forcing equalization are examined for their potential to enhance sensing accuracy at the expense of communication performance, with strategies discussed for mitigating this trade-off. Additionally, the paper reviews novel machine-learning-based approaches for blind channel estimation using variational autoencoders, aimed at improving channel estimates compared to traditional adaptive equalization methods. We also discuss the problem of distributed polarization sensing and review a recent physics-based learning approach for Jones matrix factorization, potentially enabling spatial resolution of sensed events. Lastly, we discuss the potential of leveraging dual-functional autoencoders to optimize ISAC transmitters and the corresponding transmit waveforms. Our paper underscores the potential of telecom fibers for joint data transmission and environmental sensing, facilitated by advancements in digital signal processing and machine learning.",25,A R T I C L E I N F O > *Keywords:* End-to-end autoencoders Machine learning Physics-based learning Polarization sensing Variational autoencoders > A B S T R A C T
O_ISAC_218,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"- 4) We simulate the ISAC performance under a highbandwidth optical source, parameterized using our experimental measurements. We evaluate the impact of oversampling on spatial resolution and, through two-tag simulations under various near–far scenarios, benchmark key performance metrics including ranging accuracy and tag concurrency.",33,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications > I. INTRODUCTION
O_ISAC_276,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"The above was all oriented onto detecting typical telecom fiber link faults such as fiber ruptures, dirty connectors, fiber bends, degrading fiber splices etc. But photonic technologies are also known for its great sensing potential. Conditions of the environment surrounding the optical fiber or a local photonic sensor connected in the fiber-optic transmission line can be immediately detected with high accuracy and resolution",38,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry > *A. Sensing in Passive Optical Networks*
O_ISAC_286,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"is inherently linked to the transmitted signal bandwidth when using fast Fourier transform (FFT) to generating ranging spectrum [\[20](#page-10-16)[–22\]](#page-10-17). Enhancing the signal bandwidth is considered as the most straightforward method to improve ranging resolution. However, the approach of expanding signal bandwidth for improved ranging resolution leads to a significant increase in system cost. Therefore, exploring high ranging resolution scheme under narrow signal bandwidth is crucial. Peak sidelobe ratio (PSLR) is another important metric for evaluating radar performance, which represents the signal-to-noise ratio performance of a radar receiver. The higher the PSLR, the stronger the target extraction ability of the sensing function, which can better distinguish between the target peak and the background noise from ranging spectrum, thereby improving the accuracy and reliability of target detection and tracking. In our previous research, Chirp-Z transform (CZT) is explored to replace FFT to generate and refine the spectrum, thereby enhancing the velocity resolution [\[23\]](#page-10-18). The utilization of CZT can enhance range resolution due to the similarity in processing schemes. However, CZT can only improve the spectrum resolution, without enhancing the PSLR of the spectrum. Apart from the ranging resolution, communication function performance is also essential for the photonics-assisted ISAC system. Nonlinearities in ISAC system, induced by modulation, amplifier, and detection, will seriously distort the performance of the transmitted wireless signal [\[24,](#page-10-19)[25\]](#page-10-20). At present, the Volterra nonlinear equalizer (VNLE) is recognized as an effective approach for addressing those nonlinear impairments and it has been widely employed in high-speed optical communication and fiber-wireless systems [\[26](#page-10-21)[–28\]](#page-10-22). The Time-domain Volterra nonlinear equalizer (TD-VNLE) is utilized to compensated the nonlinear distortion in a photonics-assisted Orthogonal Chirp Division Multiplexing (OCDM) ISAC [\[29\]](#page-10-23). Frequency-domain Volterra nonlinear equalizer (FD-VNLE) which compensates the nonlinear distortion of OFDM signal at subcarriers level leads to computational complexity reduction [\[30\]](#page-10-24). However, there are no studies to investigate the FD-VNLE in ISAC system to improve the performance of communication function.",31,**1. Introduction**
O_ISAC_286,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"is inherently linked to the transmitted signal bandwidth when using fast Fourier transform (FFT) to generating ranging spectrum [\[20](#page-10-16)[–22\]](#page-10-17). Enhancing the signal bandwidth is considered as the most straightforward method to improve ranging resolution. However, the approach of expanding signal bandwidth for improved ranging resolution leads to a significant increase in system cost. Therefore, exploring high ranging resolution scheme under narrow signal bandwidth is crucial. Peak sidelobe ratio (PSLR) is another important metric for evaluating radar performance, which represents the signal-to-noise ratio performance of a radar receiver. The higher the PSLR, the stronger the target extraction ability of the sensing function, which can better distinguish between the target peak and the background noise from ranging spectrum, thereby improving the accuracy and reliability of target detection and tracking. In our previous research, Chirp-Z transform (CZT) is explored to replace FFT to generate and refine the spectrum, thereby enhancing the velocity resolution [\[23\]](#page-10-18). The utilization of CZT can enhance range resolution due to the similarity in processing schemes. However, CZT can only improve the spectrum resolution, without enhancing the PSLR of the spectrum. Apart from the ranging resolution, communication function performance is also essential for the photonics-assisted ISAC system. Nonlinearities in ISAC system, induced by modulation, amplifier, and detection, will seriously distort the performance of the transmitted wireless signal [\[24,](#page-10-19)[25\]](#page-10-20). At present, the Volterra nonlinear equalizer (VNLE) is recognized as an effective approach for addressing those nonlinear impairments and it has been widely employed in high-speed optical communication and fiber-wireless systems [\[26](#page-10-21)[–28\]](#page-10-22). The Time-domain Volterra nonlinear equalizer (TD-VNLE) is utilized to compensated the nonlinear distortion in a photonics-assisted Orthogonal Chirp Division Multiplexing (OCDM) ISAC [\[29\]](#page-10-23). Frequency-domain Volterra nonlinear equalizer (FD-VNLE) which compensates the nonlinear distortion of OFDM signal at subcarriers level leads to computational complexity reduction [\[30\]](#page-10-24). However, there are no studies to investigate the FD-VNLE in ISAC system to improve the performance of communication function.",31,**1. Introduction**
O_ISAC_286,4B,hybrid,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"is inherently linked to the transmitted signal bandwidth when using fast Fourier transform (FFT) to generating ranging spectrum [\[20](#page-10-16)[–22\]](#page-10-17). Enhancing the signal bandwidth is considered as the most straightforward method to improve ranging resolution. However, the approach of expanding signal bandwidth for improved ranging resolution leads to a significant increase in system cost. Therefore, exploring high ranging resolution scheme under narrow signal bandwidth is crucial. Peak sidelobe ratio (PSLR) is another important metric for evaluating radar performance, which represents the signal-to-noise ratio performance of a radar receiver. The higher the PSLR, the stronger the target extraction ability of the sensing function, which can better distinguish between the target peak and the background noise from ranging spectrum, thereby improving the accuracy and reliability of target detection and tracking. In our previous research, Chirp-Z transform (CZT) is explored to replace FFT to generate and refine the spectrum, thereby enhancing the velocity resolution [\[23\]](#page-10-18). The utilization of CZT can enhance range resolution due to the similarity in processing schemes. However, CZT can only improve the spectrum resolution, without enhancing the PSLR of the spectrum. Apart from the ranging resolution, communication function performance is also essential for the photonics-assisted ISAC system. Nonlinearities in ISAC system, induced by modulation, amplifier, and detection, will seriously distort the performance of the transmitted wireless signal [\[24,](#page-10-19)[25\]](#page-10-20). At present, the Volterra nonlinear equalizer (VNLE) is recognized as an effective approach for addressing those nonlinear impairments and it has been widely employed in high-speed optical communication and fiber-wireless systems [\[26](#page-10-21)[–28\]](#page-10-22). The Time-domain Volterra nonlinear equalizer (TD-VNLE) is utilized to compensated the nonlinear distortion in a photonics-assisted Orthogonal Chirp Division Multiplexing (OCDM) ISAC [\[29\]](#page-10-23). Frequency-domain Volterra nonlinear equalizer (FD-VNLE) which compensates the nonlinear distortion of OFDM signal at subcarriers level leads to computational complexity reduction [\[30\]](#page-10-24). However, there are no studies to investigate the FD-VNLE in ISAC system to improve the performance of communication function.",31,**1. Introduction**
O_ISAC_348,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"based on backscattered light (including Rayleigh<sup>9-11</sup>, Brillouin 12,13, and Raman 14) take into account both the measurement accuracy and sensing distance, hence attracting much attention and intensive study over the last few decades. For these techniques, not only the intrinsic fibre characteristics (length, attenuation, breakpoints<sup>15</sup>, and optical fibre diameter<sup>16</sup>) but also a variety of physical parameters (such as temperature<sup>17</sup>, strain<sup>18</sup>, pressure<sup>19</sup>, seismic wave<sup>20,21</sup>, and refractive index<sup>22,23</sup>) can be measured with high resolution. At present, singlemode fibre (SMF) is a commonly used medium in DOFS (as the sensing medium) and fibre-optic transmission (as the transmission medium). Moreover, various optical communication technologies have been introduced into DOFS to demodulate sensing information and improve sensing performance<sup>24</sup>. The high similarity of DOFS to a fibre-optic communication system in terms of architecture, signal detection, and signal demodulation makes it ideal for integration into a fibre-optic transmission system for simultaneous data transmission and environment monitoring<sup>25</sup>.",27,Integrated sensing and communication in an optical fibre > **Abstract** > Introduction
O_ISAC_348,4B,vlc,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"based on backscattered light (including Rayleigh<sup>9-11</sup>, Brillouin 12,13, and Raman 14) take into account both the measurement accuracy and sensing distance, hence attracting much attention and intensive study over the last few decades. For these techniques, not only the intrinsic fibre characteristics (length, attenuation, breakpoints<sup>15</sup>, and optical fibre diameter<sup>16</sup>) but also a variety of physical parameters (such as temperature<sup>17</sup>, strain<sup>18</sup>, pressure<sup>19</sup>, seismic wave<sup>20,21</sup>, and refractive index<sup>22,23</sup>) can be measured with high resolution. At present, singlemode fibre (SMF) is a commonly used medium in DOFS (as the sensing medium) and fibre-optic transmission (as the transmission medium). Moreover, various optical communication technologies have been introduced into DOFS to demodulate sensing information and improve sensing performance<sup>24</sup>. The high similarity of DOFS to a fibre-optic communication system in terms of architecture, signal detection, and signal demodulation makes it ideal for integration into a fibre-optic transmission system for simultaneous data transmission and environment monitoring<sup>25</sup>.",27,Integrated sensing and communication in an optical fibre > **Abstract** > Introduction
O_ISAC_348,4B,vlc,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"the conventional PAM4 signal transmission. By employing the respective optimal launching powers in both schemes, the proposed scheme achieves an ~1.3 dB performance improvement at the 7% forward error correction (FEC) threshold (BER =  $3.8 \times 10^{-3}$ ). In the ISAC-OF, only the carrier-corresponding RBS light is detected to retrieve the sensing information. By demodulating the phase, vibrations along a 24.5 km fibre are accurately retrieved with 4 m spatial resolution (SR), 4.32- $n\varepsilon/\sqrt{Hz}$ strain resolution, and an effective sampling rate in excess of 42 kHz. More importantly, the sensing accuracy is only reduced by ~1.25 dB compared with the conventional LFM-based Φ-OTDR, with little impact on sensing performance. Moreover, the effects of transmission light parameters on both transmission and sensing performance are also discussed.",33,Integrated sensing and communication in an optical fibre > **Abstract** > Introduction
O_ISAC_351,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"[Fig.](#page-5-1) [7](#page-5-1)(a) and (b) present the process framework and system setup of our experiment based on single-frequency modulation. The target scene consists of a single common planar mirror, which is placed on a sliding rail so that its depth value can be varied from 1 m to 2 m with position-shift accuracy 1 mm. At each depth, we have evaluated the total light propagation distance and decoded the raw information bits. At the transmitter end, the illumination source is a 442 nm blue LED with a nominal operation voltage ∼9 V and a maximum optical power of ∼150 mW, which is fabricated by on-chip cascading three sub-chips in our lab. The integrated modulation signals are generated by MATLAB software, and the generated signals are loaded into an arbitrary waveform generator (AWG, Tektronix, AWG710) whose maximum bandwidth is 4 GHz and peak-to-peak voltage is 750 mV. Then the output signals are used to drive LED after equalization and amplification, and the modulated light is collimated by a lens before arriving the target. At the receiver end, an avalanche photodiode (Thorlabs APD210) is applied to capture the reflected light signals with another lens to focus the energy. The captured signals are recorded by a 20 GSa/s digital storage oscilloscope (DSO, Rohde & Schwarz, RTO2024) with an analog-to-digital converter (ADC) operating at 16-bit vertical resolution, and then processed by MATLAB offline. Additionally, a multi-frequency fusion verification experiment based on Hamiltonian coding is also conducted, as shown in [Fig.](#page-5-1) [7\(](#page-5-1)c) and (d). Different from single-frequency modulation, the optical path is reflected three times to extend the measurable range due to limited laboratory space.",172,*2.1. System model consideration* > **4. Experimental setup**
O_ISAC_161,4C,shared_hardware,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Evaluating the performance of ISAC systems requires metrics that capture the inherent trade-offs between sensing and communication functions. From the sensing perspective, key performance indicators include range accuracy, velocity accuracy, detection probability, angular resolution, and others—parameters primarily determined by waveform bandwidth, antenna aperture, and signal-to-noise ratio (SNR). On the communication side, performance is commonly assessed through data throughput, system latency, error vector magnitude (EVM), bit error rate (BER), and spectral efficiency. The integration of these functions on a shared hardware platform calls for joint performance metrics that effectively balance sensing accuracy with communication efficiency, while also considering physical and computational resource limitations.",119,**FUNDAMENTALS AND DEFINITIONS**
O_ISAC_272,4C,shared_resources,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"<span id=""page-0-11""></span><span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-5""></span>Existing studies have demonstrated OCDM's strong communication capabilities. As evidenced in [8], OCDM outperforms orthogonal frequency division multiplexing (OFDM) in resisting temporal burst interference and narrowband interference. Lv et al. developed an OCDM-OFDM hybrid waveform system that improves communication rates through orthogonal chirp multiplexing [9]. Subsequent hardware implementations using USRP X310 platforms experimentally confirmed OCDM's advantages in ISAC applications, particularly its lower bit error rates versus OFDM systems [10]. A comparative analysis of ISAC systems supported by chirp signals, OFDM, and OCDM further confirmed the superior communication performance of OCDM [11]. In [12], Li et al. enhanced communication rates significantly by incorporating index modulation with OCDM's subchirp structure. Current OCDM-ISAC sensing implementations predominantly employ discrete Fourier transform (DFT) or compressed sensing (CS)-based parameter estimation methods [9], [10], [11], [12]. However, these approaches face fundamental resolution limitations constrained by time-frequency resource allocation. Improved sensing accuracy requires expanded bandwidth or prolonged symbol durations, conflicting with efficiency optimization objectives. Achieving high-precision range/velocity estimation under constrained spectral and temporal resources therefore remains critical for advancing sensing performance.",27,Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems > I. INTRODUCTION
O_ISAC_028,4D,coherent,METRIC_PLANE,MAJOR,OSNR and SNR/ESNR mentioned together without explicit conversion/model context.,"Abstract-Driven by emerging applications originated from the Internet technologies, artificial intelligence (AI), big data and so on, high-speed short-reach optical transmission solutions have attracted more and more attentions such as data center interconnection (DCI). Although the developed intensity modulation direct detection (IMDD) technology has been widely used in DCI, it is necessary to adopt the new transmission system with higher data rate and larger capacity with facing the rapid growth of traffic in the future. Recently, a self-coherent detection technique has been proposed, which can overcome the frequency selective fading caused by fiber dispersion. But most of the techniques are limited to single sideband (SSB) modulated signals. Recently, symmetric carrier-assisted differential detection (S-CADD) has been proposed to realize complex-valued double sideband (DSB) signal transmission, but the intrinsic imperfect transfer function leads to a color signal-to-noise ratio (SNR) effect, which makes the performance of different subcarriers differ, and then results in the overall system performance degradation. In order to alleviate this phenomenon, we propose and numerically verify the S-CADD receiver detection method based on pairwise coding (PWC) to improve the SNR imbalance among different subcarriers. After numerical verification of 64 Gbaud 16-ary quadrature amplitude modulation (16-QAM) orthogonal frequency division multiplexing (OFDM) signal transmission over 80km standard single mode fiber (SSMF), the BER performance of S-CADD receiver under optimal carrier-tosignal-power-ration (CSPR) can be greatly improved. Moreover, an optical signal-to-noise ratio (OSNR) gain of 1.5dB can be achieved under the 7% hard-decision forward-error-correction (HD-FEC) threshold, which will reduce the sensitivity requirement of the receiver and then the hardware cost. Thus, this PWC based method can find the potential in the high-speed large-capacity short-reach optical interconnections.",15,Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding
O_ISAC_028,4D,intensity_only,METRIC_PLANE,MAJOR,OSNR and SNR/ESNR mentioned together without explicit conversion/model context.,"Abstract-Driven by emerging applications originated from the Internet technologies, artificial intelligence (AI), big data and so on, high-speed short-reach optical transmission solutions have attracted more and more attentions such as data center interconnection (DCI). Although the developed intensity modulation direct detection (IMDD) technology has been widely used in DCI, it is necessary to adopt the new transmission system with higher data rate and larger capacity with facing the rapid growth of traffic in the future. Recently, a self-coherent detection technique has been proposed, which can overcome the frequency selective fading caused by fiber dispersion. But most of the techniques are limited to single sideband (SSB) modulated signals. Recently, symmetric carrier-assisted differential detection (S-CADD) has been proposed to realize complex-valued double sideband (DSB) signal transmission, but the intrinsic imperfect transfer function leads to a color signal-to-noise ratio (SNR) effect, which makes the performance of different subcarriers differ, and then results in the overall system performance degradation. In order to alleviate this phenomenon, we propose and numerically verify the S-CADD receiver detection method based on pairwise coding (PWC) to improve the SNR imbalance among different subcarriers. After numerical verification of 64 Gbaud 16-ary quadrature amplitude modulation (16-QAM) orthogonal frequency division multiplexing (OFDM) signal transmission over 80km standard single mode fiber (SSMF), the BER performance of S-CADD receiver under optimal carrier-tosignal-power-ration (CSPR) can be greatly improved. Moreover, an optical signal-to-noise ratio (OSNR) gain of 1.5dB can be achieved under the 7% hard-decision forward-error-correction (HD-FEC) threshold, which will reduce the sensitivity requirement of the receiver and then the hardware cost. Thus, this PWC based method can find the potential in the high-speed large-capacity short-reach optical interconnections.",15,Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding
O_ISAC_036,4D,coherent,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"The deployment of 5G for Radio Access Networks (RANs), the use of different Frequency Range (FR), including FR1 (0.4 − 7 ), FR2 (24 −70 ) and FR3 (7 − 24 ), and the demand for continuous, ultra-high data rate beyond the current 24.33 of CPRI/e-CPRI Rate-10 and low latency, down to <1 , in various applications have necessitate efficient utilization of the limited spectrum, and massive deployment of energy-efficient devices [1, 2]. In parallel, RANs are evolving towards a new era of concurrent environmental 'sensing', introducing Integrated Sensing and Communication (ISAC) functions in 6G, which are standardized by NextG, 6G-IA, ETSI and 3GPP alliances [3] – [6]. Recent roadmaps suggest steadily more stringent localizationsensing KPIs and Use cases, such as accuracy of 0.2 − 0.5 for human movement recognitions to airborne-environmental sensing and automotive scenarios, 100 sweeping-cycle times for traffic coordination or collision avoidance or 0.375 resolution for gesture recognition and motion monitoring [2]. Such ISAC applications request precise localization of a User Equipment (UE) or distance object, that has been so far performed in lidars/radars, stimulating a strong interest in sharing hardware with conventional communications to facilitate joint ISAC transmitters with reduced cost, weight and size [5][6], especially as 6G scale in the vertical dimension with battery operated UAVs, drones or low/high altitude platform stations as depicted in Fig. 1(a).",17,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction**
O_ISAC_093,4D,intensity_only,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"- Positioning: In M-ISAC systems, precise positioning hinges on accurately estimating angle, distance, and Doppler parameters, yet this remains a complex challenge. Traditional approaches, such as the cross-spectrum algorithm, are straightforward but constrained by limited resolution and noise susceptibility. Two-dimensional fast Fourier transform (2D-DFT) effectively estimates distance and Doppler parameters [9], though it incurs high computational complexity and grid-based resolution limitations. Subspace decomposition techniques, including MUSIC and ESPRIT, achieve superior resolution but are sensitive to model assumptions and computationally intensive. Maximum likelihood estimation delivers high accuracy yet proves impractical for real-time applications due to its complexity. Compressed sensing exploits channel sparsity to lower computational demands, but its efficacy diminishes when sparsity assumptions fail. Collectively, these methods exhibit drawbacks such as limited resolution, high computational cost, sensitivity to assumptions, and inadequate real-time performance, constraining their effectiveness in dynamic M-ISAC positioning scenarios [10].",100,C. METHODS > 1) Signal Processing:
O_ISAC_161,4D,intensity_only,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Evaluating the performance of ISAC systems requires metrics that capture the inherent trade-offs between sensing and communication functions. From the sensing perspective, key performance indicators include range accuracy, velocity accuracy, detection probability, angular resolution, and others—parameters primarily determined by waveform bandwidth, antenna aperture, and signal-to-noise ratio (SNR). On the communication side, performance is commonly assessed through data throughput, system latency, error vector magnitude (EVM), bit error rate (BER), and spectral efficiency. The integration of these functions on a shared hardware platform calls for joint performance metrics that effectively balance sensing accuracy with communication efficiency, while also considering physical and computational resource limitations.",119,**FUNDAMENTALS AND DEFINITIONS**
