"source_metric_record_id","canonical_study_cluster_id","canonical_source_report_id","canonical_condition_set_id","canonical_tradeoff_id","canonical_metric_domain","canonical_metric_family_code","canonical_metric_name_reported","canonical_measurement_plane_code","canonical_validation_type_code","canonical_result_representation","canonical_comparison_operator","canonical_value_numeric","canonical_value_low","canonical_value_high","canonical_uncertainty_type","canonical_uncertainty_value","canonical_unit_reported","canonical_value_status","canonical_value_origin","canonical_scenario_summary","canonical_baseline_comparator","canonical_comparison_group_id","canonical_metric_comparability_class","canonical_metric_comparison_admissibility_class","canonical_pdf_page","canonical_section_heading","canonical_table_id","canonical_figure_id","canonical_equation_id","canonical_final_survey_use_class","canonical_final_comparison_admissibility","canonical_cross_study_quantitative_comparison_allowed","canonical_final_reason_code","canonical_independent_human_status","canonical_source_workbook_sha256","register_final_comparison_admissibility","register_cross_study_flag","register_independent_human_status","reviewer_code","review_date_utc","reviewed_source_report_title","reviewed_source_report_doi","reviewed_companion_relationship","reviewed_source_pdf_sha256","source_pdf_opened","source_identity_decision","reviewed_pdf_page","reviewed_section_heading","reviewed_table_id","reviewed_figure_id","reviewed_equation_id","source_locator_decision","reviewed_metric_name","reviewed_metric_definition","reviewed_comparison_operator","reviewed_value_numeric","reviewed_value_low","reviewed_value_high","reviewed_uncertainty_type","reviewed_uncertainty_value","reviewed_unit_reported","reviewed_measurement_plane_code","reviewed_reference_point","reviewed_communication_task","reviewed_sensing_task","reviewed_objective","reviewed_scenario_summary","reviewed_geometry","reviewed_condition_set_id","reviewed_baseline_comparator","reviewed_validation_type_code","reviewed_value_origin","reviewed_comparison_group_id","comparison_decision","comparison_decision_rationale","survey_use_decision","verification_outcome","reviewer_notes","reviewer_lock_status","reviewer_signature_or_form_hash"
"MET-SCR00196-018","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-BF-3M","TRD-SCR00196-002","communication","data_rate","Beamforming data-rate improvement at 3 m","system","laboratory_experiment","scalar","eq","184","","","NR","","%","reported","reported","3 m; field periphery","wide-field illumination without beamforming","CG-VLC-BEAMFORMING-RELATIVE-DATA-RATE-GAIN-LAB","conditionally_comparable","conditionally_admissible","7","2.D","","Fig. 5","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","7","2.D","NR","Fig. 5","NR","match","Beamforming data-rate improvement at 3 m","NR","eq","184","NR","NR","NR","NR","%","system","NR","source_reported_communication_function","NR","NR","3 m; field periphery","NR","COND-SCR00196-BF-3M","wide-field illumination without beamforming","laboratory_experiment","reported","CG-VLC-BEAMFORMING-RELATIVE-DATA-RATE-GAIN-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-019","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-VR1-WIDE","","communication","other","Packet-loss rate, VR video 1","application","prototype_testbed","scalar","approx","38.5","","","NR","","%","reported","reported","7680 x 3840, 120 Hz VR video; no beamforming","","CG-VLC-VR-PACKET-LOSS-PROTOTYPE","conditionally_comparable","conditionally_admissible","8","2.D","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","NR","NR","match","Packet-loss rate, VR video 1","NR","approx","38.5","NR","NR","NR","NR","%","application","NR","source_reported_communication_function","NR","NR","7680 x 3840, 120 Hz VR video; no beamforming","NR","COND-SCR00196-VR1-WIDE","NR","prototype_testbed","reported","CG-VLC-VR-PACKET-LOSS-PROTOTYPE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-020","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-VR2-WIDE","","communication","other","Packet-loss rate, VR video 2","application","prototype_testbed","scalar","approx","34.4","","","NR","","%","reported","reported","7200 x 3840, 120 Hz VR video; no beamforming","","CG-VLC-VR-PACKET-LOSS-PROTOTYPE","conditionally_comparable","conditionally_admissible","8","2.D","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","NR","NR","match","Packet-loss rate, VR video 2","NR","approx","34.4","NR","NR","NR","NR","%","application","NR","source_reported_communication_function","NR","NR","7200 x 3840, 120 Hz VR video; no beamforming","NR","COND-SCR00196-VR2-WIDE","NR","prototype_testbed","reported","CG-VLC-VR-PACKET-LOSS-PROTOTYPE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-021","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-REFINED-XNEG","TRD-SCR00196-002","sensing","estimation_error","Estimated negative X displacement","system","laboratory_experiment","mean_SD","eq","-0.491","","","SD","0.006","mm","reported","reported","ROI-refined localization after beamforming","","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","conditionally_comparable","conditionally_admissible","8","2.D","","Fig. 6","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","Fig. 6","NR","match","Estimated negative X displacement","NR","eq","-0.491","NR","NR","SD","0.006","mm","system","NR","NR","source_reported_sensing_function","NR","ROI-refined localization after beamforming","NR","COND-SCR00196-REFINED-XNEG","NR","laboratory_experiment","reported","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-022","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-REFINED-XPOS","","sensing","estimation_error","Estimated positive X displacement","system","laboratory_experiment","mean_SD","eq","0.494","","","SD","0.008","mm","reported","reported","ROI-refined localization after beamforming","","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","conditionally_comparable","conditionally_admissible","8","2.D","","Fig. 6","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","Fig. 6","NR","match","Estimated positive X displacement","NR","eq","0.494","NR","NR","SD","0.008","mm","system","NR","NR","source_reported_sensing_function","NR","ROI-refined localization after beamforming","NR","COND-SCR00196-REFINED-XPOS","NR","laboratory_experiment","reported","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-023","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-REFINED-YNEG","","sensing","estimation_error","Estimated negative Y displacement","system","laboratory_experiment","mean_SD","eq","-0.482","","","SD","0.003","mm","reported","reported","ROI-refined localization after beamforming","","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","conditionally_comparable","conditionally_admissible","8","2.D","","Fig. 6","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","Fig. 6","NR","match","Estimated negative Y displacement","NR","eq","-0.482","NR","NR","SD","0.003","mm","system","NR","NR","source_reported_sensing_function","NR","ROI-refined localization after beamforming","NR","COND-SCR00196-REFINED-YNEG","NR","laboratory_experiment","reported","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-024","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-REFINED-YPOS","","sensing","estimation_error","Estimated positive Y displacement","system","laboratory_experiment","mean_SD","eq","0.473","","","SD","0.004","mm","reported","reported","ROI-refined localization after beamforming","","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","conditionally_comparable","conditionally_admissible","8","2.D","","Fig. 6","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","Fig. 6","NR","match","Estimated positive Y displacement","NR","eq","0.473","NR","NR","SD","0.004","mm","system","NR","NR","source_reported_sensing_function","NR","ROI-refined localization after beamforming","NR","COND-SCR00196-REFINED-YPOS","NR","laboratory_experiment","reported","CG-VLC-ROI-LATERAL-DISPLACEMENT-ESTIMATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-025","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-REFINED-ZNEG","","sensing","estimation_error","Estimated negative depth displacement","system","laboratory_experiment","mean_SD","eq","-4.01","","","SD","3.69","mm","reported","reported","ROI-refined localization after beamforming","","CG-VLC-ROI-DEPTH-DISPLACEMENT-ESTIMATE-LAB","conditionally_comparable","conditionally_admissible","8","2.D","","Fig. 6","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","Fig. 6","NR","match","Estimated negative depth displacement","NR","eq","-4.01","NR","NR","SD","3.69","mm","system","NR","NR","source_reported_sensing_function","NR","ROI-refined localization after beamforming","NR","COND-SCR00196-REFINED-ZNEG","NR","laboratory_experiment","reported","CG-VLC-ROI-DEPTH-DISPLACEMENT-ESTIMATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-026","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-REFINED-ZPOS","","sensing","estimation_error","Estimated positive depth displacement","system","laboratory_experiment","mean_SD","eq","4.55","","","SD","5.48","mm","reported","reported","ROI-refined localization after beamforming","","CG-VLC-ROI-DEPTH-DISPLACEMENT-ESTIMATE-LAB","conditionally_comparable","conditionally_admissible","8","2.D","","Fig. 6","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","Fig. 6","NR","match","Estimated positive depth displacement","NR","eq","4.55","NR","NR","SD","5.48","mm","system","NR","NR","source_reported_sensing_function","NR","ROI-refined localization after beamforming","NR","COND-SCR00196-REFINED-ZPOS","NR","laboratory_experiment","reported","CG-VLC-ROI-DEPTH-DISPLACEMENT-ESTIMATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-027","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-REFINED-Z","TRD-SCR00196-002","sensing","resolution","Refined depth separation","system","laboratory_experiment","scalar","eq","10","","","NR","","mm","reported","reported","ROI-focused structured illumination after beamforming","","CG-VLC-ROI-DEPTH-SEPARATION-RESOLUTION-LAB","conditionally_comparable","conditionally_admissible","8","2.D","","Fig. 6","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","8","2.D","NR","Fig. 6","NR","match","Refined depth separation","NR","eq","10","NR","NR","NR","NR","mm","system","NR","NR","source_reported_sensing_function","NR","ROI-focused structured illumination after beamforming","NR","COND-SCR00196-REFINED-Z","NR","laboratory_experiment","reported","CG-VLC-ROI-DEPTH-SEPARATION-RESOLUTION-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00220-001","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","COND-SCR00220-LINK","","communication","data_rate","Aggregate DP-16QAM transmission rate","system","laboratory_experiment","scalar","eq","480","","","","","Gb/s","reported","reported","60-GBaud DP-16QAM FD-NOMA coherent experiment","","CG-SCR00220-LINK","conditionally_comparable","conditionally_admissible","1-2;10","Abstract; Conclusion","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Integrated Communication and In-Band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","10.1109/jlt.2025.3625373","only_report_in_phase_g_source_set","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","yes","match","1-2;10","Abstract; Conclusion","NR","NR","NR","match","Aggregate DP-16QAM transmission rate","NR","eq","480","NR","NR","NR","NR","Gb/s","system","NR","source_reported_communication_function","NR","NR","60-GBaud DP-16QAM FD-NOMA coherent experiment","NR","COND-SCR00220-LINK","NR","laboratory_experiment","reported","CG-SCR00220-LINK","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00220-014","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","COND-SCR00220-STRAIN-LINEARITY","","sensing","other","Strain-response linearity","system","laboratory_experiment","scalar","eq","0.9927","","","","","R-squared","reported","reported","PZT strain-response sweep","","CG-SCR00220-STRAIN","conditionally_comparable","conditionally_admissible","9","IV. Experimental Results and Discussions","","Fig. 8(c)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Integrated Communication and In-Band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","10.1109/jlt.2025.3625373","only_report_in_phase_g_source_set","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","yes","match","9","IV. Experimental Results and Discussions","NR","Fig. 8(c)","NR","match","Strain-response linearity","NR","eq","0.9927","NR","NR","NR","NR","R-squared","system","NR","NR","source_reported_sensing_function","NR","PZT strain-response sweep","NR","COND-SCR00220-STRAIN-LINEARITY","NR","laboratory_experiment","reported","CG-SCR00220-STRAIN","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00220-015","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","COND-SCR00220-STRAIN-LINEARITY","","sensing","other","Polarization-sensing sensitivity","system","laboratory_experiment","scalar","eq","0.0053","","","","","rad/microstrain","reported","reported","Average gradient of the strain-response linear fit","","CG-SCR00220-STRAIN","conditionally_comparable","conditionally_admissible","9-10","IV. Experimental Results and Discussions; V. Conclusion","","Fig. 8(c)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Integrated Communication and In-Band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","10.1109/jlt.2025.3625373","only_report_in_phase_g_source_set","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","yes","match","9-10","IV. Experimental Results and Discussions; V. Conclusion","NR","Fig. 8(c)","NR","match","Polarization-sensing sensitivity","NR","eq","0.0053","NR","NR","NR","NR","rad/microstrain","system","NR","NR","source_reported_sensing_function","NR","Average gradient of the strain-response linear fit","NR","COND-SCR00220-STRAIN-LINEARITY","NR","laboratory_experiment","reported","CG-SCR00220-STRAIN","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00220-016","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","COND-SCR00220-LOD","","sensing","other","Limit of detection","system","laboratory_experiment","scalar","approx","70.7","","","","","nstrain/sqrt(Hz)","reported","reported","FD-NOMA polarization sensing","","CG-SCR00220-STRAIN","conditionally_comparable","conditionally_admissible","9-10","IV. Experimental Results and Discussions; V. Conclusion","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Integrated Communication and In-Band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","10.1109/jlt.2025.3625373","only_report_in_phase_g_source_set","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","yes","match","9-10","IV. Experimental Results and Discussions; V. Conclusion","NR","NR","NR","match","Limit of detection","NR","approx","70.7","NR","NR","NR","NR","nstrain/sqrt(Hz)","system","NR","NR","source_reported_sensing_function","NR","FD-NOMA polarization sensing","NR","COND-SCR00220-LOD","NR","laboratory_experiment","reported","CG-SCR00220-STRAIN","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00220-017","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","COND-SCR00220-LOCALIZATION","","sensing","localization_error","Vibration localization error","system","laboratory_experiment","scalar","eq","8","","","","","m","reported","reported","Bidirectional cross-correlation over total calibrated fiber length 32.550 km","","CG-SCR00220-LOCALIZATION","conditionally_comparable","conditionally_admissible","9","IV. Experimental Results and Discussions","","Fig. 9","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Integrated Communication and In-Band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","10.1109/jlt.2025.3625373","only_report_in_phase_g_source_set","AD358AD633D42CB6C744DF3F9F9C8774A0B58E902EEF2E8C52616FCA1D8A2DD0","yes","match","9","IV. Experimental Results and Discussions","NR","Fig. 9","NR","match","Vibration localization error","NR","eq","8","NR","NR","NR","NR","m","system","NR","NR","source_reported_sensing_function","NR","Bidirectional cross-correlation over total calibrated fiber length 32.550 km","NR","COND-SCR00220-LOCALIZATION","NR","laboratory_experiment","reported","CG-SCR00220-LOCALIZATION","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00233-003","STC-SINGLETON-SCR-00233","SCR-00233","COND-SCR00233-ACO4QAM-LCT","","communication","SNR","SNR gain versus LCT detector","system","simulation","scalar","approx","1.6","","","","","dB gain","reported","reported","Hybrid receiver versus cited LCT-based ISAC detector","LCT-based detection algorithm [23]","CG-SCR00233-FIG3-BER","conditionally_comparable","conditionally_admissible","5","4.1 BER performance","","Fig. 3","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Bi-LSTM-Transformer hybrid network for V2V optical wireless ISAC systems","10.1016/j.icte.2026.04.001","only_report_in_phase_g_source_set","6158B05C55166F69CA933894D976E00BE3B8168A3C8C5A2F1065F5AE4AFC858D","yes","match","5","4.1 BER performance","NR","Fig. 3","NR","match","SNR gain versus LCT detector","NR","approx","1.6","NR","NR","NR","NR","dB gain","system","NR","source_reported_communication_function","NR","NR","Hybrid receiver versus cited LCT-based ISAC detector","NR","COND-SCR00233-ACO4QAM-LCT","LCT-based detection algorithm [23]","simulation","reported","CG-SCR00233-FIG3-BER","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
