paper_id,category,metric,symbol,plane,evidence,full_reasoning
O_ISAC_083,Comm Metrics,Data Rate,DR,N/A,192 Gb/s RFW transmission over 115 m at a wireless carrier frequency of 230 GHz,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and hybrid RFW/FSO transmission. The paper also touches on the idea of confluent networking, which involves the integration of multiple transmission media and their signals. However, specific performance metrics such as BER, capacity, throughput, EVM, resolution, accuracy, Pd, Pfa, and ROC are not explicitly mentioned in the provided text."
O_ISAC_083,Comm Metrics,Data Rate,DR,N/A,1.059 Tbit/s photonic-wireless transmission at 350 GHz over 10 meters,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and hybrid RFW/FSO transmission. The paper also touches on the idea of confluent networking, which involves the integration of multiple transmission media and their signals. However, specific performance metrics such as BER, capacity, throughput, EVM, resolution, accuracy, Pd, Pfa, and ROC are not explicitly mentioned in the provided text."
O_ISAC_083,Sensing (Est),Spectral Efficiency,SE,N/A,minimum spectral efficiency of 5 bits/Hz,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and hybrid RFW/FSO transmission. The paper also touches on the idea of confluent networking, which involves the integration of multiple transmission media and their signals. However, specific performance metrics such as BER, capacity, throughput, EVM, resolution, accuracy, Pd, Pfa, and ROC are not explicitly mentioned in the provided text."
O_ISAC_083,Signal Quality,Signal-to-Noise Ratio,SNR,Electrical,generalised signal-to-noise (GSNR),"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and hybrid RFW/FSO transmission. The paper also touches on the idea of confluent networking, which involves the integration of multiple transmission media and their signals. However, specific performance metrics such as BER, capacity, throughput, EVM, resolution, accuracy, Pd, Pfa, and ROC are not explicitly mentioned in the provided text."
O_ISAC_083,Comm Metrics,Throughput,None,N/A,1.72 Tbps throughput over 3 km,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Comm Metrics,Throughput,None,N/A,1 Tb/s capacity FSO link with a 1 km reach,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Comm Metrics,Throughput,None,N/A,1 Tb/s over a 1 km distance,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Comm Metrics,Data Rate,None,N/A,10 Gb/s over 5 km at a carrier of 120 GHz,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Comm Metrics,Data Rate,None,N/A,64 Gbit/s transmission over 850 m fixed wireless link at 240 GHz carrier frequency,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Comm Metrics,Data Rate,None,N/A,192 Gb/s RFW transmission over 115 m at a wireless carrier frequency of 230 GHz,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Comm Metrics,Data Rate,None,N/A,Aggregated 1.059 Tbit/s photonic-wireless transmission at 350 GHz over 10 meters,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Sensing (Est),Resolution,None,N/A,None,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Sensing (Est),Accuracy,None,N/A,None,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Sensing (Det),Pd,None,N/A,None,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Sensing (Det),Pfa,None,N/A,None,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Signal Quality,SNR,None,Electrical,None,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_083,Signal Quality,OSNR,None,Optical,None,"The authors discuss the concept of confluent edge networks for 6G, which combines radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS). They mention the use of plasmonic RFW transceivers, FSO links, and fibre sensing for network optimization. The paper also touches on the control and management of confluent networks, including AI-based orchestration and the use of OSaaS for efficient transmission."
O_ISAC_084,Comm Metrics,BER,Pb,Electrical,The system consistently achieved a bit error rate below 0.1 at light intensities exceeding 4000 Lux...,"The authors evaluate the performance of LumiPane, an intelligent interaction system that combines gesture sensing and ambient light communication. They assess the system's bit error rate (BER) under various lighting conditions and distances, and compare the performance of different deep learning models for gesture recognition."
O_ISAC_084,Comm Metrics,Throughput,R,Electrical,The system achieves a maximum rate of 60bps without the need for an active light source.,"The authors evaluate the performance of LumiPane, an intelligent interaction system that combines gesture sensing and ambient light communication. They assess the system's bit error rate (BER) under various lighting conditions and distances, and compare the performance of different deep learning models for gesture recognition."
O_ISAC_084,Sensing (Est),Accuracy,Acc,N/A,The proposed 1DConvTrans architecture achieved an accuracy of 97.6% for gesture recognition.,"The authors evaluate the performance of LumiPane, an intelligent interaction system that combines gesture sensing and ambient light communication. They assess the system's bit error rate (BER) under various lighting conditions and distances, and compare the performance of different deep learning models for gesture recognition."
O_ISAC_084,Comm Metrics,BER,Pb,Electrical,The system consistently achieved a bit error rate below 0.1 at light intensities exceeding 4000 Lux...,"The authors evaluate the performance of LumiPane, an intelligent interaction system that combines gesture sensing and ambient light communication. They assess the system's bit error rate (BER) under various lighting conditions and distances, and compare the performance of different deep learning models for gesture recognition."
O_ISAC_084,Comm Metrics,Throughput,R,Electrical,The system achieves a maximum rate of 60bps without the need for an active light source.,"The authors evaluate the performance of LumiPane, an intelligent interaction system that combines gesture sensing and ambient light communication. They assess the system's bit error rate (BER) under various lighting conditions and distances, and compare the performance of different deep learning models for gesture recognition."
O_ISAC_084,Sensing (Est),Accuracy,Acc,N/A,The proposed 1DConvTrans architecture achieved an accuracy of 97.6% for gesture recognition.,"The authors evaluate the performance of LumiPane, an intelligent interaction system that combines gesture sensing and ambient light communication. They assess the system's bit error rate (BER) under various lighting conditions and distances, and compare the performance of different deep learning models for gesture recognition."
O_ISAC_085,Sensing (Est),SSNR,SSNR,N/A,The KS-based scheme achieves a 1.5 dB improvement in SSNR at 10 kHz compared to the BPF-based scheme.,The authors propose a flexible vibration-induced phase extraction scheme based on a three-pass Kalman smoother (KS) with scalar linear time-invariant model for integrated communication and sensing systems under commercial external-cavity lasers (ECLs). The scheme achieves a 1.5 dB improvement in SSNR at 10 kHz compared to the BPF-based scheme and successfully detects sinusoidal vibrations in the range of 10 kHz to 40 kHz and FMCW vibration from 200 kHz to 1 MHz with identical parameters throughout.
O_ISAC_085,Sensing (Est),Resolution (Delta),Δθ,N/A,The differential vibration-induced phase is estimated by the three-pass KS.,The authors propose a flexible vibration-induced phase extraction scheme based on a three-pass Kalman smoother (KS) with scalar linear time-invariant model for integrated communication and sensing systems under commercial external-cavity lasers (ECLs). The scheme achieves a 1.5 dB improvement in SSNR at 10 kHz compared to the BPF-based scheme and successfully detects sinusoidal vibrations in the range of 10 kHz to 40 kHz and FMCW vibration from 200 kHz to 1 MHz with identical parameters throughout.
O_ISAC_085,Signal Quality,OSNR,OSNR,Optical,The optical sensing to noise ratio (OSNR) can be adjusted using a variable optical attenuator (VOA) and an erbium-doped optical fiber amplifier (EDFA).,The authors propose a flexible vibration-induced phase extraction scheme based on a three-pass Kalman smoother (KS) with scalar linear time-invariant model for integrated communication and sensing systems under commercial external-cavity lasers (ECLs). The scheme achieves a 1.5 dB improvement in SSNR at 10 kHz compared to the BPF-based scheme and successfully detects sinusoidal vibrations in the range of 10 kHz to 40 kHz and FMCW vibration from 200 kHz to 1 MHz with identical parameters throughout.
O_ISAC_085,Sensing (Est),SSNR,SSNR,N/A,the KS-based scheme achieves a 1.5 dB SSNR enhancement at 10 kHz,The authors propose a flexible vibration-induced phase extraction scheme based on a three-pass Kalman smoother (KS) with scalar linear time-invariant model for integrated communication and sensing systems under commercial external-cavity lasers (ECLs). The scheme achieves a 1.5 dB sensing signal-to-noise ratio (SSNR) enhancement at 10 kHz without requiring vibration frequency or waveform information.
O_ISAC_085,Sensing (Est),Time Constant (TC),TC,N/A,the TCs of differential carrier phases under different vibrations are estimated using the autocorrelation method,The authors propose a flexible vibration-induced phase extraction scheme based on a three-pass Kalman smoother (KS) with scalar linear time-invariant model for integrated communication and sensing systems under commercial external-cavity lasers (ECLs). The scheme achieves a 1.5 dB sensing signal-to-noise ratio (SSNR) enhancement at 10 kHz without requiring vibration frequency or waveform information.
O_ISAC_086,Comm Metrics,Data Rate,R,Electrical,achieving a communication data rate of 16 Gbit/s,"The authors propose and experimentally demonstrate a photonics-based MMW multiband ISAC system, which achieves large-capacity wireless communication and high-resolution sensing capabilities. The system uses a single photonic MMW frequency upconverter to generate MMW multiband ISAC signals, and a multi-channel coherent photonic MMW de-chirper with phase compensation for coherent multiband radar signal processing."
O_ISAC_086,Comm Metrics,BER,Pb,Electrical,BER performances as a function of the received optical powers for the Ka-band and V-band communication demonstrations,"The authors propose and experimentally demonstrate a photonics-based MMW multiband ISAC system, which achieves large-capacity wireless communication and high-resolution sensing capabilities. The system uses a single photonic MMW frequency upconverter to generate MMW multiband ISAC signals, and a multi-channel coherent photonic MMW de-chirper with phase compensation for coherent multiband radar signal processing."
O_ISAC_086,Sensing (Est),Resolution,ΔR,N/A,a range resolution below 3.75 cm,"The authors propose and experimentally demonstrate a photonics-based MMW multiband ISAC system, which achieves large-capacity wireless communication and high-resolution sensing capabilities. The system uses a single photonic MMW frequency upconverter to generate MMW multiband ISAC signals, and a multi-channel coherent photonic MMW de-chirper with phase compensation for coherent multiband radar signal processing."
O_ISAC_086,Sensing (Est),Resolution,ΔR,N/A,an 8.6-mm ultra-high resolution is successfully achieved for radar ranging and imaging,"The authors propose and experimentally demonstrate a photonics-based MMW multiband ISAC system, which achieves large-capacity wireless communication and high-resolution sensing capabilities. The system uses a single photonic MMW frequency upconverter to generate MMW multiband ISAC signals, and a multi-channel coherent photonic MMW de-chirper with phase compensation for coherent multiband radar signal processing."
O_ISAC_086,Comm Metrics,BER,Pb,Electrical,BER performances corresponding to Ka-band and V-band cases versus the different received optical powers before PD1 and PD2.,"The authors propose and experimentally demonstrate a photonics-assisted millimeter-wave multiband integrated sensing and communication (ISAC) system. The system uses optical frequency upconversion and coherent receiving techniques to achieve high-capacity wireless communication and high-resolution sensing functions. The authors evaluate the system's performance using metrics such as bit error rate (BER), error vector magnitude (EVM), and range resolution."
O_ISAC_086,Comm Metrics,EVM,EVM,Electrical,9.5% and 10.2% EVM performance satisfying the 12.5% threshold specified by the 3GPP for 16-QAM modulation.,"The authors propose and experimentally demonstrate a photonics-assisted millimeter-wave multiband integrated sensing and communication (ISAC) system. The system uses optical frequency upconversion and coherent receiving techniques to achieve high-capacity wireless communication and high-resolution sensing functions. The authors evaluate the system's performance using metrics such as bit error rate (BER), error vector magnitude (EVM), and range resolution."
O_ISAC_086,Comm Metrics,Data Rate,R,Electrical,high quality wireless communication transmission at raw data rates of 8 Gbit/s.,"The authors propose and experimentally demonstrate a photonics-assisted millimeter-wave multiband integrated sensing and communication (ISAC) system. The system uses optical frequency upconversion and coherent receiving techniques to achieve high-capacity wireless communication and high-resolution sensing functions. The authors evaluate the system's performance using metrics such as bit error rate (BER), error vector magnitude (EVM), and range resolution."
O_ISAC_086,Sensing (Est),Range Resolution,ΔR,N/A,3.75 cm range resolution for two sub-band ISAC signals with 4 GHz IBW.,"The authors propose and experimentally demonstrate a photonics-assisted millimeter-wave multiband integrated sensing and communication (ISAC) system. The system uses optical frequency upconversion and coherent receiving techniques to achieve high-capacity wireless communication and high-resolution sensing functions. The authors evaluate the system's performance using metrics such as bit error rate (BER), error vector magnitude (EVM), and range resolution."
O_ISAC_086,Sensing (Est),Range Resolution,ΔR,N/A,8.6 mm level ultra-high resolution radar ranging and imaging is successfully realized through the multiband data fusion processing.,"The authors propose and experimentally demonstrate a photonics-assisted millimeter-wave multiband integrated sensing and communication (ISAC) system. The system uses optical frequency upconversion and coherent receiving techniques to achieve high-capacity wireless communication and high-resolution sensing functions. The authors evaluate the system's performance using metrics such as bit error rate (BER), error vector magnitude (EVM), and range resolution."
O_ISAC_088,Sensing (Est),Resolution,Δd,N/A,distance resolution Δd_i = c_0/2W_i,The authors propose a 6G network architecture supporting Integrated Sensing and Communications (ISAC) services exploiting a multi-technology optical transport network. They evaluate the performance of the OFDM Doppler radar in terms of distance and velocity resolution.
O_ISAC_088,Sensing (Est),Resolution,Δv,N/A,velocity resolution Δv_i = c_0/2f_c N_frames T_s,The authors propose a 6G network architecture supporting Integrated Sensing and Communications (ISAC) services exploiting a multi-technology optical transport network. They evaluate the performance of the OFDM Doppler radar in terms of distance and velocity resolution.
O_ISAC_088,Sensing (Est),Resolution,Δd,N/A,distance resolution Δd_i for echoes corresponding to communication signals transmitted by RU i is: Δd_i = c_0/2W_i,The authors propose a 6G network architecture supporting Integrated Sensing and Communications (ISAC) services exploiting a multi-technology optical transport network. They evaluate the performance of the OFDM Doppler radar in terms of distance and velocity resolution.
O_ISAC_088,Sensing (Est),Resolution,Δv,N/A,speed resolution for the moving targets is given by: Δv_i = c_0/2f_c N_frames T_s,The authors propose a 6G network architecture supporting Integrated Sensing and Communications (ISAC) services exploiting a multi-technology optical transport network. They evaluate the performance of the OFDM Doppler radar in terms of distance and velocity resolution.
O_ISAC_089,Comm Metrics,Throughput,Tb/s,N/A,a constellation with a large number of satellites makes the system more robust and provides higher throughput up to Tb/s,"The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of longer communication distance, higher data speed, and stronger security. They analyze the performance of different signal sources, including mmWave, Terahertz, and optical bands, and compare their characteristics such as bandwidth, beam width, and efficiency. The authors also discuss the acquisition, pointing, and tracking mechanism, modulation and multiplexing schemes, and the security of ISLs ensured by the characteristics of the laser and the optical channel."
O_ISAC_089,Comm Metrics,Data Rate,Gb/s,N/A,Optical ISLs can communicate at a rate of Gb/s over thousands of kilometers,"The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of longer communication distance, higher data speed, and stronger security. They analyze the performance of different signal sources, including mmWave, Terahertz, and optical bands, and compare their characteristics such as bandwidth, beam width, and efficiency. The authors also discuss the acquisition, pointing, and tracking mechanism, modulation and multiplexing schemes, and the security of ISLs ensured by the characteristics of the laser and the optical channel."
O_ISAC_089,Comm Metrics,Communication Distance,km,N/A,"laser ISLs can extend the communication distance, with a range of up to thousands of kilometers","The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of longer communication distance, higher data speed, and stronger security. They analyze the performance of different signal sources, including mmWave, Terahertz, and optical bands, and compare their characteristics such as bandwidth, beam width, and efficiency. The authors also discuss the acquisition, pointing, and tracking mechanism, modulation and multiplexing schemes, and the security of ISLs ensured by the characteristics of the laser and the optical channel."
O_ISAC_089,Sensing (Est),Resolution,m,N/A,"satellite laser remote sensing can achieve the perception of air pollution, cloud thickness, and other information","The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of longer communication distance, higher data speed, and stronger security. They analyze the performance of different signal sources, including mmWave, Terahertz, and optical bands, and compare their characteristics such as bandwidth, beam width, and efficiency. The authors also discuss the acquisition, pointing, and tracking mechanism, modulation and multiplexing schemes, and the security of ISLs ensured by the characteristics of the laser and the optical channel."
O_ISAC_089,Sensing (Det),Pd,N/A,N/A,No explicit mention of detection probability,"The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of longer communication distance, higher data speed, and stronger security. They analyze the performance of different signal sources, including mmWave, Terahertz, and optical bands, and compare their characteristics such as bandwidth, beam width, and efficiency. The authors also discuss the acquisition, pointing, and tracking mechanism, modulation and multiplexing schemes, and the security of ISLs ensured by the characteristics of the laser and the optical channel."
O_ISAC_089,Signal Quality,SNR,dB,Electrical,"No explicit mention of signal-to-noise ratio, but the authors discuss the impact of background light noise on the optical channel","The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of longer communication distance, higher data speed, and stronger security. They analyze the performance of different signal sources, including mmWave, Terahertz, and optical bands, and compare their characteristics such as bandwidth, beam width, and efficiency. The authors also discuss the acquisition, pointing, and tracking mechanism, modulation and multiplexing schemes, and the security of ISLs ensured by the characteristics of the laser and the optical channel."
O_ISAC_089,Signal Quality,OSNR,dB,Optical,No explicit mention of optical signal-to-noise ratio,"The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of longer communication distance, higher data speed, and stronger security. They analyze the performance of different signal sources, including mmWave, Terahertz, and optical bands, and compare their characteristics such as bandwidth, beam width, and efficiency. The authors also discuss the acquisition, pointing, and tracking mechanism, modulation and multiplexing schemes, and the security of ISLs ensured by the characteristics of the laser and the optical channel."
O_ISAC_089,Comm Metrics,Throughput,Tb/s,N/A,a constellation with a large number of satellites makes the system more robust and provides higher throughput up to Tb/s,"The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of communication distance, data speed, and security. They analyze the performance of different modulation schemes, such as OOK, PPM, and SIM BPSK, and multiplexing methods, including TDM, CDM, FDM, and wavelength division multiplexing. The authors also discuss the security of ISLs ensured by the characteristics of both laser and the optical channel."
O_ISAC_089,Comm Metrics,Data Rate,Gb/s,N/A,Optical ISLs can communicate at a rate of Gb/s over thousands of kilometers,"The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of communication distance, data speed, and security. They analyze the performance of different modulation schemes, such as OOK, PPM, and SIM BPSK, and multiplexing methods, including TDM, CDM, FDM, and wavelength division multiplexing. The authors also discuss the security of ISLs ensured by the characteristics of both laser and the optical channel."
O_ISAC_089,Comm Metrics,Communication Distance,km,N/A,laser ISLs have a range of thousands of kilometers,"The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of communication distance, data speed, and security. They analyze the performance of different modulation schemes, such as OOK, PPM, and SIM BPSK, and multiplexing methods, including TDM, CDM, FDM, and wavelength division multiplexing. The authors also discuss the security of ISLs ensured by the characteristics of both laser and the optical channel."
O_ISAC_089,Comm Metrics,Bandwidth,"GHz, THz",N/A,"mmWave has a bandwidth of ~ GHz, Terahertz has a bandwidth of ~ THz, and optical band has a bandwidth of ~ 100 THz","The authors discuss the advantages of using laser for inter-satellite links (ISLs) in terms of communication distance, data speed, and security. They analyze the performance of different modulation schemes, such as OOK, PPM, and SIM BPSK, and multiplexing methods, including TDM, CDM, FDM, and wavelength division multiplexing. The authors also discuss the security of ISLs ensured by the characteristics of both laser and the optical channel."
O_ISAC_090,Sensing (Detection),Pd (Detect Prob),N/A,N/A,detection sensitivity for both the W-E and E-W transmission directions is increased,"The authors evaluate sensing performance using vibration localization and compare it with conventional methods. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Sensing (Est),Resolution (Delta),N/A,N/A,"localization error is reduced from 119 m to 94 m, corresponding to a 21% improvement in accuracy","The authors evaluate sensing performance using vibration localization and compare it with conventional methods. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Sensing (Est),Accuracy (RMSE/CRB),N/A,N/A,standard deviation of localization results for the 3 kHz vibration is reduced from 365 m to 76 m,"The authors evaluate sensing performance using vibration localization and compare it with conventional methods. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Comm,Throughput,N/A,Electrical,error-free transmission of 60 Gbaud 16 QAM signals over 80 km,"The authors evaluate sensing performance using vibration localization and compare it with conventional methods. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Comm,Capacity,N/A,Electrical,"transmission of 60 Gbaud 16 QAM signals, corresponding to a capacity of 240 Gbps","The authors evaluate sensing performance using vibration localization and compare it with conventional methods. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Sensing (Detection),Pd (Detect Prob),N/A,N/A,vibration detection and localization alongside data communication,"The authors evaluate sensing performance using vibration localization error and standard deviation of estimated locations. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Sensing (Est),Resolution (Delta),Δτ,N/A,delay interferometer with Δτ = 500 ns,"The authors evaluate sensing performance using vibration localization error and standard deviation of estimated locations. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Sensing (Est),Accuracy (RMSE/CRB),N/A,N/A,localization error reduced from 119 m to 94 m,"The authors evaluate sensing performance using vibration localization error and standard deviation of estimated locations. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Comm,Throughput,N/A,Electrical,error-free transmission of 60 Gbaud 16 QAM signals over 80 km,"The authors evaluate sensing performance using vibration localization error and standard deviation of estimated locations. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_090,Comm,BER,Pb,Electrical,error-free transmission,"The authors evaluate sensing performance using vibration localization error and standard deviation of estimated locations. For comms, they demonstrate error-free transmission of 60 Gbaud 16 QAM signals over 80 km."
O_ISAC_091,Comm Metrics,SINR,γ,Electrical,"The communication SINR of the k-th UE is written as γ_k = µp_{k,k} / (∑_{l=1,l×k}^{K+1} µp_{k,l} + ℐ_{c,k} σ_{c,k}^2)",The authors evaluate the performance of an optical wireless integrated sensing and communication (OW-ISAC) system using an optical phased array (OPA). They derive the signal-to-interference-plus-noise ratio (SINR) as a performance metric for communication and the integrated sidelobe ratio (ISLR) as a performance metric for sensing. The optimization problem is formulated to maximize the ISLR under the constraint of communication quality of service (QoS).
O_ISAC_091,Sensing (Detection),ISLR,π,N/A,"The ISLR is selected as the sensing performance metric, which is defined as π(θ_a) = ℐ_s(θ_a) ℑ(|E(θ_a,t)|^2) / ∑_{θ ∈ Θ ⊗ {θ_a}} ℐ_s(θ) ℑ(|E(θ,t)|^2)",The authors evaluate the performance of an optical wireless integrated sensing and communication (OW-ISAC) system using an optical phased array (OPA). They derive the signal-to-interference-plus-noise ratio (SINR) as a performance metric for communication and the integrated sidelobe ratio (ISLR) as a performance metric for sensing. The optimization problem is formulated to maximize the ISLR under the constraint of communication quality of service (QoS).
O_ISAC_091,Comm Metrics,SINR,γ,Electrical,"The communication SINR of the k-th UE is written as γ_k = µp_{k,k} / (∑_{l=1,l\neq k}^{K+1} µp_{k,l} + ℑ_{c,k}^2)","The authors evaluate the performance of an optical wireless integrated sensing and communication (OW-ISAC) system using signal-to-interference-plus-noise ratio (SINR) for communication and integrated sidelobe ratio (ISLR) for sensing. The system model for OW-ISAC is introduced, including optical beamforming, atmospheric channel, and operational principles of communication and sensing subsystems."
O_ISAC_091,Sensing (Detection),ISLR,π,N/A,"The ISLR is selected as the sensing performance metric, i.e., π(θ_a) = ℑ_s(θ_a) ℑ(|E(θ_a,t)|^2) / ∑_{θ ∈ Θ \ θ_a} ℑ_s(θ) ℑ(|E(θ,t)|^2)","The authors evaluate the performance of an optical wireless integrated sensing and communication (OW-ISAC) system using signal-to-interference-plus-noise ratio (SINR) for communication and integrated sidelobe ratio (ISLR) for sensing. The system model for OW-ISAC is introduced, including optical beamforming, atmospheric channel, and operational principles of communication and sensing subsystems."
O_ISAC_092,Comm Metrics,SER,P_e,Electrical,SER is given by $P_{e} = \frac{2(M-1)}{M} \left\{ Q \left[ \frac{h_{c}(A_{M-1} - A_{0})}{2\sigma_{c}(M-1)} \right] \right\}$,"The authors evaluate the performance of a joint communication and sensing (JCAS) system based on visible light using pulse amplitude modulation (PAM) signals. They analyze the tradeoff between communication performance metrics such as symbol error rate (SER) and achievable transmission rate, and sensing performance metrics such as miss detection probability and Kullback-Leibler (KL) divergence."
