paper_id,coupling_family,axis_x,axis_y,method,evidence,full_reasoning
O_ISAC_079,waveform_coupling,NONE detected,NONE detected,NONE detected,"The proposed system uses LFM carriers for both communication and sensing, but no explicit trade-off is formulated.","The authors propose a linear frequency-modulated (LFM) carrier-enabled SHCD architecture to integrate high-fidelity communication and optical frequency-domain reflectometry (OFDR)-based sensing without additional spectrum occupation. However, no explicit trade-off formulation is detected between communication and sensing metrics."
O_ISAC_079,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors use a joint LFM carrier for both communication and sensing, but do not formulate an explicit trade-off between communication and sensing metrics.","The authors propose a linear frequency-modulated (LFM) carrier-enabled self-homodyne coherent detection (SHCD) architecture for integrated sensing and communication (ISAC). The system achieves high-fidelity communication and optical frequency-domain reflectometry (OFDR)-based sensing without additional spectrum occupation. However, no explicit trade-off formulation is detected between communication and sensing metrics."
O_ISAC_080,resource_coupling,SCPR,OSNR penalty,trade-off analysis,"Fig. 5(b) illustrates the OSNR penalty of telecom payload versus SCPR, revealing a critical trade-off: although higher SCPR values enhance the accuracy of SOP estimation, this improvement incurs progressively higher OSNR costs.","The authors formulate a trade-off between sensing precision and communication efficacy, with the sensing-to-communication power ratio (SCPR) as the key parameter. They identify that higher SCPR values enhance the accuracy of SOP estimation but incur higher OSNR costs."
O_ISAC_080,resource_coupling,SCPR,RMSE of estimated SOP,trade-off analysis,"Fig. 4(a) depicts the dependence of SOP rotation estimation performance on the SCPR, showing that RMSE improves as SCPR increases.","The authors formulate a trade-off between sensing precision and communication efficacy, with the sensing-to-communication power ratio (SCPR) as the key parameter. They identify that higher SCPR values enhance the accuracy of SOP estimation but incur higher OSNR costs."
O_ISAC_080,waveform_coupling,vibration frequency,SNR of retrieved vibration waveform,experimental results,"Fig. 6(b) compares the power spectral density of vibration waveforms recovered via FD-NOMA and MIMO adaptive equalization, with the FD-NOMA method achieving a higher SNR.","The authors formulate a trade-off between sensing precision and communication efficacy, with the sensing-to-communication power ratio (SCPR) as the key parameter. They identify that higher SCPR values enhance the accuracy of SOP estimation but incur higher OSNR costs."
O_ISAC_080,resource_coupling,sensing performance,OSNR penalty,trade-off formulation,"Fig. 5(b) and Fig. 4(a) reveal a critical trade-off: although higher SCPR values enhance the accuracy of SOP estimation, this improvement incurs progressively higher OSNR costs.","The authors formulate a joint optimization in Section IV, trading off sensing performance against communication efficacy using the sensing-to-communication power ratio (SCPR). The SCPR is used to balance the accuracy of SOP estimation and the OSNR penalty of the telecom payload."
O_ISAC_080,waveform_coupling,SCPR,BER,weighted sum,"Fig. 5(a) illustrates the impact of SCPRs corresponding to -16dB, -18dB and -20dB on telecom payload.","The authors formulate a joint optimization in Section IV, trading off sensing performance against communication efficacy using the sensing-to-communication power ratio (SCPR). The SCPR is used to balance the accuracy of SOP estimation and the OSNR penalty of the telecom payload."
O_ISAC_080,multi_objective,sensing precision,communication efficacy,Pareto optimization,The authors determine an optimal balance between sensing precision and communication efficacy by selecting an SCPR value of -18 dB.,"The authors formulate a joint optimization in Section IV, trading off sensing performance against communication efficacy using the sensing-to-communication power ratio (SCPR). The SCPR is used to balance the accuracy of SOP estimation and the OSNR penalty of the telecom payload."
O_ISAC_081,hardware_coupling,NONE detected,NONE detected,NONE detected,"The paper focuses on the design and implementation of a TWAoD for ISAC systems, but does not explicitly formulate trade-offs between communication and sensing metrics.","The authors propose a traveling wave antenna-on-display (TWAoD) for integrated sensing and communication (ISAC) systems, featuring simultaneous 2-D phase and frequency beam scanning. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_081,waveform_coupling,NONE detected,NONE detected,NONE detected,"The paper discusses the design and implementation of a TWAoD for ISAC systems, but does not formulate an explicit trade-off between communication and sensing metrics.","The authors propose a traveling wave antenna-on-display (TWAoD) for integrated sensing and communication (ISAC) systems, featuring simultaneous 2-D phase and frequency beam scanning. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_082,waveform_coupling,resolution,bandwidth,nonlinear_matched_filtering,The NMF significantly enhances the sensing metrics in terms of the resolution and the PSLR.,"The authors propose a nonlinear matched filtering (NMF) technique to extract sensing information from signal-signal beat interference (SSBI) in a self-coherent terahertz (THz) integrated sensing and communication (ISAC) system. The NMF enhances the sensing metrics, including resolution and peak-sidelobe ratio (PSLR), by reusing the energy from the constructive SSBI. The system uses a virtual carrier to reduce the peak-to-average power ratio (PAPR) of the integrated signal."
O_ISAC_082,resource_coupling,PAPR,CSPR,weighted_sum,"The virtual carrier reduces the PAPR of the integrated signal, and the optimal CSPR is lowered by using the RCF algorithm to reduce the PAPR of the information signal.","The authors propose a nonlinear matched filtering (NMF) technique to extract sensing information from signal-signal beat interference (SSBI) in a self-coherent terahertz (THz) integrated sensing and communication (ISAC) system. The NMF enhances the sensing metrics, including resolution and peak-sidelobe ratio (PSLR), by reusing the energy from the constructive SSBI. The system uses a virtual carrier to reduce the peak-to-average power ratio (PAPR) of the integrated signal."
O_ISAC_082,algorithmic_coupling,BER,CSPR,KK_algorithm,"The KK algorithm is used to mitigate SSBI and decrease the system's bit error rate (BER), and the optimal CSPR is found to be between 5 to 14 dB in the simulation and from 3 to 12 dB in the experiment.","The authors propose a nonlinear matched filtering (NMF) technique to extract sensing information from signal-signal beat interference (SSBI) in a self-coherent terahertz (THz) integrated sensing and communication (ISAC) system. The NMF enhances the sensing metrics, including resolution and peak-sidelobe ratio (PSLR), by reusing the energy from the constructive SSBI. The system uses a virtual carrier to reduce the peak-to-average power ratio (PAPR) of the integrated signal."
O_ISAC_082,waveform_coupling,3-dB resolution,peak-sidelobe ratio (PSLR),nonlinear matched filtering,The NMF significantly enhances the sensing metrics in terms of the resolution and the peak-sidelobe ratio (PSLR).,"The authors propose a nonlinear matched filtering (NMF) technique to extract sensing information from signal-signal beat interference (SSBI) in a self-coherent terahertz (THz) integrated sensing and communication (ISAC) system. The system uses a virtual carrier to reduce the peak-to-average power ratio (PAPR) of the integrated signal. The NMF technique creates a heterogeneous sensing channel in the digital domain, allowing SSBI to function alongside the original matched filter and enhance overall sensing performance."
O_ISAC_082,resource_coupling,bandwidth,ranging resolution,NONE,"Using NMF can attain higher resolution with limited bandwidth; the larger the bandwidth, the better the effect.","The authors propose a nonlinear matched filtering (NMF) technique to extract sensing information from signal-signal beat interference (SSBI) in a self-coherent terahertz (THz) integrated sensing and communication (ISAC) system. The system uses a virtual carrier to reduce the peak-to-average power ratio (PAPR) of the integrated signal. The NMF technique creates a heterogeneous sensing channel in the digital domain, allowing SSBI to function alongside the original matched filter and enhance overall sensing performance."
O_ISAC_082,algorithmic_coupling,BER,CSPR,weighted sum,The BER is highly sensitive to the CSPR of the integrated signal. The optimal CSPR for achieving the lowest BER is between 5 to 14 dB in the simulation and from 3 to 12 dB in the experiment.,"The authors propose a nonlinear matched filtering (NMF) technique to extract sensing information from signal-signal beat interference (SSBI) in a self-coherent terahertz (THz) integrated sensing and communication (ISAC) system. The system uses a virtual carrier to reduce the peak-to-average power ratio (PAPR) of the integrated signal. The NMF technique creates a heterogeneous sensing channel in the digital domain, allowing SSBI to function alongside the original matched filter and enhance overall sensing performance."
O_ISAC_083,resource_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation or optimization method is mentioned in the text.,"The authors discuss the concept of confluent networking, which involves the integration of radio fixed wireless (RFW), free space optical (FSO), and flex-grid wavelength division multiplexed (Flex-WDM) fibre optics. However, there is no explicit trade-off formulation or optimization method mentioned in the text."
O_ISAC_083,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation found in the text.,"The authors discuss the concept of confluent networking, which combines radio fixed wireless (RFW), free space optical (FSO), and flex-grid wavelength division multiplexed (Flex-WDM) fibre optics. However, they do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_084,waveform_coupling,NONE detected,NONE detected,NONE detected,"The system combines gesture sensing with ambient light communication, but no explicit trade-off is formulated.","The authors propose LumiPane, an ISAC system integrating gesture sensing with ambient light communication. However, no explicit trade-off formulation is provided in the text."
O_ISAC_084,waveform_coupling,NONE detected,NONE detected,NONE detected,"The system combines gesture sensing with ambient light communication, but no explicit trade-off is formulated.","The authors propose LumiPane, an ISAC system integrating gesture sensing and ambient light communication. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_085,algorithmic_coupling,NONE detected,NONE detected,NONE detected,"The paper focuses on vibration-induced phase extraction using a three-pass Kalman smoother, but does not formulate an explicit trade-off between communication and sensing metrics.","The authors propose a flexible vibration-induced phase extraction scheme based on a three-pass Kalman smoother (KS) with scalar linear time-invariant model for integrated communication and sensing systems. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_085,algorithmic_coupling,NONE detected,NONE detected,NONE detected,"The paper focuses on vibration-induced phase extraction using a three-pass Kalman smoother, but does not formulate an explicit trade-off between communication and sensing metrics.","The authors propose a flexible vibration-induced phase extraction scheme based on a three-pass Kalman smoother (KS) with scalar linear time-invariant model for integrated communication and sensing systems. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_086,hardware_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is presented in the provided text.,"The authors propose a photonics-assisted MMW multiband ISAC system, which achieves large-capacity wireless communication and high-resolution sensing capabilities. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_086,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a photonics-assisted millimeter-wave multiband integrated sensing and communication system, but no explicit trade-off formulation is provided.","The authors propose a photonics-assisted millimeter-wave multiband integrated sensing and communication system. The system uses a single photonic MMW frequency upconverter to generate MMW multiband ISAC signals, which enables large-capacity wireless communication and high-resolution sensing capabilities. The system achieves a communication data rate of 16 Gbit/s and a two-dimension radar imaging with a range resolution below 3.75 cm. Furthermore, an 8.6 mm level ultra-high resolution radar ranging and imaging is successfully realized through multiband data fusion processing. However, no explicit trade-off formulation is provided in the text."
O_ISAC_088,hardware_coupling,NONE detected,NONE detected,NONE detected,The proposed architecture adopts an optoelectronic transport network to interconnect the Radio Access Network (RAN) with the core functions located at edge and central cloud compute resources.,"The authors propose a system architecture for 6G ISAC services using optical transport networks, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_089,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the text.,"The authors discuss the benefits of laser ISLs in extending communication distance, enhancing communication rate, and ensuring communication security. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_089,algorithmic_coupling,communication_rate,sensing_accuracy,NONE,the trade-off between communication rate and sensing accuracy can be achieved by flexible waveform design.,The authors discuss the trade-off between communication rate and sensing accuracy in the context of Integrated Sensing and Communication (ISAC) using space-borne laser terminals.
O_ISAC_090,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is presented in the text.,"The authors demonstrate a method for mitigating the effects of laser phase noise on the detection and localization of vibrations in a bidirectional coherent optical fiber transmission system. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_090,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a method for retrieving the carrier laser phase noise, but do not formulate an explicit trade-off between communication and sensing metrics.","The authors demonstrate a method for mitigating the effects of laser phase noise on the detection and localization of vibrations in a bidirectional coherent optical fiber transmission system. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_091,algorithmic_coupling,SINR,ISLR,semidefinite relaxation,The optimization problem (P0) is non-convex and can be solved by the semidefinite relaxation (SDR) approach.,"The authors formulate a joint optimization in Section III, trading off the sensing performance metric (ISLR) against the communication quality of service (QoS) constraint (SINR threshold). The optimization problem (P0) is non-convex and can be solved by the semidefinite relaxation (SDR) approach or a simplified linear programming (LP) problem (P2)."
O_ISAC_091,algorithmic_coupling,SINR,ISLR,linear programming,A simplified optimization problem (P2) is formulated as a linear programming problem.,"The authors formulate a joint optimization in Section III, trading off the sensing performance metric (ISLR) against the communication quality of service (QoS) constraint (SINR threshold). The optimization problem (P0) is non-convex and can be solved by the semidefinite relaxation (SDR) approach or a simplified linear programming (LP) problem (P2)."
O_ISAC_091,waveform_coupling,SINR,ISLR,semidefinite relaxation,"The optimization problem is formulated as (P0) and relaxed as (P1), which is a semidefinite programming (SDP) problem.","The authors formulate a joint optimization in Section III, trading off the contrast metric (sensing performance) against the SINR (communication performance) using semidefinite relaxation (SDR) and linear programming (LP) methods."
O_ISAC_091,waveform_coupling,SINR,ISLR,linear programming,The simplified optimization problem (P2) is an linear programming (LP) problem and can be solved by the simplex method or IPM with lower complexity than that of SDP.,"The authors formulate a joint optimization in Section III, trading off the contrast metric (sensing performance) against the SINR (communication performance) using semidefinite relaxation (SDR) and linear programming (LP) methods."
O_ISAC_092,waveform_coupling,achievable transmission rate,KL divergence,parameter optimization,We provide an optimization criterion with respect to parameter of the integrated waveform under peak power constraint to balance the communication performance and the sensing performance.,"The authors formulate a trade-off between communication performance and sensing performance using the parameter α, which controls the amplitude difference and mean power of the transmitted symbols. The trade-off is analyzed using the achievable transmission rate and KL divergence as metrics."
O_ISAC_092,waveform_coupling,symbol error rate (SER),miss detection probability (Pmd),parameter optimization,"The detection rule for communication link shows that larger amplitude difference between symbols can improve the communication performance, while for sensing link, higher mean power of symbols can improve the sensing performance.","The authors formulate a trade-off between communication performance and sensing performance using the parameter α, which controls the amplitude difference and mean power of the transmitted symbols. The trade-off is analyzed using the achievable transmission rate and KL divergence as metrics."
O_ISAC_092,waveform_coupling,achievable transmission rate,KL divergence,constrained optimization,"We provide the modulation design criterion based on achievable transmission rate and KL divergence. The optimization problem can be formulated as max_alpha D(p_{s0}(y_s)||p_{s1}(y_s)) s.t. I(alpha) = I_{th}, alpha in (0, 1]","The authors formulate a joint optimization in Section III, trading off achievable transmission rate against KL divergence using a constrained optimization problem. The optimization problem is defined as maximizing the KL divergence subject to a constraint on the achievable transmission rate."
O_ISAC_093,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation found in the text.,"The authors discuss the challenges of LLM-enhanced M-ISAC systems, including the lack of high-quality multi-modal data, rigorous training requirements, and performance-power trade-offs. However, they do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_093,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation found in the text.,"The authors discuss the challenges of LLM-enhanced M-ISAC systems, including the lack of high-quality multi-modal data, rigorous training requirements, and performance-power trade-offs. However, they do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_094,multi_objective,target classification accuracy,data reconstruction quality,weighted_sum,"The system objective is: max_{ψ,φ,ω} A(C_N^{fin}, C_N^{true}) s.t. NMSE(D_N^{mod}, \hat{D}_N^{mod}) ≤ β","The authors formulate a joint optimization in (10a) and (10b), trading off target classification accuracy against data reconstruction quality using a weighted sum, with the goal of maximizing the accuracy of target classification while ensuring the quality of data reconstruction."
O_ISAC_095,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a novel spectrum-efficient MoF architecture for joint sensing and communication, but do not formulate an explicit trade-off.","The authors propose a joint sensing and communication system using a spectrum-efficient MoF architecture. However, no explicit trade-off formulation is presented, and the optimization method is not clearly stated."
O_ISAC_096,hardware_coupling,NONE detected,NONE detected,NONE detected,"nanoantennas as the main building blocks of Nano-scale Radar (NR) systems, sharing the same frequency band and hardware for high-performance sensing and resolution","The authors discuss the integration of nanoantennas and nanoradars for ISAC systems, highlighting the potential of nanoantennas in 6G wireless communications and other applications. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_097,waveform_coupling,NONE detected,NONE detected,NONE detected,"The system uses a joint radar and communication signal, but no trade-off formulation is provided.","The authors propose a microwave photonic system integrating radar, wireless communications, and transverse load sensing. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_098,hardware_coupling,NONE detected,NONE detected,NONE detected,"The system uses a shared hardware infrastructure (OIRS and PD array) for both sensing and communication, but no explicit trade-off is formulated.","The authors propose an optical integrated sensing and communication system based on the combination of OIRS and PD array. The system enables the integration of sensing and communication functionalities with a single transmission, a single device, and ultimately a single network infrastructure. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_099,waveform_coupling,communication_BER,ranging_RMSE,NONE,"Hence, the trade-off between communication and sensing using OFDM can be realized by adaptively adjusting the clipping ratio.","The authors formulate a trade-off between communication and sensing performance using clipped OFDM, where the clipping ratio affects both the communication BER and the ranging RMSE."
O_ISAC_099,resource_coupling,data_rate,ranging_distance,NONE,"To enhance time utilization, we further propose an adaptive GI with a time period of $T_{\rm AGI} = \hat{d}/c + T_0$.","The authors formulate a trade-off between communication and sensing performance using clipped OFDM, where the clipping ratio affects both the communication BER and the ranging RMSE."
O_ISAC_100,resource_coupling,spectral_efficiency,sensing_performance,block_coordinate_descent,A joint optimization problem of resource allocation for EADO-OFDM is formulated to strike a trade-off between C&S functionalities.,"The authors formulate a joint optimization in Section IV, trading off spectral efficiency against sensing performance metrics using the block coordinate descent algorithm."
O_ISAC_101,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is mentioned in the text.,"The authors discuss the ICON concept, which integrates fibre sensing into optical transmission systems. While they mention the need for balancing sensing and performance requirements, no explicit trade-off formulation is provided."
O_ISAC_102,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is presented in the provided text.,"The authors propose a machine learning-enhanced multi-pump RFA method for high-performance optical backbone in low-altitude sensing and communication scenarios. They use a back propagation neural network (BPNN) to model the nonlinear relationship between pump parameters and Raman gain, and an artificial bee colony (ABC) algorithm to optimize pump wavelengths and power configurations. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_103,hardware_coupling,NONE detected,NONE detected,NONE detected,The system uses interconnected dual counter-propagating recirculating fibre loops with HLLBs for joint communication and sensing.,"The authors propose a joint communication and sensing system using interconnected dual counter-propagating recirculating fibre loops with HLLBs. However, no explicit trade-off formulation is detected between communication and sensing metrics."
O_ISAC_105,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a joint LFM-QAM waveform for communication and sensing, but do not formulate an explicit trade-off between the two.","The authors propose a multi-channel photonic THz-ISAC system based on an integrated LFM-QAM waveform, achieving a communication data rate of up to 120 Gbps and a range resolution as high as 2.5 mm. However, no explicit trade-off formulation is provided between communication and sensing metrics."
O_ISAC_106,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off or coupling mechanism is mentioned in the given text.,The provided text does not contain any explicit trade-off formulations or coupling mechanisms between communication and sensing.
O_ISAC_107,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is provided in the given text.,"The authors propose an OWC-based ISAC system that relies on multi-band carrierless amplitude and phase (m-CAP) modulation associated with received signal strength (RSS)-based positioning. However, no explicit trade-off formulation is provided in the given text."
O_ISAC_108,resource_coupling,communication BER,sensing MSE,received light intensity maximization,"We can work towards optimizing the O-ISAC system with a shared objective, i.e., ∑μm=1​Im,k​rx, without sacrificing the performance of either the optical communication or optical sensing aspects.","The authors formulate a joint optimization in Section IV, trading off communication BER against sensing MSE using the received light intensity maximization problem. The optimization goal lies in enabling acceptable light intensity from a broader range of regions."
O_ISAC_108,waveform_coupling,optical communication performance,optical sensing performance,optical beamforming,"In phase 2, our optimization objective is to improve the radiation pattern R(φm​) of the light sources to achieve the convergence of optical intensity and concentrate it on the target object.","The authors formulate a joint optimization in Section IV, trading off communication BER against sensing MSE using the received light intensity maximization problem. The optimization goal lies in enabling acceptable light intensity from a broader range of regions."
O_ISAC_109,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the provided text.,"The authors propose a simulation pipeline for dynamic vehicular traffic scenarios, incorporating a LiDAR-based system to reduce wireless communication overhead. However, no explicit trade-off formulation is detected between communication and sensing metrics."
O_ISAC_111,resource_coupling,NONE detected,NONE detected,NONE detected,"The system integrates high-speed communication and high-precision sensing in the sub-THz band, but no explicit trade-off is formulated.","The authors demonstrate a photonic sub-THz ISAC system with simultaneous real-time 125.516-Gbps communication rate and offline 10-mm sensing resolution. However, no explicit trade-off formulation is provided between communication and sensing metrics."
O_ISAC_112,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation between communication and sensing metrics is presented in the text.,"The authors propose a fingerprint-based localization technique that employs optical Intelligent Reflecting Surfaces (IRS). The technique utilizes a fingerprint matrix database and a fingerprint tensor database to determine the precise location of a user by measuring and analyzing the characteristics of received optical signals. Two algorithms, Weighted K-Nearest Neighbor (WKNN) and Differential Evolution Based on Weight Issue (DE-WI), are employed to compute localization weight vectors. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_113,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a joint modulation scheme for sensing and communication, but do not formulate an explicit trade-off between the two.","The authors propose a novel ISAC configuration using frequency modulation (FM) and optical single-sideband (SSB) modulation for sensing information. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_114,resource_coupling,communication performance,EH performance,trade-off formulation,"By adjusting μ, a flexible trade-off between communication-sensing performance and EH performance can be achieved.","The authors propose a novel O-ICSPT system framework, where communication and sensing are achieved through a reflected light-based orthogonal frequency division multiplexing (OFDM) system. The system facilitates a flexible trade-off between communication-sensing performance and EH performance by adjusting the optical power splitting factor μ."
O_ISAC_114,waveform_coupling,spectral efficiency,ranging accuracy,joint optimization,"The system employs a passive sensing method based on reflected light for ranging, and the time-domain cross-correlation method is used to perform ranging.","The authors propose a novel O-ICSPT system framework, where communication and sensing are achieved through a reflected light-based orthogonal frequency division multiplexing (OFDM) system. The system facilitates a flexible trade-off between communication-sensing performance and EH performance by adjusting the optical power splitting factor μ."
O_ISAC_114,multi_objective,BER,RMSE,Pareto optimization,"Fig. 2 illustrates the BER and RMSE performance across different SNRs, showing a trade-off between communication and sensing performance.","The authors propose a novel O-ICSPT system framework, where communication and sensing are achieved through a reflected light-based orthogonal frequency division multiplexing (OFDM) system. The system facilitates a flexible trade-off between communication-sensing performance and EH performance by adjusting the optical power splitting factor μ."
O_ISAC_115,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is presented in the text.,"The authors discuss the challenges of ISAC channel modeling and introduce deterministic channel modeling approaches, including GO, PO, and IE methods. However, no explicit trade-off formulation is presented, and the focus is on the comparison of different channel modeling methods for sensing applications."
O_ISAC_116,algorithmic_coupling,NONE detected,NONE detected,NONE detected,"The system integrates communication and sensing capabilities, but no explicit trade-off formulation is provided.","The authors demonstrate a joint UV communication and sensing system, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_117,waveform_coupling,BER,ranging_accuracy,NONE,The proposed integrated system outperforms the standalone LFM system in terms of BER and ranging accuracy.,"The authors propose an integrated ACO-OFDM-LFM system, but do not explicitly formulate a trade-off between communication and sensing metrics. However, they do compare the performance of the proposed system with a standalone LFM system in terms of BER and ranging accuracy."
O_ISAC_118,waveform_coupling,angular_resolution,estimation_accuracy,Capon_beamforming,"Capon beamformer is one of the methods used for target AoA estimation, known for its high resolution and intuitive design of optimization.","The authors propose a MIMO radar-based cyclist detection method for long-range scenarios, leveraging Capon and APES beamforming techniques to estimate the angle of arrival (AoA) of the target. The detection method is evaluated through Monte-Carlo simulations, demonstrating the effectiveness of the proposed approach in single-target scenarios. However, the authors note that each approach has limitations, with Capon suffering from reduced angular resolution under low SNR and APES exhibiting bias in the estimated angles."
O_ISAC_118,waveform_coupling,angular_resolution,estimation_bias,APES_beamforming,"APES estimates the target's angle by optimization of the complex coefficient β resulting from RCS and path loss, providing higher angular resolution than Capon but exhibiting bias in the estimated angles.","The authors propose a MIMO radar-based cyclist detection method for long-range scenarios, leveraging Capon and APES beamforming techniques to estimate the angle of arrival (AoA) of the target. The detection method is evaluated through Monte-Carlo simulations, demonstrating the effectiveness of the proposed approach in single-target scenarios. However, the authors note that each approach has limitations, with Capon suffering from reduced angular resolution under low SNR and APES exhibiting bias in the estimated angles."
O_ISAC_119,waveform_coupling,sensing_bandwidth,communication_bandwidth,NONE,The authors propose an integrated sensing and communication (ISAC) system in a W-band fiber-wireless link enabled by electromagnetic polarization multiplexing.,"The authors propose an integrated sensing and communication (ISAC) system in a W-band fiber-wireless link enabled by electromagnetic polarization multiplexing. The system operates in a co-time and co-frequency (CTCF) mode, allowing for simultaneous sensing and communication without time-frequency competition. The authors define a capacity-resolution quotient (CRQ) to characterize the overall performance of the ISAC system, which is proportional to both the sensing and communication bandwidths."
O_ISAC_119,multi_objective,sensing_resolution,communication_capacity,NONE,"The authors define a capacity-resolution quotient (CRQ) to characterize the overall performance of the ISAC system, which is proportional to both the sensing and communication bandwidths.","The authors propose an integrated sensing and communication (ISAC) system in a W-band fiber-wireless link enabled by electromagnetic polarization multiplexing. The system operates in a co-time and co-frequency (CTCF) mode, allowing for simultaneous sensing and communication without time-frequency competition. The authors define a capacity-resolution quotient (CRQ) to characterize the overall performance of the ISAC system, which is proportional to both the sensing and communication bandwidths."
O_ISAC_120,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is provided in the given text.,"The authors propose a reconfigurable phase-time array (PTA) technique for joint communication and sensing, which achieves fast multi-RX localization and wireless physical layer security. The PTA technique combines a reconfigurable time delay and phase shift in each array element to create a prism-like spectral-to-spatial mapping property. However, no explicit trade-off formulation is provided in the given text."
O_ISAC_122,algorithmic_coupling,NONE detected,NONE detected,NONE detected,"The authors propose an S-DNN for DOA estimation, but do not formulate an explicit trade-off between communication and sensing metrics.","The authors propose a super-resolution diffractive neural network (S-DNN) for all-optical direction of arrival (DOA) estimation, which can be applied to integrated sensing and communication systems. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_123,waveform_coupling,NONE detected,NONE detected,NONE detected,"We note that trade-offs exist between screen size and OISAC performance, as well as between sensing performance and communication performance.","The authors mention trade-offs between screen size and OISAC performance, as well as between sensing performance and communication performance, but do not provide an explicit trade-off formulation."
O_ISAC_124,hardware_coupling,impedance matching,radiation performance,NONE detected,"increasing the bending angle beyond 115° (e.g., 135°) introduces a trade-off by significantly reducing the gain at higher frequencies","The authors present a leaky-wave antenna-on-display (LWAoD) for integrated sensing and communication (ISAC) applications, but do not explicitly formulate a trade-off between communication and sensing metrics. However, they discuss the trade-off between impedance matching and radiation performance when optimizing the bending angle of the unit cell."
O_ISAC_125,hardware_coupling,NONE detected,NONE detected,NONE detected,The proposed system integrates the transmitting and receiving antennas into a single dual-polarized antenna for feed.,"The authors propose a low-profile broadband 1-bit randomly encoded folded reflectarray co-aperture transceiver for frequency-diverse imaging. The system's sensing capacity is determined by the number of independent modes provided by the measurement matrix H. Increasing the bandwidth enhances the system's imaging capability. However, no explicit trade-off formulation between communication and sensing metrics is provided."
O_ISAC_126,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation between communication and sensing metrics is found in the provided text.,"The authors propose a 6G general large-scale fading channel model (6GLSFCM) for multiple frequency bands and scenarios, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_127,multi_objective,secrecy_rate,BER,NSGA-II,"The NSGA-II-based optimization balances trade-offs between secrecy rate, energy efficiency, and reliability...","The authors formulate a multi-objective optimization in Section III, trading off secrecy rate, BER, and power consumption using NSGA-II."
O_ISAC_127,multi_objective,secrecy_rate,power_consumption,NSGA-II,"The NSGA-II-based optimization balances trade-offs between secrecy rate, energy efficiency, and reliability...","The authors formulate a multi-objective optimization in Section III, trading off secrecy rate, BER, and power consumption using NSGA-II."
O_ISAC_127,multi_objective,BER,power_consumption,NSGA-II,"The NSGA-II-based optimization balances trade-offs between secrecy rate, energy efficiency, and reliability...","The authors formulate a multi-objective optimization in Section III, trading off secrecy rate, BER, and power consumption using NSGA-II."
