duplicate_id,duplicate_title,duplicate_doi,raw_source_database,raw_source_file,raw_source_row,raw_match_rule,duplicate_log_source_file,duplicate_log_source_row,decision_date,decision_basis,matched_in_scopus_screening_entries,master_track_id,master_title,master_doi,master_source_file,master_source_row,master_source_decision,master_match_rule,master_resolution_status,evidence_scope,notes
DEDUP_RECON_089,All-optical computing for super-resolution direction of arrival estimation,10.1109/ACP/IPOC63121.2024.10809945,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,233,exact_title_doi,analysis/ph1_scr/screening_log.csv,264,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_122,All-Optical Computing for Super-Resolution Direction of Arrival Estimation,10.1109/ACP/IPOC63121.2024.10809945,analysis/ph1_scr/included_studies_list.csv,121,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_090,Photonics-enabled full-duplex millimeter-wave integrated sensing and communication,10.1109/ACP/IPOC63121.2024.10810000,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,234,exact_title_doi,analysis/ph1_scr/screening_log.csv,265,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_031,Photonics-Enabled Full-Duplex Millimeter-Wave Integrated Sensing and Communication,10.1109/ACP/IPOC63121.2024.10810000,analysis/ph1_scr/included_studies_list.csv,32,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_091,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,10.1109/ACP/IPOC63121.2024.10809573,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,235,exact_title_doi,analysis/ph1_scr/screening_log.csv,266,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_019,Full-Duplex Integrated Sensing and Communication System Based on Microwave Photonics,10.1109/ACP/IPOC63121.2024.10809573,analysis/ph1_scr/included_studies_list.csv,20,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_092,Phase-Coded FMCW for Optical Integrated Sensing and Communication,10.1109/ACP/IPOC63121.2024.10809937,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,236,exact_title_doi,analysis/ph1_scr/screening_log.csv,267,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_012,Phase-Coded FMCW for Optical Integrated Sensing and Communication,10.1109/ACP/IPOC63121.2024.10809937,analysis/ph1_scr/included_studies_list.csv,13,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_093,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,10.1109/ICICN62625.2024.10761294,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,237,exact_title_doi,analysis/ph1_scr/screening_log.csv,268,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_117,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,10.1109/ICICN62625.2024.10761294,analysis/ph1_scr/included_studies_list.csv,116,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_094,Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication,10.1109/ISSE63315.2024.10741118,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,238,exact_title_doi,analysis/ph1_scr/screening_log.csv,269,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_059,Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication,10.1109/ISSE63315.2024.10741118,analysis/ph1_scr/included_studies_list.csv,59,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_095,Continuous Event Recording Technology For Integrated Sensing And Communications In Space,10.1109/IGARSS53475.2024.10642111,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,242,exact_title_doi,analysis/ph1_scr/screening_log.csv,273,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_137,Continuous Event Recording Technology For Integrated Sensing And Communications In Space,10.1109/IGARSS53475.2024.10642111,analysis/ph1_scr/included_studies_list.csv,136,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_096,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,10.1109/TWC.2024.3484569,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,243,exact_title_doi,analysis/ph1_scr/screening_log.csv,274,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_098,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,10.1109/TWC.2024.3484569,analysis/ph1_scr/included_studies_list.csv,97,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_097,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,10.1109/JSEN.2024.3470995,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,246,exact_title_doi,analysis/ph1_scr/screening_log.csv,277,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_153,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,10.1109/JSEN.2024.3470995,analysis/ph1_scr/included_studies_list.csv,152,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_098,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,10.1109/ICCC62479.2024.10681813,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,249,exact_title_doi,analysis/ph1_scr/screening_log.csv,280,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_131,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,10.1109/ICCC62479.2024.10681813,analysis/ph1_scr/included_studies_list.csv,130,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_099,"2024 IEEE 99th Vehicular Technology Conference, VTC2024-Spring 2024 - Proceedings",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,250,exact_title_doi,analysis/ph1_scr/screening_log.csv,281,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_100,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,10.1109/VTC2024-Spring62846.2024.10683127,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,251,exact_title_doi,analysis/ph1_scr/screening_log.csv,282,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_129,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,10.1109/VTC2024-Spring62846.2024.10683127,analysis/ph1_scr/included_studies_list.csv,128,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_101,Demonstration of Photonic Sub-THz ISAC System with Real-Time 251.03-Gbps Communication Rate and Offline 2.5-cm Sensing Resolution,10.1109/ICOCN63276.2024.10648485,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,254,exact_title_doi,analysis/ph1_scr/screening_log.csv,285,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_016,Demonstration of Photonic Sub-THz ISAC System with Real-Time 251.03-Gbps Communication Rate and Offline 2.5-cm Sensing Resolution,10.1109/ICOCN63276.2024.10648485,analysis/ph1_scr/included_studies_list.csv,17,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_102,Joint Communication and Sensing Prospects: Potential Through Visible Light,10.1109/CoBCom62281.2024.10631227,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,257,exact_title_doi,analysis/ph1_scr/screening_log.csv,288,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_068,Joint Communication and Sensing Prospects: Potential Through Visible Light,10.1109/CoBCom62281.2024.10631227,analysis/ph1_scr/included_studies_list.csv,68,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_103,Optical Integrated Sensing and Communication with Light-Emitting Diode,10.1109/ICCWorkshops59551.2024.10615407,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,258,exact_title_doi,analysis/ph1_scr/screening_log.csv,289,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_108,Optical Integrated Sensing and Communication with Light-Emitting Diode,10.1109/ICCWorkshops59551.2024.10615407,analysis/ph1_scr/included_studies_list.csv,107,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_104,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,10.1109/TMBMC.2024.3434545,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,263,exact_title_doi,analysis/ph1_scr/screening_log.csv,294,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_096,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,10.1109/TMBMC.2024.3434545,analysis/ph1_scr/included_studies_list.csv,95,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_105,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,10.1109/LAWP.2024.3436914,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,264,exact_title_doi,analysis/ph1_scr/screening_log.csv,295,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_125,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,10.1109/LAWP.2024.3436914,analysis/ph1_scr/included_studies_list.csv,124,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_106,Towards Efficient Confluent Edge Networks,10.1109/EuCNC/6GSummit60053.2024.10597093,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,265,exact_title_doi,analysis/ph1_scr/screening_log.csv,296,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_083,Towards Efficient Confluent Edge Networks,10.1109/EuCNC/6GSummit60053.2024.10597093,analysis/ph1_scr/included_studies_list.csv,83,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_107,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,10.46620/URSIATRASC24/MKTB3572,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,266,exact_title_doi,analysis/ph1_scr/screening_log.csv,297,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_067,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,10.46620/URSIATRASC24/MKTB3572,analysis/ph1_scr/included_studies_list.csv,67,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_108,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,10.1109/IPSN61024.2024.00053,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,269,exact_title_doi,analysis/ph1_scr/screening_log.csv,300,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_110,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,10.1109/IPSN61024.2024.00053,analysis/ph1_scr/included_studies_list.csv,109,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_109,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,10.1109/JLT.2024.3415417,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,271,exact_title_doi,analysis/ph1_scr/screening_log.csv,302,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_107,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,10.1109/JLT.2024.3415417,analysis/ph1_scr/included_studies_list.csv,106,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_110,Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks,10.1109/JIOT.2024.3414863,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,272,exact_title_doi,analysis/ph1_scr/screening_log.csv,303,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_041,Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks,10.1109/JIOT.2024.3414863,analysis/ph1_scr/included_studies_list.csv,42,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_111,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,10.1109/TIM.2024.3391338,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,274,exact_title_doi,analysis/ph1_scr/screening_log.csv,305,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_157,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,10.1109/TIM.2024.3391338,analysis/ph1_scr/included_studies_list.csv,156,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_112,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,10.1109/TSP.2024.3383285,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,275,exact_title_doi,analysis/ph1_scr/screening_log.csv,306,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_062,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,10.1109/TSP.2024.3383285,analysis/ph1_scr/included_studies_list.csv,62,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_113,Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for W-Band Fiber-Wireless Network,10.1109/TMTT.2024.3355936,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,280,exact_title_doi,analysis/ph1_scr/screening_log.csv,311,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_058,Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for W-Band Fiber-Wireless Network,10.1109/TMTT.2024.3355936,analysis/ph1_scr/included_studies_list.csv,58,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_114,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication,10.1109/ICC51166.2024.10622583,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,282,exact_title_doi,analysis/ph1_scr/screening_log.csv,313,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_048,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication,10.1109/ICC51166.2024.10622583,analysis/ph1_scr/included_studies_list.csv,48,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_115,Free Space Optical Integrated Sensing and Communication Based on LFM and CPM,10.1109/LCOMM.2023.3332658,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,283,exact_title_doi,analysis/ph1_scr/screening_log.csv,314,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_055,Free Space Optical Integrated Sensing and Communication Based on LFM and CPM,10.1109/LCOMM.2023.3332658,analysis/ph1_scr/included_studies_list.csv,55,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_116,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",10.1109/COMST.2023.3327327,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,284,exact_title_doi,analysis/ph1_scr/screening_log.csv,315,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_156,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",10.1109/COMST.2023.3327327,analysis/ph1_scr/included_studies_list.csv,155,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_117,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,10.1109/JLT.2023.3311645,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,286,exact_title_doi,analysis/ph1_scr/screening_log.csv,317,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_065,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,10.1109/JLT.2023.3311645,analysis/ph1_scr/included_studies_list.csv,65,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_118,Recent Advancements and Challenges in Integrated Sensing and Communication in Optical Fiber,10.1109/ICCT62411.2024.10946617,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,289,exact_title_doi,analysis/ph1_scr/screening_log.csv,320,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_006,Recent Advancements and Challenges in Integrated Sensing and Communication in Optical Fiber,10.1109/ICCT62411.2024.10946617,analysis/ph1_scr/included_studies_list.csv,7,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_119,Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,10.1109/GLOBECOM52923.2024.10901628,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,294,exact_title_doi,analysis/ph1_scr/screening_log.csv,325,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_052,Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,10.1109/GLOBECOM52923.2024.10901628,analysis/ph1_scr/included_studies_list.csv,52,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_120,Joint Optimization of Slot Selection and Power Allocation in Integrated Visible Light Communication and Sensing Systems,10.1109/JIOT.2023.3303137,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,298,exact_title_doi,analysis/ph1_scr/screening_log.csv,329,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_049,Joint Optimization of Slot Selection and Power Allocation in Integrated Visible Light Communication and Sensing Systems,10.1109/JIOT.2023.3303137,analysis/ph1_scr/included_studies_list.csv,49,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_121,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,10.1109/JLT.2023.3280388,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,300,exact_title_doi,analysis/ph1_scr/screening_log.csv,331,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_119,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,10.1109/JLT.2023.3280388,analysis/ph1_scr/included_studies_list.csv,118,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_122,Visible Light Integrated Positioning and Communication: A Multi-Task Federated Learning Framework,10.1109/TMC.2022.3207164,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,303,exact_title_doi,analysis/ph1_scr/screening_log.csv,334,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_039,Visible Light Integrated Positioning and Communication: A Multi-Task Federated Learning Framework,10.1109/TMC.2022.3207164,analysis/ph1_scr/included_studies_list.csv,40,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_123,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,10.1109/JSTQE.2023.3276903,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,304,exact_title_doi,analysis/ph1_scr/screening_log.csv,335,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_086,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,10.1109/JSTQE.2023.3276903,analysis/ph1_scr/included_studies_list.csv,86,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_124,Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,10.1109/JLT.2023.3273268,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,308,exact_title_doi,analysis/ph1_scr/screening_log.csv,339,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_069,Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,10.1109/JLT.2023.3273268,analysis/ph1_scr/included_studies_list.csv,69,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_125,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing,10.1109/JSSC.2023.3237462,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,309,exact_title_doi,analysis/ph1_scr/screening_log.csv,340,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_120,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing,10.1109/JSSC.2023.3237462,analysis/ph1_scr/included_studies_list.csv,119,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_126,Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,10.1109/LCOMM.2023.3270184,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,310,exact_title_doi,analysis/ph1_scr/screening_log.csv,341,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_034,Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,10.1109/LCOMM.2023.3270184,analysis/ph1_scr/included_studies_list.csv,35,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_127,Broadband Photon-Assisted Terahertz Communication and Sensing,10.1109/JLT.2023.3252821,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,311,exact_title_doi,analysis/ph1_scr/screening_log.csv,342,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_132,Broadband Photon-Assisted Terahertz Communication and Sensing,10.1109/JLT.2023.3252821,analysis/ph1_scr/included_studies_list.csv,131,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_128,Joint Visible Light Sensing and Communication Using m-CAP Modulation,10.1109/TBC.2022.3201649,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,316,exact_title_doi,analysis/ph1_scr/screening_log.csv,347,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_022,Joint Visible Light Sensing and Communication Using m-CAP Modulation,10.1109/TBC.2022.3201649,analysis/ph1_scr/included_studies_list.csv,23,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_129,Remote Phase-Shift LiDAR With Communication,10.1109/TCOMM.2023.3233962,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,317,exact_title_doi,analysis/ph1_scr/screening_log.csv,348,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_051,Remote Phase-Shift LiDAR With Communication,10.1109/TCOMM.2023.3233962,analysis/ph1_scr/included_studies_list.csv,51,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_130,GLOBECOM 2023 - 2023 IEEE Global Communications Conference,,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,320,exact_title_doi,analysis/ph1_scr/screening_log.csv,351,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_131,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,10.23919/WiOpt58741.2023.10349823,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,323,exact_title_doi,analysis/ph1_scr/screening_log.csv,354,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_123,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,10.23919/WiOpt58741.2023.10349823,analysis/ph1_scr/included_studies_list.csv,122,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
