support_id,match_type,ieee_source_file,ieee_source_row,ieee_title,ieee_doi,scopus_source_file,scopus_source_row,scopus_title,scopus_doi,already_in_dedup_log,support_scope,notes
EXT_DEDUP_110,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,274,Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication,10.1109/twc.2025.3545372,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,46,Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication,10.1109/twc.2025.3545372,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_111,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,276,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,10.1109/ipsn61024.2024.00053,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,269,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,10.1109/ipsn61024.2024.00053,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_112,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,279,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,10.1109/jlt.2023.3344788,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,215,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,10.1109/jlt.2023.3344788,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_113,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,280,Optical IRS-Aided Indoor Visible Light Fingerprint Localization,10.1109/tgcn.2025.3589348,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,148,Optical IRS-Aided Indoor Visible Light Fingerprint Localization,10.1109/tgcn.2025.3589348,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_114,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,281,Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network,10.1109/lpt.2025.3593343,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,136,Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network,10.1109/lpt.2025.3593343,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_115,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,292,Terahertz Photonics in Radar and ISAC Applications,10.1109/acp/poem59049.2023.10368967,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,327,Terahertz Photonics in Radar and ISAC Applications,10.1109/acp/poem59049.2023.10368967,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_116,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,296,Integrated Sensing and Communication in 6G: the Deterministic Channel Models for THz Imaging,10.1109/pimrc50174.2021.9569384,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,367,Integrated Sensing and Communication in 6G: The Deterministic Channel Models for THz Imaging,10.1109/pimrc50174.2021.9569384,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_117,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,297,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,10.1109/lpt.2025.3559423,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,179,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,10.1109/lpt.2025.3559423,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_118,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,307,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,10.1109/icicn62625.2024.10761294,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,237,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,10.1109/icicn62625.2024.10761294,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_119,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,309,On the Feasibility of Cyclist Detection Using MIMO-Radar for Long-Range ISAC Scenarios,10.23919/icmu65253.2025.11219159,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,65,On the Feasibility of Cyclist Detection Using MIMO-Radar for Long-Range ISAC Scenarios,10.23919/icmu65253.2025.11219159,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_120,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,310,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,10.1109/jlt.2023.3280388,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,300,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,10.1109/jlt.2023.3280388,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_121,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,318,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing,10.1109/jssc.2023.3237462,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,309,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing,10.1109/jssc.2023.3237462,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_122,normalized_title_only,screening/external/IEEE_511_OISAC_Results.csv,320,All-Optical Computing for Direction-of-Arrival Estimation Beyond Diffraction Limits,,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,79,All-Optical Computing for Direction-of-Arrival Estimation Beyond Diffraction Limits,,yes,noncanonical_external_overlap_support,External IEEE 511 export normalized-title match against visible Scopus update export.
EXT_DEDUP_123,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,323,All-Optical Computing for Super-Resolution Direction of Arrival Estimation,10.1109/acp/ipoc63121.2024.10809945,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,233,All-optical computing for super-resolution direction of arrival estimation,10.1109/acp/ipoc63121.2024.10809945,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_124,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,325,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,10.23919/wiopt58741.2023.10349823,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,323,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,10.23919/wiopt58741.2023.10349823,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_125,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,329,Photonic THz-ISAC demonstration with simultaneous 120Gbit/s communication and 2.5mm sensing resolution,10.1049/icp.2023.2658,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,318,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,10.1049/icp.2023.2658,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_126,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,331,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,10.1109/lawp.2024.3436914,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,264,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,10.1109/lawp.2024.3436914,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_127,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,332,A General 6G Large-scale Fading Channel Model for Multiple Frequency Bands and Scenarios,10.1109/iccc65529.2025.11148844,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,100,A General 6G Large-scale Fading Channel Model for Multiple Frequency Bands and Scenarios,10.1109/iccc65529.2025.11148844,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_128,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,342,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,10.1109/vtc2024-spring62846.2024.10683127,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,251,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,10.1109/vtc2024-spring62846.2024.10683127,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_129,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,350,A Computational Signal Algebra Framework for Microwave Photonics Radar Integrated Sensing and Communications,10.1109/icaccs60874.2024.10716942,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,241,A Computational Signal Algebra Framework for Microwave Photonics Radar Integrated Sensing and Communications,10.1109/icaccs60874.2024.10716942,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_130,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,351,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,10.1109/tim.2025.3595231,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,132,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,10.1109/tim.2025.3595231,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_131,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,352,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,10.1109/iccc62479.2024.10681813,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,249,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,10.1109/iccc62479.2024.10681813,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_132,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,359,Broadband Photon-Assisted Terahertz Communication and Sensing,10.1109/jlt.2023.3252821,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,311,Broadband Photon-Assisted Terahertz Communication and Sensing,10.1109/jlt.2023.3252821,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_133,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,362,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,10.1109/tvt.2025.3640107,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,70,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,10.1109/tvt.2025.3640107,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_134,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,364,Mobile Terahertz Communication and Sensing Systems: A Future Look,10.1109/mvt.2024.3485258,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,240,Mobile Terahertz Communication and Sensing Systems: A Future Look,10.1109/mvt.2024.3485258,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_135,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,380,New Paradigm for Integrated Sensing and Communication with Rydberg Atomic Receiver,10.1109/mcom.001.2500371,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,77,New Paradigm for Integrated Sensing and Communication with Rydberg Atomic Receiver,10.1109/mcom.001.2500371,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_136,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,382,Continuous Event Recording Technology For Integrated Sensing And Communications In Space,10.1109/igarss53475.2024.10642111,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,242,Continuous Event Recording Technology For Integrated Sensing And Communications In Space,10.1109/igarss53475.2024.10642111,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_137,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,387,Channel-Training-Aided Target Sensing for Terahertz Integrated Sensing and Massive MIMO Communications,10.1109/jiot.2024.3447584,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,62,Channel-Training-Aided Target Sensing for Terahertz Integrated Sensing and Massive MIMO Communications,10.1109/jiot.2024.3447584,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_138,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,397,Sensing Assisted Localization Services for Indoor Environments,10.23919/wiopt66569.2025.11123308,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,116,Sensing Assisted Localization Services for Indoor Environments,10.23919/wiopt66569.2025.11123308,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_139,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,402,Multimodal Sensing for Intelligent V2X: A Review of Recent Advances Toward Deployment,10.1109/jiot.2025.3601236,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,127,Multimodal Sensing for Intelligent V2X: A Review of Recent Advances Toward Deployment,10.1109/jiot.2025.3601236,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_140,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,415,UAV Detection Based on the Variance of Higher-Order Cumulants,10.1109/tvt.2024.3370590,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,279,UAV Detection Based on the Variance of Higher-Order Cumulants,10.1109/tvt.2024.3370590,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_141,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,421,"A Comprehensive Survey on Full-Duplex Communication: Current Solutions, Future Trends, and Open Issues",10.1109/comst.2023.3318198,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,335,"A Comprehensive Survey on Full-Duplex Communication: Current Solutions, Future Trends, and Open Issues",10.1109/comst.2023.3318198,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_142,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,431,Demo: Integrated On-site Localization and Optical Camera Communication for Drones,10.1109/wowmom57956.2023.00055,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,339,Demo: Integrated On-site Localization and Optical Camera Communication for Drones,10.1109/wowmom57956.2023.00055,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_143,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,432,"Multichannel Wind-Signal Driven Digital Twin for a 50 m2 Heliostat: Compressed Sampling, Load Estimation and Edge–Cloud Hybrid Computing",10.1109/icspcc66825.2025.11194376,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,78,"Multichannel Wind-Signal Driven Digital Twin for a 50 m2 Heliostat: Compressed Sampling, Load Estimation and Edge-Cloud Hybrid Computing",10.1109/icspcc66825.2025.11194376,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_144,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,436,Qualitative Survey on Artificial Intelligence Integrated Blockchain Approach for 6G and Beyond,10.1109/access.2023.3319083,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,334,Qualitative Survey on Artificial Intelligence Integrated Blockchain Approach for 6G and beyond,10.1109/access.2023.3319083,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_145,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,440,Secrecy Energy Efficiency of Hybrid Wireless Body Area Networks,10.1109/tmc.2025.3618098,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,93,Secrecy Energy Efficiency of Hybrid Wireless Body Area Networks,10.1109/tmc.2025.3618098,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_146,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,456,Integrating Secure Communications Into Frequency Hopping MIMO Radar With Improved Data Rate,10.1109/twc.2021.3140022,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,355,Integrating Secure Communications Into Frequency Hopping MIMO Radar With Improved Data Rate,10.1109/twc.2021.3140022,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_147,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,473,"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",10.1109/ojcoms.2020.3010270,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,371,"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",10.1109/ojcoms.2020.3010270,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_148,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,486,"Photonics-assisted System for Joint Radar Ranging, Wireless Communications and Spectrum Sensing",10.1109/jlt.2025.3632104,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,76,"Photonics-assisted System for Joint Radar Ranging, Wireless Communications and Spectrum Sensing",10.1109/jlt.2025.3632104,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_149,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,490,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,10.1109/jsen.2024.3470995,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,246,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,10.1109/jsen.2024.3470995,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_150,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,496,A brief overview of W-band applications in satellite communication systems,10.1049/icp.2025.2221,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,109,A BRIEF OVERVIEW OF W-BAND APPLICATIONS IN SATELLITE COMMUNICATION SYSTEMS,10.1049/icp.2025.2221,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_151,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,500,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",10.1109/comst.2023.3327327,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,284,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",10.1109/comst.2023.3327327,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_152,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,502,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,10.1109/tim.2024.3391338,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,274,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,10.1109/tim.2024.3391338,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
