paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_100,5C,pareto optimal,Optimal solution,lexical,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which appears to be a description of an algorithmic process.","**Output:** Sub-optimal solution  $\lambda_b^*$ ,  $\sigma_D^*$ ,  $\sigma_A^*$ ,  $u^*(k)$ , and  $\tilde{P}^*(k)$ to the joint optimization problem.",552,552,"<span id=""page-9-1""></span>Algorithm 1 BCD Algorithm for Joint Optimization of Resource Allocation for EADO-OFDM",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_100,5C,fisher information constraint,Cramér-Rao bound,fuzzy:93.75,INDIRECT,"The concept of Fisher information constraint is related to the Cramèr-Rao Bound (CRB), which is mentioned in the snippet, but it is not directly stated as a constraint, rather as a component of the CRB that affects the performance metric for sensing.","Once the expression for SNDR is obtained, the Cramèr-Rao Bound (CRB) can be then derived to provide a lower bound for the variance of estimated  $\hat{\tau}$ . As the CRB is inversely proportional to the Fisher information I, the performance metric for sensing can be expressed as [41]",328,328,"I. INTRODUCTION > <span id=""page-1-15""></span>II. SYSTEM FRAMEWORK FOR OW-ISAC > <span id=""page-2-2""></span>A. Communication Model > <span id=""page-5-1""></span>C. Signal Processing for Sensing",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_100,5C,fisher information constraint,Fisher information bound,fuzzy:87.5,DIRECT,"The snippet explicitly mentions a deterministic objective that involves the Fisher information for sensing, and a weighted-sum method is used to aggregate C&S performance metrics, including the Fisher information.","Thereby, a deterministic objective that involves both the spectral efficiency for communication and the Fisher information for sensing is derived by the weighted-sum method, i.e., to linearly aggregate C&S performance metrics with a weight factor  $\rho$ . Moreover, since the C&S performance metrics are different in their dimensions, they are normalized by reference values  $C_0$  and  $I_0$  according to the desired C&S performance. In consequence, the complete expression for the objective  $\Xi$  is given by (39), shown at the bottom of the page. For notational convenience,  $\tilde{C}_D$  and  $\tilde{C}_A$  are the spectral efficiencies of DCO and ACO components, respectively. Meanwhile,  $\tilde{I}_D$  and  $\tilde{I}_A$  denote the Fisher information of DCO and ACO components, respectively.",359,359,"I. INTRODUCTION > <span id=""page-1-15""></span>II. SYSTEM FRAMEWORK FOR OW-ISAC > <span id=""page-2-2""></span>A. Communication Model > <span id=""page-6-0""></span>A. Joint Optimization for Resource Allocation",meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_100,5C,resource allocation trade-off,resource allocation dilemma,fuzzy:87.5,DIRECT,The snippet directly mentions 'resource allocation trade-off' and discusses the need for a flexible resource allocation scheme to balance different performance metrics.,"Resource allocation is an essential part of ISAC system design to achieve the optimal trade-off between C&S performance metrics. Besides, a flexible resource allocation scheme is also required by EADO-OFDM to balance the power efficiency of ACO component and the spectral efficiency of DCO component. Towards this goal, we first formulate a joint optimization problem for power allocation and subcarrier assignment in Section IV-A. Subsequently, the joint optimization problem is decomposed into sub-problems for DCO-ACO power distribution, subcarrier assignment, and subcarrier power allocation in Sections IV-B, IV-C, and IV-D, respectively. Once these sub-problems are solved individually, the BCD algorithm is then adopted to obtain the joint optimal resource allocation, whose optimality and computational complexity are discussed in Section IV-E.",337,337,"I. INTRODUCTION > <span id=""page-1-15""></span>II. SYSTEM FRAMEWORK FOR OW-ISAC > <span id=""page-2-2""></span>A. Communication Model > <span id=""page-5-0""></span>IV. RESOURCE ALLOCATION FOR EADO-OFDM",meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_100,5C,resource allocation trade-off,resource allocation trade-off,fuzzy:86.20689655172413,INDIRECT,"The provided snippet contains references to research papers related to resource allocation, but does not directly discuss the concept of resource allocation trade-off.","- Y. Wen, F. Yang, J. Song, and Z. Han, ""Adaptive resource allocation in ADO-OFDM for optical wireless integrated sensing and communication,"" in *Proc. IEEE Global Commun. Conf. (GLOBECOM)*, Cape Town, South Africa, Dec. 2024, pp. 2311–2316.",778,778,"<span id=""page-14-21""></span>APPENDIX B PROOF OF PROPOSITION 1 > REFERENCES",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_100,5C,resource allocation trade-off,resource allocation dilemma,fuzzy:85.18518518518519,INDIRECT,"The snippet describes a researcher's background and interests, including wireless resource allocation, but does not explicitly discuss the concept of resource allocation trade-off.","University, Idaho. He is currently a John and Rebecca Moores Professor at the Electrical and Computer Engineering Department and the Computer Science Department, University of Houston, TX, USA. His research targets on the novel game-theory related concepts critical to enabling efficient and distributive use of wireless networks with limited resources. His other research interests include wireless resource allocation and management, wireless communications and networking, quantum computing, data science, smart grid, carbon neutralization, and security and privacy. He received the NSF Career Award in 2010, the Fred W. Ellersick Prize of the IEEE Communication Society in 2011, the EURASIP Best Paper Award for the Journal on Advances in Signal Processing in 2015, the IEEE Leonard G. Abraham Prize in the field of Communications Systems (Best Paper Award in IEEE JSAC) in 2016, the IEEE Vehicular Technology Society 2022 Best Land Transportation Paper Award, and several best paper awards in IEEE conferences. He was an IEEE Communications Society Distinguished Lecturer from 2015 to 2018, an ACM Distinguished Speaker from 2022 to 2025, an AAAS Fellow since 2019, and an ACM Fellow since 2024. He has been a 1% highly cited researcher since 2017 according to Web of Science. He is also the winner of the 2021 IEEE Kiyo Tomiyasu Award (an IEEE Field Award), for outstanding early to mid-career contributions to technologies holding the promise of innovative applications, with the following citation: ""for contributions to game theory and distributed management of autonomous communication networks.""",853,853,"<span id=""page-14-21""></span>APPENDIX B PROOF OF PROPOSITION 1 > REFERENCES",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_102,5C,rate-resolution trade-off,rate-resolution trade-off,fuzzy:100.0,NONE,"The provided snippet does not directly mention or imply a rate-resolution trade-off, which typically refers to the balance between the speed of a process and the level of detail or precision it achieves.",N,352,352,Algorithm 3 Iterative Search and Update Framework of ABC Algorithm,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_102,5C,pareto optimal,Pareto efficiency,fuzzy:100.0,NONE,"The provided snippet does not directly relate to or explain the concept of Pareto optimality, which is a state where no other alternative can improve one aspect without making another aspect worse.",N,352,352,Algorithm 3 Iterative Search and Update Framework of ABC Algorithm,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_102,5C,capacity-resolution quotient,capacity-resolution quotient,fuzzy:100.0,NONE,"The snippet does not provide a clear definition or explanation of the concept 'capacity-resolution quotient', and the context appears unrelated to the concept.",N,352,352,Algorithm 3 Iterative Search and Update Framework of ABC Algorithm,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_102,5C,fisher information constraint,fisher information constraint,fuzzy:100.0,NONE,"The provided snippet does not directly mention or relate to the concept of Fisher information constraint, and the given context appears to be about an algorithm or process unrelated to the concept.",N,352,352,Algorithm 3 Iterative Search and Update Framework of ABC Algorithm,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_102,5C,resource allocation trade-off,resource allocation trade-off,fuzzy:100.0,INDIRECT,"The concept of resource allocation trade-off is indirectly related to the given snippet, which discusses population size and maximum cycle number, implying a need to balance resources for optimization.",N,352,352,Algorithm 3 Iterative Search and Update Framework of ABC Algorithm,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_108,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The concept of pareto optimal is related to the idea of optimizing multiple objectives simultaneously. In this snippet, Theorem 1 provides an optimal solution to the problem (P1), which is a part of a larger optimization goal. The solution is an approximation, and the optimization goal is to maximize the proportion of areas exceeding a certain threshold. This is an indirect reference to the concept of pareto optimal, as it involves optimizing multiple objectives (e.g., light intensity, area coverage), but does not explicitly mention the concept.","**Theorem 1.** In the first phase of O-ISAC, the optimal source layout that maximizes the proportion of areas exceeding the threshold  $\rho_I$ , i.e., the optimal solution to (P1), can be approximated by  $\mathbf{p}_{O-AP,m}^* = (\varepsilon^* \cos \xi_m^*, \varepsilon^* \sin \xi_m^*, \mathcal{H})$ , where",194,194,Optical Integrated Sensing and Communication with Light-Emitting Diode > III. SYNERGIES BETWEEN OPTICAL SENSING AND OPTICAL COMMUNICATION,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_108,5C,pareto optimal,Optimal solution,lexical,NONE,"This snippet does not mention the concept of pareto optimal or any related ideas. It presents numerical and simulation results for the proposed O-ISAC system, focusing on the optimal light source distribution and performance metrics such as BER and MSE. There is no indication of optimizing multiple objectives or achieving a pareto optimal solution.","Our initial focus centers around determining the optimal light source distribution in the first phase. For the proposed criterion in (18) maximizing the area in which the light intensity surpasses a threshold, we use the approximated optimal solution given in Theorem 1, and the threshold of the received light intensity is set to  $\rho_I = 0.8 \times 10^{-4}$ . Fig. 4 presents the achieved performances of this criteria: (a) is the light intensity distribution across the entire room, (b) is the achieved BER, and (c) is the achieved MSE. To quantitatively analyze Fig. 4, we set a reference value for both communication BER and sensing MSE at  $10^{-4}$ . The optimization goal proposed in (18) demonstrates favorable performance in all three metrics, as illustrated in Fig. 4. The proportions exceeding their respective thresholds are 89.12%, 70.98%, and 89.12%, respectively.",231,231,Optical Integrated Sensing and Communication with Light-Emitting Diode > III. SYNERGIES BETWEEN OPTICAL SENSING AND OPTICAL COMMUNICATION > IV. OPTICAL BEAMFORMING > V. NUMERICAL AND SIMULATION RESULTS,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_111,5C,capacity-resolution quotient,capacity-resolution quotient,lexical,INDIRECT,"The concept of capacity-resolution quotient is mentioned in the context of photonics-assisted joint radar and communication systems, but it is not directly defined or explained in the snippet. Instead, it is referenced as part of a table summarizing various JRC links, indicating an indirect mention of the concept.","Table 1 summarizes the waveform mode, central frequency, communication rate, radar resolution, and capacity-resolution quotient (CRQ) [9] of typical photonics-assisted mmW/THz JRC links. However, the communications in the studies mentioned above are exclusively based on offline (OL) digital signal processing (DSP). Due to limitations in bandwidth, sampling rate, and accuracy of high-speed digital-to-analog/analog-todigital converters, achieving real-time (RT) processing for ultra-high-speed communication data remains challenging. Additionally, the phase noise and frequency offset caused by the freerunning laser beats severely limit more accurate spatial distance measurement. To effectively mitigate the frequency offset and phase noise at the transmitting end, techniques such as phaselocked loops, optical injection locking, or optical",15,15,A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics > **Introduction**,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_111,5C,capacity-resolution quotient,CRQ,lexical,DIRECT,"The CRQ value is directly provided in a table, showing a specific value of 9 Gbps/cm for a TDM-based JRC link.",| Wave.<br>Mode  | Cent.<br>Freq.<br>(GHz) | Com.<br>Rate<br>(Gbps) | Sen.<br>Res.<br>(cm) | CRQ<br>(Gbps/cm) |,19,19,A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics > **Introduction**,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_111,5C,capacity-resolution quotient,CRQ,lexical,DIRECT,"The CRQ is directly mentioned with a specific value of 125.516 Gbps/cm, achieved by the proposed FDM-based JRC link.","This study integrates high-speed communication and high-resolution sensing in the sub-THz band employing the commonly used FDM method. Real-time communication of 125.516 Gbps has been successfully demonstrated utilizing a 2×2 multiple-input multiple-output (MIMO) fiber-wireless-fiber communication architecture [10], and the high-speed real-time processing capability of the state-of-the-art commercial digital coherent optics (DCO) modules. Meanwhile, offline sensing of the two targets with a radial distance of 10 mm is realized by utilizing a sub-THz local oscillator (LO) homologous to the radiated sub-THz sensing signals for mitigating the frequency offset and phase noise caused by the free-running laser beats. Eventually, the highspeed communication and high-precision sensing resulted in a remarkable CRQ of up to 125.516 Gbps/cm.",34,34,A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics > **Introduction**,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_111,5C,capacity-resolution quotient,CRQ,lexical,DIRECT,"The CRQ is directly mentioned with a specific value of 125.516 Gbps/cm, achieved by the proposed ISAC link, and highlighted as a remarkable result.","We have proposed and demonstrated a photonics-assisted ISAC link in the D-band. The proposed architecture enables high-speed real-time communication using the mature DCO module. Meanwhile, high-precision sensing is realized by effectively mitigating the phase noise and frequency offset caused by the free-running laser beats. The experimental results demonstrate the simultaneous achievement of an offline spatial resolution of 10 mm and a real-time data rate of 125.516 Gbps after transmission over a wireless distance of 0.82 m. The exceptional spatial resolution and high data rate resulted in a remarkable CRQ of 125.516 Gbps/cm.",88,88,A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics > **Introduction** > **Experimental setup** > Conclusion,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_112,5C,rate-resolution trade-off,rate vs. resolution,fuzzy:100.0,NONE,"The given snippet does not explicitly mention or imply a rate-resolution trade-off. It appears to be a mathematical equation for calculating some form of error (PE) and is followed by a mention of an algorithm, but there's no direct or indirect indication of a trade-off between rate and resolution.",.,301,301,"Optical IRS-Aided Indoor Visible Light Fingerprint Localization > <span id=""page-5-2""></span>Algorithm 2 DE-WI-Based Weight Calculation Algorithm > IV. OPTICAL IRS-AIDED LOCALIZATION ALGORITHM > <span id=""page-6-0""></span>Algorithm 3 IRSPba VLP Algorithm",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_112,5C,fisher information constraint,fisher information constraint,fuzzy:100.0,INDIRECT,"The concept of Fisher information constraint is related to the construction of the H matrix, which is used in the given snippet. Although the snippet does not directly mention Fisher information, the matrix construction is a step towards calculating the Fisher information matrix, which is used to impose constraints in various estimation problems.",for,288,288,"Optical IRS-Aided Indoor Visible Light Fingerprint Localization > <span id=""page-5-2""></span>Algorithm 2 DE-WI-Based Weight Calculation Algorithm > IV. OPTICAL IRS-AIDED LOCALIZATION ALGORITHM > <span id=""page-6-0""></span>Algorithm 3 IRSPba VLP Algorithm",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_114,5C,pareto optimal,Optimal solution,fuzzy:87.5,NONE,"The concept of pareto optimal is not mentioned in the given snippet, which focuses on energy harvesting and SLIPT systems in wireless networks.","A growing number of IoT applications, with broad prospects across domains such as smart cities, smart oceans, and smart exploration, are continuously emerging. A large number of low-power devices have been integrated into wireless networks to perform sensing and communication tasks [37]. Especially, autonomous wireless sensor networks deployed in remote or hazardous environments face an urgent need to extend battery life or achieve battery-free operation, thereby reducing the reliance on manual recharging or battery replacement. Meanwhile, the quality-of-service requirements of mobile terminals are becoming increasingly diverse, encompassing high-speed data transmission, high-precision sensing, and sustainable operation [38], [39]. Existing OWC, optical sensing, and optical wireless power transfer (OWPT) systems, due to their singlefunction nature and competition for resources, are no longer adequate to meet the growing complexity of functional demands and the goals of green development. Extensive research on O-ISAC and SLIPT has demonstrated their advantages in hardware sharing and spectrum reuse. However, these dualfunction systems still offer only partial solutions and face limitations in system flexibility, functional integration, and resource utilization.",43,43,I. INTRODUCTION,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_117,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:100.0,NONE,The given snippet appears to be a mathematical equation related to IFFT (Inverse Fast Fourier Transform) and does not directly or indirectly mention the concept of rate-resolution trade-off.,and,68,68,A. Integrated Signal Generation,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_119,5C,capacity-resolution quotient,capacity-resolution quotient,lexical,NONE,The concept of capacity-resolution quotient is not mentioned in this snippet.,"Abstract—The coexistence needs of sensing and communication in millimeter-wave (mmW) bands have urgently driven the seamless integration of sensing and communication in the upcoming mmW era. However, the time-frequency competition between the two functions makes it difficult to accommodate both high sensing resolution and large communication capacity. In this article, we have designed a W-band fiber-wireless link with the integrated sensing and communication functions enabled by electromagnetic polarization multiplexing. The ultra-wideband fiber-wireless link in W band is enabled by the asymmetrical single-sideband modulation along with the optical heterodyne up-conversion. The electromagnetic polarization multiplexing allocates the sensing and communication functions on two orthogonal electromagnetic polarizations, respectively. Thus, all time-frequency resources of the fiber-wireless link can simultaneously serve these two functions without any resource competition, contributing to an ultra-high spatial resolution and an ultra-large data capacity at the same time. Our experimental results show the spatial resolution of up to 15  $\,\mathrm{mm}$ and data rate as high as 92 Gbit/s were simultaneously realized in W band after delivering over a 10.8-m wireless distance. The overall improvement of both the sensing and communication performance, to the best of our knowledge, led to a record capacity-resolution quotient of 61.333 Gbit/s/cm. In addition, we have qualitatively investigated the integrated sensing and communication fiber-wireless link, in terms of the carrier frequency, system bandwidth, multimmW access, and electromagnetic polarization crosstalk.",9,9,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_119,5C,capacity-resolution quotient,capacity-resolution quotient,lexical,DIRECT,The snippet defines the capacity-resolution quotient (CRQ) as the ratio of wireless rate to radial resolution.,"To integrate radar and communication functions in mmW bands, many photonics-assisted joint radar and communication (JRC) systems have been reported in recent two years, using time-division multiplexing (TDM) [\[23\],](#page-9-0) [\[24\],](#page-9-0) [\[25\],](#page-9-0) frequencydivision multiplexing (FDM) [\[26\],](#page-9-0) [\[27\],](#page-9-0) [\[28\],](#page-9-0) [\[29\],](#page-9-0) and cotime and co-frequency (CTCF) mechanisms [\[30\],](#page-9-0) [\[31\],](#page-9-0) [\[32\],](#page-9-0) [\[33\],](#page-10-0) [\[34\],](#page-10-0) [\[35\].](#page-10-0) Fig. 2 summarizes these existing photonicsassisted JRC links, in terms of the waveform mode, radar resolution, communication capacity, and capacity-resolution quotient (CRQ). Here, the CRQ is defined as the ratio of wireless rate to radial resolution (A more detailed explanation will be given in the next section).",43,43,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_119,5C,capacity-resolution quotient,CRQ,lexical,DIRECT,The snippet mentions and defines the capacity-resolution quotient (CRQ) in the context of JRC systems.,"The TDM mechanism arranges radar and communication waveforms in different time slots to share the limited operating bandwidth of the JRC systems. In [\[23\],](#page-9-0) a W-band JRC system using frequency quadrupling was presented. By balancing the time slots for radar and communication, a 10-cm radial resolution and a 10-Gbit/s communication rate were achieved. To improve the communication rate, the frequency quadrupling was replaced by coherent up-conversion to obtain higher modulation bandwidth [\[24\].](#page-9-0) Despite the communication rate was increased to 46.55 Gbit/s using advanced digital signal processing (DSP), the radial resolution remained unchanged. For higher carrier frequency, a 300-GHz band JRC system using an uni-travelingcarrier photodiode was reported in [\[25\].](#page-9-0) However, the radial resolution and data rate were respectively limited to only 19 cm and 1 Gbit/s, resulting in a CRQ of only 0.0526 Gbit/s/cm.",45,45,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_119,5C,capacity-resolution quotient,CRQ,lexical,DIRECT,The concept of capacity-resolution quotient (CRQ) is directly mentioned and calculated in this snippet.,"The FDM mechanism arranges radar and communication waveforms in different frequency bands to avoid the service interruptions. In our previous work [\[26\],](#page-9-0) a 28-GHz band JRC system based on polarization interleaving and polarizationinsensitive filtering was reported. The communication rate reached 23 Gbit/s, but the radial resolution was only 30 cm due to the bandwidth competition. In a W-band JRC system with more available bandwidth [\[27\],](#page-9-0) despite the communication capacity was improved to 78 Gbit/s using sophisticated DSP, the measured radial resolution was merely improved to 20 cm. To flexibly allocate the bandwidth resource for the two functions, a W-band JRC network with adaptive waveforms was put forward in [\[28\].](#page-9-0) When the access rate was switched from 5.98 to 32.34 Gbit/s, the radial resolution was correspondingly deteriorated from 1.86 to 6.94 cm. For multi-user communication, non-orthogonal multiple access was adopted in a 100-GHz JRC system [\[29\].](#page-9-0) However, the low data rate and poor radial resolution limited the CRQ to only 0.104 Gbit/s/cm.",47,47,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_119,5C,capacity-resolution quotient,CRQ,lexical,INDIRECT,"The concept of capacity-resolution quotient (CRQ) is mentioned in the context, but it is not the primary focus of the discussion. The text provides various examples of JRC systems with different frequency bands, communication rates, and radial resolutions, and the CRQ is only mentioned as a limitation of one of the systems, indicating an indirect relationship to the main topic.","The CTCF mechanism usually achieves the two functions using integrated waveforms, which can ensure uninterrupted services and avoid the mutual interference between the radar and communication frequency bands. In [\[30\],](#page-9-0) a K-band ISAC method was reported by simply encoding the radar waveform with an amplitude-shift keying signal. Even though the radial resolution was up to 1.9 cm, the communication capacity was only 0.1 Gbit/s due to the binary amplitude modulation. To increase the modulation order, two-channel data fusion was used in [\[31\],](#page-9-0) but the communication capacity was slightly improved to 0.3356 Gbit/s. To further improve the overall performance, the radial resolution and communication capacity were respectively boosted to 8 Gbit/s and 1.5 cm using angle modulation [\[32\].](#page-9-0) In our previous work, we balanced the radar and communication performance by encoding a DC-offset QPSK signal on a linear frequency-modulated continuous wave (LFMCW) [\[33\].](#page-10-0) In [\[34\],](#page-10-0) an orthogonal frequency-division multiplexing (OFDM) waveform was used to achieve the two functions in Ka band for better compatibility with commercial communication networks. However, the CRQ only reached 0.008 Gbit/s/cm due to the limited data rate and poor radial resolution. In [\[35\],](#page-10-0) a tunable K/W-band OFDM ISAC system was proposed based on optoelectronic oscillation. The radial resolution and data rate were improved to 1.5 cm and 32 Gbit/s in W band, leading to a CRQ of 21.333 Gbit/s/cm.",49,49,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_123,5C,fisher information constraint,fisher information constraint,fuzzy:100.0,NONE,"The snippet does not mention or imply the concept of Fisher information constraint, which is related to the amount of information that a random variable or a sample of data provides about an unknown parameter. The given equation appears to describe the time derivative of a position vector in a robotic or autonomous system context, without any direct connection to Fisher information.",is,122,122,A. Leader-Follower Kinematics,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_123,5C,resource allocation trade-off,resource allocation compromise,fuzzy:100.0,NONE,"The snippet appears to be a mathematical equation related to the time derivative of a vector, with no direct or indirect mention of resource allocation trade-off.",is,122,122,A. Leader-Follower Kinematics,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_124,5C,fisher information constraint,Cramér-Rao bound,fuzzy:87.5,NONE,"The provided snippet does not mention the concept of 'fisher information constraint' or any related terms, indicating no direct or indirect connection to the concept.","- [19] J. Werner, J. Wang, A. Hakkarainen, D. Cabric and M. Valkama, ""Performance and Cramer–Rao Bounds for DoA/RSS Estimation and Transmitter Localization Using Sectorized Antennas*,"" IEEE Trans. Veh. Technol.*, vol. 65, no. 5, pp. 3255-3270, May 2016.",337,337,REFERENCES,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_127,5C,pareto optimal,Non-dominated solution,fuzzy:86.36363636363636,NONE,The concept of pareto optimal is not mentioned in this snippet.,"**ABSTRACT** Underwater Optical Wireless Communication (UOWC) systems are subject to significant degradation due to dynamic salinity gradients, temperature variations, and turbulence-induced noise, which distort light propagation and compromise data integrity. To mitigate these challenges, we propose an adaptive framework integrating: Long Short-Term Memory (LSTM)-based environmental prediction, Deep Reinforcement Learning (DRL)-based control, and a Non-dominated Sorting Genetic Algorithm II (NSGA-II) multi-objective optimization for real-time reconfiguration of Reconfigurable Intelligent Surface (RIS). The LSTM model forecasts underwater conditions with a mean absolute error (MAE) of 0.008 PSU, facilitating proactive system adaptation. Experimental evaluations demonstrate that the system achieves a 41.4% reduction in BER, reaching a minimum of  $2.3 \times 10^{-5}$  compared to the static RIS baseline, a secrecy rate of 8.2 bps/Hz, 22.2% energy savings, and low reconfiguration latency of 47.3 ms, ensuring operation within the channel coherence time. These results set a new performance benchmark for secure and efficient UOWC systems, with applications in underwater surveillance, environmental monitoring, and offshore communication networks.",23,23,Adaptive RIS Optimization for Secure Underwater Optical Communications,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_127,5C,pareto optimal,Non-dominated solution,fuzzy:86.36363636363636,NONE,The concept of pareto optimal is not mentioned in this snippet.,"salinity gradients, turbulence, and temperature variations, and introduces an adaptive control loop incorporating Long Short-Term Memory (LSTM) networks, Deep Reinforcement Learning (DRL), and a Non-dominated Sorting Genetic Algorithm II (NSGA-II) optimizer.",89,89,"<span id=""page-2-1""></span><span id=""page-2-0""></span>**III. SYSTEM MODEL AND OPTIMIZATION FRAMEWORK**",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_127,5C,pareto optimal,Non-dominated solution,fuzzy:86.36363636363636,INDIRECT,"The snippet mentions the use of a Non-dominated Sorting Genetic Algorithm II (NSGA-II), which is a multi-objective optimization algorithm that can be used to find pareto optimal solutions, but it does not explicitly mention the concept of pareto optimal.","As illustrated in Fig. 2, real-time salinity and temperature data collected by onboard environmental sensors are first processed by the LSTM predictor. The outputs are then passed to a Deep Reinforcement Learning (DRL) module, which evaluates candidate phase shift actions based on a reward function incorporating secrecy rate, bit error rate (BER), and energy consumption. These candidate solutions are further refined through a Non-dominated Sorting Genetic Algorithm II (NSGA-II), producing an optimal RIS configuration that enhances legitimate user reception while suppressing signal leakage toward potential eavesdroppers. This tightly coupled LSTM-DRL-NSGA-II architecture ensures that the RIS can be proactively reconfigured within a latency budget of 37.5  $\mu$ s per element, significantly below the typical coherence time ( $\tau_c \approx 100 \text{ms}$ ) of the underwater optical channel. The result is a robust and scalable system that maintains secrecy, energy efficiency, and link reliability under dynamically varying marine conditions.",260,260,"2) SCATTERING LOSS > 3) TURBULENCE-INDUCED FADING > 4) BEAM DIVERGENCE LOSS > <span id=""page-5-3""></span><span id=""page-5-1""></span>C. ENVIRONMENTAL PREDICTION USING LSTM",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
