track_id,title,title_source,doi,doi_source,corpus_dir,primary_markdown_path,primary_meta_path,present_in_processed_markdowns,present_in_extraction_v4_unified,present_in_legacy_included_studies_list,present_in_excluded_fulltext_log,legacy_included_doi,legacy_included_title,legacy_screening_log_match_count,legacy_screening_log_decisions,notes
O_ISAC_112,Optical IRS-Aided Indoor Visible Light Fingerprint Localization,meta_json_toc,10.1109/TGCN.2025.3589348,legacy_included_list,data/proc_markdowns/O_ISAC_112,data/proc_markdowns/O_ISAC_112/O_ISAC_112/O_ISAC_112.md,data/proc_markdowns/O_ISAC_112/O_ISAC_112/O_ISAC_112_meta.json,yes,yes,yes,no,10.1109/TGCN.2025.3589348,Optical IRS-Aided Indoor Visible Light Fingerprint Localization,1,Duplicate,
O_ISAC_113,Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network,meta_json_toc,10.1109/LPT.2025.3593343,legacy_included_list,data/proc_markdowns/O_ISAC_113,data/proc_markdowns/O_ISAC_113/O_ISAC_113/O_ISAC_113.md,data/proc_markdowns/O_ISAC_113/O_ISAC_113/O_ISAC_113_meta.json,yes,yes,yes,no,10.1109/LPT.2025.3593343,Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network,2,Duplicate,
O_ISAC_114,"Revolutionizing 6G: Experimental Validation of an Optical Integrated Communication, Sensing, and Power Transfer System",meta_json_toc,10.1109/JSAC.2025.3608091,legacy_included_list,data/proc_markdowns/O_ISAC_114,data/proc_markdowns/O_ISAC_114/O_ISAC_114/O_ISAC_114.md,data/proc_markdowns/O_ISAC_114/O_ISAC_114/O_ISAC_114_meta.json,yes,yes,yes,no,10.1109/JSAC.2025.3608091,"Revolutionizing 6G: Experimental Validation of an Optical Integrated Communication, Sensing, and Power Transfer System",0,,
O_ISAC_115,Integrated Sensing and Communication in 6G: the Deterministic Channel Models for THz Imaging,meta_json_toc,10.1109/PIMRC50174.2021.9569384,legacy_included_list,data/proc_markdowns/O_ISAC_115,data/proc_markdowns/O_ISAC_115/O_ISAC_115/O_ISAC_115.md,data/proc_markdowns/O_ISAC_115/O_ISAC_115/O_ISAC_115_meta.json,yes,yes,yes,no,10.1109/PIMRC50174.2021.9569384,Integrated Sensing and Communication in 6G: the Deterministic Channel Models for THz Imaging,1,Duplicate,
O_ISAC_116,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,meta_json_toc,10.1109/LPT.2025.3559423,legacy_included_list,data/proc_markdowns/O_ISAC_116,data/proc_markdowns/O_ISAC_116/O_ISAC_116/O_ISAC_116.md,data/proc_markdowns/O_ISAC_116/O_ISAC_116/O_ISAC_116_meta.json,yes,yes,yes,no,10.1109/LPT.2025.3559423,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,1,Duplicate,
O_ISAC_117,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,meta_json_toc,10.1109/ICICN62625.2024.10761294,legacy_included_list,data/proc_markdowns/O_ISAC_117,data/proc_markdowns/O_ISAC_117/O_ISAC_117/O_ISAC_117.md,data/proc_markdowns/O_ISAC_117/O_ISAC_117/O_ISAC_117_meta.json,yes,yes,yes,no,10.1109/ICICN62625.2024.10761294,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,1,Duplicate,
O_ISAC_118,On the Feasibility of Cyclist Detection Using MIMO-Radar for Long-Range ISAC Scenarios,meta_json_toc,10.23919/ICMU65253.2025.11219159,legacy_included_list,data/proc_markdowns/O_ISAC_118,data/proc_markdowns/O_ISAC_118/O_ISAC_118/O_ISAC_118.md,data/proc_markdowns/O_ISAC_118/O_ISAC_118/O_ISAC_118_meta.json,yes,yes,yes,no,10.23919/ICMU65253.2025.11219159,On the Feasibility of Cyclist Detection Using MIMO-Radar for Long-Range ISAC Scenarios,1,Duplicate,
O_ISAC_119,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,meta_json_toc,10.1109/JLT.2023.3280388,legacy_included_list,data/proc_markdowns/O_ISAC_119,data/proc_markdowns/O_ISAC_119/O_ISAC_119/O_ISAC_119.md,data/proc_markdowns/O_ISAC_119/O_ISAC_119/O_ISAC_119_meta.json,yes,yes,yes,no,10.1109/JLT.2023.3280388,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,1,Duplicate,
O_ISAC_120,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing,meta_json_toc,10.1109/JSSC.2023.3237462,legacy_included_list,data/proc_markdowns/O_ISAC_120,data/proc_markdowns/O_ISAC_120/O_ISAC_120/O_ISAC_120.md,data/proc_markdowns/O_ISAC_120/O_ISAC_120/O_ISAC_120_meta.json,yes,yes,yes,no,10.1109/JSSC.2023.3237462,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing,1,Duplicate,
O_ISAC_121,All-optical Computing for Direction-of-arrival Estimation Beyond Diffraction Limits,meta_json_toc,,,data/proc_markdowns/O_ISAC_121,data/proc_markdowns/O_ISAC_121/O_ISAC_121/O_ISAC_121.md,data/proc_markdowns/O_ISAC_121/O_ISAC_121/O_ISAC_121_meta.json,yes,yes,yes,no,,All-Optical Computing for Direction-of-Arrival Estimation Beyond Diffraction Limits,1,Duplicate,
O_ISAC_122,All-optical computing for super-resolution direction of arrival estimation,meta_json_toc,10.1109/ACP/IPOC63121.2024.10809945,legacy_included_list,data/proc_markdowns/O_ISAC_122,data/proc_markdowns/O_ISAC_122/O_ISAC_122/O_ISAC_122.md,data/proc_markdowns/O_ISAC_122/O_ISAC_122/O_ISAC_122_meta.json,yes,yes,yes,no,10.1109/ACP/IPOC63121.2024.10809945,All-Optical Computing for Super-Resolution Direction of Arrival Estimation,1,Duplicate,
O_ISAC_123,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,meta_json_toc,10.23919/WiOpt58741.2023.10349823,legacy_included_list,data/proc_markdowns/O_ISAC_123,data/proc_markdowns/O_ISAC_123/O_ISAC_123/O_ISAC_123.md,data/proc_markdowns/O_ISAC_123/O_ISAC_123/O_ISAC_123_meta.json,yes,yes,yes,no,10.23919/WiOpt58741.2023.10349823,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,1,Duplicate,
O_ISAC_124,Antenna-on-Display with EH<sub>1</sub>-mode Wide Spatial Beam Scanning for User-Centric Sensing and Vehicle-to-Everything Communication,meta_json_toc,10.1109/TVT.2025.3613718,legacy_included_list,data/proc_markdowns/O_ISAC_124,data/proc_markdowns/O_ISAC_124/O_ISAC_124/O_ISAC_124.md,data/proc_markdowns/O_ISAC_124/O_ISAC_124/O_ISAC_124_meta.json,yes,yes,yes,no,10.1109/TVT.2025.3613718,Antenna-on-Display with EH1-mode Wide Spatial Beam Scanning for User-Centric Sensing and Vehicle-to-Everything Communication,0,,
O_ISAC_125,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,meta_json_toc,10.1109/LAWP.2024.3436914,legacy_included_list,data/proc_markdowns/O_ISAC_125,data/proc_markdowns/O_ISAC_125/O_ISAC_125/O_ISAC_125.md,data/proc_markdowns/O_ISAC_125/O_ISAC_125/O_ISAC_125_meta.json,yes,yes,yes,no,10.1109/LAWP.2024.3436914,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,1,Duplicate,
O_ISAC_126,A General 6G Large-scale Fading Channel Model for Multiple Frequency Bands and Scenarios,meta_json_toc,10.1109/ICCC65529.2025.11148844,legacy_included_list,data/proc_markdowns/O_ISAC_126,data/proc_markdowns/O_ISAC_126/O_ISAC_126/O_ISAC_126.md,data/proc_markdowns/O_ISAC_126/O_ISAC_126/O_ISAC_126_meta.json,yes,yes,yes,no,10.1109/ICCC65529.2025.11148844,A General 6G Large-scale Fading Channel Model for Multiple Frequency Bands and Scenarios,1,Duplicate,
O_ISAC_127,RESEARCH ARTICLE,meta_json_toc,10.1109/ACCESS.2025.3602057,legacy_included_list,data/proc_markdowns/O_ISAC_127,data/proc_markdowns/O_ISAC_127/O_ISAC_127/O_ISAC_127.md,data/proc_markdowns/O_ISAC_127/O_ISAC_127/O_ISAC_127_meta.json,yes,yes,yes,no,10.1109/ACCESS.2025.3602057,Adaptive RIS Optimization for Secure Underwater Optical Communications,1,Duplicate,
O_ISAC_128,Dual comb enabled simultaneously multi-path sensing and communication over fiber access network,meta_json_toc,10.1038/s41928-023-01022-x,markdown_extract,data/proc_markdowns/O_ISAC_128,data/proc_markdowns/O_ISAC_128/O_ISAC_128/O_ISAC_128.md,data/proc_markdowns/O_ISAC_128/O_ISAC_128/O_ISAC_128_meta.json,yes,yes,yes,no,,Dual comb enabled simultaneously multi-path sensing and communication over fiber access network,0,,
O_ISAC_129,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,meta_json_toc,10.1109/VTC2024-Spring62846.2024.10683127,legacy_included_list,data/proc_markdowns/O_ISAC_129,data/proc_markdowns/O_ISAC_129/O_ISAC_129/O_ISAC_129.md,data/proc_markdowns/O_ISAC_129/O_ISAC_129/O_ISAC_129_meta.json,yes,yes,yes,no,10.1109/VTC2024-Spring62846.2024.10683127,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,1,Duplicate,
O_ISAC_130,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,meta_json_toc,10.1109/TIM.2025.3595231,legacy_included_list,data/proc_markdowns/O_ISAC_130,data/proc_markdowns/O_ISAC_130/O_ISAC_130/O_ISAC_130.md,data/proc_markdowns/O_ISAC_130/O_ISAC_130/O_ISAC_130_meta.json,yes,yes,yes,no,10.1109/TIM.2025.3595231,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,1,Duplicate,
O_ISAC_131,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,meta_json_toc,10.1109/ICCC62479.2024.10681813,legacy_included_list,data/proc_markdowns/O_ISAC_131,data/proc_markdowns/O_ISAC_131/O_ISAC_131/O_ISAC_131.md,data/proc_markdowns/O_ISAC_131/O_ISAC_131/O_ISAC_131_meta.json,yes,yes,yes,no,10.1109/ICCC62479.2024.10681813,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,1,Duplicate,
O_ISAC_132,Broadband Photon-Assisted Terahertz Communication and Sensing,meta_json_toc,10.1109/JLT.2023.3252821,legacy_included_list,data/proc_markdowns/O_ISAC_132,data/proc_markdowns/O_ISAC_132/O_ISAC_132/O_ISAC_132.md,data/proc_markdowns/O_ISAC_132/O_ISAC_132/O_ISAC_132_meta.json,yes,yes,yes,no,10.1109/JLT.2023.3252821,Broadband Photon-Assisted Terahertz Communication and Sensing,1,Duplicate,
O_ISAC_133,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,meta_json_toc,10.1109/TVT.2025.3640107,legacy_included_list,data/proc_markdowns/O_ISAC_133,data/proc_markdowns/O_ISAC_133/O_ISAC_133/O_ISAC_133.md,data/proc_markdowns/O_ISAC_133/O_ISAC_133/O_ISAC_133_meta.json,yes,yes,yes,no,10.1109/TVT.2025.3640107,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,1,Duplicate,
O_ISAC_134,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,meta_json_toc,10.1109/OJCOMS.2025.3577193,legacy_included_list,data/proc_markdowns/O_ISAC_134,data/proc_markdowns/O_ISAC_134/O_ISAC_134/O_ISAC_134.md,data/proc_markdowns/O_ISAC_134/O_ISAC_134/O_ISAC_134_meta.json,yes,yes,yes,no,10.1109/OJCOMS.2025.3577193,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,1,Duplicate,
O_ISAC_135,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,meta_json_toc,10.1109/TGRS.2017.2769003,legacy_included_list,data/proc_markdowns/O_ISAC_135,data/proc_markdowns/O_ISAC_135/O_ISAC_135/O_ISAC_135.md,data/proc_markdowns/O_ISAC_135/O_ISAC_135/O_ISAC_135_meta.json,yes,yes,yes,no,10.1109/TGRS.2017.2769003,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,0,,
O_ISAC_136,New Paradigm for Integrated Sensing and Communication with Rydberg Atomic Receiver,meta_json_toc,10.1109/MCOM.001.2500371,legacy_included_list,data/proc_markdowns/O_ISAC_136,data/proc_markdowns/O_ISAC_136/O_ISAC_136/O_ISAC_136.md,data/proc_markdowns/O_ISAC_136/O_ISAC_136/O_ISAC_136_meta.json,yes,yes,yes,no,10.1109/MCOM.001.2500371,New Paradigm for Integrated Sensing and Communication with Rydberg Atomic Receiver,1,Duplicate,
O_ISAC_137,CONTINUOUS EVENT RECORDING TECHNOLOGY FOR INTEGRATED SENSING AND COMMUNICATIONS IN SPACE,meta_json_toc,10.1109/IGARSS53475.2024.10642111,legacy_included_list,data/proc_markdowns/O_ISAC_137,data/proc_markdowns/O_ISAC_137/O_ISAC_137/O_ISAC_137.md,data/proc_markdowns/O_ISAC_137/O_ISAC_137/O_ISAC_137_meta.json,yes,yes,yes,no,10.1109/IGARSS53475.2024.10642111,Continuous Event Recording Technology For Integrated Sensing And Communications In Space,1,Duplicate,
O_ISAC_138,MPFusionNet: Transformer-Based Multi-Modal Perception Fusion for Predictive Beamforming in Low-Altitude UAV Communication Networks,meta_json_toc,10.1109/JIOT.2025.3623880,legacy_included_list,data/proc_markdowns/O_ISAC_138,data/proc_markdowns/O_ISAC_138/O_ISAC_138/O_ISAC_138.md,data/proc_markdowns/O_ISAC_138/O_ISAC_138/O_ISAC_138_meta.json,yes,yes,yes,no,10.1109/JIOT.2025.3623880,MPFusionNet: Transformer-Based Multi-Modal Perception Fusion for Predictive Beamforming in Low-Altitude UAV Communication Networks,0,,
O_ISAC_139,Sensing Assisted Localization Services,meta_json_toc,10.23919/WiOpt66569.2025.11123308,legacy_included_list,data/proc_markdowns/O_ISAC_139,data/proc_markdowns/O_ISAC_139/O_ISAC_139/O_ISAC_139.md,data/proc_markdowns/O_ISAC_139/O_ISAC_139/O_ISAC_139_meta.json,yes,yes,yes,no,10.23919/WiOpt66569.2025.11123308,Sensing Assisted Localization Services for Indoor Environments,1,Duplicate,
O_ISAC_140,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals,meta_json_toc,10.1109/VTC2024-Spring62846.2024.10683334,legacy_included_list,data/proc_markdowns/O_ISAC_140,data/proc_markdowns/O_ISAC_140/O_ISAC_140/O_ISAC_140.md,data/proc_markdowns/O_ISAC_140/O_ISAC_140/O_ISAC_140_meta.json,yes,yes,yes,no,10.1109/VTC2024-Spring62846.2024.10683334,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals,0,,
O_ISAC_141,Electromagnetic Field Exposure-Aware AI Framework for Integrated Sensing and Communications-Enabled Ambient Backscatter Wireless Networks,meta_json_toc,10.1109/JIOT.2024.3394041,legacy_included_list,data/proc_markdowns/O_ISAC_141,data/proc_markdowns/O_ISAC_141/O_ISAC_141/O_ISAC_141.md,data/proc_markdowns/O_ISAC_141/O_ISAC_141/O_ISAC_141_meta.json,yes,yes,yes,no,10.1109/JIOT.2024.3394041,Electromagnetic Field Exposure-Aware AI Framework for Integrated Sensing and Communications-Enabled Ambient Backscatter Wireless Networks,0,,
O_ISAC_142,Intelligent Surfaces Empowered Wireless Network: Recent Advances and the Road to 6G,meta_json_toc,10.1109/JPROC.2024.3397910,legacy_included_list,data/proc_markdowns/O_ISAC_142,data/proc_markdowns/O_ISAC_142/O_ISAC_142/O_ISAC_142.md,data/proc_markdowns/O_ISAC_142/O_ISAC_142/O_ISAC_142_meta.json,yes,yes,yes,no,10.1109/JPROC.2024.3397910,Intelligent Surfaces Empowered Wireless Network: Recent Advances and the Road to 6G,0,,
O_ISAC_143,Demo: Integrated On-site Localization and Optical Camera Communication for Drones,meta_json_toc,10.1109/WoWMoM57956.2023.00055,legacy_included_list,data/proc_markdowns/O_ISAC_143,data/proc_markdowns/O_ISAC_143/O_ISAC_143/O_ISAC_143.md,data/proc_markdowns/O_ISAC_143/O_ISAC_143/O_ISAC_143_meta.json,yes,yes,yes,no,10.1109/WoWMoM57956.2023.00055,Demo: Integrated On-site Localization and Optical Camera Communication for Drones,1,Duplicate,
O_ISAC_144,"Multichannel Wind-Signal Driven Digital Twin for a 50 m2 Heliostat: Compressed Sampling, Load Estimation and Edge–Cloud Hybrid Computing",meta_json_toc,10.1109/ICSPCC66825.2025.11194376,legacy_included_list,data/proc_markdowns/O_ISAC_144,data/proc_markdowns/O_ISAC_144/O_ISAC_144/O_ISAC_144.md,data/proc_markdowns/O_ISAC_144/O_ISAC_144/O_ISAC_144_meta.json,yes,yes,yes,no,10.1109/ICSPCC66825.2025.11194376,"Multichannel Wind-Signal Driven Digital Twin for a 50 m2 Heliostat: Compressed Sampling, Load Estimation and Edge–Cloud Hybrid Computing",1,Duplicate,
O_ISAC_145,Secrecy Energy Efficiency of Hybrid Wireless Body Area Networks,meta_json_toc,10.1109/TMC.2025.3618098,legacy_included_list,data/proc_markdowns/O_ISAC_145,data/proc_markdowns/O_ISAC_145/O_ISAC_145/O_ISAC_145.md,data/proc_markdowns/O_ISAC_145/O_ISAC_145/O_ISAC_145_meta.json,yes,yes,yes,no,10.1109/TMC.2025.3618098,Secrecy Energy Efficiency of Hybrid Wireless Body Area Networks,1,Duplicate,
O_ISAC_146,OPPIS DEVELOPMENT All? TRIUMF,meta_json_toc,10.1109/PAC.1997.752764,legacy_included_list,data/proc_markdowns/O_ISAC_146,data/proc_markdowns/O_ISAC_146/O_ISAC_146/O_ISAC_146.md,data/proc_markdowns/O_ISAC_146/O_ISAC_146/O_ISAC_146_meta.json,yes,yes,yes,no,10.1109/PAC.1997.752764,OPPIS development at TRIUMF,0,,
O_ISAC_147,Remote Sensing of Waved Sea Surface: Combined Passive and Active Microwave Measurements During the CAPMOS'05 Experiment,meta_json_toc,10.1109/IGARSS.2007.4422954,legacy_included_list,data/proc_markdowns/O_ISAC_147,data/proc_markdowns/O_ISAC_147/O_ISAC_147/O_ISAC_147.md,data/proc_markdowns/O_ISAC_147/O_ISAC_147/O_ISAC_147_meta.json,yes,yes,yes,no,10.1109/IGARSS.2007.4422954,Remote sensing of waved sea surface: combined passive and active microwave measurements during the CAPMOS’05 experiment,0,,
O_ISAC_148,DOCUMENTATION OF FLOODS AND FIRES IN MIDDLE EAST CULTURAL HERITAGE SITES THROUGH MULTI-SENSOR SATELLITE DATA AND EARTH OBSERVATION PLATFORMS,meta_json_toc,10.1109/M2GARSS52314.2022.9839932,legacy_included_list,data/proc_markdowns/O_ISAC_148,data/proc_markdowns/O_ISAC_148/O_ISAC_148/O_ISAC_148.md,data/proc_markdowns/O_ISAC_148/O_ISAC_148/O_ISAC_148_meta.json,yes,yes,yes,no,10.1109/M2GARSS52314.2022.9839932,Documentation of Floods and Fires in Middle East Cultural Heritage Sites Through Multi-Sensor Satellite Data and Earth Observation Platforms,0,,
O_ISAC_149,MOBILE FLIGHT TEST SUPPORT,meta_json_toc,10.1109/DASC.1994.369416,legacy_included_list,data/proc_markdowns/O_ISAC_149,data/proc_markdowns/O_ISAC_149/O_ISAC_149/O_ISAC_149.md,data/proc_markdowns/O_ISAC_149/O_ISAC_149/O_ISAC_149_meta.json,yes,yes,yes,no,10.1109/DASC.1994.369416,Mobile flight test support,0,,
O_ISAC_150,"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",meta_json_toc,10.1109/OJCOMS.2020.3010270,legacy_included_list,data/proc_markdowns/O_ISAC_150,data/proc_markdowns/O_ISAC_150/O_ISAC_150/O_ISAC_150.md,data/proc_markdowns/O_ISAC_150/O_ISAC_150/O_ISAC_150_meta.json,yes,yes,yes,no,10.1109/OJCOMS.2020.3010270,"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",2,Duplicate,
O_ISAC_151,BigFiberNet: LLMs and Fabric Computing Empowered Large-Scale Non-Disturbance Mobile Sensing Networks,meta_json_toc,10.1109/MNET.2024.3519187,legacy_included_list,data/proc_markdowns/O_ISAC_151,data/proc_markdowns/O_ISAC_151/O_ISAC_151/O_ISAC_151.md,data/proc_markdowns/O_ISAC_151/O_ISAC_151/O_ISAC_151_meta.json,yes,yes,yes,no,10.1109/MNET.2024.3519187,BigFiberNet: LLMs and Fabric Computing Empowered Large-Scale Non-Disturbance Mobile Sensing Networks,0,,
O_ISAC_152,"Photonics-assisted System for Joint Radar Ranging, Wireless Communications and Spectrum Sensing",meta_json_toc,10.1109/JLT.2025.3632104,legacy_included_list,data/proc_markdowns/O_ISAC_152,data/proc_markdowns/O_ISAC_152/O_ISAC_152/O_ISAC_152.md,data/proc_markdowns/O_ISAC_152/O_ISAC_152/O_ISAC_152_meta.json,yes,yes,yes,no,10.1109/JLT.2025.3632104,"Photonics-assisted System for Joint Radar Ranging, Wireless Communications and Spectrum Sensing",1,Duplicate,
O_ISAC_153,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,meta_json_toc,10.1109/JSEN.2024.3470995,legacy_included_list,data/proc_markdowns/O_ISAC_153,data/proc_markdowns/O_ISAC_153/O_ISAC_153/O_ISAC_153.md,data/proc_markdowns/O_ISAC_153/O_ISAC_153/O_ISAC_153_meta.json,yes,yes,yes,no,10.1109/JSEN.2024.3470995,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,1,Duplicate,
O_ISAC_154,SPACEBORNE MICROWAVE AND INFRARED RADIOMETRIC OBSERVATIONS DURING THE SUBPLINIAN ERUPTION OF CALBUCO VOLCANO IN 2015,meta_json_toc,10.1109/IGARSS.2016.7730503,legacy_included_list,data/proc_markdowns/O_ISAC_154,data/proc_markdowns/O_ISAC_154/O_ISAC_154/O_ISAC_154.md,data/proc_markdowns/O_ISAC_154/O_ISAC_154/O_ISAC_154_meta.json,yes,yes,yes,no,10.1109/IGARSS.2016.7730503,Spaceborne microwave and infrared radiometric observations during the sub-Plinian eruption of Calbuco volcano in 2015,0,,
O_ISAC_155,Demo: Towards 6G-Enabled Multi-Robot Process Orchestration in Complex Logistics Environments,meta_json_toc,10.1109/LCN65610.2025.11146333,legacy_included_list,data/proc_markdowns/O_ISAC_155,data/proc_markdowns/O_ISAC_155/O_ISAC_155/O_ISAC_155.md,data/proc_markdowns/O_ISAC_155/O_ISAC_155/O_ISAC_155_meta.json,yes,yes,yes,no,10.1109/LCN65610.2025.11146333,Demo: Towards 6G-Enabled Multi-Robot Process Orchestration in Complex Logistics Environments,0,,
O_ISAC_156,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",meta_json_toc,10.1109/COMST.2023.3327327,legacy_included_list,data/proc_markdowns/O_ISAC_156,data/proc_markdowns/O_ISAC_156/O_ISAC_156/O_ISAC_156.md,data/proc_markdowns/O_ISAC_156/O_ISAC_156/O_ISAC_156_meta.json,yes,yes,yes,no,10.1109/COMST.2023.3327327,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",1,Duplicate,
O_ISAC_157,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,meta_json_toc,10.1109/TIM.2024.3391338,legacy_included_list,data/proc_markdowns/O_ISAC_157,data/proc_markdowns/O_ISAC_157/O_ISAC_157/O_ISAC_157.md,data/proc_markdowns/O_ISAC_157/O_ISAC_157/O_ISAC_157_meta.json,yes,yes,yes,no,10.1109/TIM.2024.3391338,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,1,Duplicate,
O_ISAC_158,From the Guest Editors,meta_json_toc,10.1109/MVT.2023.3238481,legacy_included_list,data/proc_markdowns/O_ISAC_158,data/proc_markdowns/O_ISAC_158/O_ISAC_158/O_ISAC_158.md,data/proc_markdowns/O_ISAC_158/O_ISAC_158/O_ISAC_158_meta.json,yes,yes,yes,no,10.1109/MVT.2023.3238481,6G Fabric Compiles Microdomains for Sophisticated Service Delivery [From the Guest Editors],0,,
O_ISAC_159,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,meta_json_toc,10.1109/OJCOMS.2025.3545896,legacy_included_list,data/proc_markdowns/O_ISAC_159,data/proc_markdowns/O_ISAC_159/O_ISAC_159/O_ISAC_159.md,data/proc_markdowns/O_ISAC_159/O_ISAC_159/O_ISAC_159_meta.json,yes,yes,yes,no,10.1109/OJCOMS.2025.3545896,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,2,Duplicate|Included,
O_ISAC_160,**An Intelligent Path Loss Prediction Approach Based on Integrated Sensing and Communications for Future Vehicular Networks**,markdown_heading,10.1109/OJCS.2024.3386733,legacy_included_list,data/proc_markdowns/O_ISAC_160,data/proc_markdowns/O_ISAC_160/O_ISAC_160.md,,yes,yes,yes,no,10.1109/OJCS.2024.3386733,An Intelligent Path Loss Prediction Approach Based on Integrated Sensing and Communications for Future Vehicular Networks,1,Included,
O_ISAC_161,"Integrated Sensing and Communication (ISAC) Transceiver: Hardware Architectures, Enabling Technologies, and Emerging Trends",markdown_heading,10.1109/JSTEAP.2025.3610564,legacy_included_list,data/proc_markdowns/O_ISAC_161,data/proc_markdowns/O_ISAC_161/O_ISAC_161.md,,yes,yes,yes,no,10.1109/JSTEAP.2025.3610564,"Integrated Sensing and Communication (ISAC) Transceiver: Hardware Architectures, Enabling Technologies, and Emerging Trends",1,Included,
O_ISAC_162,A Unified Future: Integrated Sensing and Communication (ISAC) in 6G,markdown_heading,10.1109/JSTEAP.2025.3603540,legacy_included_list,data/proc_markdowns/O_ISAC_162,data/proc_markdowns/O_ISAC_162/O_ISAC_162.md,,yes,yes,yes,no,10.1109/JSTEAP.2025.3603540,A Unified Future: Integrated Sensing and Communication (ISAC) in 6G,1,Included,
O_ISAC_163,The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications - A Survey,markdown_heading,10.1109/COMST.2024.3519785,legacy_included_list,data/proc_markdowns/O_ISAC_163,data/proc_markdowns/O_ISAC_163/O_ISAC_163.md,,yes,yes,yes,no,10.1109/COMST.2024.3519785,The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications - A Survey,1,Included,
O_ISAC_164,**Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization**,markdown_heading,10.3390/s25227061,legacy_included_list,data/proc_markdowns/O_ISAC_164,data/proc_markdowns/O_ISAC_164/O_ISAC_164.md,,yes,yes,yes,no,10.3390/s25227061,Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization,1,Duplicate,
O_ISAC_165,Optics Communications,markdown_heading,10.1016/j.optcom.2025.132782,legacy_included_list,data/proc_markdowns/O_ISAC_165,data/proc_markdowns/O_ISAC_165/O_ISAC_165.md,,yes,yes,yes,no,10.1016/j.optcom.2025.132782,Design and modelling of InAs detection system on SOI via monolithic integration for mid-infrared integrated sensing and communication,1,Included,
