record_group_id,title,doi,year,legacy_decision_set,legacy_rows,scopus_batch_decision,scopus_batch_row,linked_track_id,ai_scopus_decision,ai_scopus_confidence,reconstructed_stage_class,reconstructed_title_abstract_decision,reconstruction_basis,evidence_scope,notes
TA_RECON_213,Measurement-based Characterization of ISAC Channels with Distributed Beamforming at Dual mmWave Bands and with Human Body Scattering and Blockage,10.1109/GLOBECOM52923.2024.10901219,2024,Excluded,324,Unscreened,293,O_ISAC_342,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_214,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,10.46620/URSIATRASC24/MKTB3572,2024,Duplicate,297,Duplicate,266,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_215,Meta-Backscatter: A New ISAC Paradigm for Battery-Free Internet of Things,10.1109/MCOM.001.2300624,2024,Excluded,286,Unscreened,255,O_ISAC_321,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_216,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,10.1109/TIM.2025.3595231,2025,Duplicate,163,Duplicate,132,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_217,Microcomb-synchronized optoelectronics,10.1038/s41928-025-01349-7,2025,Excluded,68,Unscreened,37,O_ISAC_197,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_218,Micro-light-emitting-diode array with dual functions of visible light communication and illumination,10.1088/1674-1056/26/10/108504,2017,Excluded,408,Excluded,377,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_219,Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping,10.1109/JIOT.2025.3542099,2025,Duplicate,82,Duplicate,51,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_220,Microwave Photonics Computational Signal Algebra Framework for Radar Integrated Sensing and Communication Applications,10.1109/LAMC63321.2025.10880541,2025,Excluded,75,Unscreened,44,O_ISAC_204,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_221,Microwave Photonics Empowered Integrated Sensing and Communication for 6G,10.1109/TMTT.2025.3532810,2025,Excluded,81,Unscreened,50,O_ISAC_209,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_222,Microwave photonics promotes emerging integrated sensing and communication technology,10.1063/5.0225373,2025,Excluded,69,Unscreened,38,O_ISAC_198,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_223,Millimeter-wave over fiber integrated sensing and communication system using self-coherent OFDM,10.1364/OE.513686,2024,Excluded,244,Unscreened,213,O_ISAC_298,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_224,MIMO Dual-Functional Radar-Communication Waveform Design With Peak Average Power Ratio Constraint,10.1109/ACCESS.2020.3045083,2021,Excluded,12,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_225,Mobile Terahertz Communication and Sensing Systems: A Future Look,10.1109/MVT.2024.3485258,2024,Excluded,271,Unscreened,240,O_ISAC_313,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_226,Modulated-symbol domain matched filtering scheme for photonic-assisted integrated sensing and communication system based on a single OFDM waveform,10.1364/OL.518695,2024,Excluded,245,Unscreened,214,O_ISAC_299,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_227,Modulation Strategies for Robust Optical Wireless Communications and Sensing in 6G,10.1109/ICTON67126.2025.11125210,2025,Duplicate,141,Duplicate,110,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_228,Monolithic III-Nitride Photonic Circuit for Integrated Sensing and Communication System,10.1109/SSLChinaIFWS60785.2023.10399712,2023,Included,355,Unscreened,324,O_ISAC_360,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_229,Movable Access Point-Aided Integrated Visible Light Communication and Sensing Networks,10.1109/LWC.2024.3521192,2025,Duplicate,79,Duplicate,48,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_230,Movable Antenna-Assisted Integrated Sensing and Communication Systems,10.1109/TWC.2025.3552843,2025,Excluded,219,Unscreened,188,O_ISAC_278,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_231,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,10.1109/JLT.2024.3392282,2024,Duplicate,240,Duplicate,209,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_232,"Multichannel Wind-Signal Driven Digital Twin for a 50 m2 Heliostat: Compressed Sampling, Load Estimation and Edge-Cloud Hybrid Computing",10.1109/ICSPCC66825.2025.11194376,2025,Duplicate,109,Duplicate,78,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_233,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models,10.1109/MIOT.2025.3575888,2025,Duplicate,56,Duplicate,25,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_234,Multimodal Sensing for Intelligent V2X: A Review of Recent Advances Toward Deployment,10.1109/JIOT.2025.3601236,2025,Excluded,158,Unscreened,127,O_ISAC_255,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_235,Multi-service integrated sensing and communication system for industrial internet-of-things,10.1016/j.optlaseng.2025.109470,2026,Included,35,Unscreened,4,O_ISAC_167,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_236,Multi-Target Acquisition in Multistatic MIMO-OFDM Joint Sensing and Communication,10.1109/ICCWorkshops67674.2025.11162167,2025,Excluded,128,Unscreened,97,O_ISAC_238,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_237,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",10.1109/JLT.2025.3642513,2025,Included,98,Unscreened,67,O_ISAC_219,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_238,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,10.1109/TMBMC.2024.3434545,2024,Duplicate,294,Duplicate,263,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_239,Near-Space Communications: The Last Piece of 6G Space-Air-Ground-Sea Integrated Network Puzzle,10.34133/space.0176,2024,Excluded,290,Unscreened,259,O_ISAC_323,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_240,New Paradigm for Integrated Sensing and Communication with Rydberg Atomic Receiver,10.1109/MCOM.001.2500371,2025,Duplicate,108,Duplicate,77,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_241,Noninvasive sub-terahertz glucose monitoring using communication-inspired eye diagram analysis,10.1117/12.3071960,2025,Excluded,48,Unscreened,17,O_ISAC_179,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_242,Non-Uniform Planar MIMO Array Optimization Criterion in Wavenumber Domain for Aliasing-Free Wideband Near-Field 3D Imaging,10.1109/AP-S/INC-USNC-URSI52054.2024.10687261,2024,Excluded,278,Unscreened,247,O_ISAC_317,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_243,Novel on-Wafer mm wave MIMO Antenna for JCAS of CT Scanners and Ring Resonator for Assessing Polyimide Properties at 60 Ghz,10.1109/EuCNC/6GSummit63408.2025.11037219,2025,Excluded,181,Unscreened,150,O_ISAC_268,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_244,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,10.1109/JLT.2025.3592208,2025,Duplicate,168,Duplicate,137,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_245,On Beamforming Design for ISAC Transceiver in Presence of Self-Interference,10.1109/PIMRC59610.2024.10817297,2024,Excluded,258,Unscreened,227,O_ISAC_308,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_246,On Performance of RIS-NOMA Assisted Heterogeneous ISAC Networks,10.1109/TCCN.2025.3622346,2025,Excluded,118,Unscreened,87,O_ISAC_231,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_247,On the coverage of multiple-input multiple-output visible light communications [Invited],10.1364/JOCN.9.000D31,2017,Excluded,410,Excluded,379,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_248,On the Feasibility of Cyclist Detection Using MIMO-Radar for Long-Range ISAC Scenarios,10.23919/ICMU65253.2025.11219159,2025,Duplicate,96,Duplicate,65,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_249,Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization,10.3390/s25010001,2025,Included,32,,,,,,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_250,Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization,10.3390/s25227061,2025,Duplicate,44,Duplicate,13,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_251,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges",10.1109/IOTM.001.2300196,2024,Duplicate,31;238,Duplicate,207,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_252,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,10.23919/WiOpt58741.2023.10349823,2023,Duplicate,354,Duplicate,323,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_253,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,10.1109/TWC.2024.3484569,2024,Duplicate,274,Duplicate,243,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_254,Optical Integrated Sensing and Communication with Light-Emitting Diode,10.1109/ICCWorkshops59551.2024.10615407,2024,Duplicate,289,Duplicate,258,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_255,Optical Integrated Sensing and Communication With Light-Emitting Diode,10.1109/JIOT.2024.3523045,2025,Duplicate,90,Duplicate,59,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_256,Optical IRS-Aided Indoor Visible Light Fingerprint Localization,10.1109/TGCN.2025.3589348,2025,Duplicate,179,Duplicate,148,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_257,Optical link for bidirectional communication based on visible light,10.1117/12.2556115,2020,Excluded,404,Unscreened,373,O_ISAC_390,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_258,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,10.1364/OFC.2025.W2A.48,2025,Duplicate,173;192,Duplicate,161,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_259,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,10.1109/TWC.2025.3557061,2025,Duplicate,211,Duplicate,180,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_260,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,10.1109/TWC.2025.3559254,2025,Duplicate,205,Duplicate,174,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_261,Optimal Azimuth Sampling and Interpolation for Bistatic ISAC Setups,10.1109/WSA65299.2025.11202829,2025,Excluded,106,Unscreened,75,O_ISAC_225,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_262,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array,10.1109/ICC52391.2025.11160979,2025,Duplicate,126,Duplicate,95,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_263,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,10.1109/JIOT.2024.3373447,2024,Duplicate,241,Duplicate,210,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_264,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,10.1109/JLT.2025.3563162,2025,Included,204,Unscreened,173,O_ISAC_276,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_265,Passive Sensing for Multiple Vehicles in Bi-Static ISAC Systems,10.1109/VTC2025-Spring65109.2025.11174283,2025,Excluded,123,Unscreened,92,O_ISAC_236,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_266,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,10.1109/TVT.2025.3640107,2025,Duplicate,101,Duplicate,70,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_267,Perception-Enhanced Multitask Multimodal Semantic Communication for UAV-Assisted Integrated Sensing and Communication System,10.1109/ICCWorkshops67674.2025.11162428,2025,Duplicate,130,Duplicate,99,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_268,Performance Analysis for Integrated Sensing and Communication Systems in Rainfall Scenarios,10.3390/atmos16111249,2025,Excluded,43,Unscreened,12,O_ISAC_175,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_269,Performance analysis of LEDs in MIMO-OFDM based VLC indoor communication,10.1109/ICOEI.2019.8862745,2019,Excluded,406,Excluded,375,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_270,Phase-Coded FMCW for Optical Integrated Sensing and Communication,10.1109/ACP/IPOC63121.2024.10809937,2024,Duplicate,267,Duplicate,236,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_271,Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing,10.1364/OE.564416,2025,Included,57,Unscreened,26,O_ISAC_187,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_272,Photonic-assisted W-band flexible integrated sensing and communication system for fiber-wireless network based on CE-LFM-OFDM,10.1364/OL.528335,2024,Excluded,232,Unscreened,201,O_ISAC_289,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_273,Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for W-Band Fiber-Wireless Network,10.1109/TMTT.2024.3355936,2024,Duplicate,311,Duplicate,280,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_274,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network,10.23919/OFC49934.2023.10116069,2023,Duplicate,374,Duplicate,343,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_275,Photonic-Based W-Band Integrated Sensing and Communication System With Flexible Time- Frequency Division Multiplexed Waveforms for Fiber-Wireless Network,10.1109/JLT.2024.3354070,2024,Duplicate,250,Duplicate,219,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_276,Photonic Chirp Spread Spectrum THz-ISAC: Constraints and Design Considerations,10.1109/TMTT.2025.3615239,2025,Excluded,113,Unscreened,82,O_ISAC_228,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_277,Photonic Generation of Joint Amplitude-Frequency Modulated Waveform for THz Integrated Sensing and Communication,10.1002/mop.70216,2025,Excluded,67,Unscreened,36,O_ISAC_196,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_278,Photonic generation of multi-format chirped signals with a high switching rate,10.1364/OL.497822,2023,Excluded,371,Unscreened,340,O_ISAC_372,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_279,Photonic heterodyne mixing for angle of arrival estimation without direction ambiguity,10.1016/j.optcom.2025.131810,2025,Excluded,62,Unscreened,31,O_ISAC_192,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_280,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,10.1109/MCOM.002.2200191,2022,Duplicate,379,Duplicate,348,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_281,Photonic integrated sensing and communication system with multi-target detection capability,10.1117/12.2672752,2023,Excluded,375,Unscreened,344,O_ISAC_374,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_282,Photonic integrated wireless communication and sensing with OFDM modulation,10.1117/12.3021938,2023,Excluded,353,Unscreened,322,O_ISAC_359,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_283,Photonic joint radar and communication system using a chirp-polarity coded LFM waveform,10.1016/j.optcom.2023.130091,2024,Included,253,Unscreened,222,O_ISAC_304,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_284,Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW,10.1364/OE.474055,2022,Included,380,Unscreened,349,O_ISAC_377,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_285,Photonics-aided integrated sensing and communication system in W-band using probabilistic shaping DMT waveform with full-frequency utilization,10.1364/OL.566191,2025,Excluded,53,Unscreened,22,O_ISAC_184,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_286,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,10.1109/OJCOMS.2025.3545896,2025,Duplicate;Included,6;203,Duplicate,172,,,,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,Same normalized record also appears with a duplicate decision elsewhere in the legacy screening log.
TA_RECON_287,Photonics-Aided THz ISAC System Based on A Spectral Overlapping Multi-Carrier 16QAM-LFM Waveform,10.1364/OFC.2025.Th2A.27,2025,Excluded,175;189,Duplicate,158,O_ISAC_265,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_288,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,10.1364/OE.525854,2024,Included,229,Unscreened,198,O_ISAC_286,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_289,Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS,10.1109/JLT.2025.3613544,2025,Included,133,Unscreened,102,O_ISAC_241,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_290,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,10.1109/JSTQE.2023.3276903,2023,Duplicate,335,Duplicate,304,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_291,Photonics-assisted mmW integrated sensing and communication system with polarization-insensitive capability,10.1117/12.3058779,2025,Excluded,84,Unscreened,53,O_ISAC_210,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_292,Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver,10.1364/OE.541229,2024,Included,226,Unscreened,195,O_ISAC_283,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_293,"Photonics-assisted System for Joint Radar Ranging, Wireless Communications and Spectrum Sensing",10.1109/JLT.2025.3632104,2025,Duplicate,107,Duplicate,76,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_294,Photonics-based Terahertz Integrated Communication and Localization for D-band,10.1109/IRMMW-THz60956.2024.10697696,2024,Excluded,276,Unscreened,245,O_ISAC_316,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_295,Photonics-enabled full-duplex millimeter-wave integrated sensing and communication,10.1109/ACP/IPOC63121.2024.10810000,2024,Duplicate,265,Duplicate,234,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_296,Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems,10.1364/OFC.2025.W4F.6,2025,Duplicate,176;193,Duplicate,162,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_297,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,10.1049/icp.2023.2658,2023,Included,349,Unscreened,318,O_ISAC_356,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_298,Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC,10.1364/OFC.2025.Th2A.23,2025,Excluded,171;191,Duplicate,160,O_ISAC_263,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_299,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",10.1109/COMST.2023.3327327,2024,Duplicate,315,Duplicate,284,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_300,Polymer Waveguide-Based Crossing Waveguides and Adiabatic-Tapered Directional Couplers for Fiber Compatible Optical Interconnect,10.1109/JPHOT.2025.3564794,2025,Excluded,2,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_301,Possibilities and Challenges for a Phased Array Antenna System in ISAC: A Hardware Perspective,10.1109/ACCESS.2025.3599680,2025,Excluded,160,Unscreened,129,O_ISAC_257,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_302,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,10.1109/IPSN61024.2024.00053,2024,Duplicate,300,Duplicate,269,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_303,Poster: High-Performance Optical Camera Communications for ISAC Localization and Sensing,10.1145/3680207.3765690,2025,Included,41,Unscreened,10,O_ISAC_173,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_304,POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection,10.1145/3672202.3673726,2024,Included,234,Unscreened,203,O_ISAC_291,Included,0.8,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_305,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication,10.1109/ICC51166.2024.10622583,2024,Duplicate,313,Duplicate,282,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_306,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,10.1109/JLT.2023.3344788,2024,Included,246,Unscreened,215,O_ISAC_300,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_307,Precision Agriculture: Ultra-Compact Sensor and Reconfigurable Antenna for Joint Sensing and Communication,10.1109/TIM.2024.3350126,2024,Excluded,312,Unscreened,281,O_ISAC_335,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_308,Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System,10.23919/OECC/PSC62146.2025.11111272,2025,Duplicate,153,Duplicate,122,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_309,Principle and performance analysis of coherent tracking sensor based on local oscillator beam nutation,10.1364/OE.22.023528,2014,Excluded,414,Excluded,383,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_310,Proceedings of SPIE - The International Society for Optical Engineering,,2016,Duplicate,413,Duplicate,382,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_311,Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,10.1109/LCOMM.2023.3270184,2023,Duplicate,341,Duplicate,310,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_312,Qualitative Survey on Artificial Intelligence Integrated Blockchain Approach for 6G and Beyond,10.1109/ACCESS.2023.3319083,2023,Duplicate;Excluded,22;365,Duplicate,334,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,Same normalized record also appears with a duplicate decision elsewhere in the legacy screening log.
TA_RECON_313,Quasi-Deterministic Channel Propagation Model for Human Sensing: Gesture Recognition Use Case,10.1109/OJAP.2024.3371834,2024,Excluded,242,Unscreened,211,O_ISAC_296,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_314,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform,10.1109/TMTT.2023.3267546,2023,Included,336,Unscreened,305,O_ISAC_349,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_315,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,10.1109/OJCOMS.2025.3577193,2025,Duplicate,20,,,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_316,Radar-to-Radar Communication for Connected Vehicles with Commercial Devices,10.1109/ICTON67126.2025.11125281,2025,Excluded,145,Unscreened,114,O_ISAC_250,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_317,Rain Motion Vectors Analysis From the Radar Network in Italy,10.1109/JSTARS.2024.3410031,2024,Excluded,25,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_318,Rate-Distortion Tradeoff of Bistatic Integrated Sensing and Communication,10.1109/ITW61385.2024.10806984,2024,Excluded,257,Unscreened,226,O_ISAC_307,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
