record_id,title,year,doi,row_origin,phase2_source,title_decision,title_reason_exclude,fulltext_decision,fulltext_reason_exclude,is_final_included,present_in_retrieved_docs,legacy_group_size,legacy_decision_summary,reviewer_initials,date_decided,evidence_status,notes
O_ISAC_241,Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS,,10.1109/JLT.2025.3613544,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_242,Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems,,10.1109/LPT.2025.3614902,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_245,MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems,,10.1109/ICMLCN64995.2025.11140099,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_248,Exploitation of FMF capabilities for joint communications and sensing,,10.1109/ICTON67126.2025.11125376,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_252,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,,10.23919/OECC/PSC62146.2025.11110813,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_259,Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences,,10.1109/JIOT.2025.3599171,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_272,Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems,,10.1109/LWC.2025.3583732,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_276,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,,10.1109/JLT.2025.3563162,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_280,Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm,,10.1364/OE.533917,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_283,Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver,,10.1364/OE.541229,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_286,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,,10.1364/OE.525854,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_288,Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies,,10.3390/photonics11090861,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_291,POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection,,10.1145/3672202.3673726,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_300,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,,10.1109/JLT.2023.3344788,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_301,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,,10.3788/COL202422.043901,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_303,"Integrated sensing, lighting and communication based on visible light communication: A review",,10.1016/j.dsp.2023.104340,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_304,Photonic joint radar and communication system using a chirp-polarity coded LFM waveform,,10.1016/j.optcom.2023.130091,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_310,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning,,10.1109/ACP/IPOC63121.2024.10809603,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_324,Integrated Distributed Sensing and Quantum Communication Networks,,10.34133/research.0416,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_327,Channel Characterization and Modeling for VLC-IoE Applications in 6G: A Survey,,10.1109/JIOT.2024.3430326,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_340,6G-EWOC: AI-Enhanced Fiber-Wireless Optical 6G Network in Support of Connected Mobility,,10.1109/CAMAD62243.2024.10942755,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_347,Spectral-Efficient Frequency-Division Photonic Millimeter-Wave Integrated Sensing and Communication System Using Improved Sparse LFM Sub-Bands Fusion,,10.1109/JLT.2023.3265799,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Excluded,"Repository reconciliation: intended JLT record (10.1109/JLT.2023.3265799) could be identified, but the linked PDF/markdown assets map to ACM 10.1145/3638782.3638830 and no verified JLT full text is present in the frozen repo snapshot. Excluded from the primary corpus during audit reconciliation.",no,yes,1,Included,Reconstruction-Audit,2026-03-10,canonical_reconstructed_assessed,matched_legacy_screening;excluded_during_repository_reconciliation_due_to_wrong_linked_assets_and_no_verified_jlt_fulltext
O_ISAC_348,Integrated sensing and communication in an optical fibre,,10.1038/s41377-022-01067-1,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_349,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform,,10.1109/TMTT.2023.3267546,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_350,Integrated Nitride optoelectronic chip for motion detection and visible light communication; 运动探测及可见光通信一体化氮化物光电子芯片,,10.37188/CO.2023-0028,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Unscreened,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_351,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,,10.1016/j.optcom.2023.129484,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_354,Integrated Sensing and Communication Chip Based on III-Nitride for Motion Detection,,10.1021/acsomega.3c00521,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_356,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,,10.1049/icp.2023.2658,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_360,Monolithic III-Nitride Photonic Circuit for Integrated Sensing and Communication System,,10.1109/SSLChinaIFWS60785.2023.10399712,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_368,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,,10.1109/ICOCN59242.2023.10236125,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_371,Design and Analysis of VLC-OCC-CDMA Rake System,,10.1007/978-3-031-36625-3_10,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Unscreened,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_377,Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW,,10.1364/OE.474055,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_379,Demonstration of photonics-based flexible integration of sensing and communication with adaptive waveforms for a W-band fiber-wireless integrated network,,10.1364/OE.472693,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_381,"Long-Distance, Real-Time LED Display-Camera Communication System Based on LED Point Clustering and Lightweight Image Processing",,10.3390/photonics9100721,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_386,Design of Visible Light Communication Transceiver System Based on Intelligent Terminal,,10.1109/OGC52961.2021.9654303,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_388,VLC-CDMA systems based on optical complementary codes,,10.1109/MWC.2019.1900071,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
LEGACY_001,Review of 6G Wireless Communication System With Artificial Intelligence,2025,10.1002/itl2.70127,legacy_screening_group,,Exclude,"AI: The paper focuses on 6G wireless communication system with artificial intelligence, which does not explicitly involve optical technologies or integrated sensing and communication functionalities as per the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_002,Photonic Generation of Joint Amplitude-Frequency Modulated Waveform for THz Integrated Sensing and Communication,2025,10.1002/mop.70216,legacy_screening_group,,Exclude,"AI: The paper involves THz, which is not an optical technology, and thus does not meet the inclusion criteria of involving 'Optical' technologies.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_003,Design andÂ Analysis onÂ U-VLC-CC-CDMA Systems,2023,10.1007/978-3-031-30237-4_16,legacy_screening_group,,Unscreened,,,,no,no,1,Unscreened,,2025-12-28,legacy_only_not_linked_to_assessed_set,legacy_only_decision_requires_followup
LEGACY_004,Cost-Effective Vector THz Signal Generation Technique Enabled by Photonic Frequency Multiplication and Probabilistic Shaping,2024,10.1007/978-981-97-3913-4_6,legacy_screening_group,,Exclude,"AI: The paper focuses on THz signal generation using photonic frequency multiplication, which does not meet the inclusion criteria of involving both sensing and communication functionalities.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_005,Signal Processing Techniques for 6G,2023,10.1007/s11265-022-01827-7,legacy_screening_group,,Exclude,"AI: The paper does not explicitly mention the integration of sensing and communication using optical technologies, thus not meeting the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_006,An enhanced 6G pervasive channel model towards standardization,2025,10.1007/s11432-025-4419-9,legacy_screening_group,,Exclude,"AI: The paper is categorized as 'WIRELESS' and does not explicitly mention involvement of optical technologies or integration of sensing and communication, thus not meeting inclusion criteria 2 and 3.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_007,Code shift keying based joint radar and communications for EMCON applications,2018,10.1016/j.dsp.2018.05.013,legacy_screening_group,,Exclude,Published before 2020 (Protocol 4.4),,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_008,A low-complexity ISAC method for LFM-PSK signals using de-chirping and ISAC phase unwrapping techniques,2024,10.1016/j.dsp.2024.104588,legacy_screening_group,,Exclude,"AI: The paper focuses on RF/millimeter-wave techniques (LFM-PSK signals) without any mention of optical technologies, thus not meeting criterion 2.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_009,"6G Internet-of-Things assisted smart homes and buildings: Enabling technologies, opportunities and challenges",2025,10.1016/j.iot.2025.101658,legacy_screening_group,,Exclude,"AI: The paper does not explicitly mention the integration of sensing and communication using optical technologies, thus not meeting the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_010,Controlled synthesis of samarium iron oxide for dual-function laser and radar stealth applications,2025,10.1016/j.jallcom.2025.180926,legacy_screening_group,,Exclude,"AI: The paper focuses on dual-function laser and radar stealth applications without integrating optical sensing and communication, thus not meeting the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_011,Photonic heterodyne mixing for angle of arrival estimation without direction ambiguity,2025,10.1016/j.optcom.2025.131810,legacy_screening_group,,Exclude,"AI: The paper focuses on angle of arrival estimation, which is a sensing function, but does not explicitly mention integration with communication, thus not meeting criterion 1.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_012,Research on optical sideband signal wavefront damage repair technology in optical fibers,2025,10.1016/j.optcom.2025.132474,legacy_screening_group,,Exclude,"AI: The paper focuses on optical sideband signal wavefront damage repair technology in optical fibers, which does not explicitly involve both sensing and communication functionalities as required by the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_013,W-band photonics-aided OFDM system integrating sensing and communication with phase noise suppression scheme,2025,10.1016/j.optlastec.2024.111432,legacy_screening_group,,Exclude,"AI: The paper focuses on a W-band photonics-aided OFDM system, which implies a primary use of RF/millimeter-wave technology with some photonic aid, not meeting the criteria of involving 'Optical' technologies as the primary component.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_014,Deep learning and time series signal processing for bending detection in mining environment using optical fiber sensor,2024,10.1016/j.yofte.2024.103819,legacy_screening_group,,Exclude,"AI: The paper focuses on purely sensing (bending detection) without any communication function, violating criterion 2 of the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_015,Visible-light communications,2012,10.1017/CBO9780511979187.014,legacy_screening_group,,Exclude,Published before 2020 (Protocol 4.4),,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_016,Super-resolution diffractive neural network for all-optical direction of arrival estimation beyond diffraction limits,2024,10.1038/s41377-024-01511-4,legacy_screening_group,,Exclude,"AI: The paper focuses on all-optical direction of arrival estimation, which is purely sensing without any communication function, thus not meeting the inclusion criteria of involving both sensing and communication.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_017,Terahertz asynchronous twin-comb for prefiguring hypersensitivity beyond spectrum domain,2025,10.1038/s41467-025-63513-z,legacy_screening_group,,Exclude,"AI: The paper focuses on Terahertz technology, which is purely RF/Millimeter-wave/THz without any optical/photonic component, thus not meeting the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_018,Microcomb-synchronized optoelectronics,2025,10.1038/s41928-025-01349-7,legacy_screening_group,,Exclude,"AI: The paper does not explicitly mention the integration of sensing and communication functionalities, which is required by the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_019,A BRIEF OVERVIEW OF W-BAND APPLICATIONS IN SATELLITE COMMUNICATION SYSTEMS,2025,10.1049/icp.2025.2221,legacy_screening_group,,Exclude,"AI: The paper focuses on W-BAND applications in satellite communication systems, which does not involve optical technologies as required by the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_020,Digital twins for resilient and reliable 6G networks,2024,10.1049/pbte109e_ch1,legacy_screening_group,,Exclude,"AI: The paper is categorized as 'WIRELESS' and does not explicitly mention involvement of optical technologies or integration of sensing and communication, thus not meeting inclusion criteria 2 and 3.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_021,Microwave photonics promotes emerging integrated sensing and communication technology,2025,10.1063/5.0225373,legacy_screening_group,,Exclude,"AI: The paper focuses on microwave photonics, which implies a primary use of RF/microwave technologies, thus not meeting the inclusion criteria of involving optical technologies as the primary component.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_022,Micro-light-emitting-diode array with dual functions of visible light communication and illumination,2017,10.1088/1674-1056/26/10/108504,legacy_screening_group,,Exclude,Published before 2020 (Protocol 4.4),,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_023,MIMO Dual-Functional Radar-Communication Waveform Design With Peak Average Power Ratio Constraint,2021,10.1109/ACCESS.2020.3045083,legacy_screening_group,,Exclude,Does not meet O-ISAC criteria (Optical+Sensing+Comm),,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_024,Development of a Modular Educational Kit for Research and Teaching on Power Electronics and Multilevel Converters,2021,10.1109/ACCESS.2021.3112531,legacy_screening_group,,Exclude,Does not meet O-ISAC criteria (Optical+Sensing+Comm),,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_025,"Toward Joint Radar, Communication, Computation, Localization, and Sensing in IoT",2022,10.1109/ACCESS.2022.3146830,legacy_screening_group,,Exclude,Does not meet O-ISAC criteria (Optical+Sensing+Comm),,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_026,Qualitative Survey on Artificial Intelligence Integrated Blockchain Approach for 6G and Beyond,2023,10.1109/ACCESS.2023.3319083,legacy_screening_group,,MixedLegacy,Already in database | Does not meet O-ISAC criteria (Optical+Sensing+Comm),,,no,no,2,Duplicate|Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,legacy_only_decision_requires_followup
LEGACY_027,An X-Band Dual Function Transceiver Utilizing Digital Predistortion for Radar and Communication in 250 nm GaN HEMT,2025,10.1109/ACCESS.2025.3577194,legacy_screening_group,,Exclude,"AI: The paper does not meet the inclusion criteria as it involves purely RF/Millimeter-wave studies without any optical/photonic component, violating exclusion criterion 1.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_028,Possibilities and Challenges for a Phased Array Antenna System in ISAC: A Hardware Perspective,2025,10.1109/ACCESS.2025.3599680,legacy_screening_group,,Exclude,"AI: The paper focuses on a phased array antenna system, which is an RF/millimeter-wave technology without any mentioned optical/photonic component, thus not meeting criterion 2.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_029,A Photonics-Assisted D-Band ISAC System Based on A Time-Frequency Efficient Waveform,2024,10.1109/ACP/IPOC63121.2024.10809716,legacy_screening_group,,Exclude,"AI: The paper focuses on a D-Band system, which is an RF/Millimeter-wave study without any clear indication of an optical/photonic component, thus not meeting the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_030,A Beam-Scannable Photonic THz-ISAC System Based on Risley Prisms,2023,10.1109/ACP/POEM59049.2023.10368958,legacy_screening_group,,Exclude,"AI: The paper focuses on a THz-ISAC system, which does not meet the inclusion criteria of involving optical technologies as it primarily deals with Terahertz frequencies, not optical frequencies.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_031,Terahertz Photonics in Radar and ISAC Applications,2023,10.1109/ACP/POEM59049.2023.10368967,legacy_screening_group,,Exclude,"AI: The paper focuses on Terahertz Photonics, which is not purely optical and involves non-optical/photonic components, thus not meeting the inclusion criteria of involving 'Optical' technologies.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_032,LiDAR-Enabled Spatial Awareness for Beamforming in IRS-Assisted Wireless Communication System,2024,10.1109/ANTS63515.2024.10898544,legacy_screening_group,,Exclude,"AI: The paper focuses on LiDAR for spatial awareness in a wireless communication system, lacking an optical communication component as required by the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_033,Non-Uniform Planar MIMO Array Optimization Criterion in Wavenumber Domain for Aliasing-Free Wideband Near-Field 3D Imaging,2024,10.1109/AP-S/INC-USNC-URSI52054.2024.10687261,legacy_screening_group,,Exclude,AI: The paper focuses on RF/Millimeter-wave technology for 3D imaging without any mention of optical technologies or integrated sensing and communication functionality.,,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_034,A Super-resolution Algorithm Based on Beam Improvement for Angle Estimation in Multipath Environments,2023,10.1109/APCAP59480.2023.10470154,legacy_screening_group,,Exclude,"AI: The paper focuses on a super-resolution algorithm for angle estimation, which is purely sensing without any integrated communication functionality as required by the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_035,In-Band Full-Duplex Front-End GaN MMIC for Phased Arrays,2024,10.1109/ARRAY58370.2024.10880349,legacy_screening_group,,Exclude,"AI: The paper focuses on RF/Millimeter-wave technology (GaN MMIC for Phased Arrays) without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_036,Seven Defining Features of Terahertz (THz) Wireless Systems: A Fellowship of Communication and Sensing,2022,10.1109/COMST.2022.3143454,legacy_screening_group,,Exclude,"AI: The paper focuses on Terahertz (THz) wireless systems, which is a purely RF/Millimeter-wave/THz study without any optical/photonic component, violating exclusion criterion 1.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_037,"A Comprehensive Survey on Full-Duplex Communication: Current Solutions, Future Trends, and Open Issues",2023,10.1109/COMST.2023.3318198,legacy_screening_group,,Exclude,"AI: The paper focuses on full-duplex communication without any mention of optical technologies or integrated sensing functionality, thus not meeting inclusion criteria 2 and 3.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_038,RIS-Assisted Physical Layer Security in Emerging RF and Optical Wireless Communications Systems: A Comprehensive Survey,2025,10.1109/COMST.2024.3487112,legacy_screening_group,,Exclude,AI: The paper focuses on RF and optical wireless communications systems without explicitly integrating sensing and communication functionalities as required by the inclusion criteria.,,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_039,Indoor ISAC Demonstrator with Aperture Coupled Antennas (ACA) at Wi-Fi Band for 6G Applications,2025,10.1109/EuCNC/6GSummit63408.2025.11036857,legacy_screening_group,,Exclude,"AI: The paper focuses on RF/millimeter-wave technology (Wi-Fi band) without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_040,Novel on-Wafer mm wave MIMO Antenna for JCAS of CT Scanners and Ring Resonator for Assessing Polyimide Properties at 60 Ghz,2025,10.1109/EuCNC/6GSummit63408.2025.11037219,legacy_screening_group,,Exclude,"AI: The paper focuses on RF/millimeter-wave studies without any optical/photonic component, violating criterion 1 of the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_041,Transmit Beamforming and Array Steering Optimization for UAV-Aided Bistatic ISAC,2024,10.1109/GLOBECOM52923.2024.10900991,legacy_screening_group,,Exclude,"AI: The paper focuses on UAV-Aided Bistatic ISAC with transmit beamforming and array steering optimization, which does not explicitly involve optical technologies as required by the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_042,Joint Communication and Eavesdropper Detection on the Lossy Bosonic Channel,2024,10.1109/GLOBECOM52923.2024.10901161,legacy_screening_group,,Exclude,AI: The paper focuses on wireless communication and eavesdropper detection without explicitly involving optical technologies or integrated sensing and communication functionalities as required by the inclusion criteria.,,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_043,Measurement-based Characterization of ISAC Channels with Distributed Beamforming at Dual mmWave Bands and with Human Body Scattering and Blockage,2024,10.1109/GLOBECOM52923.2024.10901219,legacy_screening_group,,Exclude,"AI: The paper does not meet the inclusion criteria as it involves purely RF/Millimeter-wave studies without any optical/photonic component, violating exclusion criterion 1.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_044,Generative AI Empowered LiDAR Point Cloud Generation with Multimodal Transformer,2024,10.1109/GLOBECOM52923.2024.10901692,legacy_screening_group,,Exclude,"AI: The paper focuses on LiDAR point cloud generation using generative AI, which is purely sensing without any integrated communication functionality as required by the inclusion criteria.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_045,Simultaneous Demodulation and Channel Sensing Using IR-UWB Signals,2023,10.1109/GLOBECOM54140.2023.10437359,legacy_screening_group,,Exclude,AI: The paper focuses on IR-UWB signals which is purely RF/Millimeter-wave related and lacks any optical/photonic component as required by the inclusion criteria.,,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_046,A Computational Signal Algebra Framework for Microwave Photonics Radar Integrated Sensing and Communications,2024,10.1109/ICACCS60874.2024.10716942,legacy_screening_group,,Exclude,"AI: The paper focuses on microwave photonics radar, which does not meet the inclusion criteria of involving optical technologies as the primary component.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_047,DFT-Spread-Based OTFS Waveform Design With Good Peak-to-Average Power Ratio for Joint Sensing and Communications,2025,10.1109/ICASSP49660.2025.10890212,legacy_screening_group,,Exclude,AI: The paper focuses on OTFS waveform design for joint sensing and communications but does not explicitly mention the involvement of optical technologies as required by the inclusion criteria.,,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_048,Integrating Passive Bistatic Sensing into mmWave B5G/6G Networks: Design and Experiment Measurement,2023,10.1109/ICC45041.2023.10279065,legacy_screening_group,,Exclude,"AI: The paper focuses on mmWave B5G/6G networks without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
LEGACY_049,Joint Sensing and Communication for Situational Awareness in Wireless THz Systems,2022,10.1109/ICC45855.2022.9838764,legacy_screening_group,,Exclude,"AI: The paper is categorized as 'WIRELESS' and focuses on THz systems, indicating it does not meet the inclusion criteria of involving optical technologies.",,,no,no,1,Excluded,,2025-12-28,legacy_only_not_linked_to_assessed_set,
