evidence_body_id,evidence_theme,optical_modality,number_of_studies,technical_relevance,metric_clarity,reporting_completeness,validation_maturity,reproducibility,benchmark_readiness,comparison_admissibility,limitation_transparency,overall_evidence_contribution,certainty_summary,notes
S6-technology_distributed_fiber_sensing,Enabling technology: distributed_fiber_sensing,fiber|hybrid_optical|photonic_THz,28,2,3,3,2,2,2,1,3,3,moderate,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":0.9643,""raw_token_unique_count"":15,""raw_token_samples"":[{""token"":""DAS"",""count"":8},{""token"":""Rayleigh_backscatter"",""count"":5},{""token"":""distributed_fiber_sensing"",""count"":4},{""token"":""fiber_DAS"",""count"":4},{""token"":""phi_OTDR"",""count"":3},{""token"":""Phi_OTDR"",""count"":3},{""token"":""OTDR"",""count"":2},{""token"":""BOTDR"",""count"":1},{""token"":""CC_OTDR"",""count"":1},{""token"":""coherent_DAS"",""count"":1},{""token"":""OTDR_backscatter"",""count"":1},{""token"":""phase_OTDR"",""count"":1},{""token"":""PhaseNet_DAS"",""count"":1},{""token"":""phi_OTDR_DAS"",""count"":1},{""token"":""Rayleigh_scattering"",""count"":1}],""contributing_study_ids"":[""STC-ENDOGENOUS-TS-FRFT-DAS-2025"",""STC-ICP-RL-HLLB-3650KM-2024-2025"",""STC-SINGLETON-SCR-00008"",""STC-SINGLETON-SCR-00013"",""STC-SINGLETON-SCR-00015"",""STC-SINGLETON-SCR-00038"",""STC-SINGLETON-SCR-00052"",""STC-SINGLETON-SCR-00057"",""STC-SINGLETON-SCR-00123"",""STC-SINGLETON-SCR-00238"",""STC-SINGLETON-SCR-00366"",""STC-SINGLETON-SCR-00367"",""STC-SINGLETON-SCR-00473"",""STC-SINGLETON-SCR-00589"",""STC-SINGLETON-SCR-00607"",""STC-SINGLETON-SCR-00626"",""STC-SINGLETON-SCR-00647"",""STC-SINGLETON-SCR-00761"",""STC-SINGLETON-SCR-01006"",""STC-SINGLETON-SCR-01008"",""STC-SINGLETON-SCR-01045"",""STC-SINGLETON-SCR-01079"",""STC-SINGLETON-SCR-01086"",""STC-SINGLETON-SCR-01093"",""STC-SINGLETON-SCR-01105"",""STC-SINGLETON-SCR-01180"",""STC-SINGLETON-SCR-01188"",""STC-SUBMARINE-CABLE-DAS-HUIZHOU-2022-2026""]}"
S6-technology_fso_lidar,Enabling technology: fso_lidar,FSO,9,3,3,3,1,2,1,1,3,2,high,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.8889,""raw_token_unique_count"":4,""raw_token_samples"":[{""token"":""FSO"",""count"":6},{""token"":""LiDAR"",""count"":2},{""token"":""FMCW_LiDAR"",""count"":1},{""token"":""IM_DD_FSO"",""count"":1}],""contributing_study_ids"":[""STC-SINGLETON-SCR-00233"",""STC-SINGLETON-SCR-00256"",""STC-SINGLETON-SCR-00456"",""STC-SINGLETON-SCR-00506"",""STC-SINGLETON-SCR-00576"",""STC-SINGLETON-SCR-00594"",""STC-SINGLETON-SCR-00908"",""STC-SINGLETON-SCR-00917"",""STC-SINGLETON-SCR-00922""]}"
S6-technology_gratings_and_interferometry,Enabling technology: gratings_and_interferometry,fiber|photonic_THz,4,2,3,3,2,2,2,1,3,3,moderate,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":0.75,""raw_token_unique_count"":3,""raw_token_samples"":[{""token"":""FBG"",""count"":2},{""token"":""CFBG"",""count"":1},{""token"":""PS_FBG"",""count"":1}],""contributing_study_ids"":[""STC-ICP-RL-HLLB-3650KM-2024-2025"",""STC-SINGLETON-SCR-00996"",""STC-SINGLETON-SCR-01045"",""STC-SINGLETON-SCR-01105""]}"
S6-technology_integrated_photonics,Enabling technology: integrated_photonics,FSO|VLC_LiFi|fiber|hybrid_optical|other_optical|photonic_THz,19,3,3,3,2,2,2,1,3,3,moderate,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":1,""raw_token_unique_count"":6,""raw_token_samples"":[{""token"":""photonic_integration"",""count"":14},{""token"":""silicon_photonics"",""count"":2},{""token"":""comb_waveguide"",""count"":1},{""token"":""GaN_on_silicon"",""count"":1},{""token"":""silicon_OPA"",""count"":1},{""token"":""silicon_photonic_FEM"",""count"":1}],""contributing_study_ids"":[""STC-SEVENCORE-COMB-SH-DAS-2024-2025"",""STC-SINGLETON-SCR-00001"",""STC-SINGLETON-SCR-00002"",""STC-SINGLETON-SCR-00009"",""STC-SINGLETON-SCR-00036"",""STC-SINGLETON-SCR-00160"",""STC-SINGLETON-SCR-00177"",""STC-SINGLETON-SCR-00185"",""STC-SINGLETON-SCR-00268"",""STC-SINGLETON-SCR-00274"",""STC-SINGLETON-SCR-00294"",""STC-SINGLETON-SCR-00361"",""STC-SINGLETON-SCR-00362"",""STC-SINGLETON-SCR-00396"",""STC-SINGLETON-SCR-00406"",""STC-SINGLETON-SCR-00594"",""STC-SINGLETON-SCR-00916"",""STC-SINGLETON-SCR-00943"",""STC-SINGLETON-SCR-01152""]}"
S6-technology_microwave_photonics_and_photonic_thz,Enabling technology: microwave_photonics_and_photonic_thz,FSO|fiber|hybrid_optical|photonic_THz,58,3,3,3,2,2,2,1,3,3,high,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9828,""raw_token_unique_count"":10,""raw_token_samples"":[{""token"":""microwave_photonics"",""count"":38},{""token"":""UTC_PD"",""count"":12},{""token"":""photonic_THz_generation"",""count"":10},{""token"":""millimeter_wave"",""count"":2},{""token"":""mmWave"",""count"":2},{""token"":""microwave_photonic_frequency_quadrupling"",""count"":1},{""token"":""photomixing"",""count"":1},{""token"":""photonic_THz"",""count"":1},{""token"":""terahertz_photonics"",""count"":1},{""token"":""THz"",""count"":1}],""contributing_study_ids"":[""STC-DP-IMDD-THZ-RANGING-2025-2026"",""STC-MMW-OFDM-PENG-2023-2024"",""STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026"",""STC-OCDM-THZ-OVER-FIBER-2024-2025"",""STC-ODDM-PHOTONIC-MMW-2024-2025"",""STC-REALTIME-BIDIR-DMT-THZ-2024-2026"",""STC-SF-LFM-OFDM-THZ-2025-2026"",""STC-SINGLETON-SCR-00086"",""STC-SINGLETON-SCR-00160"",""STC-SINGLETON-SCR-00177"",""STC-SINGLETON-SCR-00185"",""STC-SINGLETON-SCR-00189"",""STC-SINGLETON-SCR-00274"",""STC-SINGLETON-SCR-00312"",""STC-SINGLETON-SCR-00361"",""STC-SINGLETON-SCR-00362"",""STC-SINGLETON-SCR-00396"",""STC-SINGLETON-SCR-00406"",""STC-SINGLETON-SCR-00418"",""STC-SINGLETON-SCR-00492"",""STC-SINGLETON-SCR-00502"",""STC-SINGLETON-SCR-00602"",""STC-SINGLETON-SCR-00719"",""STC-SINGLETON-SCR-00882"",""STC-SINGLETON-SCR-00885"",""STC-SINGLETON-SCR-00887"",""STC-SINGLETON-SCR-00891"",""STC-SINGLETON-SCR-00893"",""STC-SINGLETON-SCR-00917"",""STC-SINGLETON-SCR-00922"",""STC-SINGLETON-SCR-00953"",""STC-SINGLETON-SCR-00965"",""STC-SINGLETON-SCR-00970"",""STC-SINGLETON-SCR-00974"",""STC-SINGLETON-SCR-00975"",""STC-SINGLETON-SCR-00983"",""STC-SINGLETON-SCR-00985"",""STC-SINGLETON-SCR-00986"",""STC-SINGLETON-SCR-00990"",""STC-SINGLETON-SCR-00992"",""STC-SINGLETON-SCR-00996"",""STC-SINGLETON-SCR-01000"",""STC-SINGLETON-SCR-01009"",""STC-SINGLETON-SCR-01010"",""STC-SINGLETON-SCR-01011"",""STC-SINGLETON-SCR-01012"",""STC-SINGLETON-SCR-01040"",""STC-SINGLETON-SCR-01041"",""STC-SINGLETON-SCR-01060"",""STC-SINGLETON-SCR-01073"",""STC-SINGLETON-SCR-01101"",""STC-SINGLETON-SCR-01151"",""STC-SINGLETON-SCR-01165"",""STC-SINGLETON-SCR-01229"",""STC-SUBCARRIER-CHIRP-DBAND-2025"",""STC-TUNABLE-LASER-THZ-FMCW-2025-2026"",""STC-WBAND-POLARIZATION-JRC-2023-2025"",""STC-WBAND-TFDM-DONG-2022-2024""]}"
S6-technology_mimo_beamforming_and_opa,Enabling technology: mimo_beamforming_and_opa,FSO|VLC_LiFi|fiber|hybrid_optical|other_optical|photonic_THz,17,3,3,3,2,2,2,1,3,3,high,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9412,""raw_token_unique_count"":11,""raw_token_samples"":[{""token"":""beamforming"",""count"":7},{""token"":""MIMO"",""count"":3},{""token"":""OPA"",""count"":3},{""token"":""2x2_MIMO"",""count"":1},{""token"":""beamsteering"",""count"":1},{""token"":""distributed_beamforming"",""count"":1},{""token"":""joint_beamforming"",""count"":1},{""token"":""MIMO_equalization"",""count"":1},{""token"":""multi_beamforming"",""count"":1},{""token"":""optical_beamforming"",""count"":1},{""token"":""optical_phased_array"",""count"":1}],""contributing_study_ids"":[""STC-LED-OISAC-2024-2025"",""STC-OPA-OWISAC-BEAMFORMING-2024-2025"",""STC-SINGLETON-SCR-00012"",""STC-SINGLETON-SCR-00196"",""STC-SINGLETON-SCR-00268"",""STC-SINGLETON-SCR-00277"",""STC-SINGLETON-SCR-00356"",""STC-SINGLETON-SCR-00362"",""STC-SINGLETON-SCR-00369"",""STC-SINGLETON-SCR-00396"",""STC-SINGLETON-SCR-00496"",""STC-SINGLETON-SCR-00506"",""STC-SINGLETON-SCR-00594"",""STC-SINGLETON-SCR-00941"",""STC-SINGLETON-SCR-00980"",""STC-SINGLETON-SCR-01012"",""STC-SINGLETON-SCR-01024""]}"
S6-technology_multicarrier_waveforms,Enabling technology: multicarrier_waveforms,FSO|VLC_LiFi|fiber|hybrid_optical|photonic_THz,54,3,3,3,2,2,2,1,3,3,high,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9259,""raw_token_unique_count"":17,""raw_token_samples"":[{""token"":""OFDM"",""count"":35},{""token"":""DCO_OFDM"",""count"":5},{""token"":""ACO_OFDM"",""count"":3},{""token"":""CE_OFDM"",""count"":2},{""token"":""OTFS"",""count"":2},{""token"":""CE_LFM_OFDM"",""count"":1},{""token"":""CEO_OFDM"",""count"":1},{""token"":""DFT_S_OFDM"",""count"":1},{""token"":""DMT_OFDM"",""count"":1},{""token"":""EADO_OFDM"",""count"":1},{""token"":""LACO_OFDM"",""count"":1},{""token"":""LFM_OFDM"",""count"":1},{""token"":""MIMO_OFDM"",""count"":1},{""token"":""OFDMA"",""count"":1},{""token"":""QPSK_OFDM"",""count"":1},{""token"":""self_coherent_OFDM"",""count"":1},{""token"":""TDM_OFDM_LFM"",""count"":1}],""contributing_study_ids"":[""STC-ACO-OFDM-LFM-LIDAR-2025"",""STC-DP-IMDD-THZ-RANGING-2025-2026"",""STC-EADO-OFDM-RANGING-2024-2025"",""STC-LED-OISAC-2024-2025"",""STC-MMW-OFDM-PENG-2023-2024"",""STC-OCDM-THZ-OVER-FIBER-2024-2025"",""STC-REALTIME-BIDIR-DMT-THZ-2024-2026"",""STC-SF-LFM-OFDM-THZ-2025-2026"",""STC-SINGLETON-SCR-00007"",""STC-SINGLETON-SCR-00011"",""STC-SINGLETON-SCR-00036"",""STC-SINGLETON-SCR-00233"",""STC-SINGLETON-SCR-00274"",""STC-SINGLETON-SCR-00366"",""STC-SINGLETON-SCR-00367"",""STC-SINGLETON-SCR-00418"",""STC-SINGLETON-SCR-00436"",""STC-SINGLETON-SCR-00488"",""STC-SINGLETON-SCR-00492"",""STC-SINGLETON-SCR-00557"",""STC-SINGLETON-SCR-00602"",""STC-SINGLETON-SCR-00631"",""STC-SINGLETON-SCR-00891"",""STC-SINGLETON-SCR-00893"",""STC-SINGLETON-SCR-00902"",""STC-SINGLETON-SCR-00905"",""STC-SINGLETON-SCR-00912"",""STC-SINGLETON-SCR-00915"",""STC-SINGLETON-SCR-00918"",""STC-SINGLETON-SCR-00919"",""STC-SINGLETON-SCR-00920"",""STC-SINGLETON-SCR-00925"",""STC-SINGLETON-SCR-00926"",""STC-SINGLETON-SCR-00937"",""STC-SINGLETON-SCR-00941"",""STC-SINGLETON-SCR-00954"",""STC-SINGLETON-SCR-00970"",""STC-SINGLETON-SCR-00974"",""STC-SINGLETON-SCR-00977"",""STC-SINGLETON-SCR-00994"",""STC-SINGLETON-SCR-00998"",""STC-SINGLETON-SCR-01018"",""STC-SINGLETON-SCR-01020"",""STC-SINGLETON-SCR-01023"",""STC-SINGLETON-SCR-01024"",""STC-SINGLETON-SCR-01025"",""STC-SINGLETON-SCR-01032"",""STC-SINGLETON-SCR-01040"",""STC-SINGLETON-SCR-01049"",""STC-SINGLETON-SCR-01050"",""STC-SINGLETON-SCR-01081"",""STC-SINGLETON-SCR-01101"",""STC-SINGLETON-SCR-01188"",""STC-WBAND-TFDM-DONG-2022-2024""]}"
S6-technology_optical_frequency_combs,Enabling technology: optical_frequency_combs,photonic_THz,8,3,3,3,2,2,2,1,3,3,high,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":1,""raw_token_unique_count"":2,""raw_token_samples"":[{""token"":""optical_frequency_comb"",""count"":7},{""token"":""microcomb"",""count"":1}],""contributing_study_ids"":[""STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026"",""STC-SINGLETON-SCR-00406"",""STC-SINGLETON-SCR-00808"",""STC-SINGLETON-SCR-00953"",""STC-SINGLETON-SCR-00975"",""STC-SINGLETON-SCR-01009"",""STC-SINGLETON-SCR-01010"",""STC-SINGLETON-SCR-01040""]}"
S6-technology_optimization_and_communications_dsp,Enabling technology: optimization_and_communications_dsp,FSO|VLC_LiFi|fiber|photonic_THz,14,3,3,3,2,2,2,1,3,3,high,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9286,""raw_token_unique_count"":11,""raw_token_samples"":[{""token"":""Volterra_equalization"",""count"":3},{""token"":""Volterra_equalizer"",""count"":2},{""token"":""DFT_precoding"",""count"":1},{""token"":""Gray_coding"",""count"":1},{""token"":""Hamiltonian_coding"",""count"":1},{""token"":""Manchester_coding"",""count"":1},{""token"":""particle_swarm_optimization"",""count"":1},{""token"":""perturbation_optimization"",""count"":1},{""token"":""phase_coding"",""count"":1},{""token"":""source_layout_optimization"",""count"":1},{""token"":""whale_optimization"",""count"":1}],""contributing_study_ids"":[""STC-DP-IMDD-THZ-RANGING-2025-2026"",""STC-LED-OISAC-2024-2025"",""STC-OCDM-THZ-OVER-FIBER-2024-2025"",""STC-SINGLETON-SCR-00460"",""STC-SINGLETON-SCR-00922"",""STC-SINGLETON-SCR-00979"",""STC-SINGLETON-SCR-00980"",""STC-SINGLETON-SCR-00998"",""STC-SINGLETON-SCR-01034"",""STC-SINGLETON-SCR-01060"",""STC-SINGLETON-SCR-01070"",""STC-SINGLETON-SCR-01071"",""STC-SINGLETON-SCR-01101"",""STC-SINGLETON-SCR-01151""]}"
S6-technology_other_enabling_technology,Enabling technology: other_enabling_technology (mixed/unclassified; non-substantive),FSO|VLC_LiFi|fiber|hybrid_optical,19,2,3,3,2,2,2,1,3,3,unclear,"{""section"":""S6"",""deterministic_rule"":""mixed_unclassified_fallback_not_eligible_for_substantive_survey_certainty_conclusion"",""substantive_for_survey_conclusion"":false,""core_median"":2,""adequate_share"":1,""raw_token_unique_count"":82,""raw_token_samples"":[{""token"":""other"",""count"":7},{""token"":""DP_16QAM"",""count"":2},{""token"":""IMDD"",""count"":2},{""token"":""LFM"",""count"":2},{""token"":""ML_AI"",""count"":2},{""token"":""OFDR"",""count"":2},{""token"":""2D_IFFT"",""count"":1},{""token"":""attention_MLP"",""count"":1},{""token"":""Canny_edge_detection"",""count"":1},{""token"":""closed_loop_control"",""count"":1},{""token"":""commercial_ECL"",""count"":1},{""token"":""conditional_GAN"",""count"":1},{""token"":""continuous_time_tagging"",""count"":1},{""token"":""corner_reflector"",""count"":1},{""token"":""CPM"",""count"":1},{""token"":""CRB"",""count"":1},{""token"":""DFT"",""count"":1},{""token"":""digital_twin"",""count"":1},{""token"":""DP_QAM16"",""count"":1},{""token"":""DS18B20"",""count"":1}],""contributing_study_ids"":[""STC-DSCM-ANN-DT-ECL-2025-2026"",""STC-SELF-HOMODYNE-MCF-OFDR-2024-2025"",""STC-SINGLETON-SCR-00056"",""STC-SINGLETON-SCR-00110"",""STC-SINGLETON-SCR-00210"",""STC-SINGLETON-SCR-00218"",""STC-SINGLETON-SCR-00273"",""STC-SINGLETON-SCR-00376"",""STC-SINGLETON-SCR-00407"",""STC-SINGLETON-SCR-00679"",""STC-SINGLETON-SCR-00680"",""STC-SINGLETON-SCR-00730"",""STC-SINGLETON-SCR-00833"",""STC-SINGLETON-SCR-00904"",""STC-SINGLETON-SCR-00909"",""STC-SINGLETON-SCR-00910"",""STC-SINGLETON-SCR-00913"",""STC-SINGLETON-SCR-00914"",""STC-SINGLETON-SCR-01095""]}"
S6-technology_quantum_and_photon_counting,Enabling technology: quantum_and_photon_counting,fiber|other_optical,2,1,3,3,1,2,2,1,3,2,limited,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":1,""raw_token_unique_count"":2,""raw_token_samples"":[{""token"":""photon_counting"",""count"":1},{""token"":""quantum_hypothesis_testing"",""count"":1}],""contributing_study_ids"":[""STC-SINGLETON-SCR-00379"",""STC-SINGLETON-SCR-00761""]}"
S6-technology_radar_and_fmcw_processing,Enabling technology: radar_and_fmcw_processing,FSO|VLC_LiFi|fiber|hybrid_optical|other_optical|photonic_THz,41,3,3,3,2,2,2,1,3,3,moderate,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":0.9756,""raw_token_unique_count"":18,""raw_token_samples"":[{""token"":""FMCW"",""count"":12},{""token"":""LFMCW"",""count"":5},{""token"":""photonic_dechirping"",""count"":5},{""token"":""optical_dechirping"",""count"":4},{""token"":""dual_chirp"",""count"":3},{""token"":""photonic_dechirp"",""count"":3},{""token"":""LFM_radar"",""count"":2},{""token"":""analog_dechirp"",""count"":1},{""token"":""chirp_polarity_modulation"",""count"":1},{""token"":""correlation_radar"",""count"":1},{""token"":""cross_correlation_radar"",""count"":1},{""token"":""dechirp_ranging"",""count"":1},{""token"":""Doppler_radar"",""count"":1},{""token"":""dual_chirp_LFM"",""count"":1},{""token"":""M_sequence_radar"",""count"":1},{""token"":""PC_FMCW"",""count"":1},{""token"":""radar_dechirping"",""count"":1},{""token"":""RBPSK_FMCW"",""count"":1}],""contributing_study_ids"":[""STC-SEVENCORE-COMB-SH-DAS-2024-2025"",""STC-SF-LFM-OFDM-THZ-2025-2026"",""STC-SINGLETON-SCR-00036"",""STC-SINGLETON-SCR-00086"",""STC-SINGLETON-SCR-00177"",""STC-SINGLETON-SCR-00185"",""STC-SINGLETON-SCR-00268"",""STC-SINGLETON-SCR-00312"",""STC-SINGLETON-SCR-00344"",""STC-SINGLETON-SCR-00361"",""STC-SINGLETON-SCR-00362"",""STC-SINGLETON-SCR-00502"",""STC-SINGLETON-SCR-00719"",""STC-SINGLETON-SCR-00808"",""STC-SINGLETON-SCR-00882"",""STC-SINGLETON-SCR-00884"",""STC-SINGLETON-SCR-00885"",""STC-SINGLETON-SCR-00893"",""STC-SINGLETON-SCR-00896"",""STC-SINGLETON-SCR-00899"",""STC-SINGLETON-SCR-00903"",""STC-SINGLETON-SCR-00916"",""STC-SINGLETON-SCR-00944"",""STC-SINGLETON-SCR-00953"",""STC-SINGLETON-SCR-00965"",""STC-SINGLETON-SCR-00990"",""STC-SINGLETON-SCR-00992"",""STC-SINGLETON-SCR-01010"",""STC-SINGLETON-SCR-01033"",""STC-SINGLETON-SCR-01049"",""STC-SINGLETON-SCR-01060"",""STC-SINGLETON-SCR-01073"",""STC-SINGLETON-SCR-01101"",""STC-SINGLETON-SCR-01152"",""STC-SINGLETON-SCR-01153"",""STC-SINGLETON-SCR-01165"",""STC-SINGLETON-SCR-01229"",""STC-SUBCARRIER-CHIRP-DBAND-2025"",""STC-TUNABLE-LASER-THZ-FMCW-2025-2026"",""STC-WBAND-POLARIZATION-JRC-2023-2025"",""STC-WBAND-TFDM-DONG-2022-2024""]}"
S6-technology_radio_over_fiber,Enabling technology: radio_over_fiber,fiber|hybrid_optical|photonic_THz,13,3,3,3,2,2,2,1,3,3,high,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":1,""raw_token_unique_count"":7,""raw_token_samples"":[{""token"":""RoF"",""count"":5},{""token"":""radio_over_fiber"",""count"":3},{""token"":""ARoF"",""count"":2},{""token"":""A_RoF"",""count"":1},{""token"":""analog_radio_over_fiber"",""count"":1},{""token"":""analog_RoF"",""count"":1},{""token"":""photonic_fronthaul"",""count"":1}],""contributing_study_ids"":[""STC-SINGLETON-SCR-00366"",""STC-SINGLETON-SCR-00492"",""STC-SINGLETON-SCR-00502"",""STC-SINGLETON-SCR-00631"",""STC-SINGLETON-SCR-00719"",""STC-SINGLETON-SCR-00884"",""STC-SINGLETON-SCR-00944"",""STC-SINGLETON-SCR-00965"",""STC-SINGLETON-SCR-00979"",""STC-SINGLETON-SCR-00983"",""STC-SINGLETON-SCR-00985"",""STC-SINGLETON-SCR-00986"",""STC-SINGLETON-SCR-01093""]}"
S6-technology_reconfigurable_intelligent_surfaces,Enabling technology: reconfigurable_intelligent_surfaces,photonic_THz,1,3,3,3,2,2,2,1,3,3,limited,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":1,""raw_token_unique_count"":1,""raw_token_samples"":[{""token"":""Risley_prism"",""count"":1}],""contributing_study_ids"":[""STC-SINGLETON-SCR-00953""]}"
S6-technology_sensing_and_inference_processing,Enabling technology: sensing_and_inference_processing,FSO|VLC_LiFi|fiber,13,3,3,3,2,2,2,1,3,3,high,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9231,""raw_token_unique_count"":13,""raw_token_samples"":[{""token"":""polarization_sensing"",""count"":2},{""token"":""BER_sensing"",""count"":1},{""token"":""Bussgang_decomposition"",""count"":1},{""token"":""compressed_sensing"",""count"":1},{""token"":""distributed_acoustic_sensing"",""count"":1},{""token"":""forward_loop_localization"",""count"":1},{""token"":""microwave_forward_looking_imaging"",""count"":1},{""token"":""NLOS_reflection_sensing"",""count"":1},{""token"":""OAM_modal_decomposition"",""count"":1},{""token"":""RSS_positioning"",""count"":1},{""token"":""SIMO_sensing_array"",""count"":1},{""token"":""SOP_sensing"",""count"":1},{""token"":""wavefront_sensing"",""count"":1}],""contributing_study_ids"":[""STC-FRDM-POLARIZATION-SENSING-2025-2026"",""STC-SINGLETON-SCR-00369"",""STC-SINGLETON-SCR-00456"",""STC-SINGLETON-SCR-00631"",""STC-SINGLETON-SCR-00908"",""STC-SINGLETON-SCR-00926"",""STC-SINGLETON-SCR-01008"",""STC-SINGLETON-SCR-01021"",""STC-SINGLETON-SCR-01028"",""STC-SINGLETON-SCR-01029"",""STC-SINGLETON-SCR-01072"",""STC-SINGLETON-SCR-01081"",""STC-SINGLETON-SCR-01085""]}"
S6-technology_vlc_lifi_illumination,Enabling technology: vlc_lifi_illumination,FSO|VLC_LiFi|hybrid_optical,27,3,3,3,2,2,2,1,3,2,moderate,"{""section"":""S6"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":0.8519,""raw_token_unique_count"":14,""raw_token_samples"":[{""token"":""VLC"",""count"":13},{""token"":""LED"",""count"":6},{""token"":""IR_LED"",""count"":2},{""token"":""visible_light_communication"",""count"":2},{""token"":""blue_LED"",""count"":1},{""token"":""commercial_LED"",""count"":1},{""token"":""COTS_LED_array"",""count"":1},{""token"":""dual_function_LED_photodiode"",""count"":1},{""token"":""free_space_VLC"",""count"":1},{""token"":""LED_as_receiver"",""count"":1},{""token"":""LED_photodiode_dual_function"",""count"":1},{""token"":""LED_streetlamp"",""count"":1},{""token"":""multi_carrier_VLC"",""count"":1},{""token"":""OpenVLC"",""count"":1}],""contributing_study_ids"":[""STC-III-NITRIDE-MOTION-VLC-2023"",""STC-LED-OISAC-2024-2025"",""STC-SINGLETON-SCR-00451"",""STC-SINGLETON-SCR-00460"",""STC-SINGLETON-SCR-00488"",""STC-SINGLETON-SCR-00527"",""STC-SINGLETON-SCR-00557"",""STC-SINGLETON-SCR-00836"",""STC-SINGLETON-SCR-00873"",""STC-SINGLETON-SCR-00902"",""STC-SINGLETON-SCR-00912"",""STC-SINGLETON-SCR-00915"",""STC-SINGLETON-SCR-00925"",""STC-SINGLETON-SCR-00943"",""STC-SINGLETON-SCR-01001"",""STC-SINGLETON-SCR-01011"",""STC-SINGLETON-SCR-01021"",""STC-SINGLETON-SCR-01024"",""STC-SINGLETON-SCR-01028"",""STC-SINGLETON-SCR-01029"",""STC-SINGLETON-SCR-01030"",""STC-SINGLETON-SCR-01034"",""STC-SINGLETON-SCR-01036"",""STC-SINGLETON-SCR-01047"",""STC-SINGLETON-SCR-01050"",""STC-SINGLETON-SCR-01059"",""STC-SINGLETON-SCR-01081""]}"
