paper_id,year,modality,scenario,metric_name,metric_value,metric_unit,definition_class,evidence_type,heading_path,line_start,line_end,excerpt_paraphrase,excerpt_quote,notes
O_ISAC_116,2025,Hybrid,Indoor,B,400000000.0,Hz,OTHER,eq,II. LIMITATION OF LOS UV COMMUNICATION,33,33,Bandwidth is reported.,"<span id=""page-0-4""></span><span id=""page-0-3""></span>The effect of misalignment is demonstrated to highlight a key limitation of commonly reported direct LOS OWC systems. For this, a commercial-off-the-shelf UV-C",
O_ISAC_116,2025,Hybrid,Indoor,R,1240000000.0,bps,OTHER,text,II. LIMITATION OF LOS UV COMMUNICATION,47,47,Data rate/throughput is reported.,data rate of 1.24 Gbps is achieved at a BER of $3.8 \times 10^{-3}$ representing 7% overhead hard-decision pre-forward error correction (FEC) limit and a,
O_ISAC_116,2025,Hybrid,Indoor,R,200000000.0,bps,OTHER,figure,II. LIMITATION OF LOS UV COMMUNICATION,49,49,Data rate/throughput is reported.,"While this data rate is impressive, it is highly dependent on maintaining very stringent direct LOS with 0° offset angle between the transmitter (Tx) and",
O_ISAC_116,2025,Hybrid,Indoor,R,2000000.0,bps,OTHER,text,II. LIMITATION OF LOS UV COMMUNICATION > A. Experimental Set-up and Configurations,79,79,Data rate/throughput is reported.,"To fully evaluate system performance, three different illustrative scenarios are considered. In the first scenario (Tx\_90°\_Rx\_90°), the LED array is placed in the room centre",
O_ISAC_116,2025,Hybrid,Indoor,R,2000000.0,bps,OTHER,text,"II. LIMITATION OF LOS UV COMMUNICATION > <span id=""page-2-2""></span>C. Enhanced Coverage Results and Discussions > IV. PROSPECT OF UV SENSING AND COMMUNICATION",105,105,Data rate/throughput is reported.,The potential for simultaneous signal transmission and sensing is demonstrated by exploiting the increased scattering of UV photons due to presence of a higher aerosol/particle,
O_ISAC_116,2025,Hybrid,Indoor,R,2000000.0,bps,OTHER,figure,"II. LIMITATION OF LOS UV COMMUNICATION > <span id=""page-2-2""></span>C. Enhanced Coverage Results and Discussions > IV. PROSPECT OF UV SENSING AND COMMUNICATION",107,107,Data rate/throughput is reported.,"Under smoke-free conditions, the system initially achieved an average BER of $2.64 \times 10^{-3}$ and 5.13 dB SNR, fulfilling high-reliability communication. Subsequently, artificial smoke is",
O_ISAC_116,2025,Hybrid,Indoor,R,1240000000.0,bps,OTHER,table,"II. LIMITATION OF LOS UV COMMUNICATION > <span id=""page-2-2""></span>C. Enhanced Coverage Results and Discussions > V. CONCLUSION",113,113,Data rate/throughput is reported.,This letter provides experimental demonstration of a solar-blind indoor UV communication system that offers highfidelity data transmission with relaxed beam PAT requirements. We first presented,
O_ISAC_117,2024,Hybrid,Indoor,R,10000000.0,bps,OTHER,text,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,19,19,Data rate/throughput is reported.,"Abstract—To address the challenges associated with traditional communication-sensing integrated systems in the Internet of Vehicle (IoV) environment, particularly in terms of spectrum demand and hardware",
O_ISAC_117,2024,Hybrid,Indoor,B,2000000.0,Hz,OTHER,text,C. Communication Receiver > III. SIMULATION AND ANALYSIS,154,154,Bandwidth is reported.,| bandwidth | 2MHz |,
O_ISAC_117,2024,Hybrid,Indoor,R,10000000.0,bps,OTHER,figure,A. BER > IV. EXPERIMENTAL EVALUATION,201,201,Data rate/throughput is reported.,"The FPGA-based hardware platform depicted in Fig. 1 is illustrated in Fig. 6, which consists of FPGA, VCSEL, APD, amplifier, comparator, and computer. The test",
O_ISAC_118,2023,Hybrid,Outdoor,B,100000000.0,Hz,OTHER,text,III. SYSTEM MODEL,68,68,Bandwidth is reported.,"tracing simulator, WaveFarer [12]. Given that the reflected signal power is approximately -185 dBm when transmiting 0 dBm signal while the Equivalent Isotropic Radiated Power",
O_ISAC_118,2023,Hybrid,Outdoor,B,100000000.0,Hz,OTHER,text,V. SIMULATION RESULTS > *A. Simulation Environment and Setup*,174,174,Bandwidth is reported.,"To reflect path loss and radar cross-section (RCS), we utilized the ray-tracing simulator WaveFarer to obtain these values [12]. Although these values can vary with",
O_ISAC_119,2023,Hybrid,Indoor,R,92000000000.0,bps,OTHER,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,9,9,Data rate/throughput is reported.,Abstract—The coexistence needs of sensing and communication in millimeter-wave (mmW) bands have urgently driven the seamless integration of sensing and communication in the upcoming mmW,
O_ISAC_119,2023,Hybrid,Indoor,B,6000000000.0,Hz,OTHER,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,27,27,Bandwidth is reported.,"HE depletion of frequency resources below 6 GHz has driven mobile communications to develop into millimeterwave (mmW) bands due to the sufficient available bandwidth. Recently,",
O_ISAC_119,2023,Hybrid,Indoor,R,432000000000.0,bps,OTHER,figure,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,29,29,Data rate/throughput is reported.,"For mmW applications, photonics-assisted techniques have shown many potentials compared with conventional electronic ones [3]. On the one hand, it is easy to obtain mmW",
O_ISAC_119,2023,Hybrid,Indoor,R,46550000000.0,bps,OTHER,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,45,45,Data rate/throughput is reported.,"The TDM mechanism arranges radar and communication waveforms in different time slots to share the limited operating bandwidth of the JRC systems. In [\[23\],](#page-9-0) a",
O_ISAC_119,2023,Hybrid,Indoor,R,23000000000.0,bps,OTHER,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,47,47,Data rate/throughput is reported.,"The FDM mechanism arranges radar and communication waveforms in different frequency bands to avoid the service interruptions. In our previous work [\[26\],](#page-9-0) a 28-GHz band",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.19,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,41,57,Fiber spatial granularity/gauge length is reported.,"Fig. 2. Research results of typical photonics-assisted JRC works. To integrate radar and communication functions in mmW bands, many photonics-assisted joint radar and communication (JRC)",
O_ISAC_119,2023,Hybrid,Indoor,R,100000000.0,bps,OTHER,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,49,49,Data rate/throughput is reported.,"The CTCF mechanism usually achieves the two functions using integrated waveforms, which can ensure uninterrupted services and avoid the mutual interference between the radar and",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.19,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,42,58,Fiber spatial granularity/gauge length is reported.,"To integrate radar and communication functions in mmW bands, many photonics-assisted joint radar and communication (JRC) systems have been reported in recent two years, using",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.19,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,43,59,Fiber spatial granularity/gauge length is reported.,"To integrate radar and communication functions in mmW bands, many photonics-assisted joint radar and communication (JRC) systems have been reported in recent two years, using",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.19,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,44,60,Fiber spatial granularity/gauge length is reported.,"The TDM mechanism arranges radar and communication waveforms in different time slots to share the limited operating bandwidth of the JRC systems. In [\[23\],](#page-9-0) a",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.19,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,45,61,Fiber spatial granularity/gauge length is reported.,"The TDM mechanism arranges radar and communication waveforms in different time slots to share the limited operating bandwidth of the JRC systems. In [\[23\],](#page-9-0) a",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.3,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,46,62,Fiber spatial granularity/gauge length is reported.,"The FDM mechanism arranges radar and communication waveforms in different frequency bands to avoid the service interruptions. In our previous work [\[26\],](#page-9-0) a 28-GHz band",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.3,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,47,63,Fiber spatial granularity/gauge length is reported.,"The FDM mechanism arranges radar and communication waveforms in different frequency bands to avoid the service interruptions. In our previous work [\[26\],](#page-9-0) a 28-GHz band",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.019,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,48,64,Fiber spatial granularity/gauge length is reported.,"The CTCF mechanism usually achieves the two functions using integrated waveforms, which can ensure uninterrupted services and avoid the mutual interference between the radar and",
O_ISAC_119,2023,Hybrid,Indoor,Δz,0.019,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,49,65,Fiber spatial granularity/gauge length is reported.,"The CTCF mechanism usually achieves the two functions using integrated waveforms, which can ensure uninterrupted services and avoid the mutual interference between the radar and",
O_ISAC_119,2023,Hybrid,Indoor,R,92000000000.0,bps,OTHER,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,57,57,Data rate/throughput is reported.,electromagnetic polarization multiplexing. It is an extension of our OFC paper [36]. The ultra-wideband sensing and communication waveforms in W-band are obtained by the asymmetrical,
O_ISAC_119,2023,Hybrid,Indoor,Δz,10.8,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,50,66,Fiber spatial granularity/gauge length is reported.,"Given the above, the time-frequency competition or the limitation of integrated waveforms makes it more difficult to simultaneously obtain ultra-high radar resolution and ultra-large communication",
O_ISAC_119,2023,Hybrid,Indoor,Δz,10.8,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,51,67,Fiber spatial granularity/gauge length is reported.,"Given the above, the time-frequency competition or the limitation of integrated waveforms makes it more difficult to simultaneously obtain ultra-high radar resolution and ultra-large communication",
O_ISAC_119,2023,Hybrid,Indoor,Δz,10.8,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,52,68,Fiber spatial granularity/gauge length is reported.,"{2}------------------------------------------------ <span id=""page-2-0""></span>Fig. 3. Architecture of our proposed mmW fiber-wireless link with ISAC. DSP: digital signal processing, D/A: digital-to-analog convention, ECL: external cavity laser, I/Q:",
O_ISAC_119,2023,Hybrid,Indoor,Δz,10.8,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,53,69,Fiber spatial granularity/gauge length is reported.,"{2}------------------------------------------------ <span id=""page-2-0""></span>Fig. 3. Architecture of our proposed mmW fiber-wireless link with ISAC. DSP: digital signal processing, D/A: digital-to-analog convention, ECL: external cavity laser, I/Q:",
O_ISAC_119,2023,Hybrid,Indoor,Δz,10.8,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,54,70,Fiber spatial granularity/gauge length is reported.,"<span id=""page-2-0""></span>Fig. 3. Architecture of our proposed mmW fiber-wireless link with ISAC. DSP: digital signal processing, D/A: digital-to-analog convention, ECL: external cavity laser, I/Q: I/Q",
O_ISAC_119,2023,Hybrid,Indoor,Δz,10.8,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,55,71,Fiber spatial granularity/gauge length is reported.,"<span id=""page-2-0""></span>Fig. 3. Architecture of our proposed mmW fiber-wireless link with ISAC. DSP: digital signal processing, D/A: digital-to-analog convention, ECL: external cavity laser, I/Q: I/Q",
O_ISAC_119,2023,Hybrid,Indoor,Δz,10.8,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,56,72,Fiber spatial granularity/gauge length is reported.,electromagnetic polarization multiplexing. It is an extension of our OFC paper [36]. The ultra-wideband sensing and communication waveforms in W-band are obtained by the asymmetrical,
O_ISAC_119,2023,Hybrid,Indoor,Δz,10.8,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > I. Introduction,57,73,Fiber spatial granularity/gauge length is reported.,electromagnetic polarization multiplexing. It is an extension of our OFC paper [36]. The ultra-wideband sensing and communication waveforms in W-band are obtained by the asymmetrical,
O_ISAC_119,2023,Hybrid,Indoor,Δz,50.0,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > B. mmW Radar and Communication Receivers,127,143,Fiber spatial granularity/gauge length is reported.,"(11) As can be seen, the CRQ gets larger with the increase of sensing or communication bandwidths. Besides, the CRQ generally outlines the bandwidth competition",
O_ISAC_119,2023,Hybrid,Indoor,B,10000000000.0,Hz,OTHER,figure,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > A. W-Band ISAC Signals Generation and Reception,135,135,Bandwidth is reported.,"Fig. 4(a) illustrates the experimental set-up of our proposed W-band fiber-wireless link with ISAC. In the ISAC transmitter, the digital ISAC signal to be delivered",
O_ISAC_119,2023,Hybrid,Indoor,Δz,50.0,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > B. mmW Radar and Communication Receivers,128,144,Fiber spatial granularity/gauge length is reported.,"As can be seen, the CRQ gets larger with the increase of sensing or communication bandwidths. Besides, the CRQ generally outlines the bandwidth competition principle",
O_ISAC_119,2023,Hybrid,Indoor,Δz,50.0,m,DZ,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > B. mmW Radar and Communication Receivers,129,145,Fiber spatial granularity/gauge length is reported.,"As can be seen, the CRQ gets larger with the increase of sensing or communication bandwidths. Besides, the CRQ generally outlines the bandwidth competition principle",
O_ISAC_119,2023,Hybrid,Indoor,B,23000000000.0,Hz,OTHER,eq,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > *C. System Performance Vs. Bandwidth*,209,209,Bandwidth is reported.,"Next, we measured the bandwidth tunability of the sensing and communication functions. The bandwidth of the digital sensing signal was changed to 23 GHz. Given",
O_ISAC_119,2023,Hybrid,Indoor,B,13500000000.0,Hz,OTHER,figure,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > *C. System Performance Vs. Bandwidth*,219,219,Bandwidth is reported.,"For sensing function, we analyzed the received H-polarization mmW echoes. Fig. 14(a) shows the down-converted frequency spectrum, with the spectral line centered at about 13.5",
O_ISAC_119,2023,Hybrid,Indoor,B,23000000000.0,Hz,OTHER,figure,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > *D. Sensing Resolution and Communication Capacity*,241,241,Bandwidth is reported.,"Then, we shifted the bandwidth of the sensing signal to 23 GHz. Fig. 18(a)–(c) show the normalized cross-correlations as the radial distances between the two",
O_ISAC_119,2023,Hybrid,Indoor,R,92000000000.0,bps,OTHER,figure,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > *D. Sensing Resolution and Communication Capacity*,253,253,Data rate/throughput is reported.,value for also simulating the multi-node access of both mmW sensing and communication. The calculated BER as a function of the ROP at 11.5 GBaud,
O_ISAC_119,2023,Hybrid,Indoor,B,200000000.0,Hz,OTHER,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > *D. Sensing Resolution and Communication Capacity*,255,255,Bandwidth is reported.,"According to Ref.[\[37\],](#page-10-0) the generated mmW ISAC signals will vary less than ±0.2 GHz over 10 hours. The transmission bandwidth of the ISAC signals is",
O_ISAC_119,2023,Hybrid,Indoor,R,61333000000.0,bps,OTHER,table,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > *D. Sensing Resolution and Communication Capacity*,289,289,Data rate/throughput is reported.,"Table I summarizes the waveform mode, central frequency, wireless distance, radar resolution, communication rate, and CRQ of typical photonics-assisted mmW JRC links. Thanks to the",
O_ISAC_119,2023,Hybrid,Indoor,R,61333000000.0,bps,OTHER,text,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing > IV. CONCLUSION,311,311,Data rate/throughput is reported.,"In this article, we have proposed and systematically demonstrated a photonics-assisted W-band CTCF ISAC link. The ultra-wideband W-band sensing and communication signals are generated by",
O_ISAC_119,2023,Hybrid,Indoor,R,200000000000.0,bps,OTHER,text,REFERENCES,357,357,Data rate/throughput is reported.,"- [39] H. Zhang et al., ""Single-lane 200 Gbit/s photonic wireless transmission of multicarrier 64-QAM signals at 300 GHz over 30 m,"" *Chin. Opt. Lett.*,",
O_ISAC_120,2023,FSO,Indoor,B,30000000000.0,Hz,OTHER,figure,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing > II. BEAM SQUINTING IN PHASED ARRAYS,49,49,Bandwidth is reported.,The beam squinting phenomenon is further elaborated through simulations on a phased array. The array uses omni-directional antenna elements and a three-tone input to represent,
O_ISAC_120,2023,FSO,Indoor,B,5000000000.0,Hz,OTHER,figure,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing > A. Programmable Beam Squinting and Spatial Dispersion Using PTA > B. Secured Keyless High Data-Rate Wireless Communication Using PTA TX,140,140,Bandwidth is reported.,"Although the proposed basic PTA security scheme can selectively distort the spectrum at the eavesdropper, the information beamwidth (IB) of the scheme (e.g., with 20%",
O_ISAC_120,2023,FSO,Indoor,B,28000000000.0,Hz,OTHER,figure,IV. TX ARCHITECTURE AND ON-WAFER MEASUREMENTS A. Time Delay Realization > B. TX Architecture,199,199,Bandwidth is reported.,"were made to the circuit from [22] for adaptation to lower 45-nm CMOS node and wideband operation. First, due to low output impedance in advanced",
O_ISAC_120,2023,FSO,Indoor,B,12000000000.0,Hz,OTHER,figure,IV. TX ARCHITECTURE AND ON-WAFER MEASUREMENTS A. Time Delay Realization > D. TX Channel On-Wafer Measurements,255,255,Bandwidth is reported.,"The TX channel is characterized using ON-wafer probing using measurement setup in Fig. 9(a). First, small signal conversion gain is measured across all the delay",
O_ISAC_120,2023,FSO,Indoor,B,33000000000.0,Hz,OTHER,figure,IV. TX ARCHITECTURE AND ON-WAFER MEASUREMENTS A. Time Delay Realization > D. TX Channel On-Wafer Measurements,267,267,Bandwidth is reported.,are summarized in Fig. 8(d). The time delay variation is between 1.1% and 4.6% over 25–33 GHz (27% FBW). The variation in RF delay [see,
O_ISAC_120,2023,FSO,Indoor,R,36000000000.0,bps,OTHER,figure,IV. TX ARCHITECTURE AND ON-WAFER MEASUREMENTS A. Time Delay Realization > D. TX Channel On-Wafer Measurements,291,291,Data rate/throughput is reported.,"input, the TX supports a 6 GSym/s 64 QAM signal (36 Gbps data rate) with zero delay setting and 6 GSym/s 16 QAM and 5",
O_ISAC_120,2023,FSO,Indoor,B,5000000000.0,Hz,OTHER,figure,V. OTA SECURITY/RX LOCALIZATION DEMONSTRATION USING PTA TX,297,297,Bandwidth is reported.,"For the experimental demonstration of PTA secured communication, a wideband modulated QPSK signal with a bandwidth of 5 GHz is used [see Fig. 10(b)]. A",
O_ISAC_120,2023,FSO,Indoor,B,7000000000.0,Hz,OTHER,figure,V. OTA SECURITY/RX LOCALIZATION DEMONSTRATION USING PTA TX,333,333,Bandwidth is reported.,"However, using the peak of the main lobe over frequency to determine the angular location will have large angular ambiguity, especially with just a four-element",
O_ISAC_121,2025,Hybrid,Unknown,B,10000000000.0,Hz,OTHER,text,**All-optical Computing for Direction-of-arrival Estimation Beyond Diffraction Limits** > **1. Introduction**,13,13,Bandwidth is reported.,"In the fields of communications, radar, and navigation, the angles of spatial target sources are critical information for wireless signal processing. Consequently, direction-of-arrival (DOA) estimation",
O_ISAC_121,2025,Hybrid,Unknown,B,10000000000.0,Hz,OTHER,figure,**All-optical Computing for Direction-of-arrival Estimation Beyond Diffraction Limits** > **2. Method** > **3. Experimental Results**,29,29,Bandwidth is reported.,"The experimental system for S-DNN is shown in Fig. 2 (a), consisting of a vector network analyzer, transmitting antennas, and waveguide probes. We designed and",
O_ISAC_122,2024,Hybrid,Unknown,B,5000000000.0,Hz,OTHER,text,All-optical computing for super-resolution direction of arrival estimation,19,19,Bandwidth is reported.,"*Abstract***—Direction of arrival estimation technology is the foundation for communications, radar, navigation, etc. However, conventional electronic devices for DOA estimation require expensive RF circuits, high-precision",
O_ISAC_124,2024,Hybrid,Indoor,B,28000000000.0,Hz,OTHER,figure,II. LEAKY-WAVE ANTENNA-ON-DISPLAY > *B. Operation Principle*,86,86,Bandwidth is reported.,"where *P0* denotes the periodic length of the unit cell, and *β<sup>0</sup>* and *α* are the fundamental phase and attenuation constants, respectively. In Fig. 5(a),",
O_ISAC_124,2024,Hybrid,Indoor,B,28000000000.0,Hz,OTHER,figure,II. LEAKY-WAVE ANTENNA-ON-DISPLAY > *B. Operation Principle*,106,106,Bandwidth is reported.,"bandwidth. Radiation characteristics and impedance bandwidth are improved due to continuous wave propagation and phase progression. To further analyze this effect, the current distribution of",
O_ISAC_124,2024,Hybrid,Indoor,B,38000000000.0,Hz,OTHER,figure,*C. Unit Cell Optimization for Display Panel Integration* > D. Simulation Results of the Proposed 1D LWAoD,183,183,Bandwidth is reported.,"to ensure feasible operation. The structure is segmented into three primary regions—the FPC region, the FPC-to-AoD transition region, and the mesh-based display panel region and",
O_ISAC_124,2024,Hybrid,Indoor,B,38000000000.0,Hz,OTHER,figure,*C. Unit Cell Optimization for Display Panel Integration* > D. Simulation Results of the Proposed 1D LWAoD,185,185,Bandwidth is reported.,"Fig. 14 shows the simulated H- and E-plane radiation patterns of the 1D LWAoD. In Fig. 14(a), the H-plane (xozplane) frequency scanning pattern covers a",
O_ISAC_124,2024,Hybrid,Indoor,B,40000000000.0,Hz,OTHER,figure,IV. SIMULATION AND MEASUREMENT RESULTS,251,251,Bandwidth is reported.,Fig. 23(a) shows the measured reflection coefficient of the proposed AoD array with feeding network (FN). The measured impedance bandwidth of $|S_{11}| < -10$ dB,
O_ISAC_124,2024,Hybrid,Indoor,B,40000000000.0,Hz,OTHER,figure,IV. SIMULATION AND MEASUREMENT RESULTS,296,296,Bandwidth is reported.,"To validate the feasibility of AoD concept in display platforms, the prototype is implemented on a flat display panel, which is structurally similar to in-vehicle",
O_ISAC_124,2024,Hybrid,Indoor,B,40000000000.0,Hz,OTHER,text,IV. SIMULATION AND MEASUREMENT RESULTS > VI. CONCLUSION,314,314,Bandwidth is reported.,"This paper presents a novel wideband leaky-wave antennaon-display (LWAoD) with 2-D wide-angle beam-scanning capabilities, offering an integrated solution for ISAC applications. The proposed design features",
O_ISAC_124,2024,Hybrid,Indoor,CRB,19,m,OTHER,text,REFERENCES,337,337,CRB/FIM is referenced.,"- [19] J. Werner, J. Wang, A. Hakkarainen, D. Cabric and M. Valkama, ""Performance and Cramer–Rao Bounds for DoA/RSS Estimation and Transmitter Localization Using Sectorized",
O_ISAC_125,2024,Hybrid,Indoor,B,13000000000.0,Hz,OTHER,text,"<span id=""page-0-0""></span>Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging",9,9,Bandwidth is reported.,"Abstract—In this letter, we propose a low-profile broadband 1-bit randomly encoded folded reflectarray co-aperture transceiver for frequency-diverse microwave imaging. The system consists of a broadband",
O_ISAC_125,2024,Hybrid,Indoor,B,13000000000.0,Hz,OTHER,figure,"<span id=""page-0-0""></span>Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging > I. INTRODUCTION",31,31,Bandwidth is reported.,"In this letter, we design a low-profile, wideband 1-bit randomly encoded folded reflectarray co-aperture transceiver for frequency-diverse imaging, as shown in Fig. 1. The proposed",
O_ISAC_125,2024,Hybrid,Indoor,B,13000000000.0,Hz,OTHER,eq,"<span id=""page-0-0""></span>Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging > I. INTRODUCTION > III. DESIGN OF FOLDED REFLECTARRAY TRANCEIVER",107,107,Bandwidth is reported.,Note that the designed metasurface operates within 13 GHz to 31 GHz (corresponding to 82% relative bandwidth) and has a high PCR above 90%. The,
O_ISAC_125,2024,Hybrid,Indoor,B,100000000.0,Hz,OTHER,text,IV. EXPERIMENTAL DEMONSTRATION OF MICROWAVE IMAGING,119,119,Bandwidth is reported.,"To generate radiation fields covering a 2-D aperture, we randomly arrange the metaunit with states ""0"" and ""1"" in a $34 \times 34$ metasurface array.",
O_ISAC_125,2024,Hybrid,Indoor,B,13000000000.0,Hz,OTHER,figure,IV. EXPERIMENTAL DEMONSTRATION OF MICROWAVE IMAGING,121,121,Bandwidth is reported.,"Fig. 5 plots the electric-field distributions on the imaging plane at 13 GHz, 22 GHz, and 31 GHz, respectively. Note that these fields cover the",
O_ISAC_127,2025,FSO,Underwater,R,8.2,bps,OTHER,text,Adaptive RIS Optimization for Secure Underwater Optical Communications,23,23,Data rate/throughput is reported.,"**ABSTRACT** Underwater Optical Wireless Communication (UOWC) systems are subject to significant degradation due to dynamic salinity gradients, temperature variations, and turbulence-induced noise, which distort light",
O_ISAC_127,2025,FSO,Underwater,R,8.2,bps,OTHER,text,Adaptive RIS Optimization for Secure Underwater Optical Communications > I. INTRODUCTION,43,43,Data rate/throughput is reported.,"Our DRL–NSGA-II framework optimizes simultaneously both secrecy rate and energy efficiency, achieving 8.2 bps/Hz and 22.2% power savings, which is 46.4% higher than static RIS",
O_ISAC_127,2025,FSO,Underwater,R,5.6,bps,OTHER,eq,13. Step 3: Pareto Refinement using NSGA-II: > G. OPTIMIZATION PROBLEM FORMULATION,403,403,Data rate/throughput is reported.,"Unless otherwise stated, all simulations assume a water temperature of 10.2 °C, salinity in the range of 31.9–34.4 PSU, and a channel coherence time $\tau_c=10$",
O_ISAC_127,2025,FSO,Underwater,R,8.2,bps,OTHER,figure,B. BASELINE METHODS,461,461,Data rate/throughput is reported.,"To validate the effectiveness of the proposed LSTM– DRL–NSGA-II framework, we perform a comparative analysis against representative baseline methods spanning both learning-based and non-learning-based categories.",
O_ISAC_127,2025,FSO,Underwater,R,8.2,bps,OTHER,figure,B. BASELINE METHODS > C. PERFORMANCE METRICS AND RESULTS,475,475,Data rate/throughput is reported.,"As illustrated in Fig. 5, the secrecy performance of the proposed LSTM-DRL-NSGA-II framework was evaluated across a wide range of signal-to-noise ratios (SNR). The system",
