paper_id,category,tag,status,evidence,full_reasoning
O_ISAC_095,Source,External Cavity Laser (ECL),USED (Experiment),a 14.5-dBm CW at 1558.558nm emitted from a narrow linewidth ECL,The authors describe an experimental setup in Section III using an external cavity laser (ECL) and two I/Q modulators. They also propose a novel spectrum-efficient MoF architecture for joint sensing and communication in B5G based on polarization interleaving and polarization-insensitive filtering.
O_ISAC_095,Modulation,Asymmetrical Single-Sideband (ASSB) Modulation,USED (Experiment),two asymmetrical optical SSB signals (Sen-OSB and Com-OSB) can be obtained,The authors describe an experimental setup in Section III using an external cavity laser (ECL) and two I/Q modulators. They also propose a novel spectrum-efficient MoF architecture for joint sensing and communication in B5G based on polarization interleaving and polarization-insensitive filtering.
O_ISAC_095,Modulation,Carrier-Suppressed Double-Sideband (CS-DSB) Modulation,USED (Experiment),the MZM is driven by an electrical LO signal through CS-DSB modulation,The authors describe an experimental setup in Section III using an external cavity laser (ECL) and two I/Q modulators. They also propose a novel spectrum-efficient MoF architecture for joint sensing and communication in B5G based on polarization interleaving and polarization-insensitive filtering.
O_ISAC_095,Detector,Photodetector (PD),USED (Experiment),a 40-GHz PD converts the filtered optical signals to electrical MMW signals,The authors describe an experimental setup in Section III using an external cavity laser (ECL) and two I/Q modulators. They also propose a novel spectrum-efficient MoF architecture for joint sensing and communication in B5G based on polarization interleaving and polarization-insensitive filtering.
O_ISAC_095,Beamforming,Polarization Beam Combiner (PBC),USED (Experiment),the recombined optical sidebands are polarization-interleaved by a PBC,The authors describe an experimental setup in Section III using an external cavity laser (ECL) and two I/Q modulators. They also propose a novel spectrum-efficient MoF architecture for joint sensing and communication in B5G based on polarization interleaving and polarization-insensitive filtering.
O_ISAC_095,Impairments,Chromatic Dispersion (CD)-induced Power Fading,MITIGATED (Experiment),our proposed MoF system is free from CD-induced power fading,The authors describe an experimental setup in Section III using an external cavity laser (ECL) and two I/Q modulators. They also propose a novel spectrum-efficient MoF architecture for joint sensing and communication in B5G based on polarization interleaving and polarization-insensitive filtering.
O_ISAC_097,Source,Laser Diode,USED (Experiment),A 12-dBm CW light wave centered at 1550.038 nm and generated from the LD is used as the light source...,The authors describe an experimental setup in Section II using a laser diode (LD) and various optical components. They also demonstrate the system's performance in Section III.
O_ISAC_097,Modulation,MZM,USED (Experiment),"The optical signal from the DP-MZM is amplified by an erbium-doped fiber amplifier (EDFA1, Amonics AEDFA-PA-35-B-FA) and then sent to the Dpol-MZM (Fujitsu FTM-7981EDA) via PC2.",The authors describe an experimental setup in Section II using a laser diode (LD) and various optical components. They also demonstrate the system's performance in Section III.
O_ISAC_097,Detector,Photodetector,USED (Experiment),The optical signal from the OBPF is divided into two parts through a 10:90 optical coupler (OC). 10% of the optical signal is injected into PD2 (Picometrix PT-40D/8XLMD) to achieve optical-to-electrical conversion...,The authors describe an experimental setup in Section II using a laser diode (LD) and various optical components. They also demonstrate the system's performance in Section III.
O_ISAC_097,Modulation,ASK-LFM,USED (Experiment),The ASK-LFM signal can be expressed as $i_{\text{Trans}}(t) \propto S_{\text{ASK}}(t)J_2^2(m_1)\cos[4\pi(2f_0+kt)t]$.,The authors describe an experimental setup in Section II using a laser diode (LD) and various optical components. They also demonstrate the system's performance in Section III.
O_ISAC_098,Source,Laser,USED (Simulation),"we use laser with the wavelength of 1550 nm, which has low atmospheric attenuation in sunny weather and is suitable for wireless transmission",The authors propose an optical integrated sensing and communication system based on the combination of Optical Intelligent Reflecting Surface (OIRS) and Photodiode (PD) array for mobile scenarios. The system utilizes the cooperative work of OIRS and PD array to perform precise optical sensing and beam tracking while maintaining high-speed communication.
O_ISAC_098,Modulation,IM/DD,USED (Simulation),We utilize intensity modulation direct detection (IM/DD) with on-off keying (OOK) modulation in this system,The authors propose an optical integrated sensing and communication system based on the combination of Optical Intelligent Reflecting Surface (OIRS) and Photodiode (PD) array for mobile scenarios. The system utilizes the cooperative work of OIRS and PD array to perform precise optical sensing and beam tracking while maintaining high-speed communication.
O_ISAC_098,Detector,PD Array,USED (Simulation),"The user employs a PD array-based receiver, which can estimate the direction and position of the incident beam.",The authors propose an optical integrated sensing and communication system based on the combination of Optical Intelligent Reflecting Surface (OIRS) and Photodiode (PD) array for mobile scenarios. The system utilizes the cooperative work of OIRS and PD array to perform precise optical sensing and beam tracking while maintaining high-speed communication.
O_ISAC_098,Beamforming,OIRS,USED (Simulation),"Optical intelligent reflecting surfaces (OIRS), as an emerging optical communication device, can execute functions like reflection, deflection, beam splitting, and beam shaping of optical signals.",The authors propose an optical integrated sensing and communication system based on the combination of Optical Intelligent Reflecting Surface (OIRS) and Photodiode (PD) array for mobile scenarios. The system utilizes the cooperative work of OIRS and PD array to perform precise optical sensing and beam tracking while maintaining high-speed communication.
O_ISAC_098,Impairments,Pointing Error,CONSIDERED (Simulation),"Pointing error refers to the phenomenon that the optical beam deviates from the center of the receiver due to factors such as jitter at the transmitter, thereby causing signal fading.",The authors propose an optical integrated sensing and communication system based on the combination of Optical Intelligent Reflecting Surface (OIRS) and Photodiode (PD) array for mobile scenarios. The system utilizes the cooperative work of OIRS and PD array to perform precise optical sensing and beam tracking while maintaining high-speed communication.
O_ISAC_098,Impairments,Atmospheric Turbulence,CONSIDERED (Simulation),"For different atmospheric turbulence intensities, the corresponding distribution of channel fading caused by atmospheric turbulence is different",The authors propose an optical integrated sensing and communication system based on the combination of Optical Intelligent Reflecting Surface (OIRS) and Photodiode (PD) array for mobile scenarios. The system utilizes the cooperative work of OIRS and PD array to perform precise optical sensing and beam tracking while maintaining high-speed communication.
O_ISAC_098,Impairments,Atmospheric Attenuation,CONSIDERED (Simulation),"The atmospheric attenuation can be written as $h_{l_{s,o,r}} = 10^{-\frac{\alpha_l(l_{s,o} + l_{o,r})}{10^4}}$",The authors propose an optical integrated sensing and communication system based on the combination of Optical Intelligent Reflecting Surface (OIRS) and Photodiode (PD) array for mobile scenarios. The system utilizes the cooperative work of OIRS and PD array to perform precise optical sensing and beam tracking while maintaining high-speed communication.
O_ISAC_099,Source,LED,USED (Experiment),"The downlink and uplink clipped OFDM signals are both generated offline using MATLAB and then uploaded to a two-channel arbitrary waveform generator (AWG, Tektronix AFG31102) with a sampling rate of 250 MSa/s for each channel. The AWG output signals are used to drive the two Tx modules (HCCLS2021MOD01-TX) for downlink and uplink transmissions, respectively.",The authors describe an experimental setup in Section III using LEDs for both downlink and uplink transmissions. They also propose a TDD-based interference cancellation scheme and demonstrate the performance of the bidirectional RO-ISAC system using clipped OFDM.
O_ISAC_099,Modulation,OFDM,USED (Experiment),"The downlink and uplink clipped OFDM signals are both generated offline using MATLAB and then uploaded to a two-channel arbitrary waveform generator (AWG, Tektronix AFG31102) with a sampling rate of 250 MSa/s for each channel.",The authors describe an experimental setup in Section III using LEDs for both downlink and uplink transmissions. They also propose a TDD-based interference cancellation scheme and demonstrate the performance of the bidirectional RO-ISAC system using clipped OFDM.
O_ISAC_099,Detector,Photo-detector (PD),USED (Experiment),"At the uplink device, a photo-detector (PD) is adopted to receive the downlink signal and analog-to-digital (A/D) conversion is further conducted to obtain the received downlink digital OFDM signal.",The authors describe an experimental setup in Section III using LEDs for both downlink and uplink transmissions. They also propose a TDD-based interference cancellation scheme and demonstrate the performance of the bidirectional RO-ISAC system using clipped OFDM.
O_ISAC_099,Beamforming,Corner Cube Reflector (CCR),USED (Experiment),The uplink device is equipped with a CCR to reflect the downlink signal back to the downlink device via retro-reflection.,The authors describe an experimental setup in Section III using LEDs for both downlink and uplink transmissions. They also propose a TDD-based interference cancellation scheme and demonstrate the performance of the bidirectional RO-ISAC system using clipped OFDM.
O_ISAC_099,Impairments,Clipping Distortion,CONSIDERED,"When the clipping ratio is increased from 1 dB to 13 dB, there exists an optimal clipping ratio of 11 dB for OFDM to achieve the minimum BER for all three distances.",The authors describe an experimental setup in Section III using LEDs for both downlink and uplink transmissions. They also propose a TDD-based interference cancellation scheme and demonstrate the performance of the bidirectional RO-ISAC system using clipped OFDM.
O_ISAC_102,Source,None,NOT MENTIONED,"No specific source (e.g., Laser Diodes, VCSELs, LEDs, Frequency Combs) is mentioned in the provided text.","The authors propose a machine learning-enhanced multi-pump Raman fiber amplifier (RFA) for high-performance optical backbone in low-altitude sensing and communication scenarios. They employ a back propagation neural network (BPNN) to model the nonlinear relationship between pump parameters and Raman gain, and an artificial bee colony (ABC) algorithm to optimize pump wavelengths and power configurations."
O_ISAC_102,Modulation,None,NOT MENTIONED,"No modulation scheme (e.g., IM/DD, Coherent, MZM, IQ Modulators) is mentioned in the provided text.","The authors propose a machine learning-enhanced multi-pump Raman fiber amplifier (RFA) for high-performance optical backbone in low-altitude sensing and communication scenarios. They employ a back propagation neural network (BPNN) to model the nonlinear relationship between pump parameters and Raman gain, and an artificial bee colony (ABC) algorithm to optimize pump wavelengths and power configurations."
O_ISAC_102,Detector,None,NOT MENTIONED,"No specific detector (e.g., PIN, APD, Balanced PD, Coherent Receivers) is mentioned in the provided text.","The authors propose a machine learning-enhanced multi-pump Raman fiber amplifier (RFA) for high-performance optical backbone in low-altitude sensing and communication scenarios. They employ a back propagation neural network (BPNN) to model the nonlinear relationship between pump parameters and Raman gain, and an artificial bee colony (ABC) algorithm to optimize pump wavelengths and power configurations."
O_ISAC_102,Beamforming,None,NOT MENTIONED,"No beamforming technique (e.g., OPA, RIS, Lens Arrays) is mentioned in the provided text.","The authors propose a machine learning-enhanced multi-pump Raman fiber amplifier (RFA) for high-performance optical backbone in low-altitude sensing and communication scenarios. They employ a back propagation neural network (BPNN) to model the nonlinear relationship between pump parameters and Raman gain, and an artificial bee colony (ABC) algorithm to optimize pump wavelengths and power configurations."
O_ISAC_102,Impairments,None,NOT MENTIONED,"No specific impairment (e.g., Linewidth, Phase Noise, Nonlinearity) is mentioned in the provided text, although nonlinear effects are discussed in the context of Raman fiber amplifiers.","The authors propose a machine learning-enhanced multi-pump Raman fiber amplifier (RFA) for high-performance optical backbone in low-altitude sensing and communication scenarios. They employ a back propagation neural network (BPNN) to model the nonlinear relationship between pump parameters and Raman gain, and an artificial bee colony (ABC) algorithm to optimize pump wavelengths and power configurations."
O_ISAC_103,Source,Laser Array,USED (Experiment),a laser array (ID Photonics CoBrite) using a dual-polarization inphase/quadrature modulator (DP-IQM),The authors describe an experimental setup in Section 3 using a laser array and a dual-polarization in-phase/quadrature modulator (DP-IQM). They also propose a recirculating fibre loop structure for joint communication and sensing system.
O_ISAC_103,Source,Fibre Lasers,USED (Experiment),Two fibre lasers (NKT E15) of 1550.12 nm with ~100Hz linewidth are used as the transmitter laser and LO for the DAS receiver.,The authors describe an experimental setup in Section 3 using a laser array and a dual-polarization in-phase/quadrature modulator (DP-IQM). They also propose a recirculating fibre loop structure for joint communication and sensing system.
O_ISAC_103,Modulation,DP-QPSK,USED (Experiment),"32-GBaud DP-QPSK signals, with a 1% roll-off root-raised cosine pulse shape.",The authors describe an experimental setup in Section 3 using a laser array and a dual-polarization in-phase/quadrature modulator (DP-IQM). They also propose a recirculating fibre loop structure for joint communication and sensing system.
O_ISAC_103,Detector,Coherent Receiver,USED (Experiment),The communication signal is amplified to a constant receive power of 0 dBm and detected with a coherent receiver.,The authors describe an experimental setup in Section 3 using a laser array and a dual-polarization in-phase/quadrature modulator (DP-IQM). They also propose a recirculating fibre loop structure for joint communication and sensing system.
O_ISAC_103,Detector,BPD,USED (Experiment),The outputs of BPD are sampled and digitized using corresponding 14-bit ADCs running at 250MS/s.,The authors describe an experimental setup in Section 3 using a laser array and a dual-polarization in-phase/quadrature modulator (DP-IQM). They also propose a recirculating fibre loop structure for joint communication and sensing system.
O_ISAC_103,Impairments,Linewidth,USED (Experiment),Two fibre lasers (NKT E15) of 1550.12 nm with ~100Hz linewidth,The authors describe an experimental setup in Section 3 using a laser array and a dual-polarization in-phase/quadrature modulator (DP-IQM). They also propose a recirculating fibre loop structure for joint communication and sensing system.
O_ISAC_103,Impairments,Nonlinearity,USED (Experiment),The communication signal suffers from nonlinear noise when the launch power is 0 dBm.,The authors describe an experimental setup in Section 3 using a laser array and a dual-polarization in-phase/quadrature modulator (DP-IQM). They also propose a recirculating fibre loop structure for joint communication and sensing system.
O_ISAC_104,Source,Laser,NOT MENTIONED,No mention of a specific laser source in the provided text.,The authors propose an Optical Fiber Interferometry (OFI)-based interrogator for joint communication and sensing in access networks. The OFI solution is based on a standard Michelson interferometer with Faraday rotator mirrors and a 3x3 coupler for passive homodyne demodulation.
O_ISAC_104,Modulation,IM/DD vs Coherent,NOT MENTIONED,No mention of modulation schemes in the provided text.,The authors propose an Optical Fiber Interferometry (OFI)-based interrogator for joint communication and sensing in access networks. The OFI solution is based on a standard Michelson interferometer with Faraday rotator mirrors and a 3x3 coupler for passive homodyne demodulation.
O_ISAC_104,Detectors,"PIN, APD, Balanced PD, Coherent Receivers",NOT MENTIONED,No mention of detectors in the provided text.,The authors propose an Optical Fiber Interferometry (OFI)-based interrogator for joint communication and sensing in access networks. The OFI solution is based on a standard Michelson interferometer with Faraday rotator mirrors and a 3x3 coupler for passive homodyne demodulation.
O_ISAC_104,Beamforming,"OPA, RIS, Lens Arrays",NOT MENTIONED,No mention of beamforming techniques in the provided text.,The authors propose an Optical Fiber Interferometry (OFI)-based interrogator for joint communication and sensing in access networks. The OFI solution is based on a standard Michelson interferometer with Faraday rotator mirrors and a 3x3 coupler for passive homodyne demodulation.
O_ISAC_104,Impairments,"Linewidth, Phase Noise, Nonlinearity",NOT MENTIONED,No mention of impairments in the provided text.,The authors propose an Optical Fiber Interferometry (OFI)-based interrogator for joint communication and sensing in access networks. The OFI solution is based on a standard Michelson interferometer with Faraday rotator mirrors and a 3x3 coupler for passive homodyne demodulation.
O_ISAC_105,Source,Laser Diode,USED (Experiment),"a C-band laser diode (LD, <100 kHz linewidth) is injected into an optical phase modulator",The authors describe an experimental setup in Section III using a C-band laser diode and a uni-traveling carrier photodiode (UTC-PD). They also propose a multi-channel photonic THz-ISAC system based on an integrated LFM-QAM waveform.
O_ISAC_105,Modulation,LFM-QAM,USED (Experiment),the integrated LFM-QAM waveform is proposed and experimentally demonstrated,The authors describe an experimental setup in Section III using a C-band laser diode and a uni-traveling carrier photodiode (UTC-PD). They also propose a multi-channel photonic THz-ISAC system based on an integrated LFM-QAM waveform.
O_ISAC_105,Detector,UTC-PD,USED (Experiment),the 3-channel optical signals are fed into the uni-traveling carrier photodiode (UTC-PD) to perform photonic heterodyning,The authors describe an experimental setup in Section III using a C-band laser diode and a uni-traveling carrier photodiode (UTC-PD). They also propose a multi-channel photonic THz-ISAC system based on an integrated LFM-QAM waveform.
O_ISAC_105,Impairments,Linewidth,CONSIDERED (Experiment),the linewidth of the laser diode is less than 100 kHz,The authors describe an experimental setup in Section III using a C-band laser diode and a uni-traveling carrier photodiode (UTC-PD). They also propose a multi-channel photonic THz-ISAC system based on an integrated LFM-QAM waveform.
O_ISAC_105,Impairments,Phase Noise,CONSIDERED (Experiment),the phase noise will inevitably affect the coherence between multiple channels,The authors describe an experimental setup in Section III using a C-band laser diode and a uni-traveling carrier photodiode (UTC-PD). They also propose a multi-channel photonic THz-ISAC system based on an integrated LFM-QAM waveform.
O_ISAC_107,Source,IR LEDs,USED (Experiment),"optical transceivers – or antennas – initially designed by Oledcomm for a commercial OWC product, and based on IR LEDs for emission",The authors describe an experimental setup in Section III using IR LEDs and PIN PDs. They also propose a system model in Section II using m-CAP modulation and RSS positioning.
O_ISAC_107,Detector,PIN PDs,USED (Experiment),PIN PDs for reception,The authors describe an experimental setup in Section III using IR LEDs and PIN PDs. They also propose a system model in Section II using m-CAP modulation and RSS positioning.
O_ISAC_107,Modulation,m-CAP,USED (Experiment),The system uses an m-CAP waveform for data transmission,The authors describe an experimental setup in Section III using IR LEDs and PIN PDs. They also propose a system model in Section II using m-CAP modulation and RSS positioning.
O_ISAC_107,Positioning,RSS,USED (Experiment),The proposed system uses an RSS-based method coupled with linear least-squares estimation,The authors describe an experimental setup in Section III using IR LEDs and PIN PDs. They also propose a system model in Section II using m-CAP modulation and RSS positioning.
O_ISAC_108,Source,LED,USED (Simulation),This paper presents a new optical integrated sensing and communication (O-ISAC) framework tailored for costeffective Light-Emitting Diode (LED).,"The authors propose an Optical Integrated Sensing and Communication (O-ISAC) framework tailored for cost-effective Light-Emitting Diodes (LEDs). The system operates in two phases: directionless O-ISAC for global device localization and broadcast, and directional O-ISAC for serving users and maintaining precise device tracking. The authors use LEDs as the light source, intensity modulation with direct detection (IM/DD) for communication, and optical beamforming using collimating lenses to concentrate light on the target device."
O_ISAC_108,Modulation,IM/DD,USED (Simulation),IM/DD exclusively relies on measuring the intensity of light rather than its phase.,"The authors propose an Optical Integrated Sensing and Communication (O-ISAC) framework tailored for cost-effective Light-Emitting Diodes (LEDs). The system operates in two phases: directionless O-ISAC for global device localization and broadcast, and directional O-ISAC for serving users and maintaining precise device tracking. The authors use LEDs as the light source, intensity modulation with direct detection (IM/DD) for communication, and optical beamforming using collimating lenses to concentrate light on the target device."
O_ISAC_108,Detector,PIN,USED (Simulation),Each device is equipped with a square photodiode (PD) array containing κ PDs as the optical receiver.,"The authors propose an Optical Integrated Sensing and Communication (O-ISAC) framework tailored for cost-effective Light-Emitting Diodes (LEDs). The system operates in two phases: directionless O-ISAC for global device localization and broadcast, and directional O-ISAC for serving users and maintaining precise device tracking. The authors use LEDs as the light source, intensity modulation with direct detection (IM/DD) for communication, and optical beamforming using collimating lenses to concentrate light on the target device."
O_ISAC_108,Beamforming,Optical Beamforming,USED (Simulation),"In phase 2, we put forth the concept of optical beamforming for O-ISAC using collimating lenses to achieve spatial selectivity.","The authors propose an Optical Integrated Sensing and Communication (O-ISAC) framework tailored for cost-effective Light-Emitting Diodes (LEDs). The system operates in two phases: directionless O-ISAC for global device localization and broadcast, and directional O-ISAC for serving users and maintaining precise device tracking. The authors use LEDs as the light source, intensity modulation with direct detection (IM/DD) for communication, and optical beamforming using collimating lenses to concentrate light on the target device."
O_ISAC_108,Impairments,None,NOT MENTIONED,"No mention of impairments such as linewidth, phase noise, or nonlinearity.","The authors propose an Optical Integrated Sensing and Communication (O-ISAC) framework tailored for cost-effective Light-Emitting Diodes (LEDs). The system operates in two phases: directionless O-ISAC for global device localization and broadcast, and directional O-ISAC for serving users and maintaining precise device tracking. The authors use LEDs as the light source, intensity modulation with direct detection (IM/DD) for communication, and optical beamforming using collimating lenses to concentrate light on the target device."
O_ISAC_109,Source,LiDAR,USED (Simulation),"The simulation pipeline can be used to generate data sets for numerous research, including the behavior of LiDAR as a Road Side Unit (RSU) in vehicular traffic scenarios.",The authors describe a simulation pipeline for dynamic vehicular traffic scenarios using a LiDAR-based system. They also propose a novel approach to reducing wireless communication overhead with a periodic beam index map.
O_ISAC_109,Detector,None,NOT MENTIONED,"No mention of specific detectors such as PIN, APD, Balanced PD, or Coherent Receivers in the provided text.",The authors describe a simulation pipeline for dynamic vehicular traffic scenarios using a LiDAR-based system. They also propose a novel approach to reducing wireless communication overhead with a periodic beam index map.
O_ISAC_109,Beamforming,"OPA, RIS, Lens Arrays",NOT MENTIONED,"No mention of specific beamforming techniques such as OPA, RIS, or Lens Arrays in the provided text. However, beamforming is mentioned as a technology where the radiation pattern of MIMO antenna steers according to the UE direction.",The authors describe a simulation pipeline for dynamic vehicular traffic scenarios using a LiDAR-based system. They also propose a novel approach to reducing wireless communication overhead with a periodic beam index map.
O_ISAC_109,Impairments,None,NOT MENTIONED,"No mention of specific impairments such as Linewidth, Phase Noise, or Nonlinearity in the provided text.",The authors describe a simulation pipeline for dynamic vehicular traffic scenarios using a LiDAR-based system. They also propose a novel approach to reducing wireless communication overhead with a periodic beam index map.
O_ISAC_109,Modulation,None,NOT MENTIONED,"No mention of specific modulation techniques such as IM/DD or Coherent (MZM, IQ Modulators) in the provided text.",The authors describe a simulation pipeline for dynamic vehicular traffic scenarios using a LiDAR-based system. They also propose a novel approach to reducing wireless communication overhead with a periodic beam index map.
O_ISAC_110,Source,LED,USED (Experiment),We set up an LED emitter in a lab conference room emulating a ceiling light lamp.,"The authors propose a system design for joint optical wireless communication and sensing using neuromorphic cameras. They conducted experiments to test the feasibility of their hypothesis, using an LED emitter and a Prophesee camera evaluation kit. The results show the possibility of detecting the dominant frequency in the received signal and thus enabling coherent detection."
O_ISAC_110,Detector,Neuromorphic Camera,USED (Experiment),We use the Prophesee (w/ EVK4 image sensor) camera evaluation kit,"The authors propose a system design for joint optical wireless communication and sensing using neuromorphic cameras. They conducted experiments to test the feasibility of their hypothesis, using an LED emitter and a Prophesee camera evaluation kit. The results show the possibility of detecting the dominant frequency in the received signal and thus enabling coherent detection."
O_ISAC_110,Modulation,Intensity Modulation,IMPLIED (Experiment),We transmitted (using the LED) a 101010.. sequence using a 50% duty cycle square waves from the function generator,"The authors propose a system design for joint optical wireless communication and sensing using neuromorphic cameras. They conducted experiments to test the feasibility of their hypothesis, using an LED emitter and a Prophesee camera evaluation kit. The results show the possibility of detecting the dominant frequency in the received signal and thus enabling coherent detection."
O_ISAC_110,Impairments,Ambient Interference,MENTIONED (Experiment),"We observe that the 60Hz signal in the ambient scenario had very low received signal power due to interference from ambient light, which is roughly 50Hz.","The authors propose a system design for joint optical wireless communication and sensing using neuromorphic cameras. They conducted experiments to test the feasibility of their hypothesis, using an LED emitter and a Prophesee camera evaluation kit. The results show the possibility of detecting the dominant frequency in the received signal and thus enabling coherent detection."
O_ISAC_111,Source,ECL,USED (Experiment),"The central wavelengths of the DP-QPSK signal, optical LFM signal, and optical LO are set at 1549.32 nm, 1549.552 nm, and 1550.512 nm, respectively...","The authors describe an experimental setup in Section III using a DCO Tx module, an I/Q modulator, and UTC-PDs. They also utilize a sub-THz local oscillator (LO) homologous to the radiated sub-THz sensing signals for mitigating the frequency offset and phase noise caused by the free-running laser beats."
O_ISAC_111,Modulation,I/Q Modulator,USED (Experiment),"...the offline-generated baseband digital linear frequency-modulated (LFM) signal with a bandwidth of 16 GHz is converted into a pair of orthogonal analog signals by a 64 GSa/s arbitrary waveform generator (AWG), which are then utilized to drive the I/Q modulator...","The authors describe an experimental setup in Section III using a DCO Tx module, an I/Q modulator, and UTC-PDs. They also utilize a sub-THz local oscillator (LO) homologous to the radiated sub-THz sensing signals for mitigating the frequency offset and phase noise caused by the free-running laser beats."
O_ISAC_111,Detector,UTC-PD,USED (Experiment),...optical heterodyne beats are executed on each branch utilizing its corresponding uni-travelingcarrier photodiodes (UTC-PD1 and UTC-PD2).,"The authors describe an experimental setup in Section III using a DCO Tx module, an I/Q modulator, and UTC-PDs. They also utilize a sub-THz local oscillator (LO) homologous to the radiated sub-THz sensing signals for mitigating the frequency offset and phase noise caused by the free-running laser beats."
O_ISAC_111,Modulation,DP-QPSK,USED (Experiment),...the DCO Tx module is operated in the 100-GbE mode in the OWCM to produce a real-time 31.379-GBaud DP-QPSK optical baseband signal...,"The authors describe an experimental setup in Section III using a DCO Tx module, an I/Q modulator, and UTC-PDs. They also utilize a sub-THz local oscillator (LO) homologous to the radiated sub-THz sensing signals for mitigating the frequency offset and phase noise caused by the free-running laser beats."
O_ISAC_111,Impairments,Phase Noise,MITIGATED (Experiment),...high-precision sensing is realized by effectively mitigating the phase noise and frequency offset caused by the free-running laser beats.,"The authors describe an experimental setup in Section III using a DCO Tx module, an I/Q modulator, and UTC-PDs. They also utilize a sub-THz local oscillator (LO) homologous to the radiated sub-THz sensing signals for mitigating the frequency offset and phase noise caused by the free-running laser beats."
O_ISAC_111,Impairments,Frequency Offset,MITIGATED (Experiment),...high-precision sensing is realized by effectively mitigating the phase noise and frequency offset caused by the free-running laser beats.,"The authors describe an experimental setup in Section III using a DCO Tx module, an I/Q modulator, and UTC-PDs. They also utilize a sub-THz local oscillator (LO) homologous to the radiated sub-THz sensing signals for mitigating the frequency offset and phase noise caused by the free-running laser beats."
O_ISAC_112,Source,LED,USED (Simulation),"LEDs are strategically mounted on the ceiling, serving as both illumination sources and signal transmitters, modulating light intensity based on the Lambertian light source model.","The authors describe a simulation model for an optical IRS-aided indoor visible light fingerprint localization system. They propose two fingerprint-based localization methods, IRSPba and IRSPad, which utilize optical IRSs to enhance localization accuracy in complex indoor environments."
O_ISAC_112,Detector,PD,USED (Simulation),A PD is utilized to capture the optical signal.,"The authors describe a simulation model for an optical IRS-aided indoor visible light fingerprint localization system. They propose two fingerprint-based localization methods, IRSPba and IRSPad, which utilize optical IRSs to enhance localization accuracy in complex indoor environments."
O_ISAC_112,Beamforming,Optical IRS,USED (Simulation),"Optical IRSs can create NLoS links through single reflections, which presents a viable strategy to enhance localization accuracy.","The authors describe a simulation model for an optical IRS-aided indoor visible light fingerprint localization system. They propose two fingerprint-based localization methods, IRSPba and IRSPad, which utilize optical IRSs to enhance localization accuracy in complex indoor environments."
O_ISAC_112,Modulation,IM/DD,IMPLIED (Simulation),"The system modulates light intensity based on the Lambertian light source model, which implies the use of Intensity Modulation/Direct Detection (IM/DD).","The authors describe a simulation model for an optical IRS-aided indoor visible light fingerprint localization system. They propose two fingerprint-based localization methods, IRSPba and IRSPad, which utilize optical IRSs to enhance localization accuracy in complex indoor environments."
O_ISAC_113,Source,External Cavity Laser (ECL),USED (Experiment),A 20-GHz bandwidth I/Q modulator modulates the light emitted by an external cavity laser (ECL).,The authors describe an experimental setup in Section II using an external cavity laser (ECL) and an integrated coherent receiver (ICR). They also propose a novel approach of FM and optical SSB modulation for sensing information obtained from the sensing joint in SMART network.
O_ISAC_113,Modulation,Frequency Modulation (FM),USED (Experiment),Via frequency modulation (FM) and optical single-side band (SSB) modulation on the sensing information within an FPGA-programmed sensing joint...,The authors describe an experimental setup in Section II using an external cavity laser (ECL) and an integrated coherent receiver (ICR). They also propose a novel approach of FM and optical SSB modulation for sensing information obtained from the sensing joint in SMART network.
O_ISAC_113,Modulation,Optical Single-Sideband (SSB) Modulation,USED (Experiment),Via frequency modulation (FM) and optical single-side band (SSB) modulation on the sensing information within an FPGA-programmed sensing joint...,The authors describe an experimental setup in Section II using an external cavity laser (ECL) and an integrated coherent receiver (ICR). They also propose a novel approach of FM and optical SSB modulation for sensing information obtained from the sensing joint in SMART network.
O_ISAC_113,Detector,Integrated Coherent Receiver (ICR),USED (Experiment),Fig. 2. Experimental demonstration setup of the proposed SMART system. ... ICR: Integrated coherent receiver.,The authors describe an experimental setup in Section II using an external cavity laser (ECL) and an integrated coherent receiver (ICR). They also propose a novel approach of FM and optical SSB modulation for sensing information obtained from the sensing joint in SMART network.
O_ISAC_113,Impairments,Frequency Offset,CONSIDERED,frequency offset estimation (FOE) for communication DSP.,The authors describe an experimental setup in Section II using an external cavity laser (ECL) and an integrated coherent receiver (ICR). They also propose a novel approach of FM and optical SSB modulation for sensing information obtained from the sensing joint in SMART network.
O_ISAC_114,Source,Laser Diode (LD),USED (Experiment),"The laser diode (LD) is selected for its advantageous features, including large bandwidth, narrow divergence angle, high collimation, and concentrated energy, making it highly suitable for the O-ICSPT system.","The authors describe an experimental setup in Section III using a laser diode (LD) and photodiodes (PDs) for communication and sensing, and a photovoltaic (PV) cell for energy harvesting. The system framework is proposed in Section II, which includes the use of direct current biased optical orthogonal frequency division multiplexing (DCO-OFDM) for communication and sensing, and optical power splitting for flexible resource allocation."
O_ISAC_114,Detector,Photodiode (PD),USED (Experiment),"The PD is chosen for its high sensitivity, fast response, and low noise, while the PV is favored for its superior power conversion efficiency relative to other photoconverters.","The authors describe an experimental setup in Section III using a laser diode (LD) and photodiodes (PDs) for communication and sensing, and a photovoltaic (PV) cell for energy harvesting. The system framework is proposed in Section II, which includes the use of direct current biased optical orthogonal frequency division multiplexing (DCO-OFDM) for communication and sensing, and optical power splitting for flexible resource allocation."
